year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_hc_total_t
2017,NUTS,2010,HU2,1,4881.0
2018,NUTS,2010,HU2,1,6469.0
2019,NUTS,2010,HU2,1,6826.0
2011,NUTS,2010,HU21,2,1853.0
2012,NUTS,2010,HU21,2,2459.0
2013,NUTS,2010,HU21,2,2305.0
2014,NUTS,2010,HU21,2,1989.0
2015,NUTS,2010,HU21,2,2001.0
2016,NUTS,2010,HU21,2,1946.0
2017,NUTS,2010,HU21,2,2313.0
2018,NUTS,2010,HU21,2,2836.0
2019,NUTS,2010,HU21,2,3111.0
2011,NUTS,2010,HU22,2,1326.0
2012,NUTS,2010,HU22,2,1351.0
2013,NUTS,2010,HU22,2,1616.0
2014,NUTS,2010,HU22,2,1462.0
2015,NUTS,2010,HU22,2,1142.0
2016,NUTS,2010,HU22,2,1172.0
2017,NUTS,2010,HU22,2,1599.0
2018,NUTS,2010,HU22,2,2254.0
2019,NUTS,2010,HU22,2,2280.0
2011,NUTS,2010,HU23,2,837.0
2012,NUTS,2010,HU23,2,985.0
2013,NUTS,2010,HU23,2,1214.0
2014,NUTS,2010,HU23,2,814.0
2015,NUTS,2010,HU23,2,724.0
2016,NUTS,2010,HU23,2,755.0
2017,NUTS,2010,HU23,2,969.0
2018,NUTS,2010,HU23,2,1379.0
2019,NUTS,2010,HU23,2,1435.0
2011,NUTS,2010,HU3,1,4033.0
2012,NUTS,2010,HU3,1,4754.0
2013,NUTS,2010,HU3,1,5123.0
2014,NUTS,2010,HU3,1,4498.0
2015,NUTS,2010,HU3,1,3588.0
2016,NUTS,2010,HU3,1,3703.0
2017,NUTS,2010,HU3,1,4840.0
2018,NUTS,2010,HU3,1,5679.0
2019,NUTS,2010,HU3,1,6359.0
2011,NUTS,2010,HU31,2,1062.0
2012,NUTS,2010,HU31,2,1218.0
2013,NUTS,2010,HU31,2,1547.0
2014,NUTS,2010,HU31,2,1167.0
2015,NUTS,2010,HU31,2,937.0
2016,NUTS,2010,HU31,2,934.0
2017,NUTS,2010,HU31,2,1169.0
2018,NUTS,2010,HU31,2,1322.0
2019,NUTS,2010,HU31,2,1482.0
2011,NUTS,2010,HU32,2,1321.0
2012,NUTS,2010,HU32,2,1640.0
2013,NUTS,2010,HU32,2,1361.0
2014,NUTS,2010,HU32,2,1203.0
2015,NUTS,2010,HU32,2,1238.0
2016,NUTS,2010,HU32,2,1269.0
2017,NUTS,2010,HU32,2,1659.0
2018,NUTS,2010,HU32,2,1913.0
2019,NUTS,2010,HU32,2,2081.0
2011,NUTS,2010,HU33,2,1650.0
2012,NUTS,2010,HU33,2,1896.0
2013,NUTS,2010,HU33,2,2215.0
2014,NUTS,2010,HU33,2,2128.0
2015,NUTS,2010,HU33,2,1413.0
2016,NUTS,2010,HU33,2,1500.0
2017,NUTS,2010,HU33,2,2012.0
2018,NUTS,2010,HU33,2,2444.0
2019,NUTS,2010,HU33,2,2796.0
2011,NUTS,2010,IE,0,19068.0
2013,NUTS,2010,IE,0,24785.0
2015,NUTS,2010,IE,0,26337.0
2017,NUTS,2010,IE,0,27320.0
2019,NUTS,2010,IE,0,27754.0
2011,NUTS,2010,IE0,1,19068.0
2013,NUTS,2010,IE0,1,24785.0
2015,NUTS,2010,IE0,1,26337.0
2017,NUTS,2010,IE0,1,27320.0
2011,NUTS,2010,IE01,2,4031.0
2013,NUTS,2010,IE01,2,4528.0
2015,NUTS,2010,IE01,2,4438.0
2017,NUTS,2010,IE01,2,5826.0
2011,NUTS,2010,IE02,2,15037.0
2013,NUTS,2010,IE02,2,20257.0
2015,NUTS,2010,IE02,2,21899.0
2017,NUTS,2010,IE02,2,21494.0
2011,NUTS,2010,IS,0,1969.0
2013,NUTS,2010,IS,0,2135.0
2015,NUTS,2010,IS,0,2846.0
2016,NUTS,2010,IS,0,2846.0
2017,NUTS,2010,IS,0,3120.0
2018,NUTS,2010,IS,0,3120.0
2011,NUTS,2010,IT,0,151546.0
2012,NUTS,2010,IT,0,162023.0
2013,NUTS,2010,IT,0,171128.0
2014,NUTS,2010,IT,0,176527.0
2015,NUTS,2010,IT,0,189920.0
2016,NUTS,2010,IT,0,234902.0
2017,NUTS,2010,IT,0,283066.0
2018,NUTS,2010,IT,0,326329.0
2019,NUTS,2010,IT,0,338939.0
2011,NUTS,2010,ITC,1,66644.0
2012,NUTS,2010,ITC,1,69808.0
2013,NUTS,2010,ITC,1,72673.0
2014,NUTS,2010,ITC,1,75289.0
2015,NUTS,2010,ITC,1,79118.0
2016,NUTS,2010,ITC,1,96127.0
2017,NUTS,2010,ITC,1,110365.0
2018,NUTS,2010,ITC,1,125566.0
2019,NUTS,2010,ITC,1,129403.0
2011,NUTS,2010,ITC1,2,20016.0
2012,NUTS,2010,ITC1,2,20946.0
2013,NUTS,2010,ITC1,2,22794.0
2014,NUTS,2010,ITC1,2,24096.0
2015,NUTS,2010,ITC1,2,25602.0
2016,NUTS,2010,ITC1,2,30001.0
2017,NUTS,2010,ITC1,2,32803.0
2018,NUTS,2010,ITC1,2,36384.0
2019,NUTS,2010,ITC1,2,36610.0
2011,NUTS,2010,ITC2,2,345.0
2012,NUTS,2010,ITC2,2,328.0
2013,NUTS,2010,ITC2,2,253.0
2014,NUTS,2010,ITC2,2,224.0
2015,NUTS,2010,ITC2,2,231.0
2016,NUTS,2010,ITC2,2,333.0
2017,NUTS,2010,ITC2,2,310.0
2018,NUTS,2010,ITC2,2,333.0
2019,NUTS,2010,ITC2,2,250.0
2011,NUTS,2010,ITC3,2,4237.0
2012,NUTS,2010,ITC3,2,4089.0
2013,NUTS,2010,ITC3,2,3851.0
2014,NUTS,2010,ITC3,2,3812.0
2015,NUTS,2010,ITC3,2,4217.0
2016,NUTS,2010,ITC3,2,5173.0
2017,NUTS,2010,ITC3,2,5254.0
2018,NUTS,2010,ITC3,2,5960.0
2019,NUTS,2010,ITC3,2,6553.0
2011,NUTS,2010,ITC4,2,42046.0
2012,NUTS,2010,ITC4,2,44445.0
2013,NUTS,2010,ITC4,2,45775.0
2014,NUTS,2010,ITC4,2,47157.0
2015,NUTS,2010,ITC4,2,49068.0
2016,NUTS,2010,ITC4,2,60620.0
2017,NUTS,2010,ITC4,2,71998.0
2018,NUTS,2010,ITC4,2,82889.0
2019,NUTS,2010,ITC4,2,85990.0
2011,NUTS,2010,ITF,1,8867.0
2012,NUTS,2010,ITF,1,10482.0
2013,NUTS,2010,ITF,1,11936.0
2014,NUTS,2010,ITF,1,12039.0
2015,NUTS,2010,ITF,1,14786.0
2016,NUTS,2010,ITF,1,17218.0
2017,NUTS,2010,ITF,1,24890.0
2018,NUTS,2010,ITF,1,32862.0
2019,NUTS,2010,ITF,1,36357.0
2011,NUTS,2010,ITF1,2,1416.0
2012,NUTS,2010,ITF1,2,1293.0
2013,NUTS,2010,ITF1,2,1500.0
2014,NUTS,2010,ITF1,2,1650.0
2015,NUTS,2010,ITF1,2,1682.0
2016,NUTS,2010,ITF1,2,2373.0
2017,NUTS,2010,ITF1,2,3081.0
2018,NUTS,2010,ITF1,2,3707.0
2019,NUTS,2010,ITF1,2,3866.0
2011,NUTS,2010,ITF2,2,77.0
2012,NUTS,2010,ITF2,2,101.0
2013,NUTS,2010,ITF2,2,365.0
2014,NUTS,2010,ITF2,2,316.0
2015,NUTS,2010,ITF2,2,702.0
2016,NUTS,2010,ITF2,2,743.0
2017,NUTS,2010,ITF2,2,769.0
2018,NUTS,2010,ITF2,2,1010.0
2019,NUTS,2010,ITF2,2,925.0
2011,NUTS,2010,ITF3,2,5240.0
2012,NUTS,2010,ITF3,2,6479.0
2013,NUTS,2010,ITF3,2,6411.0
2014,NUTS,2010,ITF3,2,6287.0
2015,NUTS,2010,ITF3,2,7674.0
2016,NUTS,2010,ITF3,2,8346.0
2017,NUTS,2010,ITF3,2,12248.0
2018,NUTS,2010,ITF3,2,17510.0
2019,NUTS,2010,ITF3,2,19519.0
2011,NUTS,2010,ITF4,2,1774.0
2012,NUTS,2010,ITF4,2,2290.0
2013,NUTS,2010,ITF4,2,3240.0
2014,NUTS,2010,ITF4,2,3269.0
2015,NUTS,2010,ITF4,2,3815.0
2016,NUTS,2010,ITF4,2,4284.0
2017,NUTS,2010,ITF4,2,5809.0
2018,NUTS,2010,ITF4,2,7187.0
2019,NUTS,2010,ITF4,2,8647.0
2011,NUTS,2010,ITF5,2,190.0
2012,NUTS,2010,ITF5,2,94.0
2013,NUTS,2010,ITF5,2,118.0
2014,NUTS,2010,ITF5,2,116.0
2015,NUTS,2010,ITF5,2,204.0
2016,NUTS,2010,ITF5,2,473.0
2017,NUTS,2010,ITF5,2,673.0
2018,NUTS,2010,ITF5,2,748.0
2019,NUTS,2010,ITF5,2,591.0
2011,NUTS,2010,ITF6,2,170.0
2012,NUTS,2010,ITF6,2,225.0
2013,NUTS,2010,ITF6,2,302.0
2014,NUTS,2010,ITF6,2,401.0
2015,NUTS,2010,ITF6,2,709.0
2016,NUTS,2010,ITF6,2,999.0
2017,NUTS,2010,ITF6,2,2310.0
2018,NUTS,2010,ITF6,2,2700.0
2019,NUTS,2010,ITF6,2,2809.0
2011,NUTS,2010,ITG,1,2945.0
2012,NUTS,2010,ITG,1,2834.0
2013,NUTS,2010,ITG,1,3152.0
2014,NUTS,2010,ITG,1,3206.0
2015,NUTS,2010,ITG,1,3195.0
2016,NUTS,2010,ITG,1,3684.0
2017,NUTS,2010,ITG,1,5005.0
2018,NUTS,2010,ITG,1,6171.0
2019,NUTS,2010,ITG,1,7772.0
2011,NUTS,2010,ITG1,2,2521.0
2012,NUTS,2010,ITG1,2,2419.0
2013,NUTS,2010,ITG1,2,2782.0
2014,NUTS,2010,ITG1,2,2805.0
2015,NUTS,2010,ITG1,2,2575.0
2016,NUTS,2010,ITG1,2,2569.0
2017,NUTS,2010,ITG1,2,3729.0
2018,NUTS,2010,ITG1,2,5113.0
2019,NUTS,2010,ITG1,2,6772.0
2011,NUTS,2010,ITG2,2,424.0
2012,NUTS,2010,ITG2,2,415.0
2013,NUTS,2010,ITG2,2,370.0
2014,NUTS,2010,ITG2,2,401.0
2015,NUTS,2010,ITG2,2,620.0
2016,NUTS,2010,ITG2,2,1115.0
2017,NUTS,2010,ITG2,2,1276.0
2018,NUTS,2010,ITG2,2,1058.0
2019,NUTS,2010,ITG2,2,1000.0
2011,NUTS,2010,ITH,1,50413.0
2012,NUTS,2010,ITH,1,53566.0
2013,NUTS,2010,ITH,1,56875.0
2014,NUTS,2010,ITH,1,58208.0
2015,NUTS,2010,ITH,1,62943.0
2016,NUTS,2010,ITH,1,78317.0
2017,NUTS,2010,ITH,1,93682.0
2018,NUTS,2010,ITH,1,103320.0
2019,NUTS,2010,ITH,1,102698.0
2011,NUTS,2010,ITH1,2,1239.0
2012,NUTS,2010,ITH1,2,1242.0
2013,NUTS,2010,ITH1,2,1338.0
2014,NUTS,2010,ITH1,2,1354.0
2015,NUTS,2010,ITH1,2,1381.0
2016,NUTS,2010,ITH1,2,1796.0
2017,NUTS,2010,ITH1,2,1897.0
2018,NUTS,2010,ITH1,2,2017.0
2019,NUTS,2010,ITH1,2,2171.0
2011,NUTS,2010,ITH2,2,2275.0
2012,NUTS,2010,ITH2,2,2599.0
2013,NUTS,2010,ITH2,2,2456.0
2014,NUTS,2010,ITH2,2,2640.0
2015,NUTS,2010,ITH2,2,2745.0
2016,NUTS,2010,ITH2,2,2342.0
2017,NUTS,2010,ITH2,2,2683.0
2018,NUTS,2010,ITH2,2,2881.0
2019,NUTS,2010,ITH2,2,2964.0
2011,NUTS,2010,ITH3,2,21187.0
2012,NUTS,2010,ITH3,2,21543.0
2013,NUTS,2010,ITH3,2,22418.0
2014,NUTS,2010,ITH3,2,22218.0
2015,NUTS,2010,ITH3,2,23031.0
2016,NUTS,2010,ITH3,2,30156.0
2017,NUTS,2010,ITH3,2,36374.0
2018,NUTS,2010,ITH3,2,41446.0
2019,NUTS,2010,ITH3,2,40617.0
2011,NUTS,2010,ITH4,2,4774.0
2012,NUTS,2010,ITH4,2,4976.0
2013,NUTS,2010,ITH4,2,4717.0
2014,NUTS,2010,ITH4,2,4655.0
2015,NUTS,2010,ITH4,2,4628.0
2016,NUTS,2010,ITH4,2,5734.0
2017,NUTS,2010,ITH4,2,6785.0
2018,NUTS,2010,ITH4,2,7128.0
2019,NUTS,2010,ITH4,2,7131.0
2011,NUTS,2010,ITH5,2,20938.0
2012,NUTS,2010,ITH5,2,23206.0
2013,NUTS,2010,ITH5,2,25946.0
2014,NUTS,2010,ITH5,2,27341.0
2015,NUTS,2010,ITH5,2,31158.0
2016,NUTS,2010,ITH5,2,38289.0
2017,NUTS,2010,ITH5,2,45943.0
2018,NUTS,2010,ITH5,2,49848.0
2019,NUTS,2010,ITH5,2,49815.0
2011,NUTS,2010,ITI,1,22677.0
2012,NUTS,2010,ITI,1,25333.0
2013,NUTS,2010,ITI,1,26492.0
2014,NUTS,2010,ITI,1,27785.0
2015,NUTS,2010,ITI,1,29878.0
2016,NUTS,2010,ITI,1,39556.0
2017,NUTS,2010,ITI,1,49124.0
2018,NUTS,2010,ITI,1,58409.0
2019,NUTS,2010,ITI,1,62709.0
2011,NUTS,2010,ITI1,2,6965.0
2012,NUTS,2010,ITI1,2,8155.0
2013,NUTS,2010,ITI1,2,9467.0
2014,NUTS,2010,ITI1,2,10445.0
2015,NUTS,2010,ITI1,2,11276.0
2016,NUTS,2010,ITI1,2,13843.0
2017,NUTS,2010,ITI1,2,17959.0
2018,NUTS,2010,ITI1,2,21593.0
2019,NUTS,2010,ITI1,2,23068.0
2011,NUTS,2010,ITI2,2,1321.0
2012,NUTS,2010,ITI2,2,1388.0
2013,NUTS,2010,ITI2,2,1647.0
2014,NUTS,2010,ITI2,2,1862.0
2015,NUTS,2010,ITI2,2,1988.0
2016,NUTS,2010,ITI2,2,2769.0
2017,NUTS,2010,ITI2,2,3509.0
2018,NUTS,2010,ITI2,2,3996.0
2019,NUTS,2010,ITI2,2,3992.0
2011,NUTS,2010,ITI3,2,3837.0
2012,NUTS,2010,ITI3,2,4275.0
2013,NUTS,2010,ITI3,2,4164.0
2014,NUTS,2010,ITI3,2,4965.0
2015,NUTS,2010,ITI3,2,4764.0
2016,NUTS,2010,ITI3,2,6816.0
2017,NUTS,2010,ITI3,2,9016.0
2018,NUTS,2010,ITI3,2,9852.0
2019,NUTS,2010,ITI3,2,9211.0
2011,NUTS,2010,ITI4,2,10554.0
2012,NUTS,2010,ITI4,2,11515.0
2013,NUTS,2010,ITI4,2,11214.0
2014,NUTS,2010,ITI4,2,10513.0
2015,NUTS,2010,ITI4,2,11850.0
2016,NUTS,2010,ITI4,2,16128.0
2017,NUTS,2010,ITI4,2,18640.0
2018,NUTS,2010,ITI4,2,22968.0
2019,NUTS,2010,ITI4,2,26438.0
2011,NUTS,2010,JP,0,679332.0
2012,NUTS,2010,JP,0,661991.0
2013,NUTS,2010,JP,0,666004.0
2014,NUTS,2010,JP,0,708218.0
2015,NUTS,2010,JP,0,699639.0
2016,NUTS,2010,JP,0,692609.0
2017,NUTS,2010,JP,0,706816.0
2018,NUTS,2010,JP,0,713299.0
2019,NUTS,2010,JP,0,721534.0
2011,NUTS,2010,KR,0,300984.0
2012,NUTS,2010,KR,0,331820.0
2013,NUTS,2010,KR,0,338267.0
2014,NUTS,2010,KR,0,366668.0
2015,NUTS,2010,KR,0,380616.0
2016,NUTS,2010,KR,0,384016.0
2017,NUTS,2010,KR,0,408767.0
2018,NUTS,2010,KR,0,440226.0
2019,NUTS,2010,KR,0,462211.0
2011,NUTS,2010,LT,0,3179.0
2012,NUTS,2010,LT,0,2863.0
2013,NUTS,2010,LT,0,3455.0
2014,NUTS,2010,LT,0,5642.0
2015,NUTS,2010,LT,0,4048.0
2016,NUTS,2010,LT,0,4032.0
2017,NUTS,2010,LT,0,5697.0
2018,NUTS,2010,LT,0,6581.0
2019,NUTS,2010,LT,0,7073.0
2015,NUTS,2010,LT01,2,2750.0
2016,NUTS,2010,LT01,2,2727.0
2017,NUTS,2010,LT01,2,3469.0
2018,NUTS,2010,LT01,2,3968.0
2019,NUTS,2010,LT01,2,4432.0
2015,NUTS,2010,LT02,2,1298.0
2016,NUTS,2010,LT02,2,1305.0
2017,NUTS,2010,LT02,2,2228.0
2018,NUTS,2010,LT02,2,2613.0
2019,NUTS,2010,LT02,2,2641.0
2011,NUTS,2010,LU,0,4092.0
2013,NUTS,2010,LU,0,3494.0
2015,NUTS,2010,LU,0,3791.0
2017,NUTS,2010,LU,0,4065.0
2019,NUTS,2010,LU,0,3993.0
2011,NUTS,2010,LV,0,1736.0
2012,NUTS,2010,LV,0,1642.0
2013,NUTS,2010,LV,0,1802.0
2014,NUTS,2010,LV,0,2341.0
2015,NUTS,2010,LV,0,2021.0
2016,NUTS,2010,LV,0,1753.0
2017,NUTS,2010,LV,0,1814.0
2018,NUTS,2010,LV,0,2104.0
2019,NUTS,2010,LV,0,2252.0
2011,NUTS,2010,ME,0,196.0
2013,NUTS,2010,ME,0,225.0
2014,NUTS,2010,ME,0,201.0
2015,NUTS,2010,ME,0,218.0
2016,NUTS,2010,ME,0,170.0
2017,NUTS,2010,ME,0,190.0
2018,NUTS,2010,ME,0,314.0
2019,NUTS,2010,ME,0,294.0
2011,NUTS,2010,MK,0,206.0
2012,NUTS,2010,MK,0,139.0
2015,NUTS,2010,MK,0,519.0
2016,NUTS,2010,MK,0,543.0
2017,NUTS,2010,MK,0,550.0
2018,NUTS,2010,MK,0,617.0
2019,NUTS,2010,MK,0,694.0
2011,NUTS,2010,MT,0,1126.0
2012,NUTS,2010,MT,0,1192.0
2013,NUTS,2010,MT,0,1023.0
2014,NUTS,2010,MT,0,1077.0
2015,NUTS,2010,MT,0,1026.0
2016,NUTS,2010,MT,0,1111.0
2017,NUTS,2010,MT,0,1117.0
2018,NUTS,2010,MT,0,1090.0
2019,NUTS,2010,MT,0,1129.0
2011,NUTS,2010,NL,0,121051.0
2012,NUTS,2010,NL,0,129978.0
2013,NUTS,2010,NL,0,146165.0
2014,NUTS,2010,NL,0,144689.0
2015,NUTS,2010,NL,0,151385.0
2016,NUTS,2010,NL,0,157018.0
2017,NUTS,2010,NL,0,157844.0
2018,NUTS,2010,NL,0,164144.0
2019,NUTS,2010,NL,0,171143.0
2011,NUTS,2010,NL1,1,7835.0
2012,NUTS,2010,NL1,1,7285.0
2011,NUTS,2010,NL11,2,2659.0
2012,NUTS,2010,NL11,2,2644.0
2011,NUTS,2010,NL12,2,2583.0
2012,NUTS,2010,NL12,2,2829.0
2011,NUTS,2010,NL13,2,2593.0
2012,NUTS,2010,NL13,2,1813.0
2011,NUTS,2010,NL2,1,27309.0
2012,NUTS,2010,NL2,1,27659.0
2011,NUTS,2010,NL21,2,10512.0
2012,NUTS,2010,NL21,2,9113.0
2011,NUTS,2010,NL22,2,14085.0
2012,NUTS,2010,NL22,2,15813.0
2011,NUTS,2010,NL23,2,2711.0
2012,NUTS,2010,NL23,2,2733.0
2011,NUTS,2010,NL3,1,53283.0
2012,NUTS,2010,NL3,1,56931.0
2011,NUTS,2010,NL31,2,7281.0
2012,NUTS,2010,NL31,2,8864.0
2011,NUTS,2010,NL32,2,22612.0
2012,NUTS,2010,NL32,2,23918.0
2011,NUTS,2010,NL33,2,21808.0
2012,NUTS,2010,NL33,2,22270.0
2011,NUTS,2010,NL34,2,1582.0
2012,NUTS,2010,NL34,2,1879.0
2011,NUTS,2010,NL4,1,32625.0
2012,NUTS,2010,NL4,1,38103.0
2011,NUTS,2010,NL41,2,24993.0
2012,NUTS,2010,NL41,2,28810.0
2011,NUTS,2010,NL42,2,7631.0
2012,NUTS,2010,NL42,2,9293.0
2011,NUTS,2010,NO,0,26337.0
2012,NUTS,2010,NO,0,27672.0
2013,NUTS,2010,NO,0,28319.0
2014,NUTS,2010,NO,0,31144.0
2015,NUTS,2010,NO,0,33846.0
2016,NUTS,2010,NO,0,36271.0
2017,NUTS,2010,NO,0,38868.0
2018,NUTS,2010,NO,0,39908.0
2019,NUTS,2010,NO,0,42105.0
2011,NUTS,2010,NO0,1,26337.0
2012,NUTS,2010,NO0,1,27672.0
2013,NUTS,2010,NO0,1,28319.0
2014,NUTS,2010,NO0,1,31144.0
2015,NUTS,2010,NO0,1,33846.0
2017,NUTS,2010,NO0,1,38868.0
2018,NUTS,2010,NO0,1,39908.0
2019,NUTS,2010,NO0,1,42105.0
2011,NUTS,2010,NO01,2,10315.0
2012,NUTS,2010,NO01,2,10582.0
2013,NUTS,2010,NO01,2,10635.0
2014,NUTS,2010,NO01,2,11647.0
2015,NUTS,2010,NO01,2,12518.0
2017,NUTS,2010,NO01,2,13957.0
2018,NUTS,2010,NO01,2,14343.0
2019,NUTS,2010,NO01,2,15287.0
2011,NUTS,2010,NO02,2,836.0
2012,NUTS,2010,NO02,2,792.0
2013,NUTS,2010,NO02,2,894.0
2014,NUTS,2010,NO02,2,862.0
2015,NUTS,2010,NO02,2,963.0
2017,NUTS,2010,NO02,2,1111.0
2018,NUTS,2010,NO02,2,1176.0
2019,NUTS,2010,NO02,2,1198.0
2011,NUTS,2010,NO03,2,4124.0
2012,NUTS,2010,NO03,2,4107.0
2013,NUTS,2010,NO03,2,4562.0
2014,NUTS,2010,NO03,2,4846.0
2015,NUTS,2010,NO03,2,5146.0
2017,NUTS,2010,NO03,2,5700.0
2018,NUTS,2010,NO03,2,5402.0
2019,NUTS,2010,NO03,2,5699.0
2011,NUTS,2010,NO04,2,2843.0
2012,NUTS,2010,NO04,2,3126.0
2013,NUTS,2010,NO04,2,3328.0
2014,NUTS,2010,NO04,2,3848.0
2015,NUTS,2010,NO04,2,4078.0
2017,NUTS,2010,NO04,2,5081.0
2018,NUTS,2010,NO04,2,5282.0
2019,NUTS,2010,NO04,2,5398.0
2011,NUTS,2010,NO05,2,3219.0
2012,NUTS,2010,NO05,2,3375.0
2013,NUTS,2010,NO05,2,3581.0
2014,NUTS,2010,NO05,2,4188.0
2015,NUTS,2010,NO05,2,4776.0
2017,NUTS,2010,NO05,2,5933.0
2018,NUTS,2010,NO05,2,6379.0
2019,NUTS,2010,NO05,2,6427.0
2011,NUTS,2010,NO06,2,3999.0
2012,NUTS,2010,NO06,2,4661.0
2013,NUTS,2010,NO06,2,4298.0
2014,NUTS,2010,NO06,2,4587.0
2015,NUTS,2010,NO06,2,4908.0
2017,NUTS,2010,NO06,2,5331.0
2018,NUTS,2010,NO06,2,5354.0
2019,NUTS,2010,NO06,2,6110.0
2011,NUTS,2010,NO07,2,999.0
2012,NUTS,2010,NO07,2,1005.0
2013,NUTS,2010,NO07,2,1000.0
2014,NUTS,2010,NO07,2,1163.0
2015,NUTS,2010,NO07,2,1457.0
2017,NUTS,2010,NO07,2,1755.0
2018,NUTS,2010,NO07,2,1972.0
2019,NUTS,2010,NO07,2,1985.0
2011,NUTS,2010,PL,0,26700.0
2012,NUTS,2010,PL,0,32381.0
2013,NUTS,2010,PL,0,37996.0
2014,NUTS,2010,PL,0,43185.0
2015,NUTS,2010,PL,0,48963.0
2016,NUTS,2010,PL,0,69315.0
2017,NUTS,2010,PL,0,95697.0
2018,NUTS,2010,PL,0,113395.0
2019,NUTS,2010,PL,0,121210.0
2011,NUTS,2010,PL1,1,8274.0
2012,NUTS,2010,PL1,1,10281.0
2013,NUTS,2010,PL1,1,13116.0
2014,NUTS,2010,PL1,1,14996.0
2015,NUTS,2010,PL1,1,16215.0
2011,NUTS,2010,PL11,2,1052.0
2012,NUTS,2010,PL11,2,1179.0
2013,NUTS,2010,PL11,2,1491.0
2014,NUTS,2010,PL11,2,1551.0
2015,NUTS,2010,PL11,2,2020.0
2011,NUTS,2010,PL12,2,7222.0
2012,NUTS,2010,PL12,2,9102.0
2013,NUTS,2010,PL12,2,11625.0
2014,NUTS,2010,PL12,2,13445.0
2015,NUTS,2010,PL12,2,14195.0
2011,NUTS,2010,PL2,1,5801.0
2012,NUTS,2010,PL2,1,6912.0
2013,NUTS,2010,PL2,1,8605.0
2014,NUTS,2010,PL2,1,8959.0
2015,NUTS,2010,PL2,1,10896.0
2016,NUTS,2010,PL2,1,15701.0
2017,NUTS,2010,PL2,1,20342.0
2018,NUTS,2010,PL2,1,22634.0
2019,NUTS,2010,PL2,1,26082.0
2011,NUTS,2010,PL21,2,2381.0
2012,NUTS,2010,PL21,2,3749.0
2013,NUTS,2010,PL21,2,4540.0
2014,NUTS,2010,PL21,2,4489.0
2015,NUTS,2010,PL21,2,5978.0
2016,NUTS,2010,PL21,2,9438.0
2017,NUTS,2010,PL21,2,12039.0
2018,NUTS,2010,PL21,2,12911.0
2019,NUTS,2010,PL21,2,14936.0
2011,NUTS,2010,PL22,2,3420.0
2012,NUTS,2010,PL22,2,3163.0
2013,NUTS,2010,PL22,2,4065.0
2014,NUTS,2010,PL22,2,4470.0
2015,NUTS,2010,PL22,2,4918.0
2016,NUTS,2010,PL22,2,6263.0
2017,NUTS,2010,PL22,2,8303.0
2018,NUTS,2010,PL22,2,9723.0
2019,NUTS,2010,PL22,2,11146.0
2011,NUTS,2010,PL3,1,5626.0
2012,NUTS,2010,PL3,1,6179.0
2013,NUTS,2010,PL3,1,6549.0
2014,NUTS,2010,PL3,1,7855.0
2015,NUTS,2010,PL3,1,7732.0
2011,NUTS,2010,PL31,2,648.0
2012,NUTS,2010,PL31,2,815.0
2013,NUTS,2010,PL31,2,830.0
2014,NUTS,2010,PL31,2,896.0
2015,NUTS,2010,PL31,2,1257.0
2011,NUTS,2010,PL32,2,4320.0
2012,NUTS,2010,PL32,2,4603.0
2013,NUTS,2010,PL32,2,4757.0
2014,NUTS,2010,PL32,2,6104.0
2015,NUTS,2010,PL32,2,5298.0
2011,NUTS,2010,PL33,2,329.0
2012,NUTS,2010,PL33,2,427.0
2013,NUTS,2010,PL33,2,486.0
2014,NUTS,2010,PL33,2,394.0
2015,NUTS,2010,PL33,2,590.0
2011,NUTS,2010,PL34,2,329.0
2012,NUTS,2010,PL34,2,334.0
2013,NUTS,2010,PL34,2,476.0
2014,NUTS,2010,PL34,2,461.0
2015,NUTS,2010,PL34,2,587.0
2011,NUTS,2010,PL4,1,1803.0
2012,NUTS,2010,PL4,1,2721.0
2013,NUTS,2010,PL4,1,2819.0
2014,NUTS,2010,PL4,1,3204.0
2015,NUTS,2010,PL4,1,4496.0
2016,NUTS,2010,PL4,1,5115.0
2017,NUTS,2010,PL4,1,7268.0
2018,NUTS,2010,PL4,1,8413.0
2019,NUTS,2010,PL4,1,9508.0
2011,NUTS,2010,PL41,2,1354.0
2012,NUTS,2010,PL41,2,2162.0
2013,NUTS,2010,PL41,2,2292.0
2014,NUTS,2010,PL41,2,2599.0
2015,NUTS,2010,PL41,2,3671.0
2016,NUTS,2010,PL41,2,4119.0
2017,NUTS,2010,PL41,2,5198.0
2018,NUTS,2010,PL41,2,6243.0
2019,NUTS,2010,PL41,2,7100.0
2011,NUTS,2010,PL42,2,285.0
2012,NUTS,2010,PL42,2,359.0
2013,NUTS,2010,PL42,2,316.0
2014,NUTS,2010,PL42,2,405.0
2015,NUTS,2010,PL42,2,501.0
2016,NUTS,2010,PL42,2,598.0
2017,NUTS,2010,PL42,2,986.0
2018,NUTS,2010,PL42,2,1263.0
2019,NUTS,2010,PL42,2,1356.0
2011,NUTS,2010,PL43,2,164.0
2012,NUTS,2010,PL43,2,200.0
2013,NUTS,2010,PL43,2,211.0
2014,NUTS,2010,PL43,2,200.0
2015,NUTS,2010,PL43,2,324.0
2016,NUTS,2010,PL43,2,398.0
2017,NUTS,2010,PL43,2,1084.0
2018,NUTS,2010,PL43,2,907.0
2019,NUTS,2010,PL43,2,1052.0
2011,NUTS,2010,PL5,1,2167.0
2012,NUTS,2010,PL5,1,2647.0
