year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_ths_se
2019,NUTS,2010,UKJ2,2,167.7
2011,NUTS,2010,UKJ3,2,107.8
2012,NUTS,2010,UKJ3,2,111.3
2013,NUTS,2010,UKJ3,2,117.2
2014,NUTS,2010,UKJ3,2,112.9
2015,NUTS,2010,UKJ3,2,112.1
2016,NUTS,2010,UKJ3,2,117.4
2017,NUTS,2010,UKJ3,2,112.1
2018,NUTS,2010,UKJ3,2,117.8
2019,NUTS,2010,UKJ3,2,124.7
2011,NUTS,2010,UKJ4,2,69.0
2012,NUTS,2010,UKJ4,2,70.4
2013,NUTS,2010,UKJ4,2,73.2
2014,NUTS,2010,UKJ4,2,83.5
2015,NUTS,2010,UKJ4,2,82.4
2016,NUTS,2010,UKJ4,2,78.5
2017,NUTS,2010,UKJ4,2,84.9
2018,NUTS,2010,UKJ4,2,81.5
2019,NUTS,2010,UKJ4,2,89.1
2011,NUTS,2010,UKK,1,260.6
2012,NUTS,2010,UKK,1,257.5
2013,NUTS,2010,UKK,1,250.2
2014,NUTS,2010,UKK,1,273.3
2015,NUTS,2010,UKK,1,290.4
2016,NUTS,2010,UKK,1,293.5
2017,NUTS,2010,UKK,1,297.6
2018,NUTS,2010,UKK,1,294.2
2019,NUTS,2010,UKK,1,294.8
2011,NUTS,2010,UKK1,2,138.8
2012,NUTS,2010,UKK1,2,133.5
2013,NUTS,2010,UKK1,2,130.0
2014,NUTS,2010,UKK1,2,153.1
2015,NUTS,2010,UKK1,2,150.4
2016,NUTS,2010,UKK1,2,156.7
2017,NUTS,2010,UKK1,2,157.2
2018,NUTS,2010,UKK1,2,152.5
2019,NUTS,2010,UKK1,2,156.4
2011,NUTS,2010,UKK2,2,58.7
2012,NUTS,2010,UKK2,2,59.2
2013,NUTS,2010,UKK2,2,63.3
2014,NUTS,2010,UKK2,2,52.2
2015,NUTS,2010,UKK2,2,59.2
2016,NUTS,2010,UKK2,2,62.6
2017,NUTS,2010,UKK2,2,63.2
2018,NUTS,2010,UKK2,2,61.8
2019,NUTS,2010,UKK2,2,65.1
2011,NUTS,2010,UKK3,2,12.9
2012,NUTS,2010,UKK3,2,19.1
2013,NUTS,2010,UKK3,2,16.4
2014,NUTS,2010,UKK3,2,18.7
2015,NUTS,2010,UKK3,2,22.0
2016,NUTS,2010,UKK3,2,22.5
2017,NUTS,2010,UKK3,2,24.4
2018,NUTS,2010,UKK3,2,21.4
2019,NUTS,2010,UKK3,2,21.4
2011,NUTS,2010,UKK4,2,50.2
2012,NUTS,2010,UKK4,2,45.8
2013,NUTS,2010,UKK4,2,40.4
2014,NUTS,2010,UKK4,2,49.4
2015,NUTS,2010,UKK4,2,58.7
2016,NUTS,2010,UKK4,2,51.7
2017,NUTS,2010,UKK4,2,52.8
2018,NUTS,2010,UKK4,2,58.4
2019,NUTS,2010,UKK4,2,51.8
2011,NUTS,2010,UKL,1,125.0
2012,NUTS,2010,UKL,1,123.8
2013,NUTS,2010,UKL,1,125.2
2014,NUTS,2010,UKL,1,117.9
2015,NUTS,2010,UKL,1,133.3
2016,NUTS,2010,UKL,1,142.3
2017,NUTS,2010,UKL,1,131.3
2018,NUTS,2010,UKL,1,144.5
2019,NUTS,2010,UKL,1,155.8
2011,NUTS,2010,UKL1,2,77.6
2012,NUTS,2010,UKL1,2,75.7
2013,NUTS,2010,UKL1,2,69.9
2014,NUTS,2010,UKL1,2,63.6
2015,NUTS,2010,UKL1,2,82.0
2016,NUTS,2010,UKL1,2,82.8
2017,NUTS,2010,UKL1,2,72.3
2018,NUTS,2010,UKL1,2,82.7
2019,NUTS,2010,UKL1,2,87.3
2011,NUTS,2010,UKL2,2,47.3
2012,NUTS,2010,UKL2,2,48.1
2013,NUTS,2010,UKL2,2,55.3
2014,NUTS,2010,UKL2,2,54.3
2015,NUTS,2010,UKL2,2,51.3
2016,NUTS,2010,UKL2,2,59.6
2017,NUTS,2010,UKL2,2,59.0
2018,NUTS,2010,UKL2,2,61.8
2019,NUTS,2010,UKL2,2,68.5
2011,NUTS,2010,UKM,1,254.4
2012,NUTS,2010,UKM,1,272.3
2013,NUTS,2010,UKM,1,281.9
2014,NUTS,2010,UKM,1,263.0
2015,NUTS,2010,UKM,1,267.7
2016,NUTS,2010,UKM,1,295.7
2017,NUTS,2010,UKM,1,302.0
2018,NUTS,2010,UKM,1,302.7
2019,NUTS,2010,UKM,1,317.5
2011,NUTS,2010,UKM2,2,100.7
2012,NUTS,2010,UKM2,2,117.3
2011,NUTS,2010,UKM3,2,100.2
2012,NUTS,2010,UKM3,2,104.0
2011,NUTS,2010,UKM5,2,31.1
2012,NUTS,2010,UKM5,2,33.4
2013,NUTS,2010,UKM5,2,30.1
2014,NUTS,2010,UKM5,2,35.0
2015,NUTS,2010,UKM5,2,38.3
2016,NUTS,2010,UKM5,2,32.2
2017,NUTS,2010,UKM5,2,32.1
2018,NUTS,2010,UKM5,2,36.3
2019,NUTS,2010,UKM5,2,42.5
2011,NUTS,2010,UKM6,2,22.4
2012,NUTS,2010,UKM6,2,17.6
2013,NUTS,2010,UKM6,2,22.2
2014,NUTS,2010,UKM6,2,14.3
2015,NUTS,2010,UKM6,2,17.9
2016,NUTS,2010,UKM6,2,14.6
2017,NUTS,2010,UKM6,2,23.5
2018,NUTS,2010,UKM6,2,22.4
2019,NUTS,2010,UKM6,2,25.6
2013,NUTS,2010,UKM7,2,103.8
2014,NUTS,2010,UKM7,2,96.7
2015,NUTS,2010,UKM7,2,100.5
2016,NUTS,2010,UKM7,2,127.6
2017,NUTS,2010,UKM7,2,119.7
2018,NUTS,2010,UKM7,2,119.7
2019,NUTS,2010,UKM7,2,106.8
2013,NUTS,2010,UKM8,2,84.2
2014,NUTS,2010,UKM8,2,77.5
2015,NUTS,2010,UKM8,2,73.6
2016,NUTS,2010,UKM8,2,82.6
2017,NUTS,2010,UKM8,2,83.1
2018,NUTS,2010,UKM8,2,80.8
2019,NUTS,2010,UKM8,2,99.8
2013,NUTS,2010,UKM9,2,41.6
2014,NUTS,2010,UKM9,2,39.5
2015,NUTS,2010,UKM9,2,37.4
2016,NUTS,2010,UKM9,2,38.7
2017,NUTS,2010,UKM9,2,43.6
2018,NUTS,2010,UKM9,2,43.5
2019,NUTS,2010,UKM9,2,42.9
2011,NUTS,2010,UKN,1,80.1
2012,NUTS,2010,UKN,1,75.5
2013,NUTS,2010,UKN,1,76.4
2014,NUTS,2010,UKN,1,86.2
2015,NUTS,2010,UKN,1,80.9
2016,NUTS,2010,UKN,1,85.2
2017,NUTS,2010,UKN,1,85.5
2018,NUTS,2010,UKN,1,85.3
2019,NUTS,2010,UKN,1,96.7
2011,NUTS,2010,UKN0,2,80.1
2012,NUTS,2010,UKN0,2,75.5
2013,NUTS,2010,UKN0,2,76.4
2014,NUTS,2010,UKN0,2,86.2
2015,NUTS,2010,UKN0,2,80.9
2016,NUTS,2010,UKN0,2,85.2
2017,NUTS,2010,UKN0,2,85.5
2018,NUTS,2010,UKN0,2,85.3
2019,NUTS,2010,UKN0,2,96.7
