year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_hes_total_pc_emp_fte
2010,NUTS,2010,PL61,2,
2011,NUTS,2010,PL61,2,
2012,NUTS,2010,PL61,2,0.2733
2013,NUTS,2010,PL61,2,0.2746
2014,NUTS,2010,PL61,2,0.2661
2015,NUTS,2010,PL61,2,0.2571
2016,NUTS,2010,PL61,2,0.2267
2017,NUTS,2010,PL61,2,
2018,NUTS,2010,PL61,2,0.4274
2019,NUTS,2010,PL61,2,
2000,NUTS,2010,PL62,2,
2001,NUTS,2010,PL62,2,
2002,NUTS,2010,PL62,2,
2003,NUTS,2010,PL62,2,
2004,NUTS,2010,PL62,2,
2005,NUTS,2010,PL62,2,0.1953
2006,NUTS,2010,PL62,2,0.1828
2007,NUTS,2010,PL62,2,0.1673
2008,NUTS,2010,PL62,2,0.1824
2009,NUTS,2010,PL62,2,
2010,NUTS,2010,PL62,2,
2011,NUTS,2010,PL62,2,
2012,NUTS,2010,PL62,2,0.2123
2013,NUTS,2010,PL62,2,0.1896
2014,NUTS,2010,PL62,2,0.209
2015,NUTS,2010,PL62,2,0.1834
2016,NUTS,2010,PL62,2,0.213
2017,NUTS,2010,PL62,2,
2018,NUTS,2010,PL62,2,
2019,NUTS,2010,PL62,2,
2000,NUTS,2010,PL63,2,0.4796
2001,NUTS,2010,PL63,2,0.4408
2002,NUTS,2010,PL63,2,0.4002
2003,NUTS,2010,PL63,2,0.4118
2004,NUTS,2010,PL63,2,0.4703
2005,NUTS,2010,PL63,2,0.5054
2006,NUTS,2010,PL63,2,0.435
2007,NUTS,2010,PL63,2,0.3591
2008,NUTS,2010,PL63,2,0.3336
2009,NUTS,2010,PL63,2,0.3545
2010,NUTS,2010,PL63,2,0.3572
2011,NUTS,2010,PL63,2,0.3624
2012,NUTS,2010,PL63,2,0.3414
2013,NUTS,2010,PL63,2,0.3265
2014,NUTS,2010,PL63,2,0.3159
2015,NUTS,2010,PL63,2,0.2855
2016,NUTS,2010,PL63,2,0.3405
2017,NUTS,2010,PL63,2,0.433
2018,NUTS,2010,PL63,2,
2019,NUTS,2010,PL63,2,0.416
2016,NUTS,2010,PL7,1,
2017,NUTS,2010,PL7,1,0.2704
2018,NUTS,2010,PL7,1,0.2564
2019,NUTS,2010,PL7,1,0.3174
2016,NUTS,2010,PL71,2,0.3036
2017,NUTS,2010,PL71,2,0.3431
2018,NUTS,2010,PL71,2,0.3063
2019,NUTS,2010,PL71,2,0.3915
2016,NUTS,2010,PL72,2,
2017,NUTS,2010,PL72,2,0.1132
2018,NUTS,2010,PL72,2,0.1462
2019,NUTS,2010,PL72,2,0.1604
2016,NUTS,2010,PL8,1,0.2648
2017,NUTS,2010,PL8,1,0.3035
2018,NUTS,2010,PL8,1,0.3872
2019,NUTS,2010,PL8,1,0.4108
2016,NUTS,2010,PL81,2,0.36
2017,NUTS,2010,PL81,2,0.4198
2018,NUTS,2010,PL81,2,
2019,NUTS,2010,PL81,2,0.6799
2016,NUTS,2010,PL82,2,0.1807
2017,NUTS,2010,PL82,2,0.1811
2018,NUTS,2010,PL82,2,
2019,NUTS,2010,PL82,2,
2016,NUTS,2010,PL84,2,0.2385
2017,NUTS,2010,PL84,2,0.3095
2018,NUTS,2010,PL84,2,
2019,NUTS,2010,PL84,2,
2016,NUTS,2010,PL9,1,0.5375
2017,NUTS,2010,PL9,1,0.6973
2018,NUTS,2010,PL9,1,0.7141
2019,NUTS,2010,PL9,1,0.7318
2016,NUTS,2010,PL91,2,0.9275
2017,NUTS,2010,PL91,2,1.2199
2018,NUTS,2010,PL91,2,1.2008
2019,NUTS,2010,PL91,2,1.1847
2016,NUTS,2010,PL92,2,0.0467
2017,NUTS,2010,PL92,2,0.0489
2018,NUTS,2010,PL92,2,0.055
2019,NUTS,2010,PL92,2,0.0607
1993,NUTS,2010,PT,0,0.1479
1994,NUTS,2010,PT,0,0.1513
1995,NUTS,2010,PT,0,0.1543
1996,NUTS,2010,PT,0,0.1782
1997,NUTS,2010,PT,0,0.1988
1998,NUTS,2010,PT,0,0.1927
1999,NUTS,2010,PT,0,0.1977
2000,NUTS,2010,PT,0,0.2041
2001,NUTS,2010,PT,0,0.2115
2002,NUTS,2010,PT,0,0.2214
2003,NUTS,2010,PT,0,0.2339
2004,NUTS,2010,PT,0,0.2406
2005,NUTS,2010,PT,0,0.2473
2006,NUTS,2010,PT,0,0.2705
2007,NUTS,2010,PT,0,0.2949
2008,NUTS,2010,PT,0,0.5101
2009,NUTS,2010,PT,0,0.5639
2010,NUTS,2010,PT,0,0.5748
2011,NUTS,2010,PT,0,0.5676
2012,NUTS,2010,PT,0,0.5961
2013,NUTS,2010,PT,0,0.688
2014,NUTS,2010,PT,0,0.6462
2015,NUTS,2010,PT,0,0.6379
2016,NUTS,2010,PT,0,0.6569
2017,NUTS,2010,PT,0,0.6745
2018,NUTS,2010,PT,0,0.6879
2019,NUTS,2010,PT,0,0.6842
2020,NUTS,2010,PT,0,0.6962
1999,NUTS,2010,PT1,1,0.1889
2000,NUTS,2010,PT1,1,0.1947
2001,NUTS,2010,PT1,1,0.2005
2002,NUTS,2010,PT1,1,0.2093
2003,NUTS,2010,PT1,1,0.2227
2004,NUTS,2010,PT1,1,0.2298
2005,NUTS,2010,PT1,1,0.2367
2006,NUTS,2010,PT1,1,0.259
2007,NUTS,2010,PT1,1,0.2819
2008,NUTS,2010,PT1,1,0.4899
2009,NUTS,2010,PT1,1,0.5191
2010,NUTS,2010,PT1,1,0.53
2011,NUTS,2010,PT1,1,0.5342
2012,NUTS,2010,PT1,1,0.558
2013,NUTS,2010,PT1,1,0.6471
2014,NUTS,2010,PT1,1,0.6165
2015,NUTS,2010,PT1,1,0.6137
2016,NUTS,2010,PT1,1,0.6346
2017,NUTS,2010,PT1,1,0.6538
2018,NUTS,2010,PT1,1,0.6684
2019,NUTS,2010,PT1,1,0.6658
2020,NUTS,2010,PT1,1,0.6786
1999,NUTS,2010,PT11,2,0.1311
2000,NUTS,2010,PT11,2,0.1332
2001,NUTS,2010,PT11,2,0.1332
2002,NUTS,2010,PT11,2,0.1477
2003,NUTS,2010,PT11,2,0.1663
2004,NUTS,2010,PT11,2,0.1715
2005,NUTS,2010,PT11,2,0.1757
2006,NUTS,2010,PT11,2,0.1928
2007,NUTS,2010,PT11,2,0.2116
2008,NUTS,2010,PT11,2,0.3672
2009,NUTS,2010,PT11,2,0.4165
2010,NUTS,2010,PT11,2,0.4215
2011,NUTS,2010,PT11,2,0.4493
2012,NUTS,2010,PT11,2,0.449
2013,NUTS,2010,PT11,2,0.5736
2014,NUTS,2010,PT11,2,0.5482
2015,NUTS,2010,PT11,2,0.5376
2016,NUTS,2010,PT11,2,0.569
2017,NUTS,2010,PT11,2,0.5821
2018,NUTS,2010,PT11,2,0.5992
2019,NUTS,2010,PT11,2,0.6023
2020,NUTS,2010,PT11,2,0.6309
1999,NUTS,2010,PT15,2,0.1486
2000,NUTS,2010,PT15,2,0.1637
2001,NUTS,2010,PT15,2,0.1801
2002,NUTS,2010,PT15,2,0.1835
2003,NUTS,2010,PT15,2,0.1924
2004,NUTS,2010,PT15,2,0.1866
2005,NUTS,2010,PT15,2,0.1886
2006,NUTS,2010,PT15,2,0.2083
2007,NUTS,2010,PT15,2,0.2316
2008,NUTS,2010,PT15,2,0.4148
2009,NUTS,2010,PT15,2,0.4134
2010,NUTS,2010,PT15,2,0.3575
2011,NUTS,2010,PT15,2,0.3619
2012,NUTS,2010,PT15,2,0.3319
2013,NUTS,2010,PT15,2,0.3329
2014,NUTS,2010,PT15,2,0.3529
2015,NUTS,2010,PT15,2,0.3423
2016,NUTS,2010,PT15,2,0.3358
2017,NUTS,2010,PT15,2,0.2898
2018,NUTS,2010,PT15,2,0.3095
2019,NUTS,2010,PT15,2,0.3375
2020,NUTS,2010,PT15,2,0.3371
2000,NUTS,2010,PT16,2,0.1665
2001,NUTS,2010,PT16,2,0.178
2002,NUTS,2010,PT16,2,0.1795
2003,NUTS,2010,PT16,2,0.1851
2004,NUTS,2010,PT16,2,0.1931
2005,NUTS,2010,PT16,2,0.1994
2006,NUTS,2010,PT16,2,0.2191
2007,NUTS,2010,PT16,2,0.2385
2008,NUTS,2010,PT16,2,0.4215
2009,NUTS,2010,PT16,2,0.4148
2010,NUTS,2010,PT16,2,0.4347
2011,NUTS,2010,PT16,2,0.4665
2012,NUTS,2010,PT16,2,0.4857
2013,NUTS,2010,PT16,2,0.5283
2014,NUTS,2010,PT16,2,0.5019
2015,NUTS,2010,PT16,2,0.4881
2016,NUTS,2010,PT16,2,0.5067
2017,NUTS,2010,PT16,2,0.5364
2018,NUTS,2010,PT16,2,0.5603
2019,NUTS,2010,PT16,2,0.5557
2020,NUTS,2010,PT16,2,0.5695
2000,NUTS,2010,PT17,2,0.333
2001,NUTS,2010,PT17,2,0.3392
2002,NUTS,2010,PT17,2,0.3492
2003,NUTS,2010,PT17,2,0.3634
2004,NUTS,2010,PT17,2,0.3769
2005,NUTS,2010,PT17,2,0.3918
2006,NUTS,2010,PT17,2,0.4285
2007,NUTS,2010,PT17,2,0.4615
2008,NUTS,2010,PT17,2,0.7896
2009,NUTS,2010,PT17,2,0.8395
2010,NUTS,2010,PT17,2,0.8761
2011,NUTS,2010,PT17,2,0.8238
2012,NUTS,2010,PT17,2,0.8995
2013,NUTS,2010,PT17,2,1.024
2014,NUTS,2010,PT17,2,0.9638
2015,NUTS,2010,PT17,2,0.9683
2016,NUTS,2010,PT17,2,0.9783
2017,NUTS,2010,PT17,2,1.0126
2018,NUTS,2010,PT17,2,1.0132
2019,NUTS,2010,PT17,2,0.9935
2020,NUTS,2010,PT17,2,0.9964
2000,NUTS,2010,PT18,2,0.1194
2001,NUTS,2010,PT18,2,0.1247
2002,NUTS,2010,PT18,2,0.1365
2003,NUTS,2010,PT18,2,0.1519
2004,NUTS,2010,PT18,2,0.1476
2005,NUTS,2010,PT18,2,0.1443
2006,NUTS,2010,PT18,2,0.153
2007,NUTS,2010,PT18,2,0.1639
2008,NUTS,2010,PT18,2,0.2746
2009,NUTS,2010,PT18,2,0.2727
2010,NUTS,2010,PT18,2,0.2317
2011,NUTS,2010,PT18,2,0.2154
2012,NUTS,2010,PT18,2,0.2284
2013,NUTS,2010,PT18,2,0.2153
2014,NUTS,2010,PT18,2,0.1896
2015,NUTS,2010,PT18,2,0.2095
2016,NUTS,2010,PT18,2,0.224
2017,NUTS,2010,PT18,2,0.2307
2018,NUTS,2010,PT18,2,0.2319
2019,NUTS,2010,PT18,2,0.2343
2020,NUTS,2010,PT18,2,0.223
1999,NUTS,2010,PT2,1,0.2069
2000,NUTS,2010,PT2,1,0.2334
2001,NUTS,2010,PT2,1,0.2564
2002,NUTS,2010,PT2,1,0.2218
2003,NUTS,2010,PT2,1,0.2013
2004,NUTS,2010,PT2,1,0.1852
2005,NUTS,2010,PT2,1,0.1746
2006,NUTS,2010,PT2,1,0.1733
2007,NUTS,2010,PT2,1,0.175
2008,NUTS,2010,PT2,1,0.2593
2009,NUTS,2010,PT2,1,0.221
2010,NUTS,2010,PT2,1,0.1964
2011,NUTS,2010,PT2,1,0.227
2012,NUTS,2010,PT2,1,0.1966
2013,NUTS,2010,PT2,1,0.253
2014,NUTS,2010,PT2,1,0.2475
2015,NUTS,2010,PT2,1,0.2193
2016,NUTS,2010,PT2,1,0.2198
2017,NUTS,2010,PT2,1,0.2427
2018,NUTS,2010,PT2,1,0.2356
2019,NUTS,2010,PT2,1,0.2252
2020,NUTS,2010,PT2,1,0.2183
1999,NUTS,2010,PT20,2,0.2069
2000,NUTS,2010,PT20,2,0.2334
2001,NUTS,2010,PT20,2,0.2564
2002,NUTS,2010,PT20,2,0.2218
2003,NUTS,2010,PT20,2,0.2013
2004,NUTS,2010,PT20,2,0.1852
2005,NUTS,2010,PT20,2,0.1746
2006,NUTS,2010,PT20,2,0.1733
2007,NUTS,2010,PT20,2,0.175
2008,NUTS,2010,PT20,2,0.2593
2009,NUTS,2010,PT20,2,0.221
2010,NUTS,2010,PT20,2,0.1964
2011,NUTS,2010,PT20,2,0.227
2012,NUTS,2010,PT20,2,0.1966
2013,NUTS,2010,PT20,2,0.253
2014,NUTS,2010,PT20,2,0.2475
2015,NUTS,2010,PT20,2,0.2193
2016,NUTS,2010,PT20,2,0.2198
2017,NUTS,2010,PT20,2,0.2427
2018,NUTS,2010,PT20,2,0.2356
2019,NUTS,2010,PT20,2,0.2252
2020,NUTS,2010,PT20,2,0.2183
1999,NUTS,2010,PT3,1,0.068
2000,NUTS,2010,PT3,1,0.0666
2001,NUTS,2010,PT3,1,0.0644
2002,NUTS,2010,PT3,1,0.0625
2003,NUTS,2010,PT3,1,0.0638
2004,NUTS,2010,PT3,1,0.0676
2005,NUTS,2010,PT3,1,0.0705
2006,NUTS,2010,PT3,1,0.0879
2007,NUTS,2010,PT3,1,0.1054
2008,NUTS,2010,PT3,1,0.1709
2009,NUTS,2010,PT3,1,0.1249
2010,NUTS,2010,PT3,1,0.1343
2011,NUTS,2010,PT3,1,0.1075
2012,NUTS,2010,PT3,1,0.1201
2013,NUTS,2010,PT3,1,0.1695
2014,NUTS,2010,PT3,1,0.1738
2015,NUTS,2010,PT3,1,0.1758
2016,NUTS,2010,PT3,1,0.1831
2017,NUTS,2010,PT3,1,0.1794
2018,NUTS,2010,PT3,1,0.1886
2019,NUTS,2010,PT3,1,0.16
2020,NUTS,2010,PT3,1,0.1634
1999,NUTS,2010,PT30,2,0.068
2000,NUTS,2010,PT30,2,0.0666
2001,NUTS,2010,PT30,2,0.0644
2002,NUTS,2010,PT30,2,0.0625
2003,NUTS,2010,PT30,2,0.0638
2004,NUTS,2010,PT30,2,0.0676
2005,NUTS,2010,PT30,2,0.0705
2006,NUTS,2010,PT30,2,0.0879
2007,NUTS,2010,PT30,2,0.1054
2008,NUTS,2010,PT30,2,0.1709
2009,NUTS,2010,PT30,2,0.1249
2010,NUTS,2010,PT30,2,0.1343
2011,NUTS,2010,PT30,2,0.1075
2012,NUTS,2010,PT30,2,0.1201
2013,NUTS,2010,PT30,2,0.1695
2014,NUTS,2010,PT30,2,0.1738
2015,NUTS,2010,PT30,2,0.1758
2016,NUTS,2010,PT30,2,0.1831
2017,NUTS,2010,PT30,2,0.1794
2018,NUTS,2010,PT30,2,0.1886
2019,NUTS,2010,PT30,2,0.16
2020,NUTS,2010,PT30,2,0.1634
1998,NUTS,2010,RO,0,0.0598
1999,NUTS,2010,RO,0,0.0345
2000,NUTS,2010,RO,0,0.0394
2001,NUTS,2010,RO,0,0.045
2002,NUTS,2010,RO,0,0.0619
2003,NUTS,2010,RO,0,0.076
2004,NUTS,2010,RO,0,0.0801
2005,NUTS,2010,RO,0,0.0786
2006,NUTS,2010,RO,0,0.0803
2007,NUTS,2010,RO,0,0.0784
2008,NUTS,2010,RO,0,0.0949
2009,NUTS,2010,RO,0,0.1187
2010,NUTS,2010,RO,0,0.1259
2011,NUTS,2010,RO,0,0.1248
2012,NUTS,2010,RO,0,0.1213
2013,NUTS,2010,RO,0,0.133
2014,NUTS,2010,RO,0,0.1235
2015,NUTS,2010,RO,0,0.1225
2016,NUTS,2010,RO,0,0.1166
2017,NUTS,2010,RO,0,0.1108
2018,NUTS,2010,RO,0,0.1008
2019,NUTS,2010,RO,0,0.0988
2020,NUTS,2010,RO,0,0.1167
2001,NUTS,2010,RO1,1,0.0385
2002,NUTS,2010,RO1,1,0.0664
2003,NUTS,2010,RO1,1,0.0485
2004,NUTS,2010,RO1,1,0.0735
2005,NUTS,2010,RO1,1,0.0563
2006,NUTS,2010,RO1,1,0.0718
2007,NUTS,2010,RO1,1,0.0878
2008,NUTS,2010,RO1,1,0.1097
2009,NUTS,2010,RO1,1,0.1107
2010,NUTS,2010,RO1,1,0.1391
2011,NUTS,2010,RO1,1,0.1406
2012,NUTS,2010,RO1,1,0.1265
2013,NUTS,2010,RO1,1,0.1157
2014,NUTS,2010,RO1,1,0.1084
2015,NUTS,2010,RO1,1,0.1009
2016,NUTS,2010,RO1,1,0.0968
2017,NUTS,2010,RO1,1,0.0934
2018,NUTS,2010,RO1,1,0.1103
2019,NUTS,2010,RO1,1,0.1165
2001,NUTS,2010,RO11,2,0.0649
2002,NUTS,2010,RO11,2,0.1008
2003,NUTS,2010,RO11,2,0.0436
2004,NUTS,2010,RO11,2,0.0885
2005,NUTS,2010,RO11,2,0.0662
2006,NUTS,2010,RO11,2,0.0961
2007,NUTS,2010,RO11,2,0.1164
2008,NUTS,2010,RO11,2,0.1361
2009,NUTS,2010,RO11,2,0.1409
2010,NUTS,2010,RO11,2,0.1307
2011,NUTS,2010,RO11,2,0.0967
2012,NUTS,2010,RO11,2,0.0763
2013,NUTS,2010,RO11,2,0.0715
2014,NUTS,2010,RO11,2,0.0884
2015,NUTS,2010,RO11,2,0.0741
2016,NUTS,2010,RO11,2,0.0702
2017,NUTS,2010,RO11,2,0.0643
2018,NUTS,2010,RO11,2,0.0699
2019,NUTS,2010,RO11,2,0.0777
2001,NUTS,2010,RO12,2,0.0091
2002,NUTS,2010,RO12,2,0.0289
2003,NUTS,2010,RO12,2,0.0539
2004,NUTS,2010,RO12,2,0.0562
2005,NUTS,2010,RO12,2,0.045
2006,NUTS,2010,RO12,2,0.0444
2007,NUTS,2010,RO12,2,0.0552
2008,NUTS,2010,RO12,2,0.0807
2009,NUTS,2010,RO12,2,0.0775
2010,NUTS,2010,RO12,2,0.1497
2011,NUTS,2010,RO12,2,0.1974
2012,NUTS,2010,RO12,2,0.1928
2013,NUTS,2010,RO12,2,0.1738
2014,NUTS,2010,RO12,2,0.1348
2015,NUTS,2010,RO12,2,0.135
2016,NUTS,2010,RO12,2,0.1299
2017,NUTS,2010,RO12,2,0.1298
2018,NUTS,2010,RO12,2,0.1631
2019,NUTS,2010,RO12,2,0.1658
2001,NUTS,2010,RO2,1,0.0435
2002,NUTS,2010,RO2,1,0.0418
2003,NUTS,2010,RO2,1,0.0338
2004,NUTS,2010,RO2,1,0.0389
2005,NUTS,2010,RO2,1,0.0295
2006,NUTS,2010,RO2,1,0.0368
2007,NUTS,2010,RO2,1,0.0466
2008,NUTS,2010,RO2,1,0.0563
2009,NUTS,2010,RO2,1,0.0569
2010,NUTS,2010,RO2,1,0.0464
2011,NUTS,2010,RO2,1,0.0449
2012,NUTS,2010,RO2,1,0.0496
2013,NUTS,2010,RO2,1,0.0524
2014,NUTS,2010,RO2,1,0.0554
2015,NUTS,2010,RO2,1,0.0547
2016,NUTS,2010,RO2,1,0.0551
2017,NUTS,2010,RO2,1,0.0564
2018,NUTS,2010,RO2,1,0.0539
2019,NUTS,2010,RO2,1,0.0545
2001,NUTS,2010,RO21,2,0.0633
2002,NUTS,2010,RO21,2,0.0602
2003,NUTS,2010,RO21,2,0.0468
2004,NUTS,2010,RO21,2,0.0505
2005,NUTS,2010,RO21,2,0.0384
2006,NUTS,2010,RO21,2,0.0486
2007,NUTS,2010,RO21,2,0.0588
2008,NUTS,2010,RO21,2,0.0819
2009,NUTS,2010,RO21,2,0.0742
2010,NUTS,2010,RO21,2,0.0606
2011,NUTS,2010,RO21,2,0.0559
2012,NUTS,2010,RO21,2,0.063
2013,NUTS,2010,RO21,2,0.0692
2014,NUTS,2010,RO21,2,0.0745
2015,NUTS,2010,RO21,2,0.0719
2016,NUTS,2010,RO21,2,0.0669
2017,NUTS,2010,RO21,2,0.0649
2018,NUTS,2010,RO21,2,0.0565
2019,NUTS,2010,RO21,2,0.0618
2001,NUTS,2010,RO22,2,0.0131
2002,NUTS,2010,RO22,2,0.0149
2003,NUTS,2010,RO22,2,0.015
2004,NUTS,2010,RO22,2,0.0219
2005,NUTS,2010,RO22,2,0.0163
2006,NUTS,2010,RO22,2,0.0204
2007,NUTS,2010,RO22,2,0.0286
2008,NUTS,2010,RO22,2,0.0192
2009,NUTS,2010,RO22,2,0.0316
2010,NUTS,2010,RO22,2,0.0254
2011,NUTS,2010,RO22,2,0.0282
2012,NUTS,2010,RO22,2,0.029
2013,NUTS,2010,RO22,2,0.0259
2014,NUTS,2010,RO22,2,0.0243
2015,NUTS,2010,RO22,2,0.0263
2016,NUTS,2010,RO22,2,0.0358
2017,NUTS,2010,RO22,2,0.0424
2018,NUTS,2010,RO22,2,0.0497
2019,NUTS,2010,RO22,2,0.0423
2001,NUTS,2010,RO3,1,0.0498
2002,NUTS,2010,RO3,1,0.0744
2003,NUTS,2010,RO3,1,0.131
2004,NUTS,2010,RO3,1,0.1208
2005,NUTS,2010,RO3,1,0.1699
2006,NUTS,2010,RO3,1,0.1423
2007,NUTS,2010,RO3,1,0.1063
2008,NUTS,2010,RO3,1,0.139
2009,NUTS,2010,RO3,1,0.1435
2010,NUTS,2010,RO3,1,0.1328
2011,NUTS,2010,RO3,1,0.0936
2012,NUTS,2010,RO3,1,0.1024
2013,NUTS,2010,RO3,1,0.1366
2014,NUTS,2010,RO3,1,0.1217
2015,NUTS,2010,RO3,1,0.1465
2016,NUTS,2010,RO3,1,0.1425
2017,NUTS,2010,RO3,1,0.1291
2018,NUTS,2010,RO3,1,0.1206
2019,NUTS,2010,RO3,1,0.1143
2001,NUTS,2010,RO31,2,0.0009
2002,NUTS,2010,RO31,2,0.0062
2003,NUTS,2010,RO31,2,0.0184
2004,NUTS,2010,RO31,2,0.017
2005,NUTS,2010,RO31,2,0.0158
2006,NUTS,2010,RO31,2,0.0229
2007,NUTS,2010,RO31,2,0.0246
2008,NUTS,2010,RO31,2,0.0197
2009,NUTS,2010,RO31,2,0.0211
2010,NUTS,2010,RO31,2,0.0189
2011,NUTS,2010,RO31,2,0.0165
2012,NUTS,2010,RO31,2,0.0165
2013,NUTS,2010,RO31,2,0.0158
2014,NUTS,2010,RO31,2,0.0151
2015,NUTS,2010,RO31,2,0.0174
2016,NUTS,2010,RO31,2,0.0176
2017,NUTS,2010,RO31,2,0.0118
2018,NUTS,2010,RO31,2,0.0125
2019,NUTS,2010,RO31,2,0.0126
2001,NUTS,2010,RO32,2,0.144
2002,NUTS,2010,RO32,2,0.1857
2003,NUTS,2010,RO32,2,0.3173
2004,NUTS,2010,RO32,2,0.2805
2005,NUTS,2010,RO32,2,0.3958
2006,NUTS,2010,RO32,2,0.31
2007,NUTS,2010,RO32,2,0.2242
2008,NUTS,2010,RO32,2,0.3106
2009,NUTS,2010,RO32,2,0.3134
2010,NUTS,2010,RO32,2,0.2793
2011,NUTS,2010,RO32,2,0.1833
2012,NUTS,2010,RO32,2,0.2062
2013,NUTS,2010,RO32,2,0.2887
2014,NUTS,2010,RO32,2,0.2542
2015,NUTS,2010,RO32,2,0.2976
2016,NUTS,2010,RO32,2,0.2838
2017,NUTS,2010,RO32,2,0.263
2018,NUTS,2010,RO32,2,0.2426
2019,NUTS,2010,RO32,2,0.2274
2001,NUTS,2010,RO4,1,0.0236
2002,NUTS,2010,RO4,1,0.0426
2003,NUTS,2010,RO4,1,0.0729
2004,NUTS,2010,RO4,1,0.072
2005,NUTS,2010,RO4,1,0.0421
2006,NUTS,2010,RO4,1,0.055
2007,NUTS,2010,RO4,1,0.0573
2008,NUTS,2010,RO4,1,0.0523
2009,NUTS,2010,RO4,1,0.0722
2010,NUTS,2010,RO4,1,0.1069
2011,NUTS,2010,RO4,1,0.1631
2012,NUTS,2010,RO4,1,0.1462
2013,NUTS,2010,RO4,1,0.1595
2014,NUTS,2010,RO4,1,0.146
2015,NUTS,2010,RO4,1,0.1347
2016,NUTS,2010,RO4,1,0.1253
2017,NUTS,2010,RO4,1,0.118
2018,NUTS,2010,RO4,1,0.0666
2019,NUTS,2010,RO4,1,0.0616
2001,NUTS,2010,RO41,2,0.0228
2002,NUTS,2010,RO41,2,0.0342
2003,NUTS,2010,RO41,2,0.0437
2004,NUTS,2010,RO41,2,0.0429
2005,NUTS,2010,RO41,2,0.043
2006,NUTS,2010,RO41,2,0.0529
2007,NUTS,2010,RO41,2,0.0491
2008,NUTS,2010,RO41,2,0.045
2009,NUTS,2010,RO41,2,0.0462
2010,NUTS,2010,RO41,2,0.0526
2011,NUTS,2010,RO41,2,0.1266
2012,NUTS,2010,RO41,2,0.1228
2013,NUTS,2010,RO41,2,0.1258
2014,NUTS,2010,RO41,2,0.0874
2015,NUTS,2010,RO41,2,0.0923
2016,NUTS,2010,RO41,2,0.0955
2017,NUTS,2010,RO41,2,0.0888
2018,NUTS,2010,RO41,2,0.0209
2019,NUTS,2010,RO41,2,0.0214
2001,NUTS,2010,RO42,2,0.0247
2002,NUTS,2010,RO42,2,0.0542
2003,NUTS,2010,RO42,2,0.113
2004,NUTS,2010,RO42,2,0.111
2005,NUTS,2010,RO42,2,0.0409
2006,NUTS,2010,RO42,2,0.0577
2007,NUTS,2010,RO42,2,0.0674
2008,NUTS,2010,RO42,2,0.0615
2009,NUTS,2010,RO42,2,0.105
2010,NUTS,2010,RO42,2,0.1736
2011,NUTS,2010,RO42,2,0.2084
2012,NUTS,2010,RO42,2,0.1752
2013,NUTS,2010,RO42,2,0.1991
2014,NUTS,2010,RO42,2,0.2162
2015,NUTS,2010,RO42,2,0.1817
2016,NUTS,2010,RO42,2,0.1582
2017,NUTS,2010,RO42,2,0.1523
2018,NUTS,2010,RO42,2,0.1206
2019,NUTS,2010,RO42,2,0.108
2010,NUTS,2010,RS,0,0.4698
2011,NUTS,2010,RS,0,0.5216
2012,NUTS,2010,RS,0,0.5163
2013,NUTS,2010,RS,0,0.5202
2014,NUTS,2010,RS,0,0.4904
2015,NUTS,2010,RS,0,0.5439
2016,NUTS,2010,RS,0,0.505
2017,NUTS,2010,RS,0,0.4834
2018,NUTS,2010,RS,0,0.4822
2019,NUTS,2010,RS,0,0.4598
2020,NUTS,2010,RS,0,0.4811
2018,NUTS,2010,RS1,1,0.651
2019,NUTS,2010,RS1,1,0.6254
2020,NUTS,2010,RS1,1,0.6664
2018,NUTS,2010,RS11,2,0.8581
2019,NUTS,2010,RS11,2,0.8401
2020,NUTS,2010,RS11,2,0.8998
2018,NUTS,2010,RS12,2,0.4532
2019,NUTS,2010,RS12,2,0.4185
2020,NUTS,2010,RS12,2,0.4412
2018,NUTS,2010,RS2,1,0.2218
2019,NUTS,2010,RS2,1,0.2011
2020,NUTS,2010,RS2,1,0.1976
2018,NUTS,2010,RS21,2,0.1575
2019,NUTS,2010,RS21,2,0.1279
2020,NUTS,2010,RS21,2,0.1328
2018,NUTS,2010,RS22,2,0.3135
2019,NUTS,2010,RS22,2,0.3036
2020,NUTS,2010,RS22,2,0.2906
1994,NUTS,2010,RU,0,0.2053
1995,NUTS,2010,RU,0,0.1817
1996,NUTS,2010,RU,0,0.1688
1997,NUTS,2010,RU,0,0.1705
1998,NUTS,2010,RU,0,0.1651
1999,NUTS,2010,RU,0,0.1621
2000,NUTS,2010,RU,0,0.153
2001,NUTS,2010,RU,0,0.1585
2002,NUTS,2010,RU,0,0.1474
2003,NUTS,2010,RU,0,0.1497
2004,NUTS,2010,RU,0,0.1477
2005,NUTS,2010,RU,0,0.1429
2006,NUTS,2010,RU,0,0.146
2007,NUTS,2010,RU,0,0.1493
2008,NUTS,2010,RU,0,0.1504
2009,NUTS,2010,RU,0,0.1534
2010,NUTS,2010,RU,0,0.1621
2011,NUTS,2010,RU,0,0.171
2012,NUTS,2010,RU,0,0.1668
1997,NUTS,2010,SE,0,0.4724
1999,NUTS,2010,SE,0,0.4811
2001,NUTS,2010,SE,0,0.4669
2003,NUTS,2010,SE,0,0.5067
2004,NUTS,2010,SE,0,0.5192
2005,NUTS,2010,SE,0,0.4149
2006,NUTS,2010,SE,0,0.3938
2007,NUTS,2010,SE,0,0.3936
2008,NUTS,2010,SE,0,0.3917
2009,NUTS,2010,SE,0,0.4343
2010,NUTS,2010,SE,0,0.4472
