year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_cte_p_mact
2002,NUTS,2010,DEG0,2,8.361
2003,NUTS,2010,DEG0,2,13.85
2004,NUTS,2010,DEG0,2,8.482
2005,NUTS,2010,DEG0,2,12.161
2006,NUTS,2010,DEG0,2,12.52
2007,NUTS,2010,DEG0,2,14.152
2008,NUTS,2010,DEG0,2,17.317
2009,NUTS,2010,DEG0,2,16.864
2010,NUTS,2010,DEG0,2,15.516
2011,NUTS,2010,DEG0,2,7.634
2012,NUTS,2010,DEG0,2,12.194
1999,NUTS,2010,DK,0,31.172
2000,NUTS,2010,DK,0,33.782
2001,NUTS,2010,DK,0,36.348
2002,NUTS,2010,DK,0,30.686
2003,NUTS,2010,DK,0,34.21
2004,NUTS,2010,DK,0,33.495
2005,NUTS,2010,DK,0,34.44
2006,NUTS,2010,DK,0,31.39
2007,NUTS,2010,DK,0,34.448
2008,NUTS,2010,DK,0,29.998
2009,NUTS,2010,DK,0,31.586
2010,NUTS,2010,DK,0,35.077
2011,NUTS,2010,DK,0,38.09
2012,NUTS,2010,DK,0,27.881
1999,NUTS,2010,DK0,1,31.172
2000,NUTS,2010,DK0,1,33.508
2001,NUTS,2010,DK0,1,36.348
2002,NUTS,2010,DK0,1,30.686
2003,NUTS,2010,DK0,1,34.21
2004,NUTS,2010,DK0,1,33.495
2005,NUTS,2010,DK0,1,34.094
2006,NUTS,2010,DK0,1,31.39
2007,NUTS,2010,DK0,1,34.105
2008,NUTS,2010,DK0,1,29.659
2009,NUTS,2010,DK0,1,31.586
2010,NUTS,2010,DK0,1,35.077
2011,NUTS,2010,DK0,1,38.09
2012,NUTS,2010,DK0,1,27.795
2007,NUTS,2010,DK01,2,65.299
2008,NUTS,2010,DK01,2,57.958
2009,NUTS,2010,DK01,2,65.207
2010,NUTS,2010,DK01,2,71.147
2011,NUTS,2010,DK01,2,80.894
2012,NUTS,2010,DK01,2,59.509
2007,NUTS,2010,DK02,2,18.226
2008,NUTS,2010,DK02,2,17.359
2009,NUTS,2010,DK02,2,18.883
2010,NUTS,2010,DK02,2,30.879
2011,NUTS,2010,DK02,2,8.393
2012,NUTS,2010,DK02,2,25.257
2007,NUTS,2010,DK03,2,0.534
2008,NUTS,2010,DK03,2,0.53
2009,NUTS,2010,DK03,2,6.488
2010,NUTS,2010,DK03,2,0.545
2011,NUTS,2010,DK03,2,2.511
2007,NUTS,2010,DK04,2,19.763
2008,NUTS,2010,DK04,2,20.747
2009,NUTS,2010,DK04,2,20.715
2010,NUTS,2010,DK04,2,17.186
2011,NUTS,2010,DK04,2,25.181
2012,NUTS,2010,DK04,2,10.835
2007,NUTS,2010,DK05,2,62.84
2008,NUTS,2010,DK05,2,39.954
2009,NUTS,2010,DK05,2,21.537
2010,NUTS,2010,DK05,2,37.559
2011,NUTS,2010,DK05,2,45.94
2012,NUTS,2010,DK05,2,24.881
2003,NUTS,2010,EE,0,4.464
2004,NUTS,2010,EE,0,1.486
2005,NUTS,2010,EE,0,2.241
2006,NUTS,2010,EE,0,10.322
2007,NUTS,2010,EE,0,9.91
2008,NUTS,2010,EE,0,20.464
2009,NUTS,2010,EE,0,14.92
2010,NUTS,2010,EE,0,13.316
2011,NUTS,2010,EE,0,6.788
2012,NUTS,2010,EE,0,3.907
2003,NUTS,2010,EE0,1,4.464
2004,NUTS,2010,EE0,1,1.486
2005,NUTS,2010,EE0,1,2.241
2006,NUTS,2010,EE0,1,10.322
2007,NUTS,2010,EE0,1,9.91
2008,NUTS,2010,EE0,1,20.464
2009,NUTS,2010,EE0,1,14.92
2010,NUTS,2010,EE0,1,13.316
2011,NUTS,2010,EE0,1,6.788
2012,NUTS,2010,EE0,1,3.907
2003,NUTS,2010,EE00,2,4.464
2004,NUTS,2010,EE00,2,1.486
2005,NUTS,2010,EE00,2,2.241
2006,NUTS,2010,EE00,2,10.322
2007,NUTS,2010,EE00,2,9.91
2008,NUTS,2010,EE00,2,20.464
2009,NUTS,2010,EE00,2,14.92
2010,NUTS,2010,EE00,2,13.316
2011,NUTS,2010,EE00,2,6.788
2012,NUTS,2010,EE00,2,3.907
1999,NUTS,2010,EL,0,1.178
2000,NUTS,2010,EL,0,0.916
2001,NUTS,2010,EL,0,1.155
2002,NUTS,2010,EL,0,1.602
2003,NUTS,2010,EL,0,2.348
2004,NUTS,2010,EL,0,1.525
2005,NUTS,2010,EL,0,1.418
2006,NUTS,2010,EL,0,1.867
2007,NUTS,2010,EL,0,0.887
2008,NUTS,2010,EL,0,1.2
2009,NUTS,2010,EL,0,1.125
2010,NUTS,2010,EL,0,0.849
2011,NUTS,2010,EL,0,0.608
2012,NUTS,2010,EL,0,0.961
2002,NUTS,2010,EL1,1,0.221
2003,NUTS,2010,EL1,1,1.096
2004,NUTS,2010,EL1,1,0.213
2005,NUTS,2010,EL1,1,0.649
2007,NUTS,2010,EL1,1,0.324
2009,NUTS,2010,EL1,1,0.972
2002,NUTS,2010,EL12,2,0.417
2003,NUTS,2010,EL12,2,2.041
2004,NUTS,2010,EL12,2,0.403
2005,NUTS,2010,EL12,2,1.213
2007,NUTS,2010,EL12,2,0.599
2009,NUTS,2010,EL12,2,1.82
1999,NUTS,2010,EL2,1,0.324
2001,NUTS,2010,EL2,1,1.127
2003,NUTS,2010,EL2,1,0.391
2006,NUTS,2010,EL2,1,0.127
2007,NUTS,2010,EL2,1,0.242
1999,NUTS,2010,EL23,2,1.11
2001,NUTS,2010,EL23,2,2.653
2003,NUTS,2010,EL23,2,1.197
2006,NUTS,2010,EL23,2,0.452
2007,NUTS,2010,EL23,2,0.854
2003,NUTS,2010,EL24,2,0.207
2001,NUTS,2010,EL25,2,1.377
1999,NUTS,2010,EL3,1,3.14
2000,NUTS,2010,EL3,1,2.584
2001,NUTS,2010,EL3,1,1.923
2002,NUTS,2010,EL3,1,4.123
2003,NUTS,2010,EL3,1,5.198
2004,NUTS,2010,EL3,1,3.842
2005,NUTS,2010,EL3,1,3.204
2006,NUTS,2010,EL3,1,4.845
2007,NUTS,2010,EL3,1,1.937
2008,NUTS,2010,EL3,1,2.62
2009,NUTS,2010,EL3,1,1.644
2010,NUTS,2010,EL3,1,1.082
2011,NUTS,2010,EL3,1,1.597
2012,NUTS,2010,EL3,1,0.911
1999,NUTS,2010,EL30,2,3.14
2000,NUTS,2010,EL30,2,2.584
2001,NUTS,2010,EL30,2,1.923
2002,NUTS,2010,EL30,2,4.123
2003,NUTS,2010,EL30,2,5.198
2004,NUTS,2010,EL30,2,3.842
2005,NUTS,2010,EL30,2,3.204
2006,NUTS,2010,EL30,2,4.845
2007,NUTS,2010,EL30,2,1.937
2008,NUTS,2010,EL30,2,2.62
2009,NUTS,2010,EL30,2,1.644
2010,NUTS,2010,EL30,2,1.082
2011,NUTS,2010,EL30,2,1.597
2012,NUTS,2010,EL30,2,0.911
2001,NUTS,2010,EL4,1,2.044
2001,NUTS,2010,EL43,2,3.539
1999,NUTS,2010,ES,0,2.076
2000,NUTS,2010,ES,0,2.902
2001,NUTS,2010,ES,0,3.896
2002,NUTS,2010,ES,0,3.521
2003,NUTS,2010,ES,0,3.137
2004,NUTS,2010,ES,0,2.081
2005,NUTS,2010,ES,0,2.518
2006,NUTS,2010,ES,0,3.27
2007,NUTS,2010,ES,0,3.419
2008,NUTS,2010,ES,0,3.808
2009,NUTS,2010,ES,0,5.023
2010,NUTS,2010,ES,0,4.378
2011,NUTS,2010,ES,0,4.45
2012,NUTS,2010,ES,0,3.485
2000,NUTS,2010,ES1,1,0.548
2001,NUTS,2010,ES1,1,1.222
2002,NUTS,2010,ES1,1,1.101
2003,NUTS,2010,ES1,1,0.529
2005,NUTS,2010,ES1,1,2.026
2006,NUTS,2010,ES1,1,1.054
2007,NUTS,2010,ES1,1,0.978
2008,NUTS,2010,ES1,1,2.383
2009,NUTS,2010,ES1,1,2.623
2010,NUTS,2010,ES1,1,2.023
2011,NUTS,2010,ES1,1,3.351
2000,NUTS,2010,ES11,2,0.846
2001,NUTS,2010,ES11,2,0.865
2002,NUTS,2010,ES11,2,1.711
2003,NUTS,2010,ES11,2,0.822
2005,NUTS,2010,ES11,2,3.182
2006,NUTS,2010,ES11,2,1.668
2007,NUTS,2010,ES11,2,0.775
2008,NUTS,2010,ES11,2,3.803
2009,NUTS,2010,ES11,2,3.031
2010,NUTS,2010,ES11,2,3.22
2011,NUTS,2010,ES11,2,5.317
2007,NUTS,2010,ES12,2,2.097
2001,NUTS,2010,ES13,2,5.221
2009,NUTS,2010,ES13,2,5.254
1999,NUTS,2010,ES2,1,1.11
2000,NUTS,2010,ES2,1,1.893
2001,NUTS,2010,ES2,1,1.755
2002,NUTS,2010,ES2,1,1.576
2003,NUTS,2010,ES2,1,1.434
2004,NUTS,2010,ES2,1,1.903
2005,NUTS,2010,ES2,1,2.841
2006,NUTS,2010,ES2,1,6.902
2007,NUTS,2010,ES2,1,1.063
2008,NUTS,2010,ES2,1,3.377
2009,NUTS,2010,ES2,1,2.638
2010,NUTS,2010,ES2,1,1.578
2011,NUTS,2010,ES2,1,2.905
2012,NUTS,2010,ES2,1,1.532
2000,NUTS,2010,ES21,2,0.52
2001,NUTS,2010,ES21,2,2.063
2002,NUTS,2010,ES21,2,2.031
2003,NUTS,2010,ES21,2,0.986
2004,NUTS,2010,ES21,2,1.945
2005,NUTS,2010,ES21,2,1.433
2006,NUTS,2010,ES21,2,3.112
2007,NUTS,2010,ES21,2,0.937
2008,NUTS,2010,ES21,2,4.002
2009,NUTS,2010,ES21,2,3.139
2010,NUTS,2010,ES21,2,2.478
2011,NUTS,2010,ES21,2,4.125
2012,NUTS,2010,ES21,2,3.178
1999,NUTS,2010,ES22,2,4.075
2000,NUTS,2010,ES22,2,3.968
2001,NUTS,2010,ES22,2,1.965
2007,NUTS,2010,ES22,2,3.225
2008,NUTS,2010,ES22,2,6.467
2009,NUTS,2010,ES22,2,6.297
2011,NUTS,2010,ES22,2,3.119
2003,NUTS,2010,ES23,2,7.675
1999,NUTS,2010,ES24,2,1.986
2000,NUTS,2010,ES24,2,3.859
2001,NUTS,2010,ES24,2,1.463
2002,NUTS,2010,ES24,2,1.891
2003,NUTS,2010,ES24,2,1.482
2004,NUTS,2010,ES24,2,3.18
2005,NUTS,2010,ES24,2,7.302
2006,NUTS,2010,ES24,2,18.486
2007,NUTS,2010,ES24,2,0.501
2008,NUTS,2010,ES24,2,1.734
2009,NUTS,2010,ES24,2,0.744
2010,NUTS,2010,ES24,2,1.254
2011,NUTS,2010,ES24,2,1.507
1999,NUTS,2010,ES3,1,10.477
2000,NUTS,2010,ES3,1,9.788
2001,NUTS,2010,ES3,1,10.454
2002,NUTS,2010,ES3,1,9.791
2003,NUTS,2010,ES3,1,7.332
2004,NUTS,2010,ES3,1,7.089
2005,NUTS,2010,ES3,1,7.79
2006,NUTS,2010,ES3,1,8.642
2007,NUTS,2010,ES3,1,12.888
2008,NUTS,2010,ES3,1,14.259
2009,NUTS,2010,ES3,1,25.483
2010,NUTS,2010,ES3,1,20.148
2011,NUTS,2010,ES3,1,20.016
2012,NUTS,2010,ES3,1,15.786
1999,NUTS,2010,ES30,2,10.477
2000,NUTS,2010,ES30,2,9.788
2001,NUTS,2010,ES30,2,10.454
2002,NUTS,2010,ES30,2,9.791
2003,NUTS,2010,ES30,2,7.332
2004,NUTS,2010,ES30,2,7.089
2005,NUTS,2010,ES30,2,7.79
2006,NUTS,2010,ES30,2,8.642
2007,NUTS,2010,ES30,2,12.888
2008,NUTS,2010,ES30,2,14.259
2009,NUTS,2010,ES30,2,25.483
2010,NUTS,2010,ES30,2,20.148
2011,NUTS,2010,ES30,2,20.016
2012,NUTS,2010,ES30,2,15.786
1999,NUTS,2010,ES4,1,0.132
2001,NUTS,2010,ES4,1,1.132
2004,NUTS,2010,ES4,1,0.148
2005,NUTS,2010,ES4,1,0.103
2007,NUTS,2010,ES4,1,0.465
2008,NUTS,2010,ES4,1,0.253
2009,NUTS,2010,ES4,1,0.371
2010,NUTS,2010,ES4,1,1.13
2011,NUTS,2010,ES4,1,0.368
2012,NUTS,2010,ES4,1,0.121
2005,NUTS,2010,ES41,2,0.222
2007,NUTS,2010,ES41,2,0.172
2009,NUTS,2010,ES41,2,0.506
2010,NUTS,2010,ES41,2,1.528
1999,NUTS,2010,ES42,2,0.406
2001,NUTS,2010,ES42,2,1.488
2004,NUTS,2010,ES42,2,0.435
2007,NUTS,2010,ES42,2,1.067
2008,NUTS,2010,ES42,2,0.687
2009,NUTS,2010,ES42,2,0.393
2010,NUTS,2010,ES42,2,0.708
2012,NUTS,2010,ES42,2,0.324
2001,NUTS,2010,ES43,2,3.286
2010,NUTS,2010,ES43,2,1.002
2011,NUTS,2010,ES43,2,2.005
1999,NUTS,2010,ES5,1,1.185
2000,NUTS,2010,ES5,1,2.963
2001,NUTS,2010,ES5,1,5.097
2002,NUTS,2010,ES5,1,3.484
2003,NUTS,2010,ES5,1,5.163
2004,NUTS,2010,ES5,1,2.725
2005,NUTS,2010,ES5,1,2.725
2006,NUTS,2010,ES5,1,2.688
2007,NUTS,2010,ES5,1,3.924
2008,NUTS,2010,ES5,1,2.954
2009,NUTS,2010,ES5,1,1.781
2010,NUTS,2010,ES5,1,2.215
2011,NUTS,2010,ES5,1,2.503
2012,NUTS,2010,ES5,1,3.156
1999,NUTS,2010,ES51,2,1.707
2000,NUTS,2010,ES51,2,4.196
2001,NUTS,2010,ES51,2,5.326
2002,NUTS,2010,ES51,2,4.356
2003,NUTS,2010,ES51,2,5.311
2004,NUTS,2010,ES51,2,2.756
2005,NUTS,2010,ES51,2,3.275
2006,NUTS,2010,ES51,2,3.878
2007,NUTS,2010,ES51,2,5.557
2008,NUTS,2010,ES51,2,4.004
2009,NUTS,2010,ES51,2,2.483
2010,NUTS,2010,ES51,2,3.219
2011,NUTS,2010,ES51,2,2.753
2012,NUTS,2010,ES51,2,4.491
1999,NUTS,2010,ES52,2,0.569
2000,NUTS,2010,ES52,2,1.587
2001,NUTS,2010,ES52,2,5.885
2002,NUTS,2010,ES52,2,2.848
2003,NUTS,2010,ES52,2,6.094
2004,NUTS,2010,ES52,2,2.527
2005,NUTS,2010,ES52,2,2.419
2006,NUTS,2010,ES52,2,1.27
2007,NUTS,2010,ES52,2,2.251
2008,NUTS,2010,ES52,2,1.985
2009,NUTS,2010,ES52,2,0.791
2010,NUTS,2010,ES52,2,1.16
2011,NUTS,2010,ES52,2,2.707
2012,NUTS,2010,ES52,2,1.627
2004,NUTS,2010,ES53,2,3.402
2005,NUTS,2010,ES53,2,0.14
2006,NUTS,2010,ES53,2,0.624
2009,NUTS,2010,ES53,2,1.356
2012,NUTS,2010,ES53,2,0.814
1999,NUTS,2010,ES6,1,0.8
2000,NUTS,2010,ES6,1,1.895
2001,NUTS,2010,ES6,1,2.292
2002,NUTS,2010,ES6,1,3.979
2003,NUTS,2010,ES6,1,1.613
2004,NUTS,2010,ES6,1,0.05
2005,NUTS,2010,ES6,1,0.199
2006,NUTS,2010,ES6,1,1.509
2007,NUTS,2010,ES6,1,0.262
2008,NUTS,2010,ES6,1,0.968
2009,NUTS,2010,ES6,1,0.272
2010,NUTS,2010,ES6,1,0.995
2011,NUTS,2010,ES6,1,0.621
2012,NUTS,2010,ES6,1,0.258
1999,NUTS,2010,ES61,2,0.945
2000,NUTS,2010,ES61,2,2.168
2001,NUTS,2010,ES61,2,2.389
2002,NUTS,2010,ES61,2,4.727
2003,NUTS,2010,ES61,2,1.928
2004,NUTS,2010,ES61,2,0.06
2005,NUTS,2010,ES61,2,0.238
2006,NUTS,2010,ES61,2,1.531
2007,NUTS,2010,ES61,2,0.18
2008,NUTS,2010,ES61,2,0.903
2009,NUTS,2010,ES61,2,0.326
2010,NUTS,2010,ES61,2,0.88
2011,NUTS,2010,ES61,2,0.582
2012,NUTS,2010,ES61,2,0.185
2000,NUTS,2010,ES62,2,0.493
2001,NUTS,2010,ES62,2,1.955
2006,NUTS,2010,ES62,2,1.519
2007,NUTS,2010,ES62,2,0.725
2008,NUTS,2010,ES62,2,1.399
2010,NUTS,2010,ES62,2,1.715
2011,NUTS,2010,ES62,2,0.896
2012,NUTS,2010,ES62,2,0.686
2000,NUTS,2010,ES7,1,1.29
2006,NUTS,2010,ES7,1,1.028
2007,NUTS,2010,ES7,1,0.251
2009,NUTS,2010,ES7,1,1.91
2000,NUTS,2010,ES70,2,1.29
2006,NUTS,2010,ES70,2,1.028
2007,NUTS,2010,ES70,2,0.251
2009,NUTS,2010,ES70,2,1.91
1999,NUTS,2010,FI,0,214.598
2000,NUTS,2010,FI,0,205.293
2001,NUTS,2010,FI,0,202.774
2002,NUTS,2010,FI,0,190.839
2003,NUTS,2010,FI,0,177.094
2004,NUTS,2010,FI,0,195.161
2005,NUTS,2010,FI,0,180.756
2006,NUTS,2010,FI,0,150.225
2007,NUTS,2010,FI,0,123.271
2008,NUTS,2010,FI,0,104.502
2009,NUTS,2010,FI,0,89.78
2010,NUTS,2010,FI,0,87.933
2011,NUTS,2010,FI,0,84.197
2012,NUTS,2010,FI,0,85.298
1999,NUTS,2010,FI1,1,214.008
2000,NUTS,2010,FI1,1,205.992
2001,NUTS,2010,FI1,1,203.675
2002,NUTS,2010,FI1,1,191.76
2003,NUTS,2010,FI1,1,177.876
2004,NUTS,2010,FI1,1,195.725
2005,NUTS,2010,FI1,1,181.733
2006,NUTS,2010,FI1,1,150.963
2007,NUTS,2010,FI1,1,123.957
2008,NUTS,2010,FI1,1,104.484
2009,NUTS,2010,FI1,1,90.29
2010,NUTS,2010,FI1,1,88.248
2011,NUTS,2010,FI1,1,83.728
2012,NUTS,2010,FI1,1,85.107
1999,NUTS,2010,FI19,2,184.627
2000,NUTS,2010,FI19,2,190.876
2001,NUTS,2010,FI19,2,205.523
2002,NUTS,2010,FI19,2,187.67
2003,NUTS,2010,FI19,2,184.384
2004,NUTS,2010,FI19,2,199.97
2005,NUTS,2010,FI19,2,189.832
2006,NUTS,2010,FI19,2,145.807
2007,NUTS,2010,FI19,2,91.494
2008,NUTS,2010,FI19,2,83.451
2009,NUTS,2010,FI19,2,81.143
2010,NUTS,2010,FI19,2,96.864
2011,NUTS,2010,FI19,2,83.213
2012,NUTS,2010,FI19,2,83.261
2005,NUTS,2010,FI1B,2,295.503
2006,NUTS,2010,FI1B,2,262.046
2007,NUTS,2010,FI1B,2,216.068
2008,NUTS,2010,FI1B,2,180.874
2009,NUTS,2010,FI1B,2,145.176
2010,NUTS,2010,FI1B,2,140.211
2011,NUTS,2010,FI1B,2,126.303
2012,NUTS,2010,FI1B,2,128.479
2005,NUTS,2010,FI1C,2,83.648
2006,NUTS,2010,FI1C,2,49.788
2007,NUTS,2010,FI1C,2,59.704
2008,NUTS,2010,FI1C,2,35.915
2009,NUTS,2010,FI1C,2,33.026
2010,NUTS,2010,FI1C,2,28.696
2011,NUTS,2010,FI1C,2,32.4
2012,NUTS,2010,FI1C,2,33.643
2005,NUTS,2010,FI1D,2,113.858
2006,NUTS,2010,FI1D,2,102.483
2007,NUTS,2010,FI1D,2,94.438
2008,NUTS,2010,FI1D,2,86.632
2009,NUTS,2010,FI1D,2,77.681
2010,NUTS,2010,FI1D,2,61.948
2011,NUTS,2010,FI1D,2,72.519
2012,NUTS,2010,FI1D,2,73.63
2000,NUTS,2010,FI2,1,71.942
2004,NUTS,2010,FI2,1,72.464
2010,NUTS,2010,FI2,1,32.895
2011,NUTS,2010,FI2,1,87.5
2012,NUTS,2010,FI2,1,53.205
2000,NUTS,2010,FI20,2,71.942
2004,NUTS,2010,FI20,2,72.464
2010,NUTS,2010,FI20,2,32.895
2011,NUTS,2010,FI20,2,87.5
2012,NUTS,2010,FI20,2,53.205
1999,NUTS,2010,FR,0,31.926
2000,NUTS,2010,FR,0,33.86
2001,NUTS,2010,FR,0,32.901
2002,NUTS,2010,FR,0,32.86
2003,NUTS,2010,FR,0,33.288
2004,NUTS,2010,FR,0,30.269
2005,NUTS,2010,FR,0,29.666
2006,NUTS,2010,FR,0,30.234
2007,NUTS,2010,FR,0,29.074
2008,NUTS,2010,FR,0,26.115
2009,NUTS,2010,FR,0,28.429
2010,NUTS,2010,FR,0,24.901
2011,NUTS,2010,FR,0,24.731
2012,NUTS,2010,FR,0,21.674
1999,NUTS,2010,FR1,1,93.315
2000,NUTS,2010,FR1,1,88.962
2001,NUTS,2010,FR1,1,87.622
2002,NUTS,2010,FR1,1,84.97
2003,NUTS,2010,FR1,1,85.373
2004,NUTS,2010,FR1,1,78.686
2005,NUTS,2010,FR1,1,75.436
2006,NUTS,2010,FR1,1,72.772
2007,NUTS,2010,FR1,1,66.407
2008,NUTS,2010,FR1,1,67.802
2009,NUTS,2010,FR1,1,72.978
2010,NUTS,2010,FR1,1,59.481
2011,NUTS,2010,FR1,1,57.062
2012,NUTS,2010,FR1,1,52.026
1999,NUTS,2010,FR10,2,93.315
2000,NUTS,2010,FR10,2,88.962
2001,NUTS,2010,FR10,2,87.622
2002,NUTS,2010,FR10,2,84.97
2003,NUTS,2010,FR10,2,85.373
2004,NUTS,2010,FR10,2,78.686
2005,NUTS,2010,FR10,2,75.436
2006,NUTS,2010,FR10,2,72.772
2007,NUTS,2010,FR10,2,66.407
2008,NUTS,2010,FR10,2,67.802
2009,NUTS,2010,FR10,2,72.978
2010,NUTS,2010,FR10,2,59.481
2011,NUTS,2010,FR10,2,57.062
2012,NUTS,2010,FR10,2,52.026
1999,NUTS,2010,FR2,1,6.926
2000,NUTS,2010,FR2,1,7.313
2001,NUTS,2010,FR2,1,6.85
2002,NUTS,2010,FR2,1,6.715
2003,NUTS,2010,FR2,1,11.636
2004,NUTS,2010,FR2,1,10.77
2005,NUTS,2010,FR2,1,6.493
2006,NUTS,2010,FR2,1,4.612
2007,NUTS,2010,FR2,1,7.267
2008,NUTS,2010,FR2,1,3.655
2009,NUTS,2010,FR2,1,4.07
2010,NUTS,2010,FR2,1,3.562
2011,NUTS,2010,FR2,1,4.873
2012,NUTS,2010,FR2,1,2.222
1999,NUTS,2010,FR21,2,2.125
2000,NUTS,2010,FR21,2,2.692
2001,NUTS,2010,FR21,2,0.903
2002,NUTS,2010,FR21,2,1.7
2003,NUTS,2010,FR21,2,0.533
2009,NUTS,2010,FR21,2,1.1
2011,NUTS,2010,FR21,2,7.446
2012,NUTS,2010,FR21,2,0.571
1999,NUTS,2010,FR22,2,3.119
2000,NUTS,2010,FR22,2,1.689
2001,NUTS,2010,FR22,2,3.343
2002,NUTS,2010,FR22,2,0.482
2003,NUTS,2010,FR22,2,2.064
2004,NUTS,2010,FR22,2,5.815
2005,NUTS,2010,FR22,2,3.412
2006,NUTS,2010,FR22,2,2.364
2007,NUTS,2010,FR22,2,3.098
2009,NUTS,2010,FR22,2,1.18
2011,NUTS,2010,FR22,2,4.619
2012,NUTS,2010,FR22,2,1.185
1999,NUTS,2010,FR23,2,6.06
2000,NUTS,2010,FR23,2,4.379
2001,NUTS,2010,FR23,2,3.098
2002,NUTS,2010,FR23,2,1.987
2003,NUTS,2010,FR23,2,5.147
2004,NUTS,2010,FR23,2,1.652
2005,NUTS,2010,FR23,2,3.126
2006,NUTS,2010,FR23,2,0.62
2007,NUTS,2010,FR23,2,1.637
2008,NUTS,2010,FR23,2,2.444
2010,NUTS,2010,FR23,2,2.086
2011,NUTS,2010,FR23,2,0.549
2012,NUTS,2010,FR23,2,0.613
1999,NUTS,2010,FR24,2,7.811
2000,NUTS,2010,FR24,2,3.0
2001,NUTS,2010,FR24,2,0.608
2002,NUTS,2010,FR24,2,3.547
2003,NUTS,2010,FR24,2,5.89
2004,NUTS,2010,FR24,2,5.997
2005,NUTS,2010,FR24,2,3.658
2006,NUTS,2010,FR24,2,2.293
2007,NUTS,2010,FR24,2,10.769
2008,NUTS,2010,FR24,2,4.404
2009,NUTS,2010,FR24,2,8.19
2010,NUTS,2010,FR24,2,5.045
2011,NUTS,2010,FR24,2,4.108
2012,NUTS,2010,FR24,2,1.75
1999,NUTS,2010,FR25,2,18.051
2000,NUTS,2010,FR25,2,28.231
2001,NUTS,2010,FR25,2,27.996
2002,NUTS,2010,FR25,2,31.505
2003,NUTS,2010,FR25,2,48.591
2004,NUTS,2010,FR25,2,48.906
2005,NUTS,2010,FR25,2,28.237
2006,NUTS,2010,FR25,2,26.416
2007,NUTS,2010,FR25,2,26.063
2008,NUTS,2010,FR25,2,15.63
2009,NUTS,2010,FR25,2,11.497
2010,NUTS,2010,FR25,2,13.204
2011,NUTS,2010,FR25,2,13.82
2012,NUTS,2010,FR25,2,10.128
1999,NUTS,2010,FR26,2,5.743
2000,NUTS,2010,FR26,2,11.699
2001,NUTS,2010,FR26,2,14.034
2002,NUTS,2010,FR26,2,9.204
2003,NUTS,2010,FR26,2,16.318
2004,NUTS,2010,FR26,2,10.692
2005,NUTS,2010,FR26,2,4.951
2006,NUTS,2010,FR26,2,0.708
2007,NUTS,2010,FR26,2,3.033
2009,NUTS,2010,FR26,2,1.368
2010,NUTS,2010,FR26,2,1.669
2011,NUTS,2010,FR26,2,1.496
2012,NUTS,2010,FR26,2,0.279
1999,NUTS,2010,FR3,1,0.927
2000,NUTS,2010,FR3,1,0.745
2001,NUTS,2010,FR3,1,2.291
2002,NUTS,2010,FR3,1,0.598
2003,NUTS,2010,FR3,1,0.903
2004,NUTS,2010,FR3,1,2.576
2005,NUTS,2010,FR3,1,1.157
2007,NUTS,2010,FR3,1,1.473
2008,NUTS,2010,FR3,1,2.368
2009,NUTS,2010,FR3,1,1.478
2010,NUTS,2010,FR3,1,1.215
2011,NUTS,2010,FR3,1,2.252
2012,NUTS,2010,FR3,1,0.863
1999,NUTS,2010,FR30,2,0.927
2000,NUTS,2010,FR30,2,0.745
2001,NUTS,2010,FR30,2,2.291
2002,NUTS,2010,FR30,2,0.598
2003,NUTS,2010,FR30,2,0.903
2004,NUTS,2010,FR30,2,2.576
2005,NUTS,2010,FR30,2,1.157
2007,NUTS,2010,FR30,2,1.473
2008,NUTS,2010,FR30,2,2.368
2009,NUTS,2010,FR30,2,1.478
2010,NUTS,2010,FR30,2,1.215
2011,NUTS,2010,FR30,2,2.252
2012,NUTS,2010,FR30,2,0.863
1999,NUTS,2010,FR4,1,17.1
2000,NUTS,2010,FR4,1,10.219
2001,NUTS,2010,FR4,1,6.554
2002,NUTS,2010,FR4,1,8.111
2003,NUTS,2010,FR4,1,4.88
2004,NUTS,2010,FR4,1,8.707
2005,NUTS,2010,FR4,1,5.531
2006,NUTS,2010,FR4,1,7.121
2007,NUTS,2010,FR4,1,3.946
2008,NUTS,2010,FR4,1,5.735
2009,NUTS,2010,FR4,1,3.755
2010,NUTS,2010,FR4,1,4.738
2011,NUTS,2010,FR4,1,3.55
2012,NUTS,2010,FR4,1,3.886
1999,NUTS,2010,FR41,2,5.482
2000,NUTS,2010,FR41,2,5.581
2001,NUTS,2010,FR41,2,2.23
2002,NUTS,2010,FR41,2,2.238
2003,NUTS,2010,FR41,2,0.752
2004,NUTS,2010,FR41,2,4.956
2005,NUTS,2010,FR41,2,2.38
2007,NUTS,2010,FR41,2,3.126
2008,NUTS,2010,FR41,2,5.449
2010,NUTS,2010,FR41,2,1.605
2012,NUTS,2010,FR41,2,2.156
1999,NUTS,2010,FR42,2,38.346
2000,NUTS,2010,FR42,2,20.109
2001,NUTS,2010,FR42,2,12.474
2002,NUTS,2010,FR42,2,20.385
2003,NUTS,2010,FR42,2,12.811
2004,NUTS,2010,FR42,2,16.565
2005,NUTS,2010,FR42,2,10.732
2006,NUTS,2010,FR42,2,19.294
2007,NUTS,2010,FR42,2,6.935
2008,NUTS,2010,FR42,2,9.298
2009,NUTS,2010,FR42,2,7.167
2010,NUTS,2010,FR42,2,7.873
