year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_cab
2001,NUTS,2010,DE216,3,24.393
2002,NUTS,2010,DE216,3,30.064
2003,NUTS,2010,DE216,3,52.898
2004,NUTS,2010,DE216,3,86.245
2005,NUTS,2010,DE216,3,29.245
2006,NUTS,2010,DE216,3,8.29
2007,NUTS,2010,DE216,3,16.624
2008,NUTS,2010,DE216,3,8.276
2009,NUTS,2010,DE216,3,18.367
2010,NUTS,2010,DE216,3,9.32
2011,NUTS,2010,DE216,3,17.816
2012,NUTS,2010,DE216,3,11.607
2000,NUTS,2010,DE217,3,22.114
2001,NUTS,2010,DE217,3,27.48
2002,NUTS,2010,DE217,3,33.652
2003,NUTS,2010,DE217,3,27.066
2004,NUTS,2010,DE217,3,32.559
2005,NUTS,2010,DE217,3,44.651
2006,NUTS,2010,DE217,3,23.589
2007,NUTS,2010,DE217,3,27.192
2008,NUTS,2010,DE217,3,18.566
2009,NUTS,2010,DE217,3,30.994
2010,NUTS,2010,DE217,3,35.953
2011,NUTS,2010,DE217,3,42.296
2012,NUTS,2010,DE217,3,11.553
2000,NUTS,2010,DE218,3,118.553
2001,NUTS,2010,DE218,3,169.664
2002,NUTS,2010,DE218,3,132.624
2003,NUTS,2010,DE218,3,92.096
2004,NUTS,2010,DE218,3,74.016
2005,NUTS,2010,DE218,3,75.907
2006,NUTS,2010,DE218,3,101.134
2007,NUTS,2010,DE218,3,96.6
2008,NUTS,2010,DE218,3,77.373
2009,NUTS,2010,DE218,3,74.202
2010,NUTS,2010,DE218,3,80.215
2011,NUTS,2010,DE218,3,81.115
2012,NUTS,2010,DE218,3,82.557
2000,NUTS,2010,DE219,3,1.098
2001,NUTS,2010,DE219,3,4.182
2002,NUTS,2010,DE219,3,16.525
2003,NUTS,2010,DE219,3,8.166
2004,NUTS,2010,DE219,3,34.886
2005,NUTS,2010,DE219,3,4.059
2006,NUTS,2010,DE219,3,8.115
2008,NUTS,2010,DE219,3,8.68
2009,NUTS,2010,DE219,3,16.665
2010,NUTS,2010,DE219,3,14.675
2011,NUTS,2010,DE219,3,17.358
2012,NUTS,2010,DE219,3,32.981
2000,NUTS,2010,DE21A,3,42.746
2001,NUTS,2010,DE21A,3,46.317
2002,NUTS,2010,DE21A,3,32.472
2003,NUTS,2010,DE21A,3,33.133
2004,NUTS,2010,DE21A,3,27.205
2005,NUTS,2010,DE21A,3,29.724
2006,NUTS,2010,DE21A,3,49.474
2007,NUTS,2010,DE21A,3,23.201
2008,NUTS,2010,DE21A,3,6.887
2009,NUTS,2010,DE21A,3,29.79
2010,NUTS,2010,DE21A,3,19.783
2011,NUTS,2010,DE21A,3,26.218
2012,NUTS,2010,DE21A,3,9.282
2000,NUTS,2010,DE21B,3,86.499
2001,NUTS,2010,DE21B,3,53.642
2002,NUTS,2010,DE21B,3,30.76
2003,NUTS,2010,DE21B,3,56.121
2004,NUTS,2010,DE21B,3,81.384
2005,NUTS,2010,DE21B,3,42.355
2006,NUTS,2010,DE21B,3,58.324
2007,NUTS,2010,DE21B,3,69.251
2008,NUTS,2010,DE21B,3,20.705
2009,NUTS,2010,DE21B,3,30.317
2010,NUTS,2010,DE21B,3,11.784
2011,NUTS,2010,DE21B,3,24.222
2012,NUTS,2010,DE21B,3,21.465
2000,NUTS,2010,DE21C,3,47.017
2001,NUTS,2010,DE21C,3,71.106
2002,NUTS,2010,DE21C,3,42.733
2003,NUTS,2010,DE21C,3,81.564
2004,NUTS,2010,DE21C,3,32.728
2005,NUTS,2010,DE21C,3,38.109
2006,NUTS,2010,DE21C,3,30.733
2007,NUTS,2010,DE21C,3,40.527
2008,NUTS,2010,DE21C,3,25.454
2009,NUTS,2010,DE21C,3,31.707
2010,NUTS,2010,DE21C,3,43.815
2011,NUTS,2010,DE21C,3,40.335
2012,NUTS,2010,DE21C,3,32.554
2000,NUTS,2010,DE21D,3,34.796
2002,NUTS,2010,DE21D,3,7.665
2003,NUTS,2010,DE21D,3,13.34
2005,NUTS,2010,DE21D,3,3.793
2008,NUTS,2010,DE21D,3,11.511
2009,NUTS,2010,DE21D,3,11.564
2000,NUTS,2010,DE21E,3,42.213
2001,NUTS,2010,DE21E,3,24.92
2002,NUTS,2010,DE21E,3,24.812
2003,NUTS,2010,DE21E,3,6.145
2005,NUTS,2010,DE21E,3,6.74
2006,NUTS,2010,DE21E,3,31.941
2007,NUTS,2010,DE21E,3,40.077
2008,NUTS,2010,DE21E,3,22.946
2009,NUTS,2010,DE21E,3,38.685
2010,NUTS,2010,DE21E,3,26.285
2011,NUTS,2010,DE21E,3,15.965
2012,NUTS,2010,DE21E,3,2.864
2000,NUTS,2010,DE21F,3,97.828
2001,NUTS,2010,DE21F,3,57.172
2002,NUTS,2010,DE21F,3,78.192
2003,NUTS,2010,DE21F,3,21.21
2004,NUTS,2010,DE21F,3,43.015
2005,NUTS,2010,DE21F,3,44.389
2006,NUTS,2010,DE21F,3,16.637
2007,NUTS,2010,DE21F,3,3.472
2008,NUTS,2010,DE21F,3,45.241
2009,NUTS,2010,DE21F,3,12.6
2010,NUTS,2010,DE21F,3,42.206
2011,NUTS,2010,DE21F,3,5.228
2012,NUTS,2010,DE21F,3,8.648
2001,NUTS,2010,DE21G,3,12.906
2002,NUTS,2010,DE21G,3,3.827
2003,NUTS,2010,DE21G,3,9.044
2004,NUTS,2010,DE21G,3,4.511
2005,NUTS,2010,DE21G,3,4.507
2006,NUTS,2010,DE21G,3,16.497
2007,NUTS,2010,DE21G,3,4.791
2010,NUTS,2010,DE21G,3,4.535
2011,NUTS,2010,DE21G,3,12.06
2012,NUTS,2010,DE21G,3,18.07
2000,NUTS,2010,DE21H,3,192.405
2001,NUTS,2010,DE21H,3,151.703
2002,NUTS,2010,DE21H,3,127.116
2003,NUTS,2010,DE21H,3,141.338
2004,NUTS,2010,DE21H,3,95.651
2005,NUTS,2010,DE21H,3,114.082
2006,NUTS,2010,DE21H,3,119.548
2007,NUTS,2010,DE21H,3,78.429
2008,NUTS,2010,DE21H,3,89.615
2009,NUTS,2010,DE21H,3,87.232
2010,NUTS,2010,DE21H,3,67.277
2011,NUTS,2010,DE21H,3,75.693
2012,NUTS,2010,DE21H,3,55.555
2001,NUTS,2010,DE21I,3,5.604
2002,NUTS,2010,DE21I,3,11.084
2003,NUTS,2010,DE21I,3,3.634
2004,NUTS,2010,DE21I,3,18.225
2005,NUTS,2010,DE21I,3,3.616
2006,NUTS,2010,DE21I,3,10.967
2007,NUTS,2010,DE21I,3,8.247
2008,NUTS,2010,DE21I,3,11.31
2009,NUTS,2010,DE21I,3,7.347
2011,NUTS,2010,DE21I,3,6.346
2012,NUTS,2010,DE21I,3,5.441
2000,NUTS,2010,DE21J,3,22.64
2001,NUTS,2010,DE21J,3,39.85
2002,NUTS,2010,DE21J,3,3.713
2003,NUTS,2010,DE21J,3,13.172
2004,NUTS,2010,DE21J,3,19.653
2005,NUTS,2010,DE21J,3,20.194
2006,NUTS,2010,DE21J,3,16.579
2007,NUTS,2010,DE21J,3,28.014
2008,NUTS,2010,DE21J,3,5.498
2009,NUTS,2010,DE21J,3,1.713
2010,NUTS,2010,DE21J,3,4.274
2011,NUTS,2010,DE21J,3,41.918
2012,NUTS,2010,DE21J,3,16.927
2000,NUTS,2010,DE21K,3,22.829
2001,NUTS,2010,DE21K,3,16.576
2002,NUTS,2010,DE21K,3,13.869
2003,NUTS,2010,DE21K,3,11.33
2004,NUTS,2010,DE21K,3,15.715
2005,NUTS,2010,DE21K,3,7.139
2006,NUTS,2010,DE21K,3,13.357
2007,NUTS,2010,DE21K,3,8.792
2008,NUTS,2010,DE21K,3,15.36
2009,NUTS,2010,DE21K,3,6.364
2010,NUTS,2010,DE21K,3,14.066
2011,NUTS,2010,DE21K,3,16.655
2012,NUTS,2010,DE21K,3,19.036
2000,NUTS,2010,DE21L,3,85.822
2001,NUTS,2010,DE21L,3,110.999
2002,NUTS,2010,DE21L,3,92.268
2003,NUTS,2010,DE21L,3,37.261
2004,NUTS,2010,DE21L,3,89.412
2005,NUTS,2010,DE21L,3,36.404
2006,NUTS,2010,DE21L,3,84.591
2007,NUTS,2010,DE21L,3,58.856
2008,NUTS,2010,DE21L,3,89.41
2009,NUTS,2010,DE21L,3,54.52
2010,NUTS,2010,DE21L,3,52.688
2011,NUTS,2010,DE21L,3,55.802
2012,NUTS,2010,DE21L,3,17.706
2000,NUTS,2010,DE21M,3,14.52
2001,NUTS,2010,DE21M,3,11.93
2002,NUTS,2010,DE21M,3,5.923
2003,NUTS,2010,DE21M,3,5.189
2004,NUTS,2010,DE21M,3,6.872
2005,NUTS,2010,DE21M,3,0.997
2006,NUTS,2010,DE21M,3,7.021
2007,NUTS,2010,DE21M,3,9.798
2008,NUTS,2010,DE21M,3,1.466
2010,NUTS,2010,DE21M,3,2.931
2011,NUTS,2010,DE21M,3,3.929
2012,NUTS,2010,DE21M,3,1.931
2000,NUTS,2010,DE21N,3,19.897
2001,NUTS,2010,DE21N,3,14.014
2002,NUTS,2010,DE21N,3,9.724
2003,NUTS,2010,DE21N,3,21.825
2004,NUTS,2010,DE21N,3,21.036
2005,NUTS,2010,DE21N,3,2.526
2006,NUTS,2010,DE21N,3,11.447
2007,NUTS,2010,DE21N,3,16.823
2009,NUTS,2010,DE21N,3,2.521
2010,NUTS,2010,DE21N,3,9.552
2011,NUTS,2010,DE21N,3,19.324
2012,NUTS,2010,DE21N,3,4.877
2000,NUTS,2010,DE22,2,11.605
2001,NUTS,2010,DE22,2,10.279
2002,NUTS,2010,DE22,2,3.442
2003,NUTS,2010,DE22,2,3.718
2004,NUTS,2010,DE22,2,7.652
2005,NUTS,2010,DE22,2,6.83
2006,NUTS,2010,DE22,2,4.996
2007,NUTS,2010,DE22,2,7.681
2008,NUTS,2010,DE22,2,5.234
2009,NUTS,2010,DE22,2,2.458
2010,NUTS,2010,DE22,2,5.146
2011,NUTS,2010,DE22,2,4.28
2012,NUTS,2010,DE22,2,1.509
2000,NUTS,2010,DE221,3,8.545
2001,NUTS,2010,DE221,3,17.022
2003,NUTS,2010,DE221,3,5.493
2005,NUTS,2010,DE221,3,4.129
2006,NUTS,2010,DE221,3,3.259
2007,NUTS,2010,DE221,3,26.969
2008,NUTS,2010,DE221,3,15.967
2009,NUTS,2010,DE221,3,10.223
2010,NUTS,2010,DE221,3,23.91
2011,NUTS,2010,DE221,3,32.881
2001,NUTS,2010,DE222,3,24.735
2009,NUTS,2010,DE222,3,6.507
2000,NUTS,2010,DE223,3,7.516
2003,NUTS,2010,DE223,3,11.27
2006,NUTS,2010,DE223,3,22.405
2012,NUTS,2010,DE223,3,2.236
2005,NUTS,2010,DE224,3,2.132
2006,NUTS,2010,DE224,3,2.128
2009,NUTS,2010,DE224,3,2.132
2000,NUTS,2010,DE225,3,7.641
2001,NUTS,2010,DE225,3,6.065
2008,NUTS,2010,DE225,3,6.217
2000,NUTS,2010,DE226,3,62.453
2001,NUTS,2010,DE226,3,41.092
2002,NUTS,2010,DE226,3,8.294
2003,NUTS,2010,DE226,3,20.259
2004,NUTS,2010,DE226,3,45.815
2005,NUTS,2010,DE226,3,50.204
2006,NUTS,2010,DE226,3,7.33
2007,NUTS,2010,DE226,3,11.778
2008,NUTS,2010,DE226,3,13.264
2009,NUTS,2010,DE226,3,1.768
2010,NUTS,2010,DE226,3,4.422
2011,NUTS,2010,DE226,3,1.502
2000,NUTS,2010,DE227,3,5.335
2001,NUTS,2010,DE227,3,11.724
2002,NUTS,2010,DE227,3,4.014
2004,NUTS,2010,DE227,3,20.292
2005,NUTS,2010,DE227,3,6.769
2006,NUTS,2010,DE227,3,11.816
2007,NUTS,2010,DE227,3,18.042
2009,NUTS,2010,DE227,3,3.905
2010,NUTS,2010,DE227,3,15.706
2011,NUTS,2010,DE227,3,12.367
2012,NUTS,2010,DE227,3,10.039
2000,NUTS,2010,DE228,3,5.387
2003,NUTS,2010,DE228,3,5.317
2007,NUTS,2010,DE228,3,2.653
2008,NUTS,2010,DE228,3,5.306
2009,NUTS,2010,DE228,3,3.564
2010,NUTS,2010,DE228,3,3.998
2001,NUTS,2010,DE229,3,22.179
2002,NUTS,2010,DE229,3,6.044
2003,NUTS,2010,DE229,3,3.997
2008,NUTS,2010,DE229,3,3.117
2000,NUTS,2010,DE22A,3,4.251
2001,NUTS,2010,DE22A,3,2.877
2002,NUTS,2010,DE22A,3,10.495
2004,NUTS,2010,DE22A,3,4.176
2006,NUTS,2010,DE22A,3,10.452
2007,NUTS,2010,DE22A,3,12.611
2008,NUTS,2010,DE22A,3,16.835
2009,NUTS,2010,DE22A,3,2.108
2010,NUTS,2010,DE22A,3,4.486
2011,NUTS,2010,DE22A,3,4.239
2012,NUTS,2010,DE22A,3,1.695
2000,NUTS,2010,DE22B,3,18.515
2001,NUTS,2010,DE22B,3,10.5
2002,NUTS,2010,DE22B,3,1.77
2004,NUTS,2010,DE22B,3,5.129
2006,NUTS,2010,DE22B,3,2.045
2010,NUTS,2010,DE22B,3,5.121
2011,NUTS,2010,DE22B,3,5.123
2000,NUTS,2010,DE22C,3,14.755
2002,NUTS,2010,DE22C,3,7.345
2005,NUTS,2010,DE22C,3,10.86
2006,NUTS,2010,DE22C,3,5.44
2007,NUTS,2010,DE22C,3,16.368
2000,NUTS,2010,DE23,2,17.667
2001,NUTS,2010,DE23,2,26.575
2002,NUTS,2010,DE23,2,18.331
2003,NUTS,2010,DE23,2,12.6
2004,NUTS,2010,DE23,2,15.92
2005,NUTS,2010,DE23,2,15.317
2006,NUTS,2010,DE23,2,23.863
2007,NUTS,2010,DE23,2,16.26
2008,NUTS,2010,DE23,2,19.794
2009,NUTS,2010,DE23,2,9.292
2010,NUTS,2010,DE23,2,10.616
2011,NUTS,2010,DE23,2,13.32
2012,NUTS,2010,DE23,2,14.84
2000,NUTS,2010,DE231,3,23.059
2001,NUTS,2010,DE231,3,18.952
2002,NUTS,2010,DE231,3,45.231
2003,NUTS,2010,DE231,3,5.625
2004,NUTS,2010,DE231,3,29.823
2005,NUTS,2010,DE231,3,29.825
2006,NUTS,2010,DE231,3,18.602
2007,NUTS,2010,DE231,3,7.433
2008,NUTS,2010,DE231,3,18.771
2009,NUTS,2010,DE231,3,30.187
2010,NUTS,2010,DE231,3,34.313
2012,NUTS,2010,DE231,3,34.46
2000,NUTS,2010,DE232,3,50.545
2001,NUTS,2010,DE232,3,75.591
2002,NUTS,2010,DE232,3,53.067
2003,NUTS,2010,DE232,3,30.149
2004,NUTS,2010,DE232,3,21.383
2005,NUTS,2010,DE232,3,15.514
2006,NUTS,2010,DE232,3,58.371
2007,NUTS,2010,DE232,3,37.307
2008,NUTS,2010,DE232,3,39.02
2009,NUTS,2010,DE232,3,2.996
2010,NUTS,2010,DE232,3,21.383
2011,NUTS,2010,DE232,3,38.74
2012,NUTS,2010,DE232,3,12.081
2002,NUTS,2010,DE233,3,10.448
2003,NUTS,2010,DE233,3,7.706
2004,NUTS,2010,DE233,3,23.428
2005,NUTS,2010,DE233,3,11.689
2009,NUTS,2010,DE233,3,21.791
2011,NUTS,2010,DE233,3,4.051
2000,NUTS,2010,DE234,3,4.891
2001,NUTS,2010,DE234,3,34.895
2002,NUTS,2010,DE234,3,19.251
2003,NUTS,2010,DE234,3,25.219
2004,NUTS,2010,DE234,3,16.807
2005,NUTS,2010,DE234,3,24.544
2006,NUTS,2010,DE234,3,30.048
2007,NUTS,2010,DE234,3,23.959
2008,NUTS,2010,DE234,3,31.101
2009,NUTS,2010,DE234,3,17.228
2010,NUTS,2010,DE234,3,14.187
2011,NUTS,2010,DE234,3,4.278
2012,NUTS,2010,DE234,3,21.488
2000,NUTS,2010,DE235,3,7.636
2001,NUTS,2010,DE235,3,15.263
2002,NUTS,2010,DE235,3,11.414
2003,NUTS,2010,DE235,3,13.752
2004,NUTS,2010,DE235,3,19.013
2006,NUTS,2010,DE235,3,21.013
2007,NUTS,2010,DE235,3,2.536
2008,NUTS,2010,DE235,3,25.153
2009,NUTS,2010,DE235,3,7.746
2010,NUTS,2010,DE235,3,7.782
2011,NUTS,2010,DE235,3,7.793
2012,NUTS,2010,DE235,3,2.578
2000,NUTS,2010,DE236,3,14.602
2001,NUTS,2010,DE236,3,23.423
2002,NUTS,2010,DE236,3,9.818
2003,NUTS,2010,DE236,3,1.953
2004,NUTS,2010,DE236,3,7.775
2005,NUTS,2010,DE236,3,2.564
2006,NUTS,2010,DE236,3,8.397
2007,NUTS,2010,DE236,3,5.213
2008,NUTS,2010,DE236,3,17.511
2009,NUTS,2010,DE236,3,15.609
2010,NUTS,2010,DE236,3,7.81
2011,NUTS,2010,DE236,3,9.392
2012,NUTS,2010,DE236,3,9.771
2000,NUTS,2010,DE237,3,12.905
2002,NUTS,2010,DE237,3,2.474
2003,NUTS,2010,DE237,3,5.717
2004,NUTS,2010,DE237,3,23.976
2005,NUTS,2010,DE237,3,8.26
2006,NUTS,2010,DE237,3,20.783
2007,NUTS,2010,DE237,3,36.886
2008,NUTS,2010,DE237,3,6.767
2009,NUTS,2010,DE237,3,5.08
2011,NUTS,2010,DE237,3,12.036
2000,NUTS,2010,DE238,3,33.023
2001,NUTS,2010,DE238,3,42.484
2002,NUTS,2010,DE238,3,13.588
2003,NUTS,2010,DE238,3,17.448
2004,NUTS,2010,DE238,3,13.973
2005,NUTS,2010,DE238,3,43.824
2006,NUTS,2010,DE238,3,36.116
2007,NUTS,2010,DE238,3,24.892
2008,NUTS,2010,DE238,3,24.628
2009,NUTS,2010,DE238,3,5.47
2010,NUTS,2010,DE238,3,8.85
2011,NUTS,2010,DE238,3,21.763
2012,NUTS,2010,DE238,3,45.011
2000,NUTS,2010,DE239,3,8.613
2001,NUTS,2010,DE239,3,12.348
2002,NUTS,2010,DE239,3,22.027
2003,NUTS,2010,DE239,3,5.181
2004,NUTS,2010,DE239,3,13.814
2005,NUTS,2010,DE239,3,1.725
2006,NUTS,2010,DE239,3,12.643
2007,NUTS,2010,DE239,3,4.64
2008,NUTS,2010,DE239,3,10.41
2009,NUTS,2010,DE239,3,7.535
2010,NUTS,2010,DE239,3,6.994
2011,NUTS,2010,DE239,3,8.193
2012,NUTS,2010,DE239,3,5.248
2001,NUTS,2010,DE23A,3,4.125
2005,NUTS,2010,DE23A,3,10.587
2010,NUTS,2010,DE23A,3,13.274
2000,NUTS,2010,DE24,2,11.695
2001,NUTS,2010,DE24,2,7.348
2002,NUTS,2010,DE24,2,9.948
2003,NUTS,2010,DE24,2,5.563
2004,NUTS,2010,DE24,2,5.722
2005,NUTS,2010,DE24,2,3.217
2006,NUTS,2010,DE24,2,6.773
2007,NUTS,2010,DE24,2,5.646
2008,NUTS,2010,DE24,2,3.894
2009,NUTS,2010,DE24,2,7.242
2010,NUTS,2010,DE24,2,6.531
2011,NUTS,2010,DE24,2,4.667
2012,NUTS,2010,DE24,2,7.71
2000,NUTS,2010,DE241,3,9.71
2002,NUTS,2010,DE241,3,4.755
2009,NUTS,2010,DE241,3,17.146
2010,NUTS,2010,DE241,3,14.321
2011,NUTS,2010,DE241,3,3.571
2012,NUTS,2010,DE241,3,34.958
2002,NUTS,2010,DE242,3,6.71
2004,NUTS,2010,DE242,3,13.366
2006,NUTS,2010,DE242,3,4.46
2007,NUTS,2010,DE242,3,20.407
2010,NUTS,2010,DE242,3,13.779
2012,NUTS,2010,DE242,3,13.678
2008,NUTS,2010,DE243,3,12.112
2012,NUTS,2010,DE244,3,5.446
2000,NUTS,2010,DE245,3,7.058
2001,NUTS,2010,DE245,3,6.251
2002,NUTS,2010,DE245,3,4.053
2004,NUTS,2010,DE245,3,4.02
2005,NUTS,2010,DE245,3,7.457
2007,NUTS,2010,DE245,3,8.276
2008,NUTS,2010,DE245,3,3.174
2011,NUTS,2010,DE245,3,6.934
2000,NUTS,2010,DE246,3,17.907
2001,NUTS,2010,DE246,3,6.873
2002,NUTS,2010,DE246,3,12.174
2003,NUTS,2010,DE246,3,9.149
2004,NUTS,2010,DE246,3,6.855
2006,NUTS,2010,DE246,3,11.037
2007,NUTS,2010,DE246,3,3.88
2008,NUTS,2010,DE246,3,3.066
2009,NUTS,2010,DE246,3,11.687
2010,NUTS,2010,DE246,3,7.043
2011,NUTS,2010,DE246,3,1.885
2012,NUTS,2010,DE246,3,11.821
2000,NUTS,2010,DE247,3,2.708
2010,NUTS,2010,DE247,3,7.533
2000,NUTS,2010,DE248,3,68.575
2001,NUTS,2010,DE248,3,46.667
2002,NUTS,2010,DE248,3,47.856
2003,NUTS,2010,DE248,3,45.795
2004,NUTS,2010,DE248,3,29.314
2005,NUTS,2010,DE248,3,18.863
2006,NUTS,2010,DE248,3,16.998
2007,NUTS,2010,DE248,3,24.868
2008,NUTS,2010,DE248,3,16.492
2009,NUTS,2010,DE248,3,25.51
2010,NUTS,2010,DE248,3,27.553
2011,NUTS,2010,DE248,3,31.42
2012,NUTS,2010,DE248,3,28.973
2002,NUTS,2010,DE249,3,9.196
2005,NUTS,2010,DE249,3,3.095
2006,NUTS,2010,DE249,3,9.459
2008,NUTS,2010,DE249,3,8.005
2000,NUTS,2010,DE24A,3,6.587
2001,NUTS,2010,DE24A,3,5.953
2004,NUTS,2010,DE24A,3,2.682
2006,NUTS,2010,DE24A,3,6.786
2009,NUTS,2010,DE24A,3,13.965
2000,NUTS,2010,DE24B,3,6.344
2001,NUTS,2010,DE24B,3,6.343
2002,NUTS,2010,DE24B,3,24.532
2004,NUTS,2010,DE24B,3,6.415
2006,NUTS,2010,DE24B,3,8.685
2007,NUTS,2010,DE24B,3,3.262
2009,NUTS,2010,DE24B,3,19.711
2000,NUTS,2010,DE24C,3,7.051
2001,NUTS,2010,DE24C,3,4.658
2006,NUTS,2010,DE24C,3,14.274
2006,NUTS,2010,DE24D,3,10.168
2008,NUTS,2010,DE24D,3,3.147
2010,NUTS,2010,DE24D,3,6.453
2000,NUTS,2010,DE25,2,37.534
2001,NUTS,2010,DE25,2,60.027
2002,NUTS,2010,DE25,2,52.104
2003,NUTS,2010,DE25,2,23.071
2004,NUTS,2010,DE25,2,34.431
2005,NUTS,2010,DE25,2,22.733
2006,NUTS,2010,DE25,2,32.939
2007,NUTS,2010,DE25,2,28.185
2008,NUTS,2010,DE25,2,26.398
2009,NUTS,2010,DE25,2,29.572
2010,NUTS,2010,DE25,2,32.623
2011,NUTS,2010,DE25,2,40.922
2012,NUTS,2010,DE25,2,32.678
2002,NUTS,2010,DE251,3,8.166
2004,NUTS,2010,DE251,3,24.565
2006,NUTS,2010,DE251,3,8.123
2007,NUTS,2010,DE251,3,12.373
2010,NUTS,2010,DE251,3,24.74
2012,NUTS,2010,DE251,3,8.189
2000,NUTS,2010,DE252,3,211.315
2001,NUTS,2010,DE252,3,373.494
2002,NUTS,2010,DE252,3,208.023
2003,NUTS,2010,DE252,3,110.863
2004,NUTS,2010,DE252,3,174.428
2005,NUTS,2010,DE252,3,96.414
2006,NUTS,2010,DE252,3,125.973
2007,NUTS,2010,DE252,3,96.094
2008,NUTS,2010,DE252,3,123.65
2009,NUTS,2010,DE252,3,127.167
2010,NUTS,2010,DE252,3,113.591
2011,NUTS,2010,DE252,3,164.254
2012,NUTS,2010,DE252,3,140.699
2000,NUTS,2010,DE253,3,38.079
2001,NUTS,2010,DE253,3,55.487
2002,NUTS,2010,DE253,3,21.482
2003,NUTS,2010,DE253,3,44.013
2004,NUTS,2010,DE253,3,44.418
2005,NUTS,2010,DE253,3,24.443
2006,NUTS,2010,DE253,3,27.155
2007,NUTS,2010,DE253,3,13.201
2008,NUTS,2010,DE253,3,17.436
2009,NUTS,2010,DE253,3,36.556
2010,NUTS,2010,DE253,3,32.531
2011,NUTS,2010,DE253,3,22.857
2012,NUTS,2010,DE253,3,14.099
2000,NUTS,2010,DE254,3,20.488
2001,NUTS,2010,DE254,3,44.062
2002,NUTS,2010,DE254,3,39.67
2003,NUTS,2010,DE254,3,20.47
2004,NUTS,2010,DE254,3,27.251
2005,NUTS,2010,DE254,3,22.552
2006,NUTS,2010,DE254,3,21.433
2007,NUTS,2010,DE254,3,30.388
2008,NUTS,2010,DE254,3,29.238
2009,NUTS,2010,DE254,3,31.372
2010,NUTS,2010,DE254,3,40.105
2011,NUTS,2010,DE254,3,42.479
2012,NUTS,2010,DE254,3,35.644
2001,NUTS,2010,DE255,3,26.169
2002,NUTS,2010,DE255,3,13.76
2003,NUTS,2010,DE255,3,8.542
2006,NUTS,2010,DE255,3,66.51
2007,NUTS,2010,DE255,3,25.732
2008,NUTS,2010,DE255,3,6.451
2010,NUTS,2010,DE255,3,21.419
2011,NUTS,2010,DE255,3,12.86
2000,NUTS,2010,DE256,3,6.857
2001,NUTS,2010,DE256,3,3.057
2002,NUTS,2010,DE256,3,10.889
2004,NUTS,2010,DE256,3,0.922
2005,NUTS,2010,DE256,3,15.332
2006,NUTS,2010,DE256,3,17.251
2007,NUTS,2010,DE256,3,12.729
2008,NUTS,2010,DE256,3,6.418
2009,NUTS,2010,DE256,3,5.512
2010,NUTS,2010,DE256,3,11.067
2011,NUTS,2010,DE256,3,2.779
2012,NUTS,2010,DE256,3,1.392
2000,NUTS,2010,DE257,3,50.477
2001,NUTS,2010,DE257,3,130.915
2002,NUTS,2010,DE257,3,172.715
2003,NUTS,2010,DE257,3,36.104
2004,NUTS,2010,DE257,3,60.309
2005,NUTS,2010,DE257,3,24.875
2006,NUTS,2010,DE257,3,97.25
2007,NUTS,2010,DE257,3,45.876
2008,NUTS,2010,DE257,3,30.411
2009,NUTS,2010,DE257,3,72.237
2010,NUTS,2010,DE257,3,42.042
2011,NUTS,2010,DE257,3,53.101
2012,NUTS,2010,DE257,3,75.578
2000,NUTS,2010,DE258,3,58.923
2001,NUTS,2010,DE258,3,50.932
2002,NUTS,2010,DE258,3,80.067
2003,NUTS,2010,DE258,3,30.042
2004,NUTS,2010,DE258,3,34.302
2005,NUTS,2010,DE258,3,41.558
2006,NUTS,2010,DE258,3,48.499
2007,NUTS,2010,DE258,3,47.985
2008,NUTS,2010,DE258,3,35.988
2009,NUTS,2010,DE258,3,26.027
2010,NUTS,2010,DE258,3,39.572
2011,NUTS,2010,DE258,3,74.035
2012,NUTS,2010,DE258,3,61.75
2000,NUTS,2010,DE259,3,75.052
2001,NUTS,2010,DE259,3,49.695
2002,NUTS,2010,DE259,3,36.279
2003,NUTS,2010,DE259,3,16.35
2004,NUTS,2010,DE259,3,48.597
2005,NUTS,2010,DE259,3,17.093
2006,NUTS,2010,DE259,3,15.025
2007,NUTS,2010,DE259,3,23.496
2008,NUTS,2010,DE259,3,17.678
2009,NUTS,2010,DE259,3,12.145
2010,NUTS,2010,DE259,3,18.079
2011,NUTS,2010,DE259,3,28.389
2012,NUTS,2010,DE259,3,8.904
2000,NUTS,2010,DE25A,3,5.804
2001,NUTS,2010,DE25A,3,10.135
2002,NUTS,2010,DE25A,3,15.128
2003,NUTS,2010,DE25A,3,5.822
2004,NUTS,2010,DE25A,3,3.308
2006,NUTS,2010,DE25A,3,10.002
2007,NUTS,2010,DE25A,3,5.327
2008,NUTS,2010,DE25A,3,26.537
2009,NUTS,2010,DE25A,3,5.076
2010,NUTS,2010,DE25A,3,17.033
2011,NUTS,2010,DE25A,3,28.188
2012,NUTS,2010,DE25A,3,10.258
2000,NUTS,2010,DE25B,3,1.619
2001,NUTS,2010,DE25B,3,20.614
2002,NUTS,2010,DE25B,3,26.168
2003,NUTS,2010,DE25B,3,9.339
2004,NUTS,2010,DE25B,3,0.875
2005,NUTS,2010,DE25B,3,2.465
2006,NUTS,2010,DE25B,3,12.489
2007,NUTS,2010,DE25B,3,14.205
2008,NUTS,2010,DE25B,3,3.992
2009,NUTS,2010,DE25B,3,8.012
2010,NUTS,2010,DE25B,3,10.697
