year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_f_pc_emp_fte
2015,NUTS,2010,PT2,1,0.1807
2016,NUTS,2010,PT2,1,0.1789
2017,NUTS,2010,PT2,1,0.193
2018,NUTS,2010,PT2,1,0.1898
2019,NUTS,2010,PT2,1,0.1757
2020,NUTS,2010,PT2,1,0.163
2011,NUTS,2010,PT20,2,0.2672
2012,NUTS,2010,PT20,2,0.2206
2013,NUTS,2010,PT20,2,0.2456
2014,NUTS,2010,PT20,2,0.2439
2015,NUTS,2010,PT20,2,0.1807
2016,NUTS,2010,PT20,2,0.1789
2017,NUTS,2010,PT20,2,0.193
2018,NUTS,2010,PT20,2,0.1898
2019,NUTS,2010,PT20,2,0.1757
2020,NUTS,2010,PT20,2,0.163
2011,NUTS,2010,PT3,1,0.1121
2012,NUTS,2010,PT3,1,0.1125
2013,NUTS,2010,PT3,1,0.1346
2014,NUTS,2010,PT3,1,0.1391
2015,NUTS,2010,PT3,1,0.1477
2016,NUTS,2010,PT3,1,0.1627
2017,NUTS,2010,PT3,1,0.1643
2018,NUTS,2010,PT3,1,0.1786
2019,NUTS,2010,PT3,1,0.1407
2020,NUTS,2010,PT3,1,0.1367
2011,NUTS,2010,PT30,2,0.1121
2012,NUTS,2010,PT30,2,0.1125
2013,NUTS,2010,PT30,2,0.1346
2014,NUTS,2010,PT30,2,0.1391
2015,NUTS,2010,PT30,2,0.1477
2016,NUTS,2010,PT30,2,0.1627
2017,NUTS,2010,PT30,2,0.1643
2018,NUTS,2010,PT30,2,0.1786
2019,NUTS,2010,PT30,2,0.1407
2020,NUTS,2010,PT30,2,0.1367
2011,NUTS,2010,RO,0,0.1073
2012,NUTS,2010,RO,0,0.1026
2013,NUTS,2010,RO,0,0.1017
2014,NUTS,2010,RO,0,0.0946
2015,NUTS,2010,RO,0,0.0984
2016,NUTS,2010,RO,0,0.0997
2017,NUTS,2010,RO,0,0.1002
2018,NUTS,2010,RO,0,0.0975
2019,NUTS,2010,RO,0,0.0961
2011,NUTS,2010,RO1,1,0.1064
2012,NUTS,2010,RO1,1,0.0843
2013,NUTS,2010,RO1,1,0.0784
2014,NUTS,2010,RO1,1,0.0825
2015,NUTS,2010,RO1,1,0.0774
2016,NUTS,2010,RO1,1,0.0754
2017,NUTS,2010,RO1,1,0.0742
2018,NUTS,2010,RO1,1,0.0824
2019,NUTS,2010,RO1,1,0.0867
2011,NUTS,2010,RO11,2,0.1062
2012,NUTS,2010,RO11,2,0.0526
2013,NUTS,2010,RO11,2,0.0518
2014,NUTS,2010,RO11,2,0.0731
2015,NUTS,2010,RO11,2,0.0635
2016,NUTS,2010,RO11,2,0.0648
2017,NUTS,2010,RO11,2,0.0626
2018,NUTS,2010,RO11,2,0.0584
2019,NUTS,2010,RO11,2,0.0671
2011,NUTS,2010,RO12,2,0.1067
2012,NUTS,2010,RO12,2,0.129
2013,NUTS,2010,RO12,2,0.1154
2014,NUTS,2010,RO12,2,0.0957
2015,NUTS,2010,RO12,2,0.0958
2016,NUTS,2010,RO12,2,0.0892
2017,NUTS,2010,RO12,2,0.0893
2018,NUTS,2010,RO12,2,0.116
2019,NUTS,2010,RO12,2,0.113
2011,NUTS,2010,RO2,1,0.0456
2012,NUTS,2010,RO2,1,0.0516
2013,NUTS,2010,RO2,1,0.0525
2014,NUTS,2010,RO2,1,0.0552
2015,NUTS,2010,RO2,1,0.0571
2016,NUTS,2010,RO2,1,0.0549
2017,NUTS,2010,RO2,1,0.055
2018,NUTS,2010,RO2,1,0.0561
2019,NUTS,2010,RO2,1,0.0569
2011,NUTS,2010,RO21,2,0.0545
2012,NUTS,2010,RO21,2,0.062
2013,NUTS,2010,RO21,2,0.0656
2014,NUTS,2010,RO21,2,0.0722
2015,NUTS,2010,RO21,2,0.0744
2016,NUTS,2010,RO21,2,0.066
2017,NUTS,2010,RO21,2,0.062
2018,NUTS,2010,RO21,2,0.0558
2019,NUTS,2010,RO21,2,0.0608
2011,NUTS,2010,RO22,2,0.0306
2012,NUTS,2010,RO22,2,0.0338
2013,NUTS,2010,RO22,2,0.029
2014,NUTS,2010,RO22,2,0.0226
2015,NUTS,2010,RO22,2,0.0249
2016,NUTS,2010,RO22,2,0.0347
2017,NUTS,2010,RO22,2,0.0422
2018,NUTS,2010,RO22,2,0.0566
2019,NUTS,2010,RO22,2,0.0496
2011,NUTS,2010,RO3,1,0.077
2012,NUTS,2010,RO3,1,0.0793
2013,NUTS,2010,RO3,1,0.0734
2014,NUTS,2010,RO3,1,0.0791
2015,NUTS,2010,RO3,1,0.0879
2016,NUTS,2010,RO3,1,0.1113
2017,NUTS,2010,RO3,1,0.1149
2018,NUTS,2010,RO3,1,0.1307
2019,NUTS,2010,RO3,1,0.1281
2011,NUTS,2010,RO31,2,0.0196
2012,NUTS,2010,RO31,2,0.0202
2013,NUTS,2010,RO31,2,0.018
2014,NUTS,2010,RO31,2,0.0171
2015,NUTS,2010,RO31,2,0.0219
2016,NUTS,2010,RO31,2,0.0227
2017,NUTS,2010,RO31,2,0.0149
2018,NUTS,2010,RO31,2,0.0163
2019,NUTS,2010,RO31,2,0.0175
2011,NUTS,2010,RO32,2,0.1378
2012,NUTS,2010,RO32,2,0.1448
2013,NUTS,2010,RO32,2,0.1369
2014,NUTS,2010,RO32,2,0.15
2015,NUTS,2010,RO32,2,0.1573
2016,NUTS,2010,RO32,2,0.1975
2017,NUTS,2010,RO32,2,0.2162
2018,NUTS,2010,RO32,2,0.2447
2019,NUTS,2010,RO32,2,0.2333
2011,NUTS,2010,RO4,1,0.1324
2012,NUTS,2010,RO4,1,0.1292
2013,NUTS,2010,RO4,1,0.1438
2014,NUTS,2010,RO4,1,0.0981
2015,NUTS,2010,RO4,1,0.1241
2016,NUTS,2010,RO4,1,0.1092
2017,NUTS,2010,RO4,1,0.105
2018,NUTS,2010,RO4,1,0.0541
2019,NUTS,2010,RO4,1,0.0481
2011,NUTS,2010,RO41,2,0.1088
2012,NUTS,2010,RO41,2,0.1077
2013,NUTS,2010,RO41,2,0.113
2014,NUTS,2010,RO41,2,0.0765
2015,NUTS,2010,RO41,2,0.0936
2016,NUTS,2010,RO41,2,0.0983
2017,NUTS,2010,RO41,2,0.0916
2018,NUTS,2010,RO41,2,0.0225
2019,NUTS,2010,RO41,2,0.0236
2011,NUTS,2010,RO42,2,0.1632
2012,NUTS,2010,RO42,2,0.1582
2013,NUTS,2010,RO42,2,0.182
2014,NUTS,2010,RO42,2,0.1259
2015,NUTS,2010,RO42,2,0.1599
2016,NUTS,2010,RO42,2,0.1216
2017,NUTS,2010,RO42,2,0.1208
2018,NUTS,2010,RO42,2,0.0924
2019,NUTS,2010,RO42,2,0.0767
2011,NUTS,2010,RS,0,0.4418
2012,NUTS,2010,RS,0,0.4448
2013,NUTS,2010,RS,0,0.4475
2014,NUTS,2010,RS,0,0.4091
2015,NUTS,2010,RS,0,0.4794
2016,NUTS,2010,RS,0,0.4495
2017,NUTS,2010,RS,0,0.4338
2018,NUTS,2010,RS,0,0.4446
2019,NUTS,2010,RS,0,0.4278
2020,NUTS,2010,RS,0,0.4502
2018,NUTS,2010,RS1,1,0.5699
2019,NUTS,2010,RS1,1,0.5538
2020,NUTS,2010,RS1,1,0.5892
2018,NUTS,2010,RS11,2,0.6853
2019,NUTS,2010,RS11,2,0.6732
2020,NUTS,2010,RS11,2,0.7194
2018,NUTS,2010,RS12,2,0.4467
2019,NUTS,2010,RS12,2,0.4267
2020,NUTS,2010,RS12,2,0.4516
2018,NUTS,2010,RS2,1,0.2296
2019,NUTS,2010,RS2,1,0.2113
2020,NUTS,2010,RS2,1,0.2115
2018,NUTS,2010,RS21,2,0.1616
2019,NUTS,2010,RS21,2,0.1432
2020,NUTS,2010,RS21,2,0.1564
2018,NUTS,2010,RS22,2,0.3284
2019,NUTS,2010,RS22,2,0.3087
2020,NUTS,2010,RS22,2,0.2909
2011,NUTS,2010,SE,0,0.3077
2013,NUTS,2010,SE,0,0.3317
2015,NUTS,2010,SE,0,0.3313
2017,NUTS,2010,SE,0,0.3362
2019,NUTS,2010,SE,0,0.37
2017,NUTS,2010,SE1,1,0.3972
2019,NUTS,2010,SE1,1,0.4135
2017,NUTS,2010,SE11,2,0.3715
2019,NUTS,2010,SE11,2,0.3602
2017,NUTS,2010,SE12,2,0.4375
2019,NUTS,2010,SE12,2,0.4981
2017,NUTS,2010,SE2,1,0.2393
2019,NUTS,2010,SE2,1,0.2826
2017,NUTS,2010,SE21,2,0.1159
2019,NUTS,2010,SE21,2,0.1239
2017,NUTS,2010,SE22,2,0.2883
2019,NUTS,2010,SE22,2,0.3665
2017,NUTS,2010,SE23,2,0.2547
2019,NUTS,2010,SE23,2,0.2884
2017,NUTS,2010,SE3,1,0.2216
2019,NUTS,2010,SE3,1,0.2537
2017,NUTS,2010,SE31,2,0.1136
2019,NUTS,2010,SE31,2,0.1136
2017,NUTS,2010,SE32,2,0.0732
2019,NUTS,2010,SE32,2,0.1112
2017,NUTS,2010,SE33,2,0.4902
2019,NUTS,2010,SE33,2,0.5991
2011,NUTS,2010,SI,0,0.2564
2012,NUTS,2010,SI,0,0.2449
2013,NUTS,2010,SI,0,0.2384
2014,NUTS,2010,SI,0,0.2309
2015,NUTS,2010,SI,0,0.2113
2016,NUTS,2010,SI,0,0.2038
2017,NUTS,2010,SI,0,0.2028
2018,NUTS,2010,SI,0,0.2084
2019,NUTS,2010,SI,0,0.2273
2011,NUTS,2010,SI0,1,0.2486
2012,NUTS,2010,SI0,1,0.2392
2013,NUTS,2010,SI0,1,0.2324
2014,NUTS,2010,SI0,1,0.2235
2015,NUTS,2010,SI0,1,0.2064
2016,NUTS,2010,SI0,1,0.2
2017,NUTS,2010,SI0,1,0.1986
2018,NUTS,2010,SI0,1,0.2036
2019,NUTS,2010,SI0,1,0.2236
2013,NUTS,2010,SI03,2,0.0744
2014,NUTS,2010,SI03,2,0.0724
2015,NUTS,2010,SI03,2,0.0607
2016,NUTS,2010,SI03,2,0.0599
2017,NUTS,2010,SI03,2,0.053
2018,NUTS,2010,SI03,2,0.0588
2019,NUTS,2010,SI03,2,0.0714
2013,NUTS,2010,SI04,2,0.3989
2014,NUTS,2010,SI04,2,0.3818
2015,NUTS,2010,SI04,2,0.3578
2016,NUTS,2010,SI04,2,0.3442
2017,NUTS,2010,SI04,2,0.3527
2018,NUTS,2010,SI04,2,0.3608
2019,NUTS,2010,SI04,2,0.3839
2011,NUTS,2010,SK,0,0.4316
2012,NUTS,2010,SK,0,0.4093
2013,NUTS,2010,SK,0,0.4011
2014,NUTS,2010,SK,0,0.3669
2015,NUTS,2010,SK,0,0.3498
2016,NUTS,2010,SK,0,0.3152
2017,NUTS,2010,SK,0,0.3333
2018,NUTS,2010,SK,0,0.3469
2019,NUTS,2010,SK,0,0.3604
2020,NUTS,2010,SK,0,0.3815
2011,NUTS,2010,SK01,2,1.6927
2012,NUTS,2010,SK01,2,1.5006
2013,NUTS,2010,SK01,2,1.3548
2014,NUTS,2010,SK01,2,1.2989
2015,NUTS,2010,SK01,2,1.2084
2016,NUTS,2010,SK01,2,1.0483
2017,NUTS,2010,SK01,2,1.0647
2018,NUTS,2010,SK01,2,1.1303
2019,NUTS,2010,SK01,2,1.1766
2020,NUTS,2010,SK01,2,1.2933
2011,NUTS,2010,SK02,2,0.2022
2012,NUTS,2010,SK02,2,0.2072
2013,NUTS,2010,SK02,2,0.261
2014,NUTS,2010,SK02,2,0.2014
2015,NUTS,2010,SK02,2,0.1958
2016,NUTS,2010,SK02,2,0.1724
2017,NUTS,2010,SK02,2,0.204
2018,NUTS,2010,SK02,2,0.1955
2019,NUTS,2010,SK02,2,0.1958
2020,NUTS,2010,SK02,2,0.2153
2011,NUTS,2010,SK03,2,0.236
2012,NUTS,2010,SK03,2,0.2252
2013,NUTS,2010,SK03,2,0.2077
2014,NUTS,2010,SK03,2,0.2223
2015,NUTS,2010,SK03,2,0.1998
2016,NUTS,2010,SK03,2,0.2161
2017,NUTS,2010,SK03,2,0.2088
2018,NUTS,2010,SK03,2,0.2175
2019,NUTS,2010,SK03,2,0.237
2020,NUTS,2010,SK03,2,0.2218
2011,NUTS,2010,SK04,2,0.3156
2012,NUTS,2010,SK04,2,0.3309
2013,NUTS,2010,SK04,2,0.3382
2014,NUTS,2010,SK04,2,0.3102
2015,NUTS,2010,SK04,2,0.3162
2016,NUTS,2010,SK04,2,0.2694
2017,NUTS,2010,SK04,2,0.2886
2018,NUTS,2010,SK04,2,0.3121
2019,NUTS,2010,SK04,2,0.3195
2020,NUTS,2010,SK04,2,0.3357
2011,NUTS,2010,TR,0,0.2153
2012,NUTS,2010,TR,0,0.2374
2013,NUTS,2010,TR,0,0.2383
2014,NUTS,2010,TR,0,0.2309
2015,NUTS,2010,TR,0,0.2336
2016,NUTS,2010,TR,0,0.2143
2017,NUTS,2010,TR,0,0.2159
2018,NUTS,2010,TR,0,0.2175
2019,NUTS,2010,TR,0,0.2313
2020,NUTS,2010,TR,0,0.2514
