year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_pc_pop_hrstc
2011,NUTS,2010,UKI6,2,20.0
2012,NUTS,2010,UKI6,2,20.4
2013,NUTS,2010,UKI6,2,21.7
2014,NUTS,2010,UKI6,2,22.1
2015,NUTS,2010,UKI6,2,25.0
2016,NUTS,2010,UKI6,2,23.4
2017,NUTS,2010,UKI6,2,23.1
2018,NUTS,2010,UKI6,2,25.1
2019,NUTS,2010,UKI6,2,24.5
2011,NUTS,2010,UKI7,2,20.5
2012,NUTS,2010,UKI7,2,21.4
2013,NUTS,2010,UKI7,2,20.7
2014,NUTS,2010,UKI7,2,21.0
2015,NUTS,2010,UKI7,2,21.6
2016,NUTS,2010,UKI7,2,23.2
2017,NUTS,2010,UKI7,2,22.2
2018,NUTS,2010,UKI7,2,23.2
2019,NUTS,2010,UKI7,2,25.8
2011,NUTS,2010,UKJ,1,17.0
2012,NUTS,2010,UKJ,1,17.5
2013,NUTS,2010,UKJ,1,18.1
2014,NUTS,2010,UKJ,1,19.0
2015,NUTS,2010,UKJ,1,18.3
2016,NUTS,2010,UKJ,1,18.7
2017,NUTS,2010,UKJ,1,19.0
2018,NUTS,2010,UKJ,1,19.1
2019,NUTS,2010,UKJ,1,20.0
2011,NUTS,2010,UKJ1,2,19.9
2012,NUTS,2010,UKJ1,2,20.9
2013,NUTS,2010,UKJ1,2,21.3
2014,NUTS,2010,UKJ1,2,23.6
2015,NUTS,2010,UKJ1,2,23.4
2016,NUTS,2010,UKJ1,2,21.8
2017,NUTS,2010,UKJ1,2,22.9
2018,NUTS,2010,UKJ1,2,22.7
2019,NUTS,2010,UKJ1,2,21.9
2011,NUTS,2010,UKJ2,2,18.0
2012,NUTS,2010,UKJ2,2,18.2
2013,NUTS,2010,UKJ2,2,18.3
2014,NUTS,2010,UKJ2,2,19.0
2015,NUTS,2010,UKJ2,2,18.9
2016,NUTS,2010,UKJ2,2,19.4
2017,NUTS,2010,UKJ2,2,20.2
2018,NUTS,2010,UKJ2,2,20.6
2019,NUTS,2010,UKJ2,2,22.0
2011,NUTS,2010,UKJ3,2,16.5
2012,NUTS,2010,UKJ3,2,16.6
2013,NUTS,2010,UKJ3,2,17.4
2014,NUTS,2010,UKJ3,2,18.1
2015,NUTS,2010,UKJ3,2,16.0
2016,NUTS,2010,UKJ3,2,16.5
2017,NUTS,2010,UKJ3,2,16.8
2018,NUTS,2010,UKJ3,2,16.9
2019,NUTS,2010,UKJ3,2,18.5
2011,NUTS,2010,UKJ4,2,12.2
2012,NUTS,2010,UKJ4,2,12.9
2013,NUTS,2010,UKJ4,2,14.0
2014,NUTS,2010,UKJ4,2,14.3
2015,NUTS,2010,UKJ4,2,13.4
2016,NUTS,2010,UKJ4,2,15.5
2017,NUTS,2010,UKJ4,2,14.5
2018,NUTS,2010,UKJ4,2,14.8
2019,NUTS,2010,UKJ4,2,16.0
2011,NUTS,2010,UKK,1,14.7
2012,NUTS,2010,UKK,1,15.4
2013,NUTS,2010,UKK,1,15.1
2014,NUTS,2010,UKK,1,16.5
2015,NUTS,2010,UKK,1,17.0
2016,NUTS,2010,UKK,1,16.6
2017,NUTS,2010,UKK,1,17.1
2018,NUTS,2010,UKK,1,17.0
2019,NUTS,2010,UKK,1,17.2
2011,NUTS,2010,UKK1,2,17.6
2012,NUTS,2010,UKK1,2,17.8
2013,NUTS,2010,UKK1,2,17.4
2014,NUTS,2010,UKK1,2,19.3
2015,NUTS,2010,UKK1,2,20.1
2016,NUTS,2010,UKK1,2,19.5
2017,NUTS,2010,UKK1,2,20.1
2018,NUTS,2010,UKK1,2,19.8
2019,NUTS,2010,UKK1,2,19.8
2011,NUTS,2010,UKK2,2,13.0
2012,NUTS,2010,UKK2,2,14.2
2013,NUTS,2010,UKK2,2,15.0
2014,NUTS,2010,UKK2,2,14.4
2015,NUTS,2010,UKK2,2,14.2
2016,NUTS,2010,UKK2,2,15.0
2017,NUTS,2010,UKK2,2,15.1
2018,NUTS,2010,UKK2,2,14.1
2019,NUTS,2010,UKK2,2,15.3
2011,NUTS,2010,UKK3,2,10.7
2012,NUTS,2010,UKK3,2,11.5
2013,NUTS,2010,UKK3,2,10.8
2014,NUTS,2010,UKK3,2,12.8
2015,NUTS,2010,UKK3,2,12.6
2016,NUTS,2010,UKK3,2,13.1
2017,NUTS,2010,UKK3,2,13.3
2018,NUTS,2010,UKK3,2,13.2
2019,NUTS,2010,UKK3,2,13.6
2011,NUTS,2010,UKK4,2,12.3
2012,NUTS,2010,UKK4,2,13.5
2013,NUTS,2010,UKK4,2,12.7
2014,NUTS,2010,UKK4,2,14.6
2015,NUTS,2010,UKK4,2,15.8
2016,NUTS,2010,UKK4,2,14.2
2017,NUTS,2010,UKK4,2,15.0
2018,NUTS,2010,UKK4,2,16.0
2019,NUTS,2010,UKK4,2,15.5
2011,NUTS,2010,UKL,1,13.4
2012,NUTS,2010,UKL,1,12.9
2013,NUTS,2010,UKL,1,13.6
2014,NUTS,2010,UKL,1,14.3
2015,NUTS,2010,UKL,1,14.0
2016,NUTS,2010,UKL,1,14.3
2017,NUTS,2010,UKL,1,14.1
2018,NUTS,2010,UKL,1,15.3
2019,NUTS,2010,UKL,1,16.0
2011,NUTS,2010,UKL1,2,12.3
2012,NUTS,2010,UKL1,2,12.0
2013,NUTS,2010,UKL1,2,11.9
2014,NUTS,2010,UKL1,2,12.5
2015,NUTS,2010,UKL1,2,13.6
2016,NUTS,2010,UKL1,2,12.7
2017,NUTS,2010,UKL1,2,12.2
2018,NUTS,2010,UKL1,2,13.8
2019,NUTS,2010,UKL1,2,14.3
2011,NUTS,2010,UKL2,2,15.2
2012,NUTS,2010,UKL2,2,14.6
2013,NUTS,2010,UKL2,2,16.4
2014,NUTS,2010,UKL2,2,17.2
2015,NUTS,2010,UKL2,2,14.8
2016,NUTS,2010,UKL2,2,17.0
2017,NUTS,2010,UKL2,2,17.1
2018,NUTS,2010,UKL2,2,17.8
2019,NUTS,2010,UKL2,2,18.9
2011,NUTS,2010,UKM,1,15.5
2012,NUTS,2010,UKM,1,16.0
2013,NUTS,2010,UKM,1,16.6
2014,NUTS,2010,UKM,1,16.6
2015,NUTS,2010,UKM,1,17.2
2016,NUTS,2010,UKM,1,17.9
2017,NUTS,2010,UKM,1,17.9
2018,NUTS,2010,UKM,1,17.1
2019,NUTS,2010,UKM,1,18.7
2011,NUTS,2010,UKM2,2,16.4
2012,NUTS,2010,UKM2,2,18.6
2011,NUTS,2010,UKM3,2,15.2
2012,NUTS,2010,UKM3,2,14.5
2011,NUTS,2010,UKM5,2,16.8
2012,NUTS,2010,UKM5,2,17.6
2013,NUTS,2010,UKM5,2,16.7
2014,NUTS,2010,UKM5,2,18.2
2015,NUTS,2010,UKM5,2,21.2
2016,NUTS,2010,UKM5,2,19.5
2017,NUTS,2010,UKM5,2,19.7
2018,NUTS,2010,UKM5,2,16.8
2019,NUTS,2010,UKM5,2,21.7
2011,NUTS,2010,UKM6,2,12.9
2012,NUTS,2010,UKM6,2,12.0
2013,NUTS,2010,UKM6,2,15.4
2014,NUTS,2010,UKM6,2,10.3
2015,NUTS,2010,UKM6,2,15.1
2016,NUTS,2010,UKM6,2,15.3
2017,NUTS,2010,UKM6,2,15.2
2018,NUTS,2010,UKM6,2,13.8
2019,NUTS,2010,UKM6,2,14.5
2013,NUTS,2010,UKM7,2,18.4
2014,NUTS,2010,UKM7,2,18.3
2015,NUTS,2010,UKM7,2,18.6
2016,NUTS,2010,UKM7,2,19.5
2017,NUTS,2010,UKM7,2,20.2
2018,NUTS,2010,UKM7,2,19.9
2019,NUTS,2010,UKM7,2,19.6
2013,NUTS,2010,UKM8,2,17.0
2014,NUTS,2010,UKM8,2,17.5
2015,NUTS,2010,UKM8,2,17.9
2016,NUTS,2010,UKM8,2,18.8
2017,NUTS,2010,UKM8,2,17.5
2018,NUTS,2010,UKM8,2,16.4
2019,NUTS,2010,UKM8,2,19.3
2013,NUTS,2010,UKM9,2,12.7
2014,NUTS,2010,UKM9,2,13.7
2015,NUTS,2010,UKM9,2,12.3
2016,NUTS,2010,UKM9,2,13.7
2017,NUTS,2010,UKM9,2,13.9
2018,NUTS,2010,UKM9,2,14.0
2019,NUTS,2010,UKM9,2,15.8
2011,NUTS,2010,UKN,1,12.5
2012,NUTS,2010,UKN,1,13.5
2013,NUTS,2010,UKN,1,13.2
2014,NUTS,2010,UKN,1,14.8
2015,NUTS,2010,UKN,1,14.6
2016,NUTS,2010,UKN,1,14.1
2017,NUTS,2010,UKN,1,14.5
2018,NUTS,2010,UKN,1,14.5
2019,NUTS,2010,UKN,1,17.2
2011,NUTS,2010,UKN0,2,12.5
2012,NUTS,2010,UKN0,2,13.5
2013,NUTS,2010,UKN0,2,13.2
2014,NUTS,2010,UKN0,2,14.8
2015,NUTS,2010,UKN0,2,14.6
2016,NUTS,2010,UKN0,2,14.1
2017,NUTS,2010,UKN0,2,14.5
2018,NUTS,2010,UKN0,2,14.5
2019,NUTS,2010,UKN0,2,17.2
