year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_pc_act_hc_rse_f
2013,NUTS,2010,UKK3,2,0.1203
2015,NUTS,2010,UKK3,2,0.1411
2017,NUTS,2010,UKK3,2,0.171
2011,NUTS,2010,UKK4,2,1.0893
2013,NUTS,2010,UKK4,2,1.1005
2015,NUTS,2010,UKK4,2,1.0873
2017,NUTS,2010,UKK4,2,1.1392
2011,NUTS,2010,UKL,1,0.9886
2013,NUTS,2010,UKL,1,0.9865
2015,NUTS,2010,UKL,1,1.0055
2017,NUTS,2010,UKL,1,1.1031
2011,NUTS,2010,UKL1,2,0.751
2013,NUTS,2010,UKL1,2,0.8025
2015,NUTS,2010,UKL1,2,0.8237
2017,NUTS,2010,UKL1,2,0.9519
2011,NUTS,2010,UKL2,2,1.3741
2013,NUTS,2010,UKL2,2,1.2747
2015,NUTS,2010,UKL2,2,1.3123
2017,NUTS,2010,UKL2,2,1.3349
2011,NUTS,2010,UKM,1,1.1968
2013,NUTS,2010,UKM,1,1.4088
2015,NUTS,2010,UKM,1,1.4613
2017,NUTS,2010,UKM,1,1.5834
2013,NUTS,2010,UKM2,2,1.9409
2015,NUTS,2010,UKM2,2,2.1556
2017,NUTS,2010,UKM2,2,0.2913
2013,NUTS,2010,UKM3,2,1.1584
2015,NUTS,2010,UKM3,2,1.2029
2017,NUTS,2010,UKM3,2,0.1284
2013,NUTS,2010,UKM5,2,1.8102
2015,NUTS,2010,UKM5,2,1.486
2017,NUTS,2010,UKM5,2,1.6144
2013,NUTS,2010,UKM6,2,0.1286
2015,NUTS,2010,UKM6,2,0.1186
2017,NUTS,2010,UKM6,2,0.1619
2017,NUTS,2010,UKM7,2,2.1275
2017,NUTS,2010,UKM8,2,1.7019
2017,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,0.7829
2013,NUTS,2010,UKN,1,0.7449
2015,NUTS,2010,UKN,1,0.7979
2017,NUTS,2010,UKN,1,0.8842
2011,NUTS,2010,UKN0,2,0.7829
2013,NUTS,2010,UKN0,2,0.7449
2015,NUTS,2010,UKN0,2,0.7979
2017,NUTS,2010,UKN0,2,0.8842
