year,region_type,region_year_spec,region_id,region_level,pat_ep_rtot_gdp_beur
2005,NUTS,2010,FR52,2,5.228
2006,NUTS,2010,FR52,2,5.177
2007,NUTS,2010,FR52,2,4.757
2008,NUTS,2010,FR52,2,4.459
2009,NUTS,2010,FR52,2,5.036
2010,NUTS,2010,FR52,2,4.768
2011,NUTS,2010,FR52,2,4.799
2012,NUTS,2010,FR52,2,4.269
2000,NUTS,2010,FR521,3,5.328
2001,NUTS,2010,FR521,3,4.526
2002,NUTS,2010,FR521,3,6.437
2003,NUTS,2010,FR521,3,5.723
2004,NUTS,2010,FR521,3,6.74
2005,NUTS,2010,FR521,3,6.782
2006,NUTS,2010,FR521,3,7.344
2007,NUTS,2010,FR521,3,5.408
2008,NUTS,2010,FR521,3,4.785
2009,NUTS,2010,FR521,3,5.932
2010,NUTS,2010,FR521,3,4.996
2011,NUTS,2010,FR521,3,4.337
2012,NUTS,2010,FR521,3,3.945
2000,NUTS,2010,FR522,3,1.193
2001,NUTS,2010,FR522,3,1.509
2002,NUTS,2010,FR522,3,1.847
2003,NUTS,2010,FR522,3,1.873
2004,NUTS,2010,FR522,3,1.356
2005,NUTS,2010,FR522,3,1.839
2006,NUTS,2010,FR522,3,1.62
2007,NUTS,2010,FR522,3,2.038
2008,NUTS,2010,FR522,3,1.741
2009,NUTS,2010,FR522,3,2.777
2010,NUTS,2010,FR522,3,2.669
2011,NUTS,2010,FR522,3,2.31
2012,NUTS,2010,FR522,3,1.777
2000,NUTS,2010,FR523,3,8.173
2001,NUTS,2010,FR523,3,9.143
2002,NUTS,2010,FR523,3,8.56
2003,NUTS,2010,FR523,3,10.417
2004,NUTS,2010,FR523,3,8.46
2005,NUTS,2010,FR523,3,9.491
2006,NUTS,2010,FR523,3,9.333
2007,NUTS,2010,FR523,3,8.488
2008,NUTS,2010,FR523,3,7.913
2009,NUTS,2010,FR523,3,8.028
2010,NUTS,2010,FR523,3,8.002
2011,NUTS,2010,FR523,3,8.677
2012,NUTS,2010,FR523,3,7.874
2000,NUTS,2010,FR524,3,1.175
2001,NUTS,2010,FR524,3,1.758
2002,NUTS,2010,FR524,3,1.803
2003,NUTS,2010,FR524,3,1.277
2004,NUTS,2010,FR524,3,1.098
2005,NUTS,2010,FR524,3,1.481
2006,NUTS,2010,FR524,3,1.396
2007,NUTS,2010,FR524,3,1.745
2008,NUTS,2010,FR524,3,1.753
2009,NUTS,2010,FR524,3,2.035
2010,NUTS,2010,FR524,3,1.593
2011,NUTS,2010,FR524,3,1.528
2012,NUTS,2010,FR524,3,1.341
2000,NUTS,2010,FR53,2,3.044
2001,NUTS,2010,FR53,2,1.976
2002,NUTS,2010,FR53,2,2.143
2003,NUTS,2010,FR53,2,2.816
2004,NUTS,2010,FR53,2,2.839
2005,NUTS,2010,FR53,2,2.57
2006,NUTS,2010,FR53,2,2.035
2007,NUTS,2010,FR53,2,1.663
2008,NUTS,2010,FR53,2,2.295
2009,NUTS,2010,FR53,2,2.395
2010,NUTS,2010,FR53,2,1.81
2011,NUTS,2010,FR53,2,2.273
2012,NUTS,2010,FR53,2,1.383
2000,NUTS,2010,FR531,3,3.36
2001,NUTS,2010,FR531,3,2.784
2002,NUTS,2010,FR531,3,1.272
2003,NUTS,2010,FR531,3,2.483
2004,NUTS,2010,FR531,3,2.29
2005,NUTS,2010,FR531,3,2.353
2006,NUTS,2010,FR531,3,1.235
2007,NUTS,2010,FR531,3,0.735
2008,NUTS,2010,FR531,3,3.041
2009,NUTS,2010,FR531,3,2.856
2010,NUTS,2010,FR531,3,1.462
2011,NUTS,2010,FR531,3,4.786
2012,NUTS,2010,FR531,3,2.445
2000,NUTS,2010,FR532,3,2.03
2001,NUTS,2010,FR532,3,0.777
2002,NUTS,2010,FR532,3,0.903
2003,NUTS,2010,FR532,3,1.101
2004,NUTS,2010,FR532,3,0.874
2005,NUTS,2010,FR532,3,0.693
2006,NUTS,2010,FR532,3,1.208
2007,NUTS,2010,FR532,3,1.723
2008,NUTS,2010,FR532,3,1.491
2009,NUTS,2010,FR532,3,1.221
2010,NUTS,2010,FR532,3,1.303
2011,NUTS,2010,FR532,3,0.953
2012,NUTS,2010,FR532,3,0.911
2000,NUTS,2010,FR533,3,4.249
2001,NUTS,2010,FR533,3,1.911
2002,NUTS,2010,FR533,3,4.627
2003,NUTS,2010,FR533,3,3.626
2004,NUTS,2010,FR533,3,5.323
2005,NUTS,2010,FR533,3,4.271
2006,NUTS,2010,FR533,3,2.669
2007,NUTS,2010,FR533,3,1.248
2008,NUTS,2010,FR533,3,2.291
2009,NUTS,2010,FR533,3,2.034
2010,NUTS,2010,FR533,3,1.813
2011,NUTS,2010,FR533,3,1.46
2012,NUTS,2010,FR533,3,0.853
2000,NUTS,2010,FR534,3,3.001
2001,NUTS,2010,FR534,3,2.848
2002,NUTS,2010,FR534,3,2.28
2003,NUTS,2010,FR534,3,4.559
2004,NUTS,2010,FR534,3,3.565
2005,NUTS,2010,FR534,3,3.627
2006,NUTS,2010,FR534,3,3.222
2007,NUTS,2010,FR534,3,2.772
2008,NUTS,2010,FR534,3,2.718
2009,NUTS,2010,FR534,3,3.825
2010,NUTS,2010,FR534,3,2.759
2011,NUTS,2010,FR534,3,2.682
2012,NUTS,2010,FR534,3,1.582
2000,NUTS,2010,FR6,1,2.907
2001,NUTS,2010,FR6,1,2.89
2002,NUTS,2010,FR6,1,2.701
2003,NUTS,2010,FR6,1,2.866
2004,NUTS,2010,FR6,1,3.43
2005,NUTS,2010,FR6,1,3.452
2006,NUTS,2010,FR6,1,3.312
2007,NUTS,2010,FR6,1,3.148
2008,NUTS,2010,FR6,1,3.37
2009,NUTS,2010,FR6,1,3.373
2010,NUTS,2010,FR6,1,3.354
2011,NUTS,2010,FR6,1,3.098
2012,NUTS,2010,FR6,1,2.504
2000,NUTS,2010,FR61,2,1.935
2001,NUTS,2010,FR61,2,1.857
2002,NUTS,2010,FR61,2,1.72
2003,NUTS,2010,FR61,2,1.585
2004,NUTS,2010,FR61,2,2.217
2005,NUTS,2010,FR61,2,1.99
2006,NUTS,2010,FR61,2,2.001
2007,NUTS,2010,FR61,2,2.33
2008,NUTS,2010,FR61,2,2.465
2009,NUTS,2010,FR61,2,2.737
2010,NUTS,2010,FR61,2,2.585
2011,NUTS,2010,FR61,2,2.322
2012,NUTS,2010,FR61,2,1.847
2000,NUTS,2010,FR611,3,0.822
2001,NUTS,2010,FR611,3,0.9
2002,NUTS,2010,FR611,3,1.209
2003,NUTS,2010,FR611,3,0.318
2004,NUTS,2010,FR611,3,1.161
2005,NUTS,2010,FR611,3,1.503
2006,NUTS,2010,FR611,3,1.991
2007,NUTS,2010,FR611,3,1.092
2008,NUTS,2010,FR611,3,1.784
2009,NUTS,2010,FR611,3,1.889
2010,NUTS,2010,FR611,3,1.508
2011,NUTS,2010,FR611,3,1.158
2012,NUTS,2010,FR611,3,1.082
2000,NUTS,2010,FR612,3,2.446
2001,NUTS,2010,FR612,3,2.483
2002,NUTS,2010,FR612,3,2.233
2003,NUTS,2010,FR612,3,2.336
2004,NUTS,2010,FR612,3,2.931
2005,NUTS,2010,FR612,3,2.629
2006,NUTS,2010,FR612,3,2.515
2007,NUTS,2010,FR612,3,3.073
2008,NUTS,2010,FR612,3,3.129
2009,NUTS,2010,FR612,3,3.388
2010,NUTS,2010,FR612,3,2.889
2011,NUTS,2010,FR612,3,2.637
2012,NUTS,2010,FR612,3,2.233
2000,NUTS,2010,FR613,3,0.292
2001,NUTS,2010,FR613,3,0.325
2002,NUTS,2010,FR613,3,1.021
2003,NUTS,2010,FR613,3,0.401
2004,NUTS,2010,FR613,3,0.439
2005,NUTS,2010,FR613,3,0.249
2006,NUTS,2010,FR613,3,0.419
2007,NUTS,2010,FR613,3,0.416
2008,NUTS,2010,FR613,3,1.106
2009,NUTS,2010,FR613,3,0.73
2010,NUTS,2010,FR613,3,0.935
2011,NUTS,2010,FR613,3,0.732
2012,NUTS,2010,FR613,3,0.389
2000,NUTS,2010,FR614,3,0.631
2001,NUTS,2010,FR614,3,1.12
2002,NUTS,2010,FR614,3,0.848
2003,NUTS,2010,FR614,3,0.439
2004,NUTS,2010,FR614,3,1.131
2005,NUTS,2010,FR614,3,0.798
2006,NUTS,2010,FR614,3,0.998
2007,NUTS,2010,FR614,3,1.385
2008,NUTS,2010,FR614,3,0.418
2009,NUTS,2010,FR614,3,1.178
2010,NUTS,2010,FR614,3,1.024
2011,NUTS,2010,FR614,3,0.47
2012,NUTS,2010,FR614,3,1.127
2000,NUTS,2010,FR615,3,2.693
2001,NUTS,2010,FR615,3,1.908
2002,NUTS,2010,FR615,3,1.487
2003,NUTS,2010,FR615,3,1.51
2004,NUTS,2010,FR615,3,2.402
2005,NUTS,2010,FR615,3,2.096
2006,NUTS,2010,FR615,3,1.992
2007,NUTS,2010,FR615,3,2.512
2008,NUTS,2010,FR615,3,2.701
2009,NUTS,2010,FR615,3,3.172
2010,NUTS,2010,FR615,3,3.731
2011,NUTS,2010,FR615,3,3.596
2012,NUTS,2010,FR615,3,2.252
2000,NUTS,2010,FR62,2,4.179
2001,NUTS,2010,FR62,2,4.296
2002,NUTS,2010,FR62,2,4.097
2003,NUTS,2010,FR62,2,4.36
2004,NUTS,2010,FR62,2,5.012
2005,NUTS,2010,FR62,2,5.106
2006,NUTS,2010,FR62,2,4.861
2007,NUTS,2010,FR62,2,4.455
2008,NUTS,2010,FR62,2,4.545
2009,NUTS,2010,FR62,2,4.402
2010,NUTS,2010,FR62,2,4.297
2011,NUTS,2010,FR62,2,4.093
2012,NUTS,2010,FR62,2,3.336
2000,NUTS,2010,FR621,3,0.951
2001,NUTS,2010,FR621,3,0.944
2002,NUTS,2010,FR621,3,1.211
2003,NUTS,2010,FR621,3,1.171
2004,NUTS,2010,FR621,3,0.852
2005,NUTS,2010,FR621,3,1.248
2006,NUTS,2010,FR621,3,1.289
2007,NUTS,2010,FR621,3,0.318
2008,NUTS,2010,FR621,3,0.328
2009,NUTS,2010,FR621,3,1.475
2010,NUTS,2010,FR621,3,0.357
2011,NUTS,2010,FR621,3,1.014
2012,NUTS,2010,FR621,3,0.665
2000,NUTS,2010,FR622,3,1.082
2001,NUTS,2010,FR622,3,2.072
2002,NUTS,2010,FR622,3,0.353
2003,NUTS,2010,FR622,3,0.405
2004,NUTS,2010,FR622,3,1.12
2005,NUTS,2010,FR622,3,0.607
2006,NUTS,2010,FR622,3,0.581
2007,NUTS,2010,FR622,3,0.829
2008,NUTS,2010,FR622,3,1.204
2009,NUTS,2010,FR622,3,0.657
2010,NUTS,2010,FR622,3,0.616
2011,NUTS,2010,FR622,3,1.274
2012,NUTS,2010,FR622,3,0.506
2000,NUTS,2010,FR623,3,6.028
2001,NUTS,2010,FR623,3,6.294
2002,NUTS,2010,FR623,3,6.177
2003,NUTS,2010,FR623,3,6.281
2004,NUTS,2010,FR623,3,7.477
2005,NUTS,2010,FR623,3,8.45
2006,NUTS,2010,FR623,3,7.173
2007,NUTS,2010,FR623,3,6.856
2008,NUTS,2010,FR623,3,6.709
2009,NUTS,2010,FR623,3,6.319
2010,NUTS,2010,FR623,3,5.832
2011,NUTS,2010,FR623,3,5.673
2012,NUTS,2010,FR623,3,4.507
2000,NUTS,2010,FR624,3,0.784
2001,NUTS,2010,FR624,3,1.559
2002,NUTS,2010,FR624,3,0.61
2003,NUTS,2010,FR624,3,1.827
2004,NUTS,2010,FR624,3,2.501
2005,NUTS,2010,FR624,3,1.817
2006,NUTS,2010,FR624,3,2.823
2007,NUTS,2010,FR624,3,2.159
2008,NUTS,2010,FR624,3,2.058
2009,NUTS,2010,FR624,3,1.701
2010,NUTS,2010,FR624,3,1.134
2011,NUTS,2010,FR624,3,1.952
2012,NUTS,2010,FR624,3,1.409
2000,NUTS,2010,FR625,3,1.677
2001,NUTS,2010,FR625,3,1.5
2002,NUTS,2010,FR625,3,1.741
2003,NUTS,2010,FR625,3,1.071
2004,NUTS,2010,FR625,3,0.724
2005,NUTS,2010,FR625,3,0.311
2006,NUTS,2010,FR625,3,0.941
2007,NUTS,2010,FR625,3,0.637
2008,NUTS,2010,FR625,3,1.139
2009,NUTS,2010,FR625,3,1.206
2010,NUTS,2010,FR625,3,1.314
2011,NUTS,2010,FR625,3,1.728
2012,NUTS,2010,FR625,3,2.476
2000,NUTS,2010,FR626,3,3.663
2001,NUTS,2010,FR626,3,2.98
2002,NUTS,2010,FR626,3,2.904
2003,NUTS,2010,FR626,3,4.256
2004,NUTS,2010,FR626,3,4.454
2005,NUTS,2010,FR626,3,3.0
2006,NUTS,2010,FR626,3,3.624
2007,NUTS,2010,FR626,3,2.622
2008,NUTS,2010,FR626,3,4.178
2009,NUTS,2010,FR626,3,2.214
2010,NUTS,2010,FR626,3,5.227
2011,NUTS,2010,FR626,3,2.34
2012,NUTS,2010,FR626,3,3.396
2000,NUTS,2010,FR627,3,2.863
2001,NUTS,2010,FR627,3,3.469
2002,NUTS,2010,FR627,3,2.984
2003,NUTS,2010,FR627,3,4.393
2004,NUTS,2010,FR627,3,3.184
2005,NUTS,2010,FR627,3,2.224
2006,NUTS,2010,FR627,3,3.484
2007,NUTS,2010,FR627,3,2.974
2008,NUTS,2010,FR627,3,1.76
2009,NUTS,2010,FR627,3,4.077
2010,NUTS,2010,FR627,3,3.433
2011,NUTS,2010,FR627,3,3.29
2012,NUTS,2010,FR627,3,2.324
2000,NUTS,2010,FR628,3,3.798
2001,NUTS,2010,FR628,3,0.936
2002,NUTS,2010,FR628,3,2.595
2003,NUTS,2010,FR628,3,1.413
2004,NUTS,2010,FR628,3,3.065
2005,NUTS,2010,FR628,3,0.881
2006,NUTS,2010,FR628,3,1.917
2007,NUTS,2010,FR628,3,1.709
2008,NUTS,2010,FR628,3,2.224
2009,NUTS,2010,FR628,3,1.533
2010,NUTS,2010,FR628,3,2.898
2011,NUTS,2010,FR628,3,1.925
2012,NUTS,2010,FR628,3,1.192
2000,NUTS,2010,FR63,2,2.381
2001,NUTS,2010,FR63,2,2.06
2002,NUTS,2010,FR63,2,1.68
2003,NUTS,2010,FR63,2,2.794
2004,NUTS,2010,FR63,2,2.592
2005,NUTS,2010,FR63,2,3.398
2006,NUTS,2010,FR63,2,2.883
2007,NUTS,2010,FR63,2,1.539
2008,NUTS,2010,FR63,2,2.587
2009,NUTS,2010,FR63,2,1.915
2010,NUTS,2010,FR63,2,3.031
2011,NUTS,2010,FR63,2,2.56
2012,NUTS,2010,FR63,2,2.007
2000,NUTS,2010,FR631,3,1.518
2001,NUTS,2010,FR631,3,0.889
2002,NUTS,2010,FR631,3,0.556
2003,NUTS,2010,FR631,3,0.613
2004,NUTS,2010,FR631,3,1.209
2005,NUTS,2010,FR631,3,1.766
2006,NUTS,2010,FR631,3,1.299
2007,NUTS,2010,FR631,3,0.207
2008,NUTS,2010,FR631,3,1.629
2009,NUTS,2010,FR631,3,0.638
2010,NUTS,2010,FR631,3,1.858
2011,NUTS,2010,FR631,3,2.296
2012,NUTS,2010,FR631,3,1.736
2000,NUTS,2010,FR632,3,0.381
2001,NUTS,2010,FR632,3,1.973
2002,NUTS,2010,FR632,3,0.456
2003,NUTS,2010,FR632,3,3.057
2004,NUTS,2010,FR632,3,2.159
2005,NUTS,2010,FR632,3,2.266
2006,NUTS,2010,FR632,3,1.134
2007,NUTS,2010,FR632,3,0.577
2009,NUTS,2010,FR632,3,1.081
2010,NUTS,2010,FR632,3,1.856
2011,NUTS,2010,FR632,3,1.18
2012,NUTS,2010,FR632,3,1.031
2000,NUTS,2010,FR633,3,3.376
2001,NUTS,2010,FR633,3,2.767
2002,NUTS,2010,FR633,3,2.686
2003,NUTS,2010,FR633,3,4.074
2004,NUTS,2010,FR633,3,3.567
2005,NUTS,2010,FR633,3,4.73
2006,NUTS,2010,FR633,3,4.37
2007,NUTS,2010,FR633,3,2.657
2008,NUTS,2010,FR633,3,3.833
2009,NUTS,2010,FR633,3,2.937
2010,NUTS,2010,FR633,3,4.076
2011,NUTS,2010,FR633,3,3.069
2012,NUTS,2010,FR633,3,2.421
2000,NUTS,2010,FR7,1,7.645
2001,NUTS,2010,FR7,1,7.875
2002,NUTS,2010,FR7,1,8.225
2003,NUTS,2010,FR7,1,7.79
2004,NUTS,2010,FR7,1,7.637
2005,NUTS,2010,FR7,1,7.752
2006,NUTS,2010,FR7,1,7.653
2007,NUTS,2010,FR7,1,7.89
2008,NUTS,2010,FR7,1,7.97
2009,NUTS,2010,FR7,1,8.3
2010,NUTS,2010,FR7,1,8.238
2011,NUTS,2010,FR7,1,8.615
2012,NUTS,2010,FR7,1,6.306
2000,NUTS,2010,FR71,2,8.098
2001,NUTS,2010,FR71,2,8.332
2002,NUTS,2010,FR71,2,8.899
2003,NUTS,2010,FR71,2,8.475
2004,NUTS,2010,FR71,2,8.213
2005,NUTS,2010,FR71,2,8.419
2006,NUTS,2010,FR71,2,8.259
2007,NUTS,2010,FR71,2,8.496
2008,NUTS,2010,FR71,2,8.576
2009,NUTS,2010,FR71,2,8.805
2010,NUTS,2010,FR71,2,8.535
2011,NUTS,2010,FR71,2,8.898
2012,NUTS,2010,FR71,2,6.726
2000,NUTS,2010,FR711,3,6.345
2001,NUTS,2010,FR711,3,6.612
2002,NUTS,2010,FR711,3,7.036
2003,NUTS,2010,FR711,3,8.002
2004,NUTS,2010,FR711,3,8.009
2005,NUTS,2010,FR711,3,6.821
2006,NUTS,2010,FR711,3,7.428
2007,NUTS,2010,FR711,3,6.171
2008,NUTS,2010,FR711,3,6.396
2009,NUTS,2010,FR711,3,6.196
2010,NUTS,2010,FR711,3,6.162
2011,NUTS,2010,FR711,3,7.208
2012,NUTS,2010,FR711,3,5.161
2000,NUTS,2010,FR712,3,6.025
2001,NUTS,2010,FR712,3,4.283
2002,NUTS,2010,FR712,3,3.647
2003,NUTS,2010,FR712,3,3.427
2004,NUTS,2010,FR712,3,4.698
2005,NUTS,2010,FR712,3,4.29
2006,NUTS,2010,FR712,3,3.572
2007,NUTS,2010,FR712,3,3.852
2008,NUTS,2010,FR712,3,3.685
2009,NUTS,2010,FR712,3,3.889
2010,NUTS,2010,FR712,3,3.647
2011,NUTS,2010,FR712,3,2.78
2012,NUTS,2010,FR712,3,3.436
2000,NUTS,2010,FR713,3,3.38
2001,NUTS,2010,FR713,3,2.925
2002,NUTS,2010,FR713,3,3.493
2003,NUTS,2010,FR713,3,2.861
2004,NUTS,2010,FR713,3,4.067
2005,NUTS,2010,FR713,3,4.237
2006,NUTS,2010,FR713,3,2.826
2007,NUTS,2010,FR713,3,3.83
2008,NUTS,2010,FR713,3,3.245
2009,NUTS,2010,FR713,3,4.599
2010,NUTS,2010,FR713,3,5.053
2011,NUTS,2010,FR713,3,5.274
2012,NUTS,2010,FR713,3,3.329
2000,NUTS,2010,FR714,3,15.742
2001,NUTS,2010,FR714,3,18.236
2002,NUTS,2010,FR714,3,20.324
2003,NUTS,2010,FR714,3,18.428
2004,NUTS,2010,FR714,3,15.818
2005,NUTS,2010,FR714,3,18.54
2006,NUTS,2010,FR714,3,17.421
2007,NUTS,2010,FR714,3,18.823
2008,NUTS,2010,FR714,3,18.742
2009,NUTS,2010,FR714,3,20.969
2010,NUTS,2010,FR714,3,18.924
2011,NUTS,2010,FR714,3,20.468
2012,NUTS,2010,FR714,3,17.34
2000,NUTS,2010,FR715,3,3.14
2001,NUTS,2010,FR715,3,3.252
2002,NUTS,2010,FR715,3,3.044
2003,NUTS,2010,FR715,3,3.067
2004,NUTS,2010,FR715,3,3.915
2005,NUTS,2010,FR715,3,3.558
2006,NUTS,2010,FR715,3,3.172
2007,NUTS,2010,FR715,3,3.593
2008,NUTS,2010,FR715,3,3.989
2009,NUTS,2010,FR715,3,3.207
2010,NUTS,2010,FR715,3,3.883
2011,NUTS,2010,FR715,3,4.481
2012,NUTS,2010,FR715,3,3.037
2000,NUTS,2010,FR716,3,7.51
2001,NUTS,2010,FR716,3,6.56
2002,NUTS,2010,FR716,3,6.768
2003,NUTS,2010,FR716,3,6.798
2004,NUTS,2010,FR716,3,6.358
2005,NUTS,2010,FR716,3,6.341
2006,NUTS,2010,FR716,3,6.782
2007,NUTS,2010,FR716,3,6.587
2008,NUTS,2010,FR716,3,7.023
2009,NUTS,2010,FR716,3,6.531
2010,NUTS,2010,FR716,3,6.262
2011,NUTS,2010,FR716,3,6.25
2012,NUTS,2010,FR716,3,3.836
2000,NUTS,2010,FR717,3,4.229
2001,NUTS,2010,FR717,3,4.197
2002,NUTS,2010,FR717,3,4.507
2003,NUTS,2010,FR717,3,4.39
2004,NUTS,2010,FR717,3,4.396
2005,NUTS,2010,FR717,3,3.635
2006,NUTS,2010,FR717,3,3.551
2007,NUTS,2010,FR717,3,3.667
2008,NUTS,2010,FR717,3,3.891
2009,NUTS,2010,FR717,3,4.941
2010,NUTS,2010,FR717,3,5.339
2011,NUTS,2010,FR717,3,6.442
2012,NUTS,2010,FR717,3,4.762
2000,NUTS,2010,FR718,3,8.435
2001,NUTS,2010,FR718,3,9.944
2002,NUTS,2010,FR718,3,10.653
2003,NUTS,2010,FR718,3,9.717
2004,NUTS,2010,FR718,3,11.214
2005,NUTS,2010,FR718,3,10.399
2006,NUTS,2010,FR718,3,10.546
2007,NUTS,2010,FR718,3,10.665
2008,NUTS,2010,FR718,3,9.998
2009,NUTS,2010,FR718,3,9.107
2010,NUTS,2010,FR718,3,9.759
2011,NUTS,2010,FR718,3,8.773
2012,NUTS,2010,FR718,3,7.298
2000,NUTS,2010,FR72,2,5.272
2001,NUTS,2010,FR72,2,5.448
2002,NUTS,2010,FR72,2,4.688
2003,NUTS,2010,FR72,2,4.193
2004,NUTS,2010,FR72,2,4.564
2005,NUTS,2010,FR72,2,4.176
2006,NUTS,2010,FR72,2,4.336
2007,NUTS,2010,FR72,2,4.604
2008,NUTS,2010,FR72,2,4.492
2009,NUTS,2010,FR72,2,5.409
2010,NUTS,2010,FR72,2,6.529
2011,NUTS,2010,FR72,2,6.978
2012,NUTS,2010,FR72,2,3.863
2000,NUTS,2010,FR721,3,1.173
2001,NUTS,2010,FR721,3,1.973
2002,NUTS,2010,FR721,3,2.92
2003,NUTS,2010,FR721,3,1.986
2004,NUTS,2010,FR721,3,2.458
2005,NUTS,2010,FR721,3,2.151
2006,NUTS,2010,FR721,3,2.899
2007,NUTS,2010,FR721,3,1.973
2008,NUTS,2010,FR721,3,1.174
2009,NUTS,2010,FR721,3,2.563
2010,NUTS,2010,FR721,3,0.848
2011,NUTS,2010,FR721,3,1.006
2012,NUTS,2010,FR721,3,0.76
2000,NUTS,2010,FR722,3,2.592
2001,NUTS,2010,FR722,3,0.961
2002,NUTS,2010,FR722,3,1.647
2003,NUTS,2010,FR722,3,3.048
2004,NUTS,2010,FR722,3,0.997
2005,NUTS,2010,FR722,3,0.968
2006,NUTS,2010,FR722,3,1.798
2007,NUTS,2010,FR722,3,0.706
2008,NUTS,2010,FR722,3,0.961
2009,NUTS,2010,FR722,3,0.706
2010,NUTS,2010,FR722,3,0.479
2011,NUTS,2010,FR722,3,1.066
2012,NUTS,2010,FR722,3,1.111
2000,NUTS,2010,FR723,3,1.615
2001,NUTS,2010,FR723,3,2.061
2002,NUTS,2010,FR723,3,2.146
2003,NUTS,2010,FR723,3,2.735
2004,NUTS,2010,FR723,3,2.25
2005,NUTS,2010,FR723,3,1.447
2006,NUTS,2010,FR723,3,1.747
2007,NUTS,2010,FR723,3,1.84
2008,NUTS,2010,FR723,3,1.248
2009,NUTS,2010,FR723,3,1.455
2010,NUTS,2010,FR723,3,2.751
2011,NUTS,2010,FR723,3,1.534
2012,NUTS,2010,FR723,3,1.198
2000,NUTS,2010,FR724,3,8.647
2001,NUTS,2010,FR724,3,8.816
2002,NUTS,2010,FR724,3,6.756
2003,NUTS,2010,FR724,3,5.815
2004,NUTS,2010,FR724,3,6.811
2005,NUTS,2010,FR724,3,6.393
2006,NUTS,2010,FR724,3,6.125
2007,NUTS,2010,FR724,3,7.22
2008,NUTS,2010,FR724,3,7.501
2009,NUTS,2010,FR724,3,8.53
2010,NUTS,2010,FR724,3,10.912
2011,NUTS,2010,FR724,3,11.805
2012,NUTS,2010,FR724,3,6.266
2000,NUTS,2010,FR8,1,3.6
2001,NUTS,2010,FR8,1,3.176
2002,NUTS,2010,FR8,1,3.417
2003,NUTS,2010,FR8,1,3.284
2004,NUTS,2010,FR8,1,3.334
2005,NUTS,2010,FR8,1,3.45
2006,NUTS,2010,FR8,1,3.231
2007,NUTS,2010,FR8,1,3.417
2008,NUTS,2010,FR8,1,3.339
2009,NUTS,2010,FR8,1,3.636
2010,NUTS,2010,FR8,1,3.299
2011,NUTS,2010,FR8,1,3.311
2012,NUTS,2010,FR8,1,2.624
2000,NUTS,2010,FR81,2,2.487
2001,NUTS,2010,FR81,2,2.567
2002,NUTS,2010,FR81,2,2.815
2003,NUTS,2010,FR81,2,2.371
2004,NUTS,2010,FR81,2,2.611
2005,NUTS,2010,FR81,2,2.633
2006,NUTS,2010,FR81,2,2.404
2007,NUTS,2010,FR81,2,2.3
2008,NUTS,2010,FR81,2,2.16
2009,NUTS,2010,FR81,2,2.92
2010,NUTS,2010,FR81,2,2.498
2011,NUTS,2010,FR81,2,2.614
2012,NUTS,2010,FR81,2,1.881
2000,NUTS,2010,FR811,3,0.77
2001,NUTS,2010,FR811,3,1.521
2002,NUTS,2010,FR811,3,2.102
2003,NUTS,2010,FR811,3,0.824
2004,NUTS,2010,FR811,3,0.396
2005,NUTS,2010,FR811,3,0.468
2006,NUTS,2010,FR811,3,0.788
2007,NUTS,2010,FR811,3,1.417
2008,NUTS,2010,FR811,3,0.531
2009,NUTS,2010,FR811,3,0.785
2010,NUTS,2010,FR811,3,1.255
2011,NUTS,2010,FR811,3,1.226
2012,NUTS,2010,FR811,3,1.157
2000,NUTS,2010,FR812,3,2.391
2001,NUTS,2010,FR812,3,2.424
2002,NUTS,2010,FR812,3,2.292
2003,NUTS,2010,FR812,3,1.319
2004,NUTS,2010,FR812,3,2.544
2005,NUTS,2010,FR812,3,2.944
2006,NUTS,2010,FR812,3,2.776
2007,NUTS,2010,FR812,3,2.621
2008,NUTS,2010,FR812,3,2.672
2009,NUTS,2010,FR812,3,3.372
2010,NUTS,2010,FR812,3,2.684
2011,NUTS,2010,FR812,3,2.985
2012,NUTS,2010,FR812,3,2.034
2000,NUTS,2010,FR813,3,3.892
2001,NUTS,2010,FR813,3,3.532
2002,NUTS,2010,FR813,3,3.727
2003,NUTS,2010,FR813,3,4.145
2004,NUTS,2010,FR813,3,3.932
2005,NUTS,2010,FR813,3,3.89
2006,NUTS,2010,FR813,3,3.227
2007,NUTS,2010,FR813,3,3.091
2008,NUTS,2010,FR813,3,2.776
2009,NUTS,2010,FR813,3,3.911
2010,NUTS,2010,FR813,3,2.981
2011,NUTS,2010,FR813,3,3.278
2012,NUTS,2010,FR813,3,2.416
2000,NUTS,2010,FR814,3,0.789
2001,NUTS,2010,FR814,3,0.675
2002,NUTS,2010,FR814,3,0.352
2005,NUTS,2010,FR814,3,0.357
2007,NUTS,2010,FR814,3,0.56
2008,NUTS,2010,FR814,3,0.479
2009,NUTS,2010,FR814,3,0.398
2010,NUTS,2010,FR814,3,0.899
2012,NUTS,2010,FR814,3,0.585
2000,NUTS,2010,FR815,3,0.567
2001,NUTS,2010,FR815,3,1.393
2002,NUTS,2010,FR815,3,2.302
2003,NUTS,2010,FR815,3,1.171
2004,NUTS,2010,FR815,3,1.549
2005,NUTS,2010,FR815,3,0.974
2006,NUTS,2010,FR815,3,1.356
2007,NUTS,2010,FR815,3,0.734
2008,NUTS,2010,FR815,3,1.058
2009,NUTS,2010,FR815,3,1.332
2010,NUTS,2010,FR815,3,1.948
