year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_pc_act_fte_t
2013,NUTS,2010,UKE2,2,0.1116
2014,NUTS,2010,UKE2,2,0.1051
2015,NUTS,2010,UKE2,2,0.0183
2016,NUTS,2010,UKE2,2,0.0102
2017,NUTS,2010,UKE2,2,0.0149
2018,NUTS,2010,UKE2,2,0.0134
2011,NUTS,2010,UKE3,2,0.009
2012,NUTS,2010,UKE3,2,0.0087
2013,NUTS,2010,UKE3,2,0.0095
2014,NUTS,2010,UKE3,2,0.0112
2015,NUTS,2010,UKE3,2,0.0107
2016,NUTS,2010,UKE3,2,0.0121
2017,NUTS,2010,UKE3,2,0.013
2018,NUTS,2010,UKE3,2,0.0151
2011,NUTS,2010,UKE4,2,0.0008
2012,NUTS,2010,UKE4,2,0.0008
2013,NUTS,2010,UKE4,2,0.0016
2014,NUTS,2010,UKE4,2,0.0009
2015,NUTS,2010,UKE4,2,0.0011
2016,NUTS,2010,UKE4,2,0.0018
2017,NUTS,2010,UKE4,2,0.0015
2018,NUTS,2010,UKE4,2,0.0015
2011,NUTS,2010,UKF,1,0.0312
2012,NUTS,2010,UKF,1,0.0286
2013,NUTS,2010,UKF,1,0.0274
2014,NUTS,2010,UKF,1,0.027
2015,NUTS,2010,UKF,1,0.0264
2016,NUTS,2010,UKF,1,0.0231
2017,NUTS,2010,UKF,1,0.0222
2018,NUTS,2010,UKF,1,0.0181
2011,NUTS,2010,UKF1,2,0.0575
2012,NUTS,2010,UKF1,2,0.0504
2013,NUTS,2010,UKF1,2,0.049
2014,NUTS,2010,UKF1,2,0.0484
2015,NUTS,2010,UKF1,2,0.0455
2016,NUTS,2010,UKF1,2,0.0397
2017,NUTS,2010,UKF1,2,0.04
2018,NUTS,2010,UKF1,2,0.0388
2011,NUTS,2010,UKF2,2,0.0111
2012,NUTS,2010,UKF2,2,0.0112
2013,NUTS,2010,UKF2,2,0.0121
2014,NUTS,2010,UKF2,2,0.0129
2015,NUTS,2010,UKF2,2,0.0129
2016,NUTS,2010,UKF2,2,0.0113
2017,NUTS,2010,UKF2,2,0.0096
2018,NUTS,2010,UKF2,2,0.0003
2011,NUTS,2010,UKF3,2,0.0066
2012,NUTS,2010,UKF3,2,0.0064
2013,NUTS,2010,UKF3,2,0.0027
2014,NUTS,2010,UKF3,2,0.0018
2015,NUTS,2010,UKF3,2,0.002
2016,NUTS,2010,UKF3,2,0.0017
2017,NUTS,2010,UKF3,2,0.0011
2018,NUTS,2010,UKF3,2,0.0008
2011,NUTS,2010,UKG,1,0.0004
2012,NUTS,2010,UKG,1,0.0006
2013,NUTS,2010,UKG,1,0.001
2014,NUTS,2010,UKG,1,0.0009
2015,NUTS,2010,UKG,1,0.0015
2016,NUTS,2010,UKG,1,0.0007
2017,NUTS,2010,UKG,1,0.0007
2018,NUTS,2010,UKG,1,0.0008
2011,NUTS,2010,UKG1,2,0.0006
2012,NUTS,2010,UKG1,2,0.0005
2013,NUTS,2010,UKG1,2,0.0008
2014,NUTS,2010,UKG1,2,0.0005
2015,NUTS,2010,UKG1,2,0.0007
2016,NUTS,2010,UKG1,2,0.0005
2017,NUTS,2010,UKG1,2,0.0006
2018,NUTS,2010,UKG1,2,0.0005
2011,NUTS,2010,UKG2,2,0.0
2012,NUTS,2010,UKG2,2,0.0
2013,NUTS,2010,UKG2,2,0.0001
2014,NUTS,2010,UKG2,2,0.0005
2015,NUTS,2010,UKG2,2,0.0002
2016,NUTS,2010,UKG2,2,0.0004
2017,NUTS,2010,UKG2,2,0.0003
2018,NUTS,2010,UKG2,2,0.0002
2011,NUTS,2010,UKG3,2,0.0005
2012,NUTS,2010,UKG3,2,0.001
2013,NUTS,2010,UKG3,2,0.0016
2014,NUTS,2010,UKG3,2,0.0014
2015,NUTS,2010,UKG3,2,0.0027
2016,NUTS,2010,UKG3,2,0.0009
2017,NUTS,2010,UKG3,2,0.0009
2018,NUTS,2010,UKG3,2,0.0013
2011,NUTS,2010,UKH,1,0.0493
2012,NUTS,2010,UKH,1,0.0525
2013,NUTS,2010,UKH,1,0.0504
2014,NUTS,2010,UKH,1,0.0499
2015,NUTS,2010,UKH,1,0.0487
2016,NUTS,2010,UKH,1,0.0499
2017,NUTS,2010,UKH,1,0.044
2018,NUTS,2010,UKH,1,0.0408
2011,NUTS,2010,UKH1,2,0.1139
2012,NUTS,2010,UKH1,2,0.1245
2013,NUTS,2010,UKH1,2,0.1212
2014,NUTS,2010,UKH1,2,0.117
2015,NUTS,2010,UKH1,2,0.1161
2016,NUTS,2010,UKH1,2,0.1119
2017,NUTS,2010,UKH1,2,0.0993
2018,NUTS,2010,UKH1,2,0.0959
2011,NUTS,2010,UKH2,2,0.0098
2012,NUTS,2010,UKH2,2,0.0068
2013,NUTS,2010,UKH2,2,0.0054
2014,NUTS,2010,UKH2,2,0.0057
2015,NUTS,2010,UKH2,2,0.0053
2016,NUTS,2010,UKH2,2,0.0144
2017,NUTS,2010,UKH2,2,0.0144
2018,NUTS,2010,UKH2,2,0.0075
2011,NUTS,2010,UKH3,2,0.0
2012,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,0.0
2014,NUTS,2010,UKH3,2,0.0001
2015,NUTS,2010,UKH3,2,0.0001
2016,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2018,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,0.0533
2012,NUTS,2010,UKI,1,0.0575
2013,NUTS,2010,UKI,1,0.0543
2014,NUTS,2010,UKI,1,0.0531
2015,NUTS,2010,UKI,1,0.0395
2016,NUTS,2010,UKI,1,0.0384
2017,NUTS,2010,UKI,1,0.0372
2018,NUTS,2010,UKI,1,0.0452
2011,NUTS,2010,UKI3,2,0.2736
2012,NUTS,2010,UKI3,2,0.2943
2013,NUTS,2010,UKI3,2,0.2814
2014,NUTS,2010,UKI3,2,0.2625
2015,NUTS,2010,UKI3,2,0.2572
2016,NUTS,2010,UKI3,2,0.2528
2017,NUTS,2010,UKI3,2,0.259
2018,NUTS,2010,UKI3,2,0.2437
2011,NUTS,2010,UKI4,2,0.0054
2012,NUTS,2010,UKI4,2,0.006
2013,NUTS,2010,UKI4,2,0.0054
2014,NUTS,2010,UKI4,2,0.0053
2015,NUTS,2010,UKI4,2,0.005
2016,NUTS,2010,UKI4,2,0.0033
2017,NUTS,2010,UKI4,2,0.0034
2018,NUTS,2010,UKI4,2,0.0301
2011,NUTS,2010,UKI5,2,0.0005
2012,NUTS,2010,UKI5,2,0.0006
2013,NUTS,2010,UKI5,2,0.0006
2014,NUTS,2010,UKI5,2,0.0006
2015,NUTS,2010,UKI5,2,0.0001
2016,NUTS,2010,UKI5,2,0.0
2017,NUTS,2010,UKI5,2,0.0
2018,NUTS,2010,UKI5,2,0.0003
2011,NUTS,2010,UKI6,2,0.017
2012,NUTS,2010,UKI6,2,0.0171
2013,NUTS,2010,UKI6,2,0.0159
2014,NUTS,2010,UKI6,2,0.0168
2015,NUTS,2010,UKI6,2,0.0033
2016,NUTS,2010,UKI6,2,0.004
2017,NUTS,2010,UKI6,2,0.0034
2018,NUTS,2010,UKI6,2,0.0147
2011,NUTS,2010,UKI7,2,0.0531
2012,NUTS,2010,UKI7,2,0.0525
2013,NUTS,2010,UKI7,2,0.0538
2014,NUTS,2010,UKI7,2,0.0532
2015,NUTS,2010,UKI7,2,0.0106
2016,NUTS,2010,UKI7,2,0.0072
2017,NUTS,2010,UKI7,2,0.007
2018,NUTS,2010,UKI7,2,0.007
2011,NUTS,2010,UKJ,1,0.1347
2012,NUTS,2010,UKJ,1,0.137
2013,NUTS,2010,UKJ,1,0.1352
2014,NUTS,2010,UKJ,1,0.1231
2015,NUTS,2010,UKJ,1,0.1197
2016,NUTS,2010,UKJ,1,0.113
2017,NUTS,2010,UKJ,1,0.1142
2018,NUTS,2010,UKJ,1,0.1167
2011,NUTS,2010,UKJ1,2,0.2071
2012,NUTS,2010,UKJ1,2,0.1914
2013,NUTS,2010,UKJ1,2,0.1955
2014,NUTS,2010,UKJ1,2,0.1967
2015,NUTS,2010,UKJ1,2,0.205
2016,NUTS,2010,UKJ1,2,0.2012
2017,NUTS,2010,UKJ1,2,0.215
2018,NUTS,2010,UKJ1,2,0.2216
2011,NUTS,2010,UKJ2,2,0.0613
2012,NUTS,2010,UKJ2,2,0.0727
2013,NUTS,2010,UKJ2,2,0.0736
2014,NUTS,2010,UKJ2,2,0.0345
2015,NUTS,2010,UKJ2,2,0.0351
2016,NUTS,2010,UKJ2,2,0.0354
2017,NUTS,2010,UKJ2,2,0.0331
2018,NUTS,2010,UKJ2,2,0.0318
2011,NUTS,2010,UKJ3,2,0.1727
2012,NUTS,2010,UKJ3,2,0.1904
2013,NUTS,2010,UKJ3,2,0.195
2014,NUTS,2010,UKJ3,2,0.1947
2015,NUTS,2010,UKJ3,2,0.1815
2016,NUTS,2010,UKJ3,2,0.1617
2017,NUTS,2010,UKJ3,2,0.1558
2018,NUTS,2010,UKJ3,2,0.1647
2011,NUTS,2010,UKJ4,2,0.1085
2012,NUTS,2010,UKJ4,2,0.1034
2013,NUTS,2010,UKJ4,2,0.0826
2014,NUTS,2010,UKJ4,2,0.0785
2015,NUTS,2010,UKJ4,2,0.0655
2016,NUTS,2010,UKJ4,2,0.0609
2017,NUTS,2010,UKJ4,2,0.0576
2018,NUTS,2010,UKJ4,2,0.0483
2011,NUTS,2010,UKK,1,0.111
2012,NUTS,2010,UKK,1,0.1003
2013,NUTS,2010,UKK,1,0.0964
2014,NUTS,2010,UKK,1,0.0944
2015,NUTS,2010,UKK,1,0.0808
2016,NUTS,2010,UKK,1,0.0872
2017,NUTS,2010,UKK,1,0.0898
2018,NUTS,2010,UKK,1,0.0837
2011,NUTS,2010,UKK1,2,0.2027
2012,NUTS,2010,UKK1,2,0.2103
2013,NUTS,2010,UKK1,2,0.2052
2014,NUTS,2010,UKK1,2,0.2023
2015,NUTS,2010,UKK1,2,0.1728
2016,NUTS,2010,UKK1,2,0.1852
2017,NUTS,2010,UKK1,2,0.19
2018,NUTS,2010,UKK1,2,0.1755
2011,NUTS,2010,UKK2,2,0.0053
2012,NUTS,2010,UKK2,2,0.0057
2013,NUTS,2010,UKK2,2,0.0057
2014,NUTS,2010,UKK2,2,0.0051
2015,NUTS,2010,UKK2,2,0.0043
2016,NUTS,2010,UKK2,2,0.0039
2017,NUTS,2010,UKK2,2,0.0029
2018,NUTS,2010,UKK2,2,0.003
2011,NUTS,2010,UKK3,2,0.0004
2012,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2014,NUTS,2010,UKK3,2,0.0008
2015,NUTS,2010,UKK3,2,0.0012
2016,NUTS,2010,UKK3,2,0.0007
2017,NUTS,2010,UKK3,2,0.0008
2018,NUTS,2010,UKK3,2,0.0004
2011,NUTS,2010,UKK4,2,0.079
2012,NUTS,2010,UKK4,2,0.0096
2013,NUTS,2010,UKK4,2,0.0013
2014,NUTS,2010,UKK4,2,0.0012
2015,NUTS,2010,UKK4,2,0.0009
2016,NUTS,2010,UKK4,2,0.0007
2017,NUTS,2010,UKK4,2,0.0009
2018,NUTS,2010,UKK4,2,0.0008
2011,NUTS,2010,UKL,1,0.0157
2012,NUTS,2010,UKL,1,0.016
2013,NUTS,2010,UKL,1,0.0161
2014,NUTS,2010,UKL,1,0.0164
2015,NUTS,2010,UKL,1,0.0077
2016,NUTS,2010,UKL,1,0.008
2017,NUTS,2010,UKL,1,0.0084
2018,NUTS,2010,UKL,1,0.0124
2011,NUTS,2010,UKL1,2,0.0057
2012,NUTS,2010,UKL1,2,0.0076
2013,NUTS,2010,UKL1,2,0.0078
2014,NUTS,2010,UKL1,2,0.0089
2015,NUTS,2010,UKL1,2,0.0062
2016,NUTS,2010,UKL1,2,0.0073
2017,NUTS,2010,UKL1,2,0.0075
2018,NUTS,2010,UKL1,2,0.0065
2011,NUTS,2010,UKL2,2,0.0319
2012,NUTS,2010,UKL2,2,0.0298
2013,NUTS,2010,UKL2,2,0.0293
2014,NUTS,2010,UKL2,2,0.0284
2015,NUTS,2010,UKL2,2,0.0103
2016,NUTS,2010,UKL2,2,0.0091
2017,NUTS,2010,UKL2,2,0.0099
2018,NUTS,2010,UKL2,2,0.022
2011,NUTS,2010,UKM,1,0.0755
2012,NUTS,2010,UKM,1,0.067
2013,NUTS,2010,UKM,1,0.0594
2014,NUTS,2010,UKM,1,0.067
2015,NUTS,2010,UKM,1,0.0644
2016,NUTS,2010,UKM,1,0.0662
2017,NUTS,2010,UKM,1,0.0692
2018,NUTS,2010,UKM,1,0.0582
2012,NUTS,2010,UKM2,2,0.0827
2013,NUTS,2010,UKM2,2,0.0863
2014,NUTS,2010,UKM2,2,0.0848
2015,NUTS,2010,UKM2,2,0.0816
2016,NUTS,2010,UKM2,2,0.0853
2017,NUTS,2010,UKM2,2,0.0915
2012,NUTS,2010,UKM3,2,0.0187
2013,NUTS,2010,UKM3,2,0.0095
2014,NUTS,2010,UKM3,2,0.0094
2015,NUTS,2010,UKM3,2,0.0091
2016,NUTS,2010,UKM3,2,0.0096
2017,NUTS,2010,UKM3,2,0.0093
2012,NUTS,2010,UKM5,2,0.2686
2013,NUTS,2010,UKM5,2,0.2212
2014,NUTS,2010,UKM5,2,0.2944
2015,NUTS,2010,UKM5,2,0.2865
2016,NUTS,2010,UKM5,2,0.2923
2017,NUTS,2010,UKM5,2,0.3026
2018,NUTS,2010,UKM5,2,0.1981
2012,NUTS,2010,UKM6,2,0.0047
2013,NUTS,2010,UKM6,2,0.0088
2014,NUTS,2010,UKM6,2,0.0088
2015,NUTS,2010,UKM6,2,0.0093
2016,NUTS,2010,UKM6,2,0.0099
2017,NUTS,2010,UKM6,2,0.0125
2018,NUTS,2010,UKM6,2,0.0256
2014,NUTS,2010,UKM7,2,0.0901
2015,NUTS,2010,UKM7,2,0.0862
2016,NUTS,2010,UKM7,2,0.0894
2017,NUTS,2010,UKM7,2,0.0962
2018,NUTS,2010,UKM7,2,0.0866
2014,NUTS,2010,UKM8,2,0.0071
2015,NUTS,2010,UKM8,2,0.0066
2016,NUTS,2010,UKM8,2,0.007
2017,NUTS,2010,UKM8,2,0.0071
2018,NUTS,2010,UKM8,2,0.009
2014,NUTS,2010,UKM9,2,0.0102
2015,NUTS,2010,UKM9,2,0.0105
2016,NUTS,2010,UKM9,2,0.0113
2017,NUTS,2010,UKM9,2,0.0113
2018,NUTS,2010,UKM9,2,0.0158
2011,NUTS,2010,UKN,1,0.0177
2012,NUTS,2010,UKN,1,0.0185
2013,NUTS,2010,UKN,1,0.0195
2014,NUTS,2010,UKN,1,0.0149
2015,NUTS,2010,UKN,1,0.0111
2016,NUTS,2010,UKN,1,0.0146
2017,NUTS,2010,UKN,1,0.0149
2018,NUTS,2010,UKN,1,0.0157
2011,NUTS,2010,UKN0,2,0.0177
2012,NUTS,2010,UKN0,2,0.0185
2013,NUTS,2010,UKN0,2,0.0195
2014,NUTS,2010,UKN0,2,0.0149
2015,NUTS,2010,UKN0,2,0.0111
2016,NUTS,2010,UKN0,2,0.0146
2017,NUTS,2010,UKN0,2,0.0149
2018,NUTS,2010,UKN0,2,0.0157
