year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_total_pc_act_fte_t
2018,NUTS,2010,HU1,1,2.3939
2019,NUTS,2010,HU1,1,2.4267
2011,NUTS,2010,HU10,2,1.6307
2012,NUTS,2010,HU10,2,1.6023
2013,NUTS,2010,HU10,2,1.7116
2014,NUTS,2010,HU10,2,1.7299
2015,NUTS,2010,HU10,2,1.7427
2016,NUTS,2010,HU10,2,1.6137
2017,NUTS,2010,HU11,2,2.6823
2018,NUTS,2010,HU11,2,3.6735
2019,NUTS,2010,HU11,2,3.7722
2017,NUTS,2010,HU12,2,0.4488
2018,NUTS,2010,HU12,2,0.5854
2019,NUTS,2010,HU12,2,0.5682
2011,NUTS,2010,HU2,1,0.3995
2012,NUTS,2010,HU2,1,0.4678
2013,NUTS,2010,HU2,1,0.5103
2014,NUTS,2010,HU2,1,0.438
2015,NUTS,2010,HU2,1,0.393
2016,NUTS,2010,HU2,1,0.397
2017,NUTS,2010,HU2,1,0.4785
2018,NUTS,2010,HU2,1,0.6735
2019,NUTS,2010,HU2,1,0.6903
2011,NUTS,2010,HU21,2,0.4215
2012,NUTS,2010,HU21,2,0.5883
2013,NUTS,2010,HU21,2,0.6115
2014,NUTS,2010,HU21,2,0.54
2015,NUTS,2010,HU21,2,0.5161
2016,NUTS,2010,HU21,2,0.5153
2017,NUTS,2010,HU21,2,0.575
2018,NUTS,2010,HU21,2,0.7157
2019,NUTS,2010,HU21,2,0.792
2011,NUTS,2010,HU22,2,0.3603
2012,NUTS,2010,HU22,2,0.369
2013,NUTS,2010,HU22,2,0.4324
2014,NUTS,2010,HU22,2,0.3697
2015,NUTS,2010,HU22,2,0.3234
2016,NUTS,2010,HU22,2,0.3276
2017,NUTS,2010,HU22,2,0.3962
2018,NUTS,2010,HU22,2,0.6046
2019,NUTS,2010,HU22,2,0.6053
2011,NUTS,2010,HU23,2,0.417
2012,NUTS,2010,HU23,2,0.4285
2013,NUTS,2010,HU23,2,0.4724
2014,NUTS,2010,HU23,2,0.3898
2015,NUTS,2010,HU23,2,0.3164
2016,NUTS,2010,HU23,2,0.3289
2017,NUTS,2010,HU23,2,0.454
2018,NUTS,2010,HU23,2,0.7046
2019,NUTS,2010,HU23,2,0.6644
2011,NUTS,2010,HU3,1,0.4515
2012,NUTS,2010,HU3,1,0.4754
2013,NUTS,2010,HU3,1,0.4846
2014,NUTS,2010,HU3,1,0.4273
2015,NUTS,2010,HU3,1,0.3898
2016,NUTS,2010,HU3,1,0.3837
2017,NUTS,2010,HU3,1,0.4422
2018,NUTS,2010,HU3,1,0.5674
2019,NUTS,2010,HU3,1,0.6146
2011,NUTS,2010,HU31,2,0.2959
2012,NUTS,2010,HU31,2,0.3183
2013,NUTS,2010,HU31,2,0.3597
2014,NUTS,2010,HU31,2,0.2878
2015,NUTS,2010,HU31,2,0.2501
2016,NUTS,2010,HU31,2,0.2499
2017,NUTS,2010,HU31,2,0.3025
2018,NUTS,2010,HU31,2,0.3497
2019,NUTS,2010,HU31,2,0.413
2011,NUTS,2010,HU32,2,0.4382
2012,NUTS,2010,HU32,2,0.4799
2013,NUTS,2010,HU32,2,0.4171
2014,NUTS,2010,HU32,2,0.3711
2015,NUTS,2010,HU32,2,0.3635
2016,NUTS,2010,HU32,2,0.3586
2017,NUTS,2010,HU32,2,0.4052
2018,NUTS,2010,HU32,2,0.5016
2019,NUTS,2010,HU32,2,0.5496
2011,NUTS,2010,HU33,2,0.6035
2012,NUTS,2010,HU33,2,0.607
2013,NUTS,2010,HU33,2,0.6682
2014,NUTS,2010,HU33,2,0.6135
2015,NUTS,2010,HU33,2,0.5416
2016,NUTS,2010,HU33,2,0.5272
2017,NUTS,2010,HU33,2,0.6074
2018,NUTS,2010,HU33,2,0.8363
2019,NUTS,2010,HU33,2,0.8658
2011,NUTS,2010,IE,0,0.99
2012,NUTS,2010,IE,0,1.3476
2013,NUTS,2010,IE,0,1.4539
2014,NUTS,2010,IE,0,1.5231
2015,NUTS,2010,IE,0,1.4457
2016,NUTS,2010,IE,0,1.5216
2017,NUTS,2010,IE,0,1.4826
2018,NUTS,2010,IE,0,1.358
2019,NUTS,2010,IE,0,1.366
2020,NUTS,2010,IE,0,1.4138
2011,NUTS,2010,IE0,1,0.9678
2013,NUTS,2010,IE0,1,1.0742
2015,NUTS,2010,IE0,1,1.5191
2017,NUTS,2010,IE0,1,1.5209
2011,NUTS,2010,IE01,2,0.7166
2013,NUTS,2010,IE01,2,0.7499
2015,NUTS,2010,IE01,2,0.5981
2017,NUTS,2010,IE01,2,2.3526
2011,NUTS,2010,IE02,2,1.0542
2013,NUTS,2010,IE02,2,1.1876
2015,NUTS,2010,IE02,2,1.8372
2017,NUTS,2010,IE02,2,1.401
2011,NUTS,2010,IS,0,1.8971
2013,NUTS,2010,IS,0,1.5636
2015,NUTS,2010,IS,0,1.625
2016,NUTS,2010,IS,0,1.7457
2017,NUTS,2010,IS,0,1.6783
2018,NUTS,2010,IS,0,1.6435
2011,NUTS,2010,IT,0,0.9457
2012,NUTS,2010,IT,0,0.9763
2013,NUTS,2010,IT,0,1.0076
2014,NUTS,2010,IT,0,1.0111
2015,NUTS,2010,IT,0,1.0521
2016,NUTS,2010,IT,0,1.1646
2017,NUTS,2010,IT,0,1.2693
2018,NUTS,2010,IT,0,1.381
2019,NUTS,2010,IT,0,1.4252
2020,NUTS,2010,IT,0,1.4571
2011,NUTS,2010,ITC,1,1.1024
2012,NUTS,2010,ITC,1,1.1324
2013,NUTS,2010,ITC,1,1.1408
2014,NUTS,2010,ITC,1,1.1368
2015,NUTS,2010,ITC,1,1.1753
2016,NUTS,2010,ITC,1,1.3096
2017,NUTS,2010,ITC,1,1.4054
2018,NUTS,2010,ITC,1,1.5406
2019,NUTS,2010,ITC,1,1.561
2011,NUTS,2010,ITC1,2,1.1538
2012,NUTS,2010,ITC1,2,1.2088
2013,NUTS,2010,ITC1,2,1.304
2014,NUTS,2010,ITC1,2,1.3004
2015,NUTS,2010,ITC1,2,1.4099
2016,NUTS,2010,ITC1,2,1.5018
2017,NUTS,2010,ITC1,2,1.533
2018,NUTS,2010,ITC1,2,1.6808
2019,NUTS,2010,ITC1,2,1.6766
2011,NUTS,2010,ITC2,2,0.5675
2012,NUTS,2010,ITC2,2,0.5617
2013,NUTS,2010,ITC2,2,0.5305
2014,NUTS,2010,ITC2,2,0.5293
2015,NUTS,2010,ITC2,2,0.5023
2016,NUTS,2010,ITC2,2,0.6235
2017,NUTS,2010,ITC2,2,0.6627
2018,NUTS,2010,ITC2,2,0.6347
2019,NUTS,2010,ITC2,2,0.5762
2011,NUTS,2010,ITC3,2,1.1014
2012,NUTS,2010,ITC3,2,1.0956
2013,NUTS,2010,ITC3,2,1.0787
2014,NUTS,2010,ITC3,2,1.0243
2015,NUTS,2010,ITC3,2,1.1047
2016,NUTS,2010,ITC3,2,1.144
2017,NUTS,2010,ITC3,2,1.1646
2018,NUTS,2010,ITC3,2,1.2218
2019,NUTS,2010,ITC3,2,1.295
2011,NUTS,2010,ITC4,2,1.0867
2012,NUTS,2010,ITC4,2,1.1115
2013,NUTS,2010,ITC4,2,1.0874
2014,NUTS,2010,ITC4,2,1.0904
2015,NUTS,2010,ITC4,2,1.0926
2016,NUTS,2010,ITC4,2,1.2601
2017,NUTS,2010,ITC4,2,1.3945
2018,NUTS,2010,ITC4,2,1.5383
2019,NUTS,2010,ITC4,2,1.563
2011,NUTS,2010,ITF,1,0.5392
2012,NUTS,2010,ITF,1,0.5506
2013,NUTS,2010,ITF,1,0.5771
2014,NUTS,2010,ITF,1,0.5891
2017,NUTS,2010,ITF,1,0.7493
2018,NUTS,2010,ITF,1,0.8402
2019,NUTS,2010,ITF,1,0.8938
2011,NUTS,2010,ITF1,2,0.5681
2012,NUTS,2010,ITF1,2,0.5204
2013,NUTS,2010,ITF1,2,0.5784
2014,NUTS,2010,ITF1,2,0.5995
2015,NUTS,2010,ITF1,2,0.6535
2016,NUTS,2010,ITF1,2,0.7358
2017,NUTS,2010,ITF1,2,0.8162
2018,NUTS,2010,ITF1,2,0.8338
2019,NUTS,2010,ITF1,2,0.8809
2012,NUTS,2010,ITF2,2,0.3685
2013,NUTS,2010,ITF2,2,0.5076
2014,NUTS,2010,ITF2,2,0.4475
2017,NUTS,2010,ITF2,2,0.8443
2018,NUTS,2010,ITF2,2,0.9858
2019,NUTS,2010,ITF2,2,0.8388
2011,NUTS,2010,ITF3,2,0.7078
2012,NUTS,2010,ITF3,2,0.7479
2013,NUTS,2010,ITF3,2,0.727
2014,NUTS,2010,ITF3,2,0.7416
2015,NUTS,2010,ITF3,2,0.7955
2016,NUTS,2010,ITF3,2,0.8164
2017,NUTS,2010,ITF3,2,0.8946
2018,NUTS,2010,ITF3,2,1.0472
2019,NUTS,2010,ITF3,2,1.1421
2011,NUTS,2010,ITF4,2,0.4584
2012,NUTS,2010,ITF4,2,0.4596
2013,NUTS,2010,ITF4,2,0.4961
2014,NUTS,2010,ITF4,2,0.5223
2015,NUTS,2010,ITF4,2,0.5353
2016,NUTS,2010,ITF4,2,0.5604
2017,NUTS,2010,ITF4,2,0.6404
2018,NUTS,2010,ITF4,2,0.7009
2019,NUTS,2010,ITF4,2,0.7588
2012,NUTS,2010,ITF5,2,0.4228
2013,NUTS,2010,ITF5,2,0.4445
2014,NUTS,2010,ITF5,2,0.4073
2015,NUTS,2010,ITF5,2,0.4667
2017,NUTS,2010,ITF5,2,0.6143
2018,NUTS,2010,ITF5,2,0.6381
2019,NUTS,2010,ITF5,2,0.6
2011,NUTS,2010,ITF6,2,0.2694
2012,NUTS,2010,ITF6,2,0.2765
2013,NUTS,2010,ITF6,2,0.3525
2014,NUTS,2010,ITF6,2,0.3594
2015,NUTS,2010,ITF6,2,0.4074
2016,NUTS,2010,ITF6,2,0.3997
2017,NUTS,2010,ITF6,2,0.5062
2018,NUTS,2010,ITF6,2,0.5534
2019,NUTS,2010,ITF6,2,0.55
2011,NUTS,2010,ITG,1,0.5101
2012,NUTS,2010,ITG,1,0.5004
2013,NUTS,2010,ITG,1,0.5436
2014,NUTS,2010,ITG,1,0.5507
2015,NUTS,2010,ITG,1,0.5536
2016,NUTS,2010,ITG,1,0.5251
2017,NUTS,2010,ITG,1,0.5377
2018,NUTS,2010,ITG,1,0.5692
2019,NUTS,2010,ITG,1,0.6266
2011,NUTS,2010,ITG1,2,0.4985
2012,NUTS,2010,ITG1,2,0.4795
2013,NUTS,2010,ITG1,2,0.5348
2014,NUTS,2010,ITG1,2,0.5447
2015,NUTS,2010,ITG1,2,0.5214
2016,NUTS,2010,ITG1,2,0.5102
2017,NUTS,2010,ITG1,2,0.5252
2018,NUTS,2010,ITG1,2,0.5738
2019,NUTS,2010,ITG1,2,0.6392
2011,NUTS,2010,ITG2,2,0.5387
2012,NUTS,2010,ITG2,2,0.5523
2013,NUTS,2010,ITG2,2,0.566
2014,NUTS,2010,ITG2,2,0.5659
2015,NUTS,2010,ITG2,2,0.6346
2016,NUTS,2010,ITG2,2,0.5632
2017,NUTS,2010,ITG2,2,0.5697
2018,NUTS,2010,ITG2,2,0.5576
2019,NUTS,2010,ITG2,2,0.5954
2011,NUTS,2010,ITH,1,1.0987
2012,NUTS,2010,ITH,1,1.1569
2013,NUTS,2010,ITH,1,1.2132
2014,NUTS,2010,ITH,1,1.2093
2015,NUTS,2010,ITH,1,1.2693
2016,NUTS,2010,ITH,1,1.4801
2017,NUTS,2010,ITH,1,1.6455
2018,NUTS,2010,ITH,1,1.7436
2019,NUTS,2010,ITH,1,1.7512
2011,NUTS,2010,ITH1,2,0.6325
2012,NUTS,2010,ITH1,2,0.6331
2013,NUTS,2010,ITH1,2,0.7008
2014,NUTS,2010,ITH1,2,0.724
2015,NUTS,2010,ITH1,2,0.6669
2016,NUTS,2010,ITH1,2,0.8333
2017,NUTS,2010,ITH1,2,0.9429
2018,NUTS,2010,ITH1,2,0.985
2019,NUTS,2010,ITH1,2,1.0625
2011,NUTS,2010,ITH2,2,1.4792
2012,NUTS,2010,ITH2,2,1.6156
2013,NUTS,2010,ITH2,2,1.5844
2014,NUTS,2010,ITH2,2,1.5193
2015,NUTS,2010,ITH2,2,1.6492
2016,NUTS,2010,ITH2,2,1.6327
2017,NUTS,2010,ITH2,2,1.7177
2018,NUTS,2010,ITH2,2,1.7375
2019,NUTS,2010,ITH2,2,1.8351
2011,NUTS,2010,ITH3,2,0.993
2012,NUTS,2010,ITH3,2,1.0152
2013,NUTS,2010,ITH3,2,1.0505
2014,NUTS,2010,ITH3,2,1.0111
2015,NUTS,2010,ITH3,2,1.0605
2016,NUTS,2010,ITH3,2,1.299
2017,NUTS,2010,ITH3,2,1.4248
2018,NUTS,2010,ITH3,2,1.5353
2019,NUTS,2010,ITH3,2,1.561
2011,NUTS,2010,ITH4,2,1.179
2012,NUTS,2010,ITH4,2,1.2453
2013,NUTS,2010,ITH4,2,1.1493
2014,NUTS,2010,ITH4,2,1.158
2015,NUTS,2010,ITH4,2,1.204
2016,NUTS,2010,ITH4,2,1.3325
2017,NUTS,2010,ITH4,2,1.5052
2018,NUTS,2010,ITH4,2,1.5617
2019,NUTS,2010,ITH4,2,1.5227
2011,NUTS,2010,ITH5,2,1.2041
2012,NUTS,2010,ITH5,2,1.2979
2013,NUTS,2010,ITH5,2,1.4218
2014,NUTS,2010,ITH5,2,1.4569
2015,NUTS,2010,ITH5,2,1.5361
2016,NUTS,2010,ITH5,2,1.7706
2017,NUTS,2010,ITH5,2,1.9972
2018,NUTS,2010,ITH5,2,2.109
2019,NUTS,2010,ITH5,2,2.0877
2011,NUTS,2010,ITI,1,1.051
2012,NUTS,2010,ITI,1,1.0804
2013,NUTS,2010,ITI,1,1.0833
2014,NUTS,2010,ITI,1,1.0791
2017,NUTS,2010,ITI,1,1.3157
2018,NUTS,2010,ITI,1,1.4303
2019,NUTS,2010,ITI,1,1.5038
2011,NUTS,2010,ITI1,2,0.9216
2012,NUTS,2010,ITI1,2,0.9784
2013,NUTS,2010,ITI1,2,1.0378
2014,NUTS,2010,ITI1,2,1.0665
2015,NUTS,2010,ITI1,2,1.0645
2016,NUTS,2010,ITI1,2,1.1384
2017,NUTS,2010,ITI1,2,1.3014
2018,NUTS,2010,ITI1,2,1.5178
2019,NUTS,2010,ITI1,2,1.5616
2011,NUTS,2010,ITI2,2,0.6821
2012,NUTS,2010,ITI2,2,0.6961
2013,NUTS,2010,ITI2,2,0.7074
2014,NUTS,2010,ITI2,2,0.7322
2017,NUTS,2010,ITI2,2,0.9741
2018,NUTS,2010,ITI2,2,1.0792
2019,NUTS,2010,ITI2,2,1.0833
2011,NUTS,2010,ITI3,2,0.6525
2012,NUTS,2010,ITI3,2,0.6939
2013,NUTS,2010,ITI3,2,0.7235
2014,NUTS,2010,ITI3,2,0.7988
2015,NUTS,2010,ITI3,2,0.7891
2016,NUTS,2010,ITI3,2,0.9725
2017,NUTS,2010,ITI3,2,1.1746
2018,NUTS,2010,ITI3,2,1.1988
2019,NUTS,2010,ITI3,2,1.1649
2011,NUTS,2010,ITI4,2,1.3102
2012,NUTS,2010,ITI4,2,1.3187
2013,NUTS,2010,ITI4,2,1.2698
2014,NUTS,2010,ITI4,2,1.2132
2015,NUTS,2010,ITI4,2,1.2617
2016,NUTS,2010,ITI4,2,1.3915
2017,NUTS,2010,ITI4,2,1.4123
2018,NUTS,2010,ITI4,2,1.4853
2019,NUTS,2010,ITI4,2,1.6184
2011,NUTS,2010,KR,0,1.4398
2011,NUTS,2010,LT,0,0.769
2012,NUTS,2010,LT,0,0.7228
2013,NUTS,2010,LT,0,0.7716
2014,NUTS,2010,LT,0,0.816
2015,NUTS,2010,LT,0,0.7397
2016,NUTS,2010,LT,0,0.7623
2017,NUTS,2010,LT,0,0.8222
2018,NUTS,2010,LT,0,0.8461
2019,NUTS,2010,LT,0,0.9179
2020,NUTS,2010,LT,0,1.0117
2015,NUTS,2010,LT01,2,1.4576
2016,NUTS,2010,LT01,2,1.371
2017,NUTS,2010,LT01,2,1.4425
2018,NUTS,2010,LT01,2,1.4666
2019,NUTS,2010,LT01,2,1.5644
2015,NUTS,2010,LT02,2,0.4181
2016,NUTS,2010,LT02,2,0.4704
2017,NUTS,2010,LT02,2,0.5033
2018,NUTS,2010,LT02,2,0.5151
2019,NUTS,2010,LT02,2,0.5714
2011,NUTS,2010,LU,0,2.2183
2012,NUTS,2010,LU,0,1.9282
2013,NUTS,2010,LU,0,1.9819
2014,NUTS,2010,LU,0,2.0124
2015,NUTS,2010,LU,0,1.9197
2016,NUTS,2010,LU,0,1.9506
2017,NUTS,2010,LU,0,1.9388
2018,NUTS,2010,LU,0,1.8534
2019,NUTS,2010,LU,0,1.9046
2020,NUTS,2010,LU,0,1.8278
2011,NUTS,2010,LV,0,0.541
2012,NUTS,2010,LV,0,0.5571
2013,NUTS,2010,LV,0,0.5484
2014,NUTS,2010,LV,0,0.5953
2015,NUTS,2010,LV,0,0.5772
2016,NUTS,2010,LV,0,0.5361
2017,NUTS,2010,LV,0,0.5691
2018,NUTS,2010,LV,0,0.615
2019,NUTS,2010,LV,0,0.637
2020,NUTS,2010,LV,0,0.7068
2011,NUTS,2010,ME,0,0.2198
2013,NUTS,2010,ME,0,0.2126
2014,NUTS,2010,ME,0,0.2297
2015,NUTS,2010,ME,0,0.2548
2016,NUTS,2010,ME,0,0.2337
2017,NUTS,2010,ME,0,0.2279
2018,NUTS,2010,ME,0,0.2499
2019,NUTS,2010,ME,0,0.2446
2011,NUTS,2010,MK,0,0.1188
2012,NUTS,2010,MK,0,0.1787
2013,NUTS,2010,MK,0,0.1645
2014,NUTS,2010,MK,0,0.2059
2015,NUTS,2010,MK,0,0.2139
2016,NUTS,2010,MK,0,0.2244
2017,NUTS,2010,MK,0,0.1974
2018,NUTS,2010,MK,0,0.2109
2019,NUTS,2010,MK,0,0.2021
2020,NUTS,2010,MK,0,0.2159
2011,NUTS,2010,MT,0,0.7744
2012,NUTS,2010,MT,0,0.7864
2013,NUTS,2010,MT,0,0.7135
2014,NUTS,2010,MT,0,0.7292
2015,NUTS,2010,MT,0,0.6902
2016,NUTS,2010,MT,0,0.6998
2017,NUTS,2010,MT,0,0.6822
2018,NUTS,2010,MT,0,0.6295
2019,NUTS,2010,MT,0,0.6129
2020,NUTS,2010,MT,0,0.6768
2011,NUTS,2010,NL,0,1.3258
2012,NUTS,2010,NL,0,1.364
2013,NUTS,2010,NL,0,1.5032
2014,NUTS,2010,NL,0,1.521
2015,NUTS,2010,NL,0,1.5495
2016,NUTS,2010,NL,0,1.6
2017,NUTS,2010,NL,0,1.6562
2018,NUTS,2010,NL,0,1.7126
2019,NUTS,2010,NL,0,1.7307
2020,NUTS,2010,NL,0,1.7361
2011,NUTS,2010,NL1,1,0.8722
2012,NUTS,2010,NL1,1,0.8487
2013,NUTS,2010,NL1,1,0.9743
2014,NUTS,2010,NL1,1,1.0677
2015,NUTS,2010,NL1,1,1.0702
2016,NUTS,2010,NL1,1,1.1153
2017,NUTS,2010,NL1,1,1.0866
2018,NUTS,2010,NL1,1,1.1007
2019,NUTS,2010,NL1,1,1.0524
2011,NUTS,2010,NL11,2,1.4663
2012,NUTS,2010,NL11,2,1.4569
2011,NUTS,2010,NL12,2,0.5574
2012,NUTS,2010,NL12,2,0.5606
2011,NUTS,2010,NL13,2,0.5598
2012,NUTS,2010,NL13,2,0.4958
2011,NUTS,2010,NL2,1,1.3028
2012,NUTS,2010,NL2,1,1.3391
2013,NUTS,2010,NL2,1,1.3896
2014,NUTS,2010,NL2,1,1.3916
2015,NUTS,2010,NL2,1,1.3805
2016,NUTS,2010,NL2,1,1.4258
2017,NUTS,2010,NL2,1,1.4455
2018,NUTS,2010,NL2,1,1.4683
2019,NUTS,2010,NL2,1,1.4712
2011,NUTS,2010,NL21,2,1.4492
2012,NUTS,2010,NL21,2,1.2993
2011,NUTS,2010,NL22,2,1.297
2012,NUTS,2010,NL22,2,1.4209
2011,NUTS,2010,NL23,2,0.9173
2012,NUTS,2010,NL23,2,1.0462
2011,NUTS,2010,NL3,1,1.4022
2012,NUTS,2010,NL3,1,1.4038
2013,NUTS,2010,NL3,1,1.58
2014,NUTS,2010,NL3,1,1.5672
2015,NUTS,2010,NL3,1,1.6109
2016,NUTS,2010,NL3,1,1.6638
2017,NUTS,2010,NL3,1,1.7088
2018,NUTS,2010,NL3,1,1.797
2019,NUTS,2010,NL3,1,1.7741
2011,NUTS,2010,NL31,2,1.5468
2012,NUTS,2010,NL31,2,1.5635
2011,NUTS,2010,NL32,2,1.5439
2012,NUTS,2010,NL32,2,1.5665
2011,NUTS,2010,NL33,2,1.3497
2012,NUTS,2010,NL33,2,1.3226
2011,NUTS,2010,NL34,2,0.314
2012,NUTS,2010,NL34,2,0.3913
2011,NUTS,2010,NL4,1,1.4832
2012,NUTS,2010,NL4,1,1.6116
2013,NUTS,2010,NL4,1,1.7595
2014,NUTS,2010,NL4,1,1.7998
2015,NUTS,2010,NL4,1,1.8515
2016,NUTS,2010,NL4,1,1.9048
2017,NUTS,2010,NL4,1,2.0402
2018,NUTS,2010,NL4,1,2.0529
2019,NUTS,2010,NL4,1,2.1698
2011,NUTS,2010,NL41,2,1.5849
2012,NUTS,2010,NL41,2,1.7531
2011,NUTS,2010,NL42,2,1.248
2012,NUTS,2010,NL42,2,1.2848
2011,NUTS,2010,NO,0,1.4524
2012,NUTS,2010,NO,0,1.457
2013,NUTS,2010,NO,0,1.4759
2014,NUTS,2010,NO,0,1.5316
2015,NUTS,2010,NO,0,1.5931
2016,NUTS,2010,NO,0,1.643
2017,NUTS,2010,NO,0,1.7362
2018,NUTS,2010,NO,0,1.7304
2019,NUTS,2010,NO,0,1.7919
2020,NUTS,2010,NO,0,1.7942
2011,NUTS,2010,NO0,1,1.4105
2012,NUTS,2010,NO0,1,1.4129
2013,NUTS,2010,NO0,1,1.4305
2014,NUTS,2010,NO0,1,1.4807
2015,NUTS,2010,NO0,1,1.5368
2016,NUTS,2010,NO0,1,1.5869
2017,NUTS,2010,NO0,1,1.676
2018,NUTS,2010,NO0,1,1.6692
2019,NUTS,2010,NO0,1,1.728
2011,NUTS,2010,NO01,2,2.4984
2012,NUTS,2010,NO01,2,2.4152
2013,NUTS,2010,NO01,2,2.4606
2014,NUTS,2010,NO01,2,2.4759
2015,NUTS,2010,NO01,2,2.5783
2016,NUTS,2010,NO01,2,2.607
2017,NUTS,2010,NO01,2,2.6788
2018,NUTS,2010,NO01,2,2.68
2019,NUTS,2010,NO01,2,2.6971
2011,NUTS,2010,NO02,2,0.4321
2012,NUTS,2010,NO02,2,0.4138
2013,NUTS,2010,NO02,2,0.51
2014,NUTS,2010,NO02,2,0.4871
2015,NUTS,2010,NO02,2,0.4684
2016,NUTS,2010,NO02,2,0.5311
2017,NUTS,2010,NO02,2,0.576
2018,NUTS,2010,NO02,2,0.6046
2019,NUTS,2010,NO02,2,0.5813
2011,NUTS,2010,NO03,2,0.7368
2012,NUTS,2010,NO03,2,0.722
2013,NUTS,2010,NO03,2,0.7952
2014,NUTS,2010,NO03,2,0.8316
2015,NUTS,2010,NO03,2,0.8523
2016,NUTS,2010,NO03,2,0.8591
2017,NUTS,2010,NO03,2,0.9078
2018,NUTS,2010,NO03,2,0.8865
2019,NUTS,2010,NO03,2,0.8765
2011,NUTS,2010,NO04,2,0.6755
2012,NUTS,2010,NO04,2,0.6994
2013,NUTS,2010,NO04,2,0.7042
2014,NUTS,2010,NO04,2,0.772
2015,NUTS,2010,NO04,2,0.8297
2016,NUTS,2010,NO04,2,0.8857
2017,NUTS,2010,NO04,2,0.963
2018,NUTS,2010,NO04,2,0.9453
2019,NUTS,2010,NO04,2,1.0047
2011,NUTS,2010,NO05,2,1.1703
2012,NUTS,2010,NO05,2,1.214
2013,NUTS,2010,NO05,2,1.2098
2014,NUTS,2010,NO05,2,1.2729
2015,NUTS,2010,NO05,2,1.3147
2016,NUTS,2010,NO05,2,1.3293
2017,NUTS,2010,NO05,2,1.5083
2018,NUTS,2010,NO05,2,1.5036
2019,NUTS,2010,NO05,2,1.6097
2011,NUTS,2010,NO06,2,2.7362
2012,NUTS,2010,NO06,2,2.8693
2013,NUTS,2010,NO06,2,2.6568
2014,NUTS,2010,NO06,2,2.7624
2015,NUTS,2010,NO06,2,2.8173
2016,NUTS,2010,NO06,2,2.9271
2017,NUTS,2010,NO06,2,3.0861
2018,NUTS,2010,NO06,2,3.0289
2019,NUTS,2010,NO06,2,3.2498
2011,NUTS,2010,NO07,2,0.9888
2012,NUTS,2010,NO07,2,1.0231
2013,NUTS,2010,NO07,2,1.0338
2014,NUTS,2010,NO07,2,1.1101
2015,NUTS,2010,NO07,2,1.1587
2016,NUTS,2010,NO07,2,1.293
2017,NUTS,2010,NO07,2,1.2837
2018,NUTS,2010,NO07,2,1.3029
2019,NUTS,2010,NO07,2,1.3699
2011,NUTS,2010,PL,0,0.5169
2012,NUTS,2010,PL,0,0.5446
2013,NUTS,2010,PL,0,0.5615
2014,NUTS,2010,PL,0,0.6218
2015,NUTS,2010,PL,0,0.6511
2016,NUTS,2010,PL,0,0.6692
2017,NUTS,2010,PL,0,0.8623
2018,NUTS,2010,PL,0,0.9752
2019,NUTS,2010,PL,0,0.9946
2020,NUTS,2010,PL,0,1.0582
2011,NUTS,2010,PL1,1,1.1949
2012,NUTS,2010,PL1,1,1.2319
2013,NUTS,2010,PL1,1,0.8604
2014,NUTS,2010,PL1,1,0.8968
2015,NUTS,2010,PL1,1,0.9298
2011,NUTS,2010,PL11,2,0.3476
2012,NUTS,2010,PL11,2,0.3968
2013,NUTS,2010,PL11,2,0.3652
2014,NUTS,2010,PL11,2,0.3816
2015,NUTS,2010,PL11,2,0.4239
2011,NUTS,2010,PL12,2,1.0144
2012,NUTS,2010,PL12,2,1.032
2013,NUTS,2010,PL12,2,1.126
2014,NUTS,2010,PL12,2,1.1525
2015,NUTS,2010,PL12,2,1.162
2011,NUTS,2010,PL2,1,0.5144
2012,NUTS,2010,PL2,1,0.5387
2013,NUTS,2010,PL2,1,0.562
2014,NUTS,2010,PL2,1,0.662
2015,NUTS,2010,PL2,1,0.7314
2016,NUTS,2010,PL2,1,0.7023
2017,NUTS,2010,PL2,1,0.9092
2018,NUTS,2010,PL2,1,0.9627
2019,NUTS,2010,PL2,1,1.0515
2011,NUTS,2010,PL21,2,0.7269
2012,NUTS,2010,PL21,2,0.7834
2013,NUTS,2010,PL21,2,0.7863
2014,NUTS,2010,PL21,2,0.9392
2015,NUTS,2010,PL21,2,1.0584
2016,NUTS,2010,PL21,2,1.0152
2017,NUTS,2010,PL21,2,1.3779
2018,NUTS,2010,PL21,2,1.3809
2019,NUTS,2010,PL21,2,1.4506
2011,NUTS,2010,PL22,2,0.3702
2012,NUTS,2010,PL22,2,0.3704
2013,NUTS,2010,PL22,2,0.405
2014,NUTS,2010,PL22,2,0.4639
2015,NUTS,2010,PL22,2,0.4958
2016,NUTS,2010,PL22,2,0.4671
2017,NUTS,2010,PL22,2,0.5539
2018,NUTS,2010,PL22,2,0.6434
2019,NUTS,2010,PL22,2,0.741
2011,NUTS,2010,PL3,1,0.282
2012,NUTS,2010,PL3,1,0.3058
2013,NUTS,2010,PL3,1,0.338
2014,NUTS,2010,PL3,1,0.3963
2015,NUTS,2010,PL3,1,0.3921
2011,NUTS,2010,PL31,2,0.319
2012,NUTS,2010,PL31,2,0.34
2013,NUTS,2010,PL31,2,0.3408
2014,NUTS,2010,PL31,2,0.3496
2015,NUTS,2010,PL31,2,0.3429
2011,NUTS,2010,PL32,2,0.303
2012,NUTS,2010,PL32,2,0.4118
2013,NUTS,2010,PL32,2,0.4634
2014,NUTS,2010,PL32,2,0.6559
