year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pc_act_hc_total_pnp_f
2010,NUTS,2010,ITC4,2,0.1134
2011,NUTS,2010,ITC4,2,0.1017
2012,NUTS,2010,ITC4,2,0.0894
2013,NUTS,2010,ITC4,2,0.0871
2014,NUTS,2010,ITC4,2,0.0816
2015,NUTS,2010,ITC4,2,0.0857
2016,NUTS,2010,ITC4,2,0.0887
2017,NUTS,2010,ITC4,2,0.069
2018,NUTS,2010,ITC4,2,0.0693
2019,NUTS,2010,ITC4,2,0.0708
2003,NUTS,2010,ITF,1,0.0128
2004,NUTS,2010,ITF,1,0.0161
2005,NUTS,2010,ITF,1,0.0256
2007,NUTS,2010,ITF,1,0.0336
2008,NUTS,2010,ITF,1,0.0329
2009,NUTS,2010,ITF,1,0.0311
2010,NUTS,2010,ITF,1,0.0184
2011,NUTS,2010,ITF,1,0.0188
2012,NUTS,2010,ITF,1,0.0146
2013,NUTS,2010,ITF,1,0.015
2014,NUTS,2010,ITF,1,0.0207
2017,NUTS,2010,ITF,1,0.0176
2018,NUTS,2010,ITF,1,0.0179
2019,NUTS,2010,ITF,1,0.0173
2003,NUTS,2010,ITF1,2,0.0035
2004,NUTS,2010,ITF1,2,0.0039
2005,NUTS,2010,ITF1,2,0.0046
2007,NUTS,2010,ITF1,2,0.0062
2008,NUTS,2010,ITF1,2,0.005
2009,NUTS,2010,ITF1,2,0.0
2010,NUTS,2010,ITF1,2,0.0014
2011,NUTS,2010,ITF1,2,0.0031
2012,NUTS,2010,ITF1,2,0.0031
2013,NUTS,2010,ITF1,2,0.0285
2014,NUTS,2010,ITF1,2,0.0229
2015,NUTS,2010,ITF1,2,0.0112
2016,NUTS,2010,ITF1,2,0.0118
2017,NUTS,2010,ITF1,2,0.0139
2018,NUTS,2010,ITF1,2,0.0109
2019,NUTS,2010,ITF1,2,0.0086
2003,NUTS,2010,ITF2,2,0.0415
2004,NUTS,2010,ITF2,2,0.0
2005,NUTS,2010,ITF2,2,0.1484
2007,NUTS,2010,ITF2,2,0.0064
2008,NUTS,2010,ITF2,2,0.002
2009,NUTS,2010,ITF2,2,0.0064
2017,NUTS,2010,ITF2,2,0.004
2018,NUTS,2010,ITF2,2,0.0102
2019,NUTS,2010,ITF2,2,0.002
2003,NUTS,2010,ITF3,2,0.0167
2004,NUTS,2010,ITF3,2,0.0185
2005,NUTS,2010,ITF3,2,0.0233
2007,NUTS,2010,ITF3,2,0.0404
2008,NUTS,2010,ITF3,2,0.0436
2009,NUTS,2010,ITF3,2,0.0406
2010,NUTS,2010,ITF3,2,0.0283
2011,NUTS,2010,ITF3,2,0.0228
2012,NUTS,2010,ITF3,2,0.0179
2013,NUTS,2010,ITF3,2,0.0152
2014,NUTS,2010,ITF3,2,0.0274
2015,NUTS,2010,ITF3,2,0.0316
2016,NUTS,2010,ITF3,2,0.0247
2017,NUTS,2010,ITF3,2,0.0215
2018,NUTS,2010,ITF3,2,0.0206
2019,NUTS,2010,ITF3,2,0.021
2003,NUTS,2010,ITF4,2,0.0158
2004,NUTS,2010,ITF4,2,0.0242
2005,NUTS,2010,ITF4,2,0.0436
2007,NUTS,2010,ITF4,2,0.059
2008,NUTS,2010,ITF4,2,0.0545
2009,NUTS,2010,ITF4,2,0.0542
2010,NUTS,2010,ITF4,2,0.0264
2011,NUTS,2010,ITF4,2,0.0316
2012,NUTS,2010,ITF4,2,0.0244
2013,NUTS,2010,ITF4,2,0.0179
2014,NUTS,2010,ITF4,2,0.0249
2015,NUTS,2010,ITF4,2,0.024
2016,NUTS,2010,ITF4,2,0.0277
2017,NUTS,2010,ITF4,2,0.024
2018,NUTS,2010,ITF4,2,0.0272
2019,NUTS,2010,ITF4,2,0.0259
2003,NUTS,2010,ITF5,2,0.0073
2004,NUTS,2010,ITF5,2,0.01
2005,NUTS,2010,ITF5,2,0.0024
2007,NUTS,2010,ITF5,2,0.0013
2008,NUTS,2010,ITF5,2,0.0013
2009,NUTS,2010,ITF5,2,0.0025
2012,NUTS,2010,ITF5,2,0.0075
2013,NUTS,2010,ITF5,2,0.0111
2015,NUTS,2010,ITF5,2,0.0049
2017,NUTS,2010,ITF5,2,0.0061
2018,NUTS,2010,ITF5,2,0.0025
2019,NUTS,2010,ITF5,2,0.0087
2003,NUTS,2010,ITF6,2,0.0018
2004,NUTS,2010,ITF6,2,0.0072
2005,NUTS,2010,ITF6,2,0.0028
2007,NUTS,2010,ITF6,2,0.0033
2008,NUTS,2010,ITF6,2,0.0021
2009,NUTS,2010,ITF6,2,0.0009
2010,NUTS,2010,ITF6,2,0.0009
2011,NUTS,2010,ITF6,2,0.005
2015,NUTS,2010,ITF6,2,0.0097
2016,NUTS,2010,ITF6,2,0.0065
2017,NUTS,2010,ITF6,2,0.0023
2018,NUTS,2010,ITF6,2,0.0033
2019,NUTS,2010,ITF6,2,0.002
2003,NUTS,2010,ITG,1,0.0045
2004,NUTS,2010,ITG,1,0.0075
2005,NUTS,2010,ITG,1,0.0116
2007,NUTS,2010,ITG,1,0.0166
2008,NUTS,2010,ITG,1,0.0167
2009,NUTS,2010,ITG,1,0.0158
2010,NUTS,2010,ITG,1,0.0226
2011,NUTS,2010,ITG,1,0.0184
2012,NUTS,2010,ITG,1,0.0173
2013,NUTS,2010,ITG,1,0.016
2014,NUTS,2010,ITG,1,0.016
2015,NUTS,2010,ITG,1,0.018
2016,NUTS,2010,ITG,1,0.0182
2017,NUTS,2010,ITG,1,0.017
2018,NUTS,2010,ITG,1,0.0138
2019,NUTS,2010,ITG,1,0.0167
2003,NUTS,2010,ITG1,2,0.0047
2004,NUTS,2010,ITG1,2,0.0102
2005,NUTS,2010,ITG1,2,0.0154
2007,NUTS,2010,ITG1,2,0.0191
2008,NUTS,2010,ITG1,2,0.0206
2009,NUTS,2010,ITG1,2,0.0216
2010,NUTS,2010,ITG1,2,0.0323
2011,NUTS,2010,ITG1,2,0.0254
2012,NUTS,2010,ITG1,2,0.024
2013,NUTS,2010,ITG1,2,0.0214
2014,NUTS,2010,ITG1,2,0.0216
2015,NUTS,2010,ITG1,2,0.0241
2016,NUTS,2010,ITG1,2,0.0238
2017,NUTS,2010,ITG1,2,0.0222
2018,NUTS,2010,ITG1,2,0.0181
2019,NUTS,2010,ITG1,2,0.0222
2003,NUTS,2010,ITG2,2,0.0041
2004,NUTS,2010,ITG2,2,0.0015
2005,NUTS,2010,ITG2,2,0.0027
2007,NUTS,2010,ITG2,2,0.0109
2008,NUTS,2010,ITG2,2,0.0081
2009,NUTS,2010,ITG2,2,0.0029
2010,NUTS,2010,ITG2,2,0.0018
2011,NUTS,2010,ITG2,2,0.0036
2012,NUTS,2010,ITG2,2,0.0028
2013,NUTS,2010,ITG2,2,0.0037
2014,NUTS,2010,ITG2,2,0.0036
2015,NUTS,2010,ITG2,2,0.0048
2016,NUTS,2010,ITG2,2,0.0057
2017,NUTS,2010,ITG2,2,0.005
2018,NUTS,2010,ITG2,2,0.0042
2019,NUTS,2010,ITG2,2,0.005
2003,NUTS,2010,ITH,1,0.0191
2004,NUTS,2010,ITH,1,0.025
2005,NUTS,2010,ITH,1,0.0272
2007,NUTS,2010,ITH,1,0.033
2008,NUTS,2010,ITH,1,0.0305
2009,NUTS,2010,ITH,1,0.0303
2010,NUTS,2010,ITH,1,0.0195
2011,NUTS,2010,ITH,1,0.0148
2012,NUTS,2010,ITH,1,0.0169
2013,NUTS,2010,ITH,1,0.0188
2014,NUTS,2010,ITH,1,0.0312
2015,NUTS,2010,ITH,1,0.0345
2016,NUTS,2010,ITH,1,0.032
2017,NUTS,2010,ITH,1,0.034
2018,NUTS,2010,ITH,1,0.0319
2019,NUTS,2010,ITH,1,0.05
2003,NUTS,2010,ITH1,2,0.0726
2004,NUTS,2010,ITH1,2,0.0942
2005,NUTS,2010,ITH1,2,0.085
2007,NUTS,2010,ITH1,2,0.1736
2008,NUTS,2010,ITH1,2,0.094
2009,NUTS,2010,ITH1,2,0.1159
2010,NUTS,2010,ITH1,2,0.0
2011,NUTS,2010,ITH1,2,0.0009
2012,NUTS,2010,ITH1,2,0.0026
2013,NUTS,2010,ITH1,2,0.0009
2014,NUTS,2010,ITH1,2,0.2592
2015,NUTS,2010,ITH1,2,0.2678
2016,NUTS,2010,ITH1,2,0.1957
2017,NUTS,2010,ITH1,2,0.2875
2018,NUTS,2010,ITH1,2,0.2209
2019,NUTS,2010,ITH1,2,0.2443
2003,NUTS,2010,ITH2,2,0.0316
2004,NUTS,2010,ITH2,2,0.0192
2005,NUTS,2010,ITH2,2,0.0642
2007,NUTS,2010,ITH2,2,0.0827
2008,NUTS,2010,ITH2,2,0.1186
2009,NUTS,2010,ITH2,2,0.1492
2010,NUTS,2010,ITH2,2,0.1193
2011,NUTS,2010,ITH2,2,0.0973
2012,NUTS,2010,ITH2,2,0.0925
2013,NUTS,2010,ITH2,2,0.0872
2014,NUTS,2010,ITH2,2,0.087
2015,NUTS,2010,ITH2,2,0.0893
2016,NUTS,2010,ITH2,2,0.0791
2017,NUTS,2010,ITH2,2,0.0693
2018,NUTS,2010,ITH2,2,0.0673
2019,NUTS,2010,ITH2,2,0.0627
2003,NUTS,2010,ITH3,2,0.0195
2004,NUTS,2010,ITH3,2,0.025
2005,NUTS,2010,ITH3,2,0.0283
2007,NUTS,2010,ITH3,2,0.0293
2008,NUTS,2010,ITH3,2,0.0259
2009,NUTS,2010,ITH3,2,0.0277
2010,NUTS,2010,ITH3,2,0.0225
2011,NUTS,2010,ITH3,2,0.0154
2012,NUTS,2010,ITH3,2,0.017
2013,NUTS,2010,ITH3,2,0.0196
2014,NUTS,2010,ITH3,2,0.0178
2015,NUTS,2010,ITH3,2,0.0229
2016,NUTS,2010,ITH3,2,0.0259
2017,NUTS,2010,ITH3,2,0.0205
2018,NUTS,2010,ITH3,2,0.0221
2019,NUTS,2010,ITH3,2,0.0665
2003,NUTS,2010,ITH4,2,0.0112
2004,NUTS,2010,ITH4,2,0.0148
2005,NUTS,2010,ITH4,2,0.0174
2007,NUTS,2010,ITH4,2,0.0266
2008,NUTS,2010,ITH4,2,0.0275
2009,NUTS,2010,ITH4,2,0.0259
2010,NUTS,2010,ITH4,2,0.0249
2011,NUTS,2010,ITH4,2,0.016
2012,NUTS,2010,ITH4,2,0.0289
2013,NUTS,2010,ITH4,2,0.0257
2014,NUTS,2010,ITH4,2,0.0323
2015,NUTS,2010,ITH4,2,0.0361
2016,NUTS,2010,ITH4,2,0.0295
2017,NUTS,2010,ITH4,2,0.0326
2018,NUTS,2010,ITH4,2,0.0305
2019,NUTS,2010,ITH4,2,0.0327
2005,NUTS,2010,ITH5,2,0.018
2007,NUTS,2010,ITH5,2,0.0168
2008,NUTS,2010,ITH5,2,0.0188
2009,NUTS,2010,ITH5,2,0.0108
2010,NUTS,2010,ITH5,2,0.0062
2011,NUTS,2010,ITH5,2,0.0063
2012,NUTS,2010,ITH5,2,0.0069
2013,NUTS,2010,ITH5,2,0.0106
2014,NUTS,2010,ITH5,2,0.0105
2015,NUTS,2010,ITH5,2,0.011
2016,NUTS,2010,ITH5,2,0.0134
2017,NUTS,2010,ITH5,2,0.013
2018,NUTS,2010,ITH5,2,0.0146
2019,NUTS,2010,ITH5,2,0.0118
2003,NUTS,2010,ITI,1,0.0183
2004,NUTS,2010,ITI,1,0.0237
2005,NUTS,2010,ITI,1,0.056
2007,NUTS,2010,ITI,1,0.0568
2008,NUTS,2010,ITI,1,0.0557
2009,NUTS,2010,ITI,1,0.0418
2010,NUTS,2010,ITI,1,0.0526
2011,NUTS,2010,ITI,1,0.0519
2012,NUTS,2010,ITI,1,0.0535
2013,NUTS,2010,ITI,1,0.0541
2014,NUTS,2010,ITI,1,0.0577
2017,NUTS,2010,ITI,1,0.0741
2018,NUTS,2010,ITI,1,0.0637
2019,NUTS,2010,ITI,1,0.0803
2003,NUTS,2010,ITI1,2,0.011
2004,NUTS,2010,ITI1,2,0.0138
2005,NUTS,2010,ITI1,2,0.0263
2007,NUTS,2010,ITI1,2,0.0307
2008,NUTS,2010,ITI1,2,0.0313
2009,NUTS,2010,ITI1,2,0.0334
2010,NUTS,2010,ITI1,2,0.0314
2011,NUTS,2010,ITI1,2,0.0323
2012,NUTS,2010,ITI1,2,0.036
2013,NUTS,2010,ITI1,2,0.0346
2014,NUTS,2010,ITI1,2,0.0445
2015,NUTS,2010,ITI1,2,0.0614
2016,NUTS,2010,ITI1,2,0.0617
2017,NUTS,2010,ITI1,2,0.0582
2018,NUTS,2010,ITI1,2,0.0487
2019,NUTS,2010,ITI1,2,0.0505
2003,NUTS,2010,ITI2,2,0.0055
2004,NUTS,2010,ITI2,2,0.0039
2005,NUTS,2010,ITI2,2,0.05
2007,NUTS,2010,ITI2,2,0.0054
2008,NUTS,2010,ITI2,2,0.0041
2009,NUTS,2010,ITI2,2,0.003
2010,NUTS,2010,ITI2,2,0.0036
2011,NUTS,2010,ITI2,2,0.003
2012,NUTS,2010,ITI2,2,0.0017
2013,NUTS,2010,ITI2,2,0.0017
2014,NUTS,2010,ITI2,2,0.0017
2017,NUTS,2010,ITI2,2,0.0023
2018,NUTS,2010,ITI2,2,0.004
2019,NUTS,2010,ITI2,2,0.0044
2005,NUTS,2010,ITI3,2,0.0043
2007,NUTS,2010,ITI3,2,0.0014
2008,NUTS,2010,ITI3,2,0.0024
2009,NUTS,2010,ITI3,2,0.0017
2010,NUTS,2010,ITI3,2,0.0024
2011,NUTS,2010,ITI3,2,0.0017
2012,NUTS,2010,ITI3,2,0.0026
2013,NUTS,2010,ITI3,2,0.0026
2014,NUTS,2010,ITI3,2,0.0022
2015,NUTS,2010,ITI3,2,0.001
2016,NUTS,2010,ITI3,2,0.002
2017,NUTS,2010,ITI3,2,0.0066
2018,NUTS,2010,ITI3,2,0.0065
2019,NUTS,2010,ITI3,2,0.0067
2003,NUTS,2010,ITI4,2,0.0289
2004,NUTS,2010,ITI4,2,0.0397
2005,NUTS,2010,ITI4,2,0.0932
2007,NUTS,2010,ITI4,2,0.1018
2008,NUTS,2010,ITI4,2,0.0978
2009,NUTS,2010,ITI4,2,0.0661
2010,NUTS,2010,ITI4,2,0.0896
2011,NUTS,2010,ITI4,2,0.088
2012,NUTS,2010,ITI4,2,0.0882
2013,NUTS,2010,ITI4,2,0.0899
2014,NUTS,2010,ITI4,2,0.0899
2015,NUTS,2010,ITI4,2,0.0951
2016,NUTS,2010,ITI4,2,0.0857
2017,NUTS,2010,ITI4,2,0.1132
2018,NUTS,2010,ITI4,2,0.0974
2019,NUTS,2010,ITI4,2,0.1315
2001,NUTS,2010,KR,0,0.0038
2002,NUTS,2010,KR,0,0.007
2003,NUTS,2010,KR,0,0.007
2004,NUTS,2010,KR,0,0.0068
2005,NUTS,2010,KR,0,0.009
2006,NUTS,2010,KR,0,0.0095
2007,NUTS,2010,KR,0,0.0115
2008,NUTS,2010,KR,0,0.0168
2009,NUTS,2010,KR,0,0.0178
2010,NUTS,2010,KR,0,0.0214
2011,NUTS,2010,KR,0,0.0258
2011,NUTS,2010,LU,0,0.0
2012,NUTS,2010,LU,0,0.0
2000,NUTS,2010,LV,0,0.0
2001,NUTS,2010,LV,0,0.0002
2002,NUTS,2010,LV,0,0.0006
2003,NUTS,2010,LV,0,0.0
2004,NUTS,2010,LV,0,0.0
2005,NUTS,2010,LV,0,0.0
2011,NUTS,2010,ME,0,0.0047
2013,NUTS,2010,ME,0,0.0161
2014,NUTS,2010,ME,0,0.0179
2015,NUTS,2010,ME,0,0.0483
2017,NUTS,2010,ME,0,0.0176
2018,NUTS,2010,ME,0,0.0207
2019,NUTS,2010,ME,0,0.0144
2015,NUTS,2010,MK,0,0.0027
2016,NUTS,2010,MK,0,0.0121
2017,NUTS,2010,MK,0,0.0125
2018,NUTS,2010,MK,0,0.0105
2019,NUTS,2010,MK,0,0.0082
2002,NUTS,2010,MT,0,0.0
2003,NUTS,2010,MT,0,0.0
2004,NUTS,2010,MT,0,0.0
2005,NUTS,2010,MT,0,0.0
2006,NUTS,2010,MT,0,0.0
2007,NUTS,2010,MT,0,0.0
2008,NUTS,2010,MT,0,0.0
2009,NUTS,2010,MT,0,0.0
2001,NUTS,2010,NL,0,0.0058
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2003,NUTS,2010,NL3,1,0.0007
2003,NUTS,2010,NL32,2,0.0021
2000,NUTS,2010,PL,0,0.0005
2003,NUTS,2010,PL,0,0.0005
2004,NUTS,2010,PL,0,0.0007
2005,NUTS,2010,PL,0,0.001
2006,NUTS,2010,PL,0,0.0013
2007,NUTS,2010,PL,0,0.0009
2008,NUTS,2010,PL,0,0.0004
2009,NUTS,2010,PL,0,0.0002
2010,NUTS,2010,PL,0,0.0011
2011,NUTS,2010,PL,0,0.0012
2012,NUTS,2010,PL,0,0.0018
2013,NUTS,2010,PL,0,0.0015
2014,NUTS,2010,PL,0,0.0018
2015,NUTS,2010,PL,0,0.0016
2016,NUTS,2010,PL,0,0.0063
2017,NUTS,2010,PL,0,0.0149
2018,NUTS,2010,PL,0,0.0169
2019,NUTS,2010,PL,0,0.0134
2000,NUTS,2010,PL1,1,0.0004
2003,NUTS,2010,PL1,1,0.0032
2004,NUTS,2010,PL1,1,0.0028
2005,NUTS,2010,PL1,1,0.0039
2006,NUTS,2010,PL1,1,0.0039
2007,NUTS,2010,PL1,1,0.0019
2008,NUTS,2010,PL1,1,0.0007
2009,NUTS,2010,PL1,1,0.0007
2011,NUTS,2010,PL1,1,0.005
2012,NUTS,2010,PL1,1,0.0053
2013,NUTS,2010,PL1,1,0.0031
2014,NUTS,2010,PL1,1,0.0032
2015,NUTS,2010,PL1,1,0.0031
2003,NUTS,2010,PL11,2,0.0002
2004,NUTS,2010,PL11,2,0.0003
2005,NUTS,2010,PL11,2,0.0016
2007,NUTS,2010,PL11,2,0.0
2008,NUTS,2010,PL11,2,0.0
2009,NUTS,2010,PL11,2,0.0006
2012,NUTS,2010,PL11,2,0.0044
2013,NUTS,2010,PL11,2,0.0025
2000,NUTS,2010,PL12,2,0.0004
2003,NUTS,2010,PL12,2,0.0031
2004,NUTS,2010,PL12,2,0.0026
2005,NUTS,2010,PL12,2,0.003
2007,NUTS,2010,PL12,2,0.0019
2008,NUTS,2010,PL12,2,0.0007
2009,NUTS,2010,PL12,2,0.0003
2010,NUTS,2010,PL12,2,0.003
2012,NUTS,2010,PL12,2,0.0031
2013,NUTS,2010,PL12,2,0.0035
2000,NUTS,2010,PL2,1,0.0
2003,NUTS,2010,PL2,1,0.0001
2004,NUTS,2010,PL2,1,0.0
2005,NUTS,2010,PL2,1,0.0007
2006,NUTS,2010,PL2,1,0.0014
2007,NUTS,2010,PL2,1,0.0012
2008,NUTS,2010,PL2,1,0.0014
2009,NUTS,2010,PL2,1,0.0005
2010,NUTS,2010,PL2,1,0.0003
2011,NUTS,2010,PL2,1,0.0008
2012,NUTS,2010,PL2,1,0.0006
2013,NUTS,2010,PL2,1,0.0021
2014,NUTS,2010,PL2,1,0.0022
2015,NUTS,2010,PL2,1,0.0009
2016,NUTS,2010,PL2,1,0.0074
2017,NUTS,2010,PL2,1,0.0161
2018,NUTS,2010,PL2,1,0.0157
2019,NUTS,2010,PL2,1,0.0108
2000,NUTS,2010,PL21,2,0.0
2003,NUTS,2010,PL21,2,0.0001
2004,NUTS,2010,PL21,2,0.0
2005,NUTS,2010,PL21,2,0.0
2008,NUTS,2010,PL21,2,0.0008
2009,NUTS,2010,PL21,2,0.0011
2011,NUTS,2010,PL21,2,0.0015
2015,NUTS,2010,PL21,2,0.0021
2017,NUTS,2010,PL21,2,0.0209
2018,NUTS,2010,PL21,2,0.0198
2019,NUTS,2010,PL21,2,0.0189
2000,NUTS,2010,PL22,2,0.0
2003,NUTS,2010,PL22,2,0.0001
2004,NUTS,2010,PL22,2,0.0
2005,NUTS,2010,PL22,2,0.0011
2008,NUTS,2010,PL22,2,0.0018
2009,NUTS,2010,PL22,2,0.0
2011,NUTS,2010,PL22,2,0.0002
2015,NUTS,2010,PL22,2,0.0
2017,NUTS,2010,PL22,2,0.0125
2018,NUTS,2010,PL22,2,0.0127
2019,NUTS,2010,PL22,2,0.0047
2000,NUTS,2010,PL3,1,0.0
2004,NUTS,2010,PL3,1,0.0
2005,NUTS,2010,PL3,1,0.0001
2006,NUTS,2010,PL3,1,0.0001
2009,NUTS,2010,PL3,1,0.0001
2011,NUTS,2010,PL3,1,0.0002
2012,NUTS,2010,PL3,1,0.0004
2013,NUTS,2010,PL3,1,0.0005
2005,NUTS,2010,PL31,2,0.0
2006,NUTS,2010,PL31,2,0.0
2007,NUTS,2010,PL31,2,0.0
2009,NUTS,2010,PL31,2,0.0
2011,NUTS,2010,PL31,2,0.0
2004,NUTS,2010,PL32,2,0.0
2005,NUTS,2010,PL32,2,0.0002
2005,NUTS,2010,PL33,2,0.0
2007,NUTS,2010,PL33,2,0.0
2010,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2005,NUTS,2010,PL34,2,0.0
2006,NUTS,2010,PL34,2,0.0
2007,NUTS,2010,PL34,2,0.0
2000,NUTS,2010,PL4,1,0.0001
2003,NUTS,2010,PL4,1,0.0001
2004,NUTS,2010,PL4,1,0.0002
2005,NUTS,2010,PL4,1,0.0005
2006,NUTS,2010,PL4,1,0.001
2007,NUTS,2010,PL4,1,0.0005
2009,NUTS,2010,PL4,1,0.0001
2010,NUTS,2010,PL4,1,0.0008
2011,NUTS,2010,PL4,1,0.0008
2012,NUTS,2010,PL4,1,0.0027
2013,NUTS,2010,PL4,1,0.0004
2014,NUTS,2010,PL4,1,0.0022
2015,NUTS,2010,PL4,1,0.0022
2016,NUTS,2010,PL4,1,0.0031
2017,NUTS,2010,PL4,1,0.0069
2018,NUTS,2010,PL4,1,0.0029
2000,NUTS,2010,PL41,2,0.0001
2005,NUTS,2010,PL41,2,0.0009
2006,NUTS,2010,PL41,2,0.0018
2007,NUTS,2010,PL41,2,0.0009
2009,NUTS,2010,PL41,2,0.0
2010,NUTS,2010,PL41,2,0.0009
2016,NUTS,2010,PL41,2,0.0045
2017,NUTS,2010,PL41,2,0.0094
2018,NUTS,2010,PL41,2,0.0044
2019,NUTS,2010,PL41,2,0.0047
2005,NUTS,2010,PL42,2,0.0
2006,NUTS,2010,PL42,2,0.0
2007,NUTS,2010,PL42,2,0.0
2010,NUTS,2010,PL42,2,0.001
2016,NUTS,2010,PL42,2,0.0022
2018,NUTS,2010,PL42,2,0.0012
2003,NUTS,2010,PL43,2,0.0005
2004,NUTS,2010,PL43,2,0.0013
2005,NUTS,2010,PL43,2,0.0
2006,NUTS,2010,PL43,2,0.0
2007,NUTS,2010,PL43,2,0.0
2010,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2018,NUTS,2010,PL43,2,0.0
2019,NUTS,2010,PL43,2,0.0
2005,NUTS,2010,PL5,1,0.0
2006,NUTS,2010,PL5,1,0.0
2007,NUTS,2010,PL5,1,0.0
2011,NUTS,2010,PL5,1,0.001
2014,NUTS,2010,PL5,1,0.0004
2016,NUTS,2010,PL5,1,0.0038
2017,NUTS,2010,PL5,1,0.0044
2018,NUTS,2010,PL5,1,0.01
2019,NUTS,2010,PL5,1,0.0107
2005,NUTS,2010,PL51,2,0.0
2006,NUTS,2010,PL51,2,0.0
2007,NUTS,2010,PL51,2,0.0
2009,NUTS,2010,PL51,2,0.0
2011,NUTS,2010,PL51,2,0.0013
2015,NUTS,2010,PL51,2,0.0011
2005,NUTS,2010,PL52,2,0.0
2006,NUTS,2010,PL52,2,0.0
2007,NUTS,2010,PL52,2,0.0
2010,NUTS,2010,PL52,2,0.0
2000,NUTS,2010,PL6,1,0.0029
2004,NUTS,2010,PL6,1,0.0017
2005,NUTS,2010,PL6,1,0.0017
2006,NUTS,2010,PL6,1,0.0021
2011,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2016,NUTS,2010,PL6,1,0.0018
2017,NUTS,2010,PL6,1,0.0129
2018,NUTS,2010,PL6,1,0.0092
2005,NUTS,2010,PL61,2,0.0
2006,NUTS,2010,PL61,2,0.0
2007,NUTS,2010,PL61,2,0.0
2010,NUTS,2010,PL61,2,0.0
2011,NUTS,2010,PL61,2,0.0
2012,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2014,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2019,NUTS,2010,PL61,2,0.0121
2005,NUTS,2010,PL62,2,0.0
2006,NUTS,2010,PL62,2,0.0
2007,NUTS,2010,PL62,2,0.0
2015,NUTS,2010,PL62,2,0.0
2000,NUTS,2010,PL63,2,0.0089
2004,NUTS,2010,PL63,2,0.0049
2005,NUTS,2010,PL63,2,0.0048
2011,NUTS,2010,PL63,2,0.0
2015,NUTS,2010,PL63,2,0.0
2017,NUTS,2010,PL63,2,0.0118
2018,NUTS,2010,PL63,2,0.0085
2019,NUTS,2010,PL63,2,0.0081
2016,NUTS,2010,PL7,1,0.004
2017,NUTS,2010,PL7,1,0.0048
2018,NUTS,2010,PL7,1,0.0218
2016,NUTS,2010,PL71,2,0.0058
2019,NUTS,2010,PL71,2,0.0165
2016,NUTS,2010,PL8,1,0.0025
2017,NUTS,2010,PL8,1,0.0025
2018,NUTS,2010,PL8,1,0.0107
2019,NUTS,2010,PL8,1,0.0044
2018,NUTS,2010,PL81,2,0.0199
2019,NUTS,2010,PL81,2,0.0035
2019,NUTS,2010,PL82,2,0.0044
2017,NUTS,2010,PL84,2,0.0071
2019,NUTS,2010,PL84,2,0.0059
2016,NUTS,2010,PL9,1,0.0177
2017,NUTS,2010,PL9,1,0.0447
2018,NUTS,2010,PL9,1,0.0439
2019,NUTS,2010,PL9,1,0.0313
2018,NUTS,2010,PL91,2,0.0733
2019,NUTS,2010,PL91,2,0.0506
2018,NUTS,2010,PL92,2,0.0
2019,NUTS,2010,PL92,2,0.0
2003,NUTS,2010,PT,0,0.0999
2004,NUTS,2010,PT,0,0.0982
2005,NUTS,2010,PT,0,0.0958
2006,NUTS,2010,PT,0,0.1074
2007,NUTS,2010,PT,0,0.1188
2008,NUTS,2010,PT,0,0.1276
2009,NUTS,2010,PT,0,0.1354
2010,NUTS,2010,PT,0,0.147
2011,NUTS,2010,PT,0,0.1529
2012,NUTS,2010,PT,0,0.1384
2013,NUTS,2010,PT,0,0.017
2014,NUTS,2010,PT,0,0.0176
2015,NUTS,2010,PT,0,0.0166
2016,NUTS,2010,PT,0,0.0188
2017,NUTS,2010,PT,0,0.0188
2018,NUTS,2010,PT,0,0.022
2019,NUTS,2010,PT,0,0.0231
2020,NUTS,2010,PT,0,0.0318
2003,NUTS,2010,PT1,1,0.0969
2004,NUTS,2010,PT1,1,0.0954
2005,NUTS,2010,PT1,1,0.0912
2006,NUTS,2010,PT1,1,0.103
2007,NUTS,2010,PT1,1,0.1142
2008,NUTS,2010,PT1,1,0.1232
2009,NUTS,2010,PT1,1,0.1249
2010,NUTS,2010,PT1,1,0.1363
2011,NUTS,2010,PT1,1,0.1464
2012,NUTS,2010,PT1,1,0.1324
2013,NUTS,2010,PT1,1,0.0166
2014,NUTS,2010,PT1,1,0.017
2015,NUTS,2010,PT1,1,0.0164
2016,NUTS,2010,PT1,1,0.0187
2017,NUTS,2010,PT1,1,0.0187
2018,NUTS,2010,PT1,1,0.0219
2019,NUTS,2010,PT1,1,0.0231
2020,NUTS,2010,PT1,1,0.0313
2003,NUTS,2010,PT11,2,0.0944
2004,NUTS,2010,PT11,2,0.0919
