year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_ths_hrstc
2018,NUTS,2010,EL43,2,40.9
2019,NUTS,2010,EL43,2,41.9
2020,NUTS,2010,EL43,2,44.4
2011,NUTS,2010,EL5,1,207.2
2012,NUTS,2010,EL5,1,198.5
2013,NUTS,2010,EL5,1,189.8
2014,NUTS,2010,EL5,1,191.8
2015,NUTS,2010,EL5,1,198.0
2016,NUTS,2010,EL5,1,207.8
2017,NUTS,2010,EL5,1,210.0
2018,NUTS,2010,EL5,1,219.4
2019,NUTS,2010,EL5,1,219.3
2020,NUTS,2010,EL5,1,229.3
2011,NUTS,2010,EL51,2,33.3
2012,NUTS,2010,EL51,2,29.3
2013,NUTS,2010,EL51,2,28.3
2014,NUTS,2010,EL51,2,27.8
2015,NUTS,2010,EL51,2,29.2
2016,NUTS,2010,EL51,2,32.0
2017,NUTS,2010,EL51,2,31.3
2018,NUTS,2010,EL51,2,33.3
2019,NUTS,2010,EL51,2,33.6
2020,NUTS,2010,EL51,2,30.4
2011,NUTS,2010,EL52,2,139.7
2012,NUTS,2010,EL52,2,135.9
2013,NUTS,2010,EL52,2,124.8
2014,NUTS,2010,EL52,2,127.5
2015,NUTS,2010,EL52,2,134.0
2016,NUTS,2010,EL52,2,141.7
2017,NUTS,2010,EL52,2,142.4
2018,NUTS,2010,EL52,2,143.8
2019,NUTS,2010,EL52,2,142.7
2020,NUTS,2010,EL52,2,156.2
2011,NUTS,2010,EL53,2,13.5
2012,NUTS,2010,EL53,2,12.9
2013,NUTS,2010,EL53,2,14.4
2014,NUTS,2010,EL53,2,15.4
2015,NUTS,2010,EL53,2,14.3
2016,NUTS,2010,EL53,2,11.6
2017,NUTS,2010,EL53,2,14.2
2018,NUTS,2010,EL53,2,15.2
2019,NUTS,2010,EL53,2,15.4
2020,NUTS,2010,EL53,2,16.8
2011,NUTS,2010,EL54,2,20.7
2012,NUTS,2010,EL54,2,20.4
2013,NUTS,2010,EL54,2,22.3
2014,NUTS,2010,EL54,2,21.1
2015,NUTS,2010,EL54,2,20.4
2016,NUTS,2010,EL54,2,22.5
2017,NUTS,2010,EL54,2,22.1
2018,NUTS,2010,EL54,2,27.2
2019,NUTS,2010,EL54,2,27.6
2020,NUTS,2010,EL54,2,25.9
2011,NUTS,2010,EL6,1,155.9
2012,NUTS,2010,EL6,1,136.8
2013,NUTS,2010,EL6,1,138.3
2014,NUTS,2010,EL6,1,132.4
2015,NUTS,2010,EL6,1,141.8
2016,NUTS,2010,EL6,1,139.5
2017,NUTS,2010,EL6,1,156.1
2018,NUTS,2010,EL6,1,166.9
2019,NUTS,2010,EL6,1,169.2
2020,NUTS,2010,EL6,1,170.9
2011,NUTS,2010,EL61,2,47.4
2012,NUTS,2010,EL61,2,43.9
2013,NUTS,2010,EL61,2,41.6
2014,NUTS,2010,EL61,2,38.8
2015,NUTS,2010,EL61,2,40.4
2016,NUTS,2010,EL61,2,39.0
2017,NUTS,2010,EL61,2,50.0
2018,NUTS,2010,EL61,2,57.4
2019,NUTS,2010,EL61,2,58.3
2020,NUTS,2010,EL61,2,51.9
2011,NUTS,2010,EL62,2,10.8
2012,NUTS,2010,EL62,2,8.7
2013,NUTS,2010,EL62,2,11.5
2014,NUTS,2010,EL62,2,11.9
2015,NUTS,2010,EL62,2,12.2
2016,NUTS,2010,EL62,2,11.1
2017,NUTS,2010,EL62,2,9.0
2018,NUTS,2010,EL62,2,11.4
2019,NUTS,2010,EL62,2,12.7
2020,NUTS,2010,EL62,2,11.6
2011,NUTS,2010,EL63,2,43.1
2012,NUTS,2010,EL63,2,35.3
2013,NUTS,2010,EL63,2,34.0
2014,NUTS,2010,EL63,2,34.7
2015,NUTS,2010,EL63,2,38.1
2016,NUTS,2010,EL63,2,35.1
2017,NUTS,2010,EL63,2,38.1
2018,NUTS,2010,EL63,2,35.6
2019,NUTS,2010,EL63,2,33.0
2020,NUTS,2010,EL63,2,39.5
2011,NUTS,2010,EL64,2,27.5
2012,NUTS,2010,EL64,2,24.0
2013,NUTS,2010,EL64,2,23.2
2014,NUTS,2010,EL64,2,21.3
2015,NUTS,2010,EL64,2,22.8
2016,NUTS,2010,EL64,2,24.2
2017,NUTS,2010,EL64,2,27.9
2018,NUTS,2010,EL64,2,29.4
2019,NUTS,2010,EL64,2,30.8
2020,NUTS,2010,EL64,2,31.7
2011,NUTS,2010,EL65,2,26.9
2012,NUTS,2010,EL65,2,24.9
2013,NUTS,2010,EL65,2,28.0
2014,NUTS,2010,EL65,2,25.7
2015,NUTS,2010,EL65,2,28.4
2016,NUTS,2010,EL65,2,30.2
2017,NUTS,2010,EL65,2,31.2
2018,NUTS,2010,EL65,2,33.1
2019,NUTS,2010,EL65,2,34.4
2020,NUTS,2010,EL65,2,36.2
2011,NUTS,2010,ES,0,4046.4
2012,NUTS,2010,ES,0,4024.5
2013,NUTS,2010,ES,0,4059.8
2014,NUTS,2010,ES,0,4117.4
2015,NUTS,2010,ES,0,4210.1
2016,NUTS,2010,ES,0,4407.8
2017,NUTS,2010,ES,0,4527.9
2018,NUTS,2010,ES,0,4679.9
2019,NUTS,2010,ES,0,4950.4
2020,NUTS,2010,ES,0,5070.2
2011,NUTS,2010,ES1,1,370.5
2012,NUTS,2010,ES1,1,364.3
2013,NUTS,2010,ES1,1,362.6
2014,NUTS,2010,ES1,1,374.5
2015,NUTS,2010,ES1,1,373.8
2016,NUTS,2010,ES1,1,390.2
2017,NUTS,2010,ES1,1,403.5
2018,NUTS,2010,ES1,1,420.6
2019,NUTS,2010,ES1,1,431.6
2020,NUTS,2010,ES1,1,436.9
2011,NUTS,2010,ES11,2,224.8
2012,NUTS,2010,ES11,2,218.9
2013,NUTS,2010,ES11,2,215.6
2014,NUTS,2010,ES11,2,224.0
2015,NUTS,2010,ES11,2,232.5
2016,NUTS,2010,ES11,2,242.5
2017,NUTS,2010,ES11,2,244.6
2018,NUTS,2010,ES11,2,255.3
2019,NUTS,2010,ES11,2,263.9
2020,NUTS,2010,ES11,2,269.8
2011,NUTS,2010,ES12,2,95.2
2012,NUTS,2010,ES12,2,94.5
2013,NUTS,2010,ES12,2,95.9
2014,NUTS,2010,ES12,2,97.7
2015,NUTS,2010,ES12,2,92.0
2016,NUTS,2010,ES12,2,92.2
2017,NUTS,2010,ES12,2,100.7
2018,NUTS,2010,ES12,2,110.8
2019,NUTS,2010,ES12,2,111.3
2020,NUTS,2010,ES12,2,110.4
2011,NUTS,2010,ES13,2,50.6
2012,NUTS,2010,ES13,2,51.0
2013,NUTS,2010,ES13,2,51.1
2014,NUTS,2010,ES13,2,52.8
2015,NUTS,2010,ES13,2,49.2
2016,NUTS,2010,ES13,2,55.5
2017,NUTS,2010,ES13,2,58.2
2018,NUTS,2010,ES13,2,54.5
2019,NUTS,2010,ES13,2,56.4
2020,NUTS,2010,ES13,2,56.8
2011,NUTS,2010,ES2,1,483.5
2012,NUTS,2010,ES2,1,471.8
2013,NUTS,2010,ES2,1,462.7
2014,NUTS,2010,ES2,1,473.3
2015,NUTS,2010,ES2,1,473.5
2016,NUTS,2010,ES2,1,487.9
2017,NUTS,2010,ES2,1,499.4
2018,NUTS,2010,ES2,1,507.7
2019,NUTS,2010,ES2,1,530.4
2020,NUTS,2010,ES2,1,544.8
2011,NUTS,2010,ES21,2,264.1
2012,NUTS,2010,ES21,2,261.8
2013,NUTS,2010,ES21,2,258.2
2014,NUTS,2010,ES21,2,262.6
2015,NUTS,2010,ES21,2,260.3
2016,NUTS,2010,ES21,2,267.0
2017,NUTS,2010,ES21,2,273.4
2018,NUTS,2010,ES21,2,273.1
2019,NUTS,2010,ES21,2,281.1
2020,NUTS,2010,ES21,2,296.6
2011,NUTS,2010,ES22,2,66.6
2012,NUTS,2010,ES22,2,62.2
2013,NUTS,2010,ES22,2,64.0
2014,NUTS,2010,ES22,2,63.2
2015,NUTS,2010,ES22,2,67.8
2016,NUTS,2010,ES22,2,71.3
2017,NUTS,2010,ES22,2,73.7
2018,NUTS,2010,ES22,2,76.2
2019,NUTS,2010,ES22,2,80.5
2020,NUTS,2010,ES22,2,83.0
2011,NUTS,2010,ES23,2,28.3
2012,NUTS,2010,ES23,2,26.2
2013,NUTS,2010,ES23,2,26.0
2014,NUTS,2010,ES23,2,28.2
2015,NUTS,2010,ES23,2,29.4
2016,NUTS,2010,ES23,2,29.5
2017,NUTS,2010,ES23,2,29.5
2018,NUTS,2010,ES23,2,29.5
2019,NUTS,2010,ES23,2,29.7
2020,NUTS,2010,ES23,2,29.7
2011,NUTS,2010,ES24,2,124.4
2012,NUTS,2010,ES24,2,121.6
2013,NUTS,2010,ES24,2,114.4
2014,NUTS,2010,ES24,2,119.4
2015,NUTS,2010,ES24,2,116.0
2016,NUTS,2010,ES24,2,120.0
2017,NUTS,2010,ES24,2,122.8
2018,NUTS,2010,ES24,2,128.8
2019,NUTS,2010,ES24,2,139.1
2020,NUTS,2010,ES24,2,135.4
2011,NUTS,2010,ES3,1,905.3
2012,NUTS,2010,ES3,1,945.0
2013,NUTS,2010,ES3,1,949.0
2014,NUTS,2010,ES3,1,937.7
2015,NUTS,2010,ES3,1,957.4
2016,NUTS,2010,ES3,1,981.4
2017,NUTS,2010,ES3,1,1001.3
2018,NUTS,2010,ES3,1,1006.4
2019,NUTS,2010,ES3,1,1063.1
2020,NUTS,2010,ES3,1,1095.5
2011,NUTS,2010,ES30,2,905.3
2012,NUTS,2010,ES30,2,945.0
2013,NUTS,2010,ES30,2,949.0
2014,NUTS,2010,ES30,2,937.7
2015,NUTS,2010,ES30,2,957.4
2016,NUTS,2010,ES30,2,981.4
2017,NUTS,2010,ES30,2,1001.3
2018,NUTS,2010,ES30,2,1006.4
2019,NUTS,2010,ES30,2,1063.1
2020,NUTS,2010,ES30,2,1095.5
2011,NUTS,2010,ES4,1,430.0
2012,NUTS,2010,ES4,1,398.9
2013,NUTS,2010,ES4,1,388.0
2014,NUTS,2010,ES4,1,402.5
2015,NUTS,2010,ES4,1,407.5
2016,NUTS,2010,ES4,1,412.2
2017,NUTS,2010,ES4,1,422.3
2018,NUTS,2010,ES4,1,430.6
2019,NUTS,2010,ES4,1,452.7
2020,NUTS,2010,ES4,1,457.5
2011,NUTS,2010,ES41,2,208.1
2012,NUTS,2010,ES41,2,200.5
2013,NUTS,2010,ES41,2,193.6
2014,NUTS,2010,ES41,2,196.8
2015,NUTS,2010,ES41,2,199.7
2016,NUTS,2010,ES41,2,197.5
2017,NUTS,2010,ES41,2,202.6
2018,NUTS,2010,ES41,2,209.4
2019,NUTS,2010,ES41,2,221.6
2020,NUTS,2010,ES41,2,220.0
2011,NUTS,2010,ES42,2,147.7
2012,NUTS,2010,ES42,2,133.7
2013,NUTS,2010,ES42,2,132.5
2014,NUTS,2010,ES42,2,137.8
2015,NUTS,2010,ES42,2,137.6
2016,NUTS,2010,ES42,2,146.3
2017,NUTS,2010,ES42,2,150.1
2018,NUTS,2010,ES42,2,152.2
2019,NUTS,2010,ES42,2,158.1
2020,NUTS,2010,ES42,2,166.8
2011,NUTS,2010,ES43,2,74.2
2012,NUTS,2010,ES43,2,64.8
2013,NUTS,2010,ES43,2,61.9
2014,NUTS,2010,ES43,2,67.9
2015,NUTS,2010,ES43,2,70.1
2016,NUTS,2010,ES43,2,68.4
2017,NUTS,2010,ES43,2,69.5
2018,NUTS,2010,ES43,2,69.0
2019,NUTS,2010,ES43,2,73.0
2020,NUTS,2010,ES43,2,70.6
2011,NUTS,2010,ES5,1,1082.8
2012,NUTS,2010,ES5,1,1084.6
2013,NUTS,2010,ES5,1,1136.8
2014,NUTS,2010,ES5,1,1155.3
2015,NUTS,2010,ES5,1,1200.6
2016,NUTS,2010,ES5,1,1287.8
2017,NUTS,2010,ES5,1,1324.7
2018,NUTS,2010,ES5,1,1402.1
2019,NUTS,2010,ES5,1,1493.8
2020,NUTS,2010,ES5,1,1508.4
2011,NUTS,2010,ES51,2,658.0
2012,NUTS,2010,ES51,2,665.4
2013,NUTS,2010,ES51,2,692.2
2014,NUTS,2010,ES51,2,712.2
2015,NUTS,2010,ES51,2,730.7
2016,NUTS,2010,ES51,2,788.3
2017,NUTS,2010,ES51,2,814.7
2018,NUTS,2010,ES51,2,875.3
2019,NUTS,2010,ES51,2,943.5
2020,NUTS,2010,ES51,2,931.3
2011,NUTS,2010,ES52,2,356.8
2012,NUTS,2010,ES52,2,349.2
2013,NUTS,2010,ES52,2,361.0
2014,NUTS,2010,ES52,2,362.4
2015,NUTS,2010,ES52,2,388.4
2016,NUTS,2010,ES52,2,409.2
2017,NUTS,2010,ES52,2,413.3
2018,NUTS,2010,ES52,2,439.1
2019,NUTS,2010,ES52,2,447.7
2020,NUTS,2010,ES52,2,454.7
2011,NUTS,2010,ES53,2,68.0
2012,NUTS,2010,ES53,2,70.0
2013,NUTS,2010,ES53,2,83.6
2014,NUTS,2010,ES53,2,80.7
2015,NUTS,2010,ES53,2,81.6
2016,NUTS,2010,ES53,2,90.3
2017,NUTS,2010,ES53,2,96.7
2018,NUTS,2010,ES53,2,87.7
2019,NUTS,2010,ES53,2,102.6
2020,NUTS,2010,ES53,2,122.4
2011,NUTS,2010,ES6,1,649.6
2012,NUTS,2010,ES6,1,642.7
2013,NUTS,2010,ES6,1,641.0
2014,NUTS,2010,ES6,1,650.4
2015,NUTS,2010,ES6,1,672.5
2016,NUTS,2010,ES6,1,704.8
2017,NUTS,2010,ES6,1,733.2
2018,NUTS,2010,ES6,1,764.4
2019,NUTS,2010,ES6,1,810.6
2020,NUTS,2010,ES6,1,841.0
2011,NUTS,2010,ES61,2,535.0
2012,NUTS,2010,ES61,2,530.1
2013,NUTS,2010,ES61,2,530.1
2014,NUTS,2010,ES61,2,542.1
2015,NUTS,2010,ES61,2,559.2
2016,NUTS,2010,ES61,2,585.5
2017,NUTS,2010,ES61,2,605.5
2018,NUTS,2010,ES61,2,627.4
2019,NUTS,2010,ES61,2,668.9
2020,NUTS,2010,ES61,2,693.6
2011,NUTS,2010,ES62,2,103.2
2012,NUTS,2010,ES62,2,102.8
2013,NUTS,2010,ES62,2,101.0
2014,NUTS,2010,ES62,2,98.6
2015,NUTS,2010,ES62,2,102.5
2016,NUTS,2010,ES62,2,106.9
2017,NUTS,2010,ES62,2,114.9
2018,NUTS,2010,ES62,2,124.6
2019,NUTS,2010,ES62,2,129.2
2020,NUTS,2010,ES62,2,132.2
2011,NUTS,2010,ES63,2,5.4
2012,NUTS,2010,ES63,2,5.6
2013,NUTS,2010,ES63,2,4.5
2014,NUTS,2010,ES63,2,4.2
2015,NUTS,2010,ES63,2,6.1
2016,NUTS,2010,ES63,2,6.6
2017,NUTS,2010,ES63,2,6.5
2018,NUTS,2010,ES63,2,6.1
2019,NUTS,2010,ES63,2,5.9
2020,NUTS,2010,ES63,2,5.8
2011,NUTS,2010,ES64,2,6.0
2012,NUTS,2010,ES64,2,4.1
2013,NUTS,2010,ES64,2,5.4
2014,NUTS,2010,ES64,2,5.5
2015,NUTS,2010,ES64,2,4.7
2016,NUTS,2010,ES64,2,5.7
2017,NUTS,2010,ES64,2,6.3
2018,NUTS,2010,ES64,2,6.3
2019,NUTS,2010,ES64,2,6.6
2020,NUTS,2010,ES64,2,9.4
2011,NUTS,2010,ES7,1,124.7
2012,NUTS,2010,ES7,1,117.2
2013,NUTS,2010,ES7,1,119.7
2014,NUTS,2010,ES7,1,123.5
2015,NUTS,2010,ES7,1,124.8
2016,NUTS,2010,ES7,1,143.5
2017,NUTS,2010,ES7,1,143.5
2018,NUTS,2010,ES7,1,148.1
2019,NUTS,2010,ES7,1,168.2
2020,NUTS,2010,ES7,1,186.1
2011,NUTS,2010,ES70,2,124.7
2012,NUTS,2010,ES70,2,117.2
2013,NUTS,2010,ES70,2,119.7
2014,NUTS,2010,ES70,2,123.5
2015,NUTS,2010,ES70,2,124.8
2016,NUTS,2010,ES70,2,143.5
2017,NUTS,2010,ES70,2,143.5
2018,NUTS,2010,ES70,2,148.1
2019,NUTS,2010,ES70,2,168.2
2020,NUTS,2010,ES70,2,186.1
2011,NUTS,2010,EU15,2,36634.7
2012,NUTS,2010,EU15,2,37458.1
2013,NUTS,2010,EU15,2,38425.3
2014,NUTS,2010,EU15,2,38987.9
2015,NUTS,2010,EU15,2,40136.6
2016,NUTS,2010,EU15,2,41582.8
2017,NUTS,2010,EU15,2,42614.7
2018,NUTS,2010,EU15,2,43957.5
2019,NUTS,2010,EU15,2,45665.0
2011,NUTS,2010,EU27_2020,7,37342.1
2012,NUTS,2010,EU27_2020,7,38118.8
2013,NUTS,2010,EU27_2020,7,39089.9
2014,NUTS,2010,EU27_2020,7,39803.9
2015,NUTS,2010,EU27_2020,7,41148.1
2016,NUTS,2010,EU27_2020,7,42498.2
2017,NUTS,2010,EU27_2020,7,43791.7
2018,NUTS,2010,EU27_2020,7,45235.9
2019,NUTS,2010,EU27_2020,7,46892.4
2020,NUTS,2010,EU27_2020,7,47857.6
2011,NUTS,2010,EU28,2,44260.2
2012,NUTS,2010,EU28,2,45364.6
2013,NUTS,2010,EU28,2,46575.7
2014,NUTS,2010,EU28,2,47560.1
2015,NUTS,2010,EU28,2,49057.6
2016,NUTS,2010,EU28,2,50662.2
2017,NUTS,2010,EU28,2,52036.4
2018,NUTS,2010,EU28,2,53657.4
2019,NUTS,2010,EU28,2,55687.7
2011,NUTS,2010,FI,0,683.1
2012,NUTS,2010,FI,0,717.6
2013,NUTS,2010,FI,0,751.5
2014,NUTS,2010,FI,0,771.2
2015,NUTS,2010,FI,0,775.6
2016,NUTS,2010,FI,0,779.0
2017,NUTS,2010,FI,0,810.7
2018,NUTS,2010,FI,0,842.7
2019,NUTS,2010,FI,0,879.2
2020,NUTS,2010,FI,0,935.9
2011,NUTS,2010,FI1,1,680.6
2012,NUTS,2010,FI1,1,714.2
2013,NUTS,2010,FI1,1,748.0
2014,NUTS,2010,FI1,1,767.9
2015,NUTS,2010,FI1,1,772.2
2016,NUTS,2010,FI1,1,775.7
2017,NUTS,2010,FI1,1,807.5
2018,NUTS,2010,FI1,1,839.1
2019,NUTS,2010,FI1,1,875.4
2020,NUTS,2010,FI1,1,931.3
2011,NUTS,2010,FI19,2,150.1
2012,NUTS,2010,FI19,2,155.7
2013,NUTS,2010,FI19,2,168.0
2014,NUTS,2010,FI19,2,173.6
2015,NUTS,2010,FI19,2,173.8
2016,NUTS,2010,FI19,2,173.8
2017,NUTS,2010,FI19,2,181.1
2018,NUTS,2010,FI19,2,187.5
2019,NUTS,2010,FI19,2,199.0
2020,NUTS,2010,FI19,2,212.0
2011,NUTS,2010,FI1B,2,265.6
2012,NUTS,2010,FI1B,2,280.4
2013,NUTS,2010,FI1B,2,299.6
2014,NUTS,2010,FI1B,2,308.9
2015,NUTS,2010,FI1B,2,313.2
2016,NUTS,2010,FI1B,2,317.1
2017,NUTS,2010,FI1B,2,321.9
2018,NUTS,2010,FI1B,2,336.1
2019,NUTS,2010,FI1B,2,352.5
2020,NUTS,2010,FI1B,2,375.3
2011,NUTS,2010,FI1C,2,126.9
2012,NUTS,2010,FI1C,2,135.5
2013,NUTS,2010,FI1C,2,136.7
2014,NUTS,2010,FI1C,2,140.6
2015,NUTS,2010,FI1C,2,139.7
2016,NUTS,2010,FI1C,2,138.8
2017,NUTS,2010,FI1C,2,144.7
2018,NUTS,2010,FI1C,2,152.5
2019,NUTS,2010,FI1C,2,157.5
2020,NUTS,2010,FI1C,2,166.9
2011,NUTS,2010,FI1D,2,138.0
2012,NUTS,2010,FI1D,2,142.6
2013,NUTS,2010,FI1D,2,143.6
2014,NUTS,2010,FI1D,2,144.8
2015,NUTS,2010,FI1D,2,145.4
2016,NUTS,2010,FI1D,2,146.0
2017,NUTS,2010,FI1D,2,159.9
2018,NUTS,2010,FI1D,2,162.9
2019,NUTS,2010,FI1D,2,166.4
2020,NUTS,2010,FI1D,2,177.0
2011,NUTS,2010,FI2,1,2.5
2012,NUTS,2010,FI2,1,3.4
2013,NUTS,2010,FI2,1,3.5
2014,NUTS,2010,FI2,1,3.2
2015,NUTS,2010,FI2,1,3.4
2016,NUTS,2010,FI2,1,3.3
2017,NUTS,2010,FI2,1,3.2
2018,NUTS,2010,FI2,1,3.6
2019,NUTS,2010,FI2,1,3.8
2020,NUTS,2010,FI2,1,4.6
2011,NUTS,2010,FI20,2,2.5
2012,NUTS,2010,FI20,2,3.4
2013,NUTS,2010,FI20,2,3.5
2014,NUTS,2010,FI20,2,3.2
2015,NUTS,2010,FI20,2,3.4
2016,NUTS,2010,FI20,2,3.3
2017,NUTS,2010,FI20,2,3.2
2018,NUTS,2010,FI20,2,3.6
2019,NUTS,2010,FI20,2,3.8
2020,NUTS,2010,FI20,2,4.6
2011,NUTS,2010,FR,0,5796.4
2012,NUTS,2010,FR,0,6065.3
2013,NUTS,2010,FR,0,6274.2
2014,NUTS,2010,FR,0,6370.6
2015,NUTS,2010,FR,0,6573.4
2016,NUTS,2010,FR,0,6794.0
2017,NUTS,2010,FR,0,6923.8
2018,NUTS,2010,FR,0,7190.2
2019,NUTS,2010,FR,0,7442.7
2020,NUTS,2010,FR,0,7739.0
2011,NUTS,2010,FR1,1,1421.8
2012,NUTS,2010,FR1,1,1456.9
2013,NUTS,2010,FR1,1,1532.1
2014,NUTS,2010,FR1,1,1591.4
2015,NUTS,2010,FR1,1,1674.9
2016,NUTS,2010,FR1,1,1797.5
2017,NUTS,2010,FR1,1,1832.4
2018,NUTS,2010,FR1,1,1878.5
2019,NUTS,2010,FR1,1,1992.5
2020,NUTS,2010,FR1,1,2056.0
2011,NUTS,2010,FR10,2,1421.8
2012,NUTS,2010,FR10,2,1456.9
2013,NUTS,2010,FR10,2,1532.1
2014,NUTS,2010,FR10,2,1591.4
2015,NUTS,2010,FR10,2,1674.9
2016,NUTS,2010,FR10,2,1797.5
2017,NUTS,2010,FR10,2,1832.4
2018,NUTS,2010,FR10,2,1878.5
2019,NUTS,2010,FR10,2,1992.5
2020,NUTS,2010,FR10,2,2056.0
2011,NUTS,2010,FRB,1,201.4
2012,NUTS,2010,FRB,1,199.9
2013,NUTS,2010,FRB,1,205.7
2014,NUTS,2010,FRB,1,201.5
2015,NUTS,2010,FRB,1,203.6
2016,NUTS,2010,FRB,1,206.7
2017,NUTS,2010,FRB,1,212.5
2018,NUTS,2010,FRB,1,226.3
2019,NUTS,2010,FRB,1,223.0
2020,NUTS,2010,FRB,1,225.0
2011,NUTS,2010,FRB0,2,201.4
2012,NUTS,2010,FRB0,2,199.9
2013,NUTS,2010,FRB0,2,205.7
2014,NUTS,2010,FRB0,2,201.5
2015,NUTS,2010,FRB0,2,203.6
2016,NUTS,2010,FRB0,2,206.7
2017,NUTS,2010,FRB0,2,212.5
2018,NUTS,2010,FRB0,2,226.3
2019,NUTS,2010,FRB0,2,223.0
2020,NUTS,2010,FRB0,2,225.0
2011,NUTS,2010,FRC,1,197.1
2012,NUTS,2010,FRC,1,213.0
2013,NUTS,2010,FRC,1,225.5
2014,NUTS,2010,FRC,1,232.2
2015,NUTS,2010,FRC,1,221.4
2016,NUTS,2010,FRC,1,234.3
2017,NUTS,2010,FRC,1,251.9
2018,NUTS,2010,FRC,1,245.8
2019,NUTS,2010,FRC,1,250.0
2020,NUTS,2010,FRC,1,291.8
2011,NUTS,2010,FRC1,2,110.5
2012,NUTS,2010,FRC1,2,119.2
2013,NUTS,2010,FRC1,2,129.8
2014,NUTS,2010,FRC1,2,139.3
2015,NUTS,2010,FRC1,2,133.5
2016,NUTS,2010,FRC1,2,125.9
2017,NUTS,2010,FRC1,2,136.9
2018,NUTS,2010,FRC1,2,138.4
2019,NUTS,2010,FRC1,2,149.6
2020,NUTS,2010,FRC1,2,168.9
2011,NUTS,2010,FRC2,2,86.7
2012,NUTS,2010,FRC2,2,93.8
2013,NUTS,2010,FRC2,2,95.7
2014,NUTS,2010,FRC2,2,92.9
2015,NUTS,2010,FRC2,2,87.9
2016,NUTS,2010,FRC2,2,108.3
2017,NUTS,2010,FRC2,2,115.0
2018,NUTS,2010,FRC2,2,107.5
2019,NUTS,2010,FRC2,2,100.4
2020,NUTS,2010,FRC2,2,122.9
2011,NUTS,2010,FRD,1,257.9
2012,NUTS,2010,FRD,1,267.7
2013,NUTS,2010,FRD,1,272.5
2014,NUTS,2010,FRD,1,258.0
2015,NUTS,2010,FRD,1,271.0
2016,NUTS,2010,FRD,1,266.0
2017,NUTS,2010,FRD,1,252.5
2018,NUTS,2010,FRD,1,259.0
2019,NUTS,2010,FRD,1,270.3
2020,NUTS,2010,FRD,1,316.5
2011,NUTS,2010,FRD1,2,112.9
2012,NUTS,2010,FRD1,2,113.2
2013,NUTS,2010,FRD1,2,117.6
2014,NUTS,2010,FRD1,2,110.5
2015,NUTS,2010,FRD1,2,122.9
2016,NUTS,2010,FRD1,2,117.9
2017,NUTS,2010,FRD1,2,97.4
2018,NUTS,2010,FRD1,2,111.0
2019,NUTS,2010,FRD1,2,110.0
2020,NUTS,2010,FRD1,2,129.0
2011,NUTS,2010,FRD2,2,145.0
2012,NUTS,2010,FRD2,2,154.5
2013,NUTS,2010,FRD2,2,154.9
2014,NUTS,2010,FRD2,2,147.5
2015,NUTS,2010,FRD2,2,148.2
2016,NUTS,2010,FRD2,2,148.1
2017,NUTS,2010,FRD2,2,155.1
2018,NUTS,2010,FRD2,2,148.0
2019,NUTS,2010,FRD2,2,160.3
2020,NUTS,2010,FRD2,2,187.5
2011,NUTS,2010,FRE,1,440.4
2012,NUTS,2010,FRE,1,466.3
2013,NUTS,2010,FRE,1,486.9
2014,NUTS,2010,FRE,1,476.2
2015,NUTS,2010,FRE,1,459.5
2016,NUTS,2010,FRE,1,474.4
2017,NUTS,2010,FRE,1,515.2
2018,NUTS,2010,FRE,1,555.2
2019,NUTS,2010,FRE,1,561.5
2020,NUTS,2010,FRE,1,590.8
2011,NUTS,2010,FRE1,2,323.9
2012,NUTS,2010,FRE1,2,346.3
2013,NUTS,2010,FRE1,2,365.6
2014,NUTS,2010,FRE1,2,354.6
2015,NUTS,2010,FRE1,2,327.9
2016,NUTS,2010,FRE1,2,347.0
2017,NUTS,2010,FRE1,2,373.8
2018,NUTS,2010,FRE1,2,388.7
2019,NUTS,2010,FRE1,2,402.7
2020,NUTS,2010,FRE1,2,401.7
2011,NUTS,2010,FRE2,2,116.5
2012,NUTS,2010,FRE2,2,120.0
2013,NUTS,2010,FRE2,2,121.3
2014,NUTS,2010,FRE2,2,121.6
2015,NUTS,2010,FRE2,2,131.6
2016,NUTS,2010,FRE2,2,127.4
2017,NUTS,2010,FRE2,2,141.4
2018,NUTS,2010,FRE2,2,166.5
2019,NUTS,2010,FRE2,2,158.8
2020,NUTS,2010,FRE2,2,189.0
2011,NUTS,2010,FRF,1,467.5
2012,NUTS,2010,FRF,1,475.3
2013,NUTS,2010,FRF,1,480.4
2014,NUTS,2010,FRF,1,459.9
2015,NUTS,2010,FRF,1,486.3
2016,NUTS,2010,FRF,1,495.1
2017,NUTS,2010,FRF,1,486.8
2018,NUTS,2010,FRF,1,499.3
2019,NUTS,2010,FRF,1,552.7
2020,NUTS,2010,FRF,1,539.5
2011,NUTS,2010,FRF1,2,187.3
2012,NUTS,2010,FRF1,2,185.3
2013,NUTS,2010,FRF1,2,177.4
2014,NUTS,2010,FRF1,2,176.7
2015,NUTS,2010,FRF1,2,197.1
2016,NUTS,2010,FRF1,2,200.0
2017,NUTS,2010,FRF1,2,182.8
2018,NUTS,2010,FRF1,2,204.3
2019,NUTS,2010,FRF1,2,226.5
2020,NUTS,2010,FRF1,2,228.5
2011,NUTS,2010,FRF2,2,83.0
2012,NUTS,2010,FRF2,2,94.5
2013,NUTS,2010,FRF2,2,95.8
2014,NUTS,2010,FRF2,2,94.8
