year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_avi
2006,NUTS,2010,DEA4,2,0.483
2007,NUTS,2010,DEA4,2,0.484
2008,NUTS,2010,DEA4,2,1.374
2009,NUTS,2010,DEA4,2,0.366
2010,NUTS,2010,DEA4,2,0.191
2011,NUTS,2010,DEA4,2,0.407
2012,NUTS,2010,DEA4,2,0.737
2000,NUTS,2010,DEA41,3,3.114
2002,NUTS,2010,DEA41,3,2.319
2000,NUTS,2010,DEA42,3,0.962
2001,NUTS,2010,DEA42,3,2.403
2008,NUTS,2010,DEA42,3,3.755
2011,NUTS,2010,DEA42,3,0.933
2012,NUTS,2010,DEA42,3,1.41
2006,NUTS,2010,DEA43,3,3.929
2003,NUTS,2010,DEA46,3,3.09
2005,NUTS,2010,DEA46,3,1.55
2000,NUTS,2010,DEA47,3,4.616
2001,NUTS,2010,DEA47,3,4.306
2002,NUTS,2010,DEA47,3,2.56
2003,NUTS,2010,DEA47,3,4.51
2004,NUTS,2010,DEA47,3,2.536
2007,NUTS,2010,DEA47,3,3.343
2008,NUTS,2010,DEA47,3,5.019
2009,NUTS,2010,DEA47,3,2.509
2010,NUTS,2010,DEA47,3,1.304
2011,NUTS,2010,DEA47,3,1.668
2012,NUTS,2010,DEA47,3,3.321
2000,NUTS,2010,DEA5,2,0.873
2001,NUTS,2010,DEA5,2,0.875
2002,NUTS,2010,DEA5,2,0.92
2003,NUTS,2010,DEA5,2,1.163
2004,NUTS,2010,DEA5,2,0.65
2005,NUTS,2010,DEA5,2,0.22
2006,NUTS,2010,DEA5,2,0.532
2007,NUTS,2010,DEA5,2,0.2
2008,NUTS,2010,DEA5,2,0.357
2009,NUTS,2010,DEA5,2,0.405
2010,NUTS,2010,DEA5,2,0.748
2011,NUTS,2010,DEA5,2,1.32
2012,NUTS,2010,DEA5,2,0.411
2005,NUTS,2010,DEA51,3,2.138
2002,NUTS,2010,DEA52,3,1.697
2003,NUTS,2010,DEA52,3,2.674
2008,NUTS,2010,DEA54,3,1.803
2001,NUTS,2010,DEA56,3,2.851
2000,NUTS,2010,DEA57,3,1.766
2003,NUTS,2010,DEA57,3,1.175
2004,NUTS,2010,DEA57,3,0.465
2006,NUTS,2010,DEA57,3,3.607
2008,NUTS,2010,DEA57,3,1.205
2006,NUTS,2010,DEA58,3,2.228
2010,NUTS,2010,DEA58,3,1.152
2000,NUTS,2010,DEA5A,3,1.682
2011,NUTS,2010,DEA5A,3,4.705
2000,NUTS,2010,DEA5B,3,6.533
2001,NUTS,2010,DEA5B,3,7.605
2002,NUTS,2010,DEA5B,3,8.122
2003,NUTS,2010,DEA5B,3,7.024
2004,NUTS,2010,DEA5B,3,7.156
2007,NUTS,2010,DEA5B,3,1.624
2008,NUTS,2010,DEA5B,3,1.074
2009,NUTS,2010,DEA5B,3,4.9
2010,NUTS,2010,DEA5B,3,7.375
2011,NUTS,2010,DEA5B,3,9.863
2012,NUTS,2010,DEA5B,3,4.939
2000,NUTS,2010,DEA5C,3,0.767
2003,NUTS,2010,DEA5C,3,0.768
2004,NUTS,2010,DEA5C,3,0.304
2007,NUTS,2010,DEA5C,3,0.593
2008,NUTS,2010,DEA5C,3,0.787
2011,NUTS,2010,DEA5C,3,1.214
2000,NUTS,2010,DEB,1,0.298
2001,NUTS,2010,DEB,1,0.24
2002,NUTS,2010,DEB,1,0.289
2003,NUTS,2010,DEB,1,0.535
2004,NUTS,2010,DEB,1,0.271
2008,NUTS,2010,DEB,1,0.48
2009,NUTS,2010,DEB,1,0.31
2010,NUTS,2010,DEB,1,0.558
2011,NUTS,2010,DEB,1,1.706
2012,NUTS,2010,DEB,1,0.083
2001,NUTS,2010,DEB1,2,0.112
2003,NUTS,2010,DEB1,2,0.871
2008,NUTS,2010,DEB1,2,0.292
2009,NUTS,2010,DEB1,2,0.167
2010,NUTS,2010,DEB1,2,1.06
2011,NUTS,2010,DEB1,2,3.593
2010,NUTS,2010,DEB11,3,4.697
2011,NUTS,2010,DEB11,3,40.689
2008,NUTS,2010,DEB12,3,0.852
2001,NUTS,2010,DEB13,3,1.239
2003,NUTS,2010,DEB13,3,2.402
2010,NUTS,2010,DEB14,3,1.604
2003,NUTS,2010,DEB17,3,4.694
2008,NUTS,2010,DEB17,3,1.55
2009,NUTS,2010,DEB17,3,1.179
2010,NUTS,2010,DEB17,3,1.184
2010,NUTS,2010,DEB18,3,1.102
2010,NUTS,2010,DEB19,3,2.43
2010,NUTS,2010,DEB1A,3,1.044
2011,NUTS,2010,DEB1A,3,4.045
2011,NUTS,2010,DEB1B,3,2.518
2000,NUTS,2010,DEB3,2,0.599
2001,NUTS,2010,DEB3,2,0.399
2002,NUTS,2010,DEB3,2,0.582
2003,NUTS,2010,DEB3,2,0.412
2004,NUTS,2010,DEB3,2,0.545
2008,NUTS,2010,DEB3,2,0.742
2009,NUTS,2010,DEB3,2,0.497
2010,NUTS,2010,DEB3,2,0.334
2011,NUTS,2010,DEB3,2,0.747
2012,NUTS,2010,DEB3,2,0.164
2004,NUTS,2010,DEB32,3,2.018
2001,NUTS,2010,DEB34,3,1.233
2004,NUTS,2010,DEB34,3,3.071
2000,NUTS,2010,DEB35,3,1.802
2002,NUTS,2010,DEB35,3,5.397
2008,NUTS,2010,DEB35,3,5.047
2011,NUTS,2010,DEB35,3,1.656
2002,NUTS,2010,DEB38,3,3.403
2010,NUTS,2010,DEB38,3,3.413
2011,NUTS,2010,DEB38,3,3.41
2003,NUTS,2010,DEB39,3,4.068
2003,NUTS,2010,DEB3B,3,3.965
2009,NUTS,2010,DEB3C,3,5.016
2010,NUTS,2010,DEB3D,3,3.265
2001,NUTS,2010,DEB3E,3,1.621
2012,NUTS,2010,DEB3F,3,3.155
2000,NUTS,2010,DEB3H,3,1.834
2001,NUTS,2010,DEB3I,3,2.721
2000,NUTS,2010,DEB3J,3,3.47
2004,NUTS,2010,DEB3J,3,2.012
2008,NUTS,2010,DEB3J,3,2.482
2009,NUTS,2010,DEB3J,3,1.638
2010,NUTS,2010,DEB3J,3,1.24
2011,NUTS,2010,DEB3K,3,10.113
2002,NUTS,2010,DEC,1,0.469
2007,NUTS,2010,DEC,1,1.917
2010,NUTS,2010,DEC,1,0.196
2011,NUTS,2010,DEC,1,0.983
2000,NUTS,2010,DED,1,0.224
2001,NUTS,2010,DED,1,0.226
2002,NUTS,2010,DED,1,0.057
2003,NUTS,2010,DED,1,0.172
2004,NUTS,2010,DED,1,0.116
2005,NUTS,2010,DED,1,0.116
2006,NUTS,2010,DED,1,0.421
2007,NUTS,2010,DED,1,1.607
2008,NUTS,2010,DED,1,0.889
2009,NUTS,2010,DED,1,0.732
2010,NUTS,2010,DED,1,0.18
2011,NUTS,2010,DED,1,0.241
2012,NUTS,2010,DED,1,0.321
2000,NUTS,2010,DED2,2,0.29
2001,NUTS,2010,DED2,2,0.584
2003,NUTS,2010,DED2,2,0.446
2005,NUTS,2010,DED2,2,0.3
2006,NUTS,2010,DED2,2,1.083
2007,NUTS,2010,DED2,2,1.913
2009,NUTS,2010,DED2,2,1.465
2011,NUTS,2010,DED2,2,0.615
2012,NUTS,2010,DED2,2,0.616
2000,NUTS,2010,DED21,3,1.049
2001,NUTS,2010,DED21,3,2.093
2003,NUTS,2010,DED21,3,1.208
2005,NUTS,2010,DED21,3,1.026
2006,NUTS,2010,DED21,3,3.635
2007,NUTS,2010,DED21,3,3.308
2009,NUTS,2010,DED21,3,4.685
2011,NUTS,2010,DED21,3,0.956
2012,NUTS,2010,DED21,3,1.265
2012,NUTS,2010,DED2C,3,1.036
2011,NUTS,2010,DED2F,3,1.982
2012,NUTS,2010,DED4,2,0.218
2012,NUTS,2010,DED44,3,1.366
2007,NUTS,2010,DED51,3,3.948
2008,NUTS,2010,DED51,3,3.918
2010,NUTS,2010,DED51,3,0.482
2003,NUTS,2010,DEE,1,0.196
2004,NUTS,2010,DEE,1,0.396
2007,NUTS,2010,DEE,1,0.41
2010,NUTS,2010,DEE,1,0.246
2012,NUTS,2010,DEE,1,0.173
2003,NUTS,2010,DEE0,2,0.196
2004,NUTS,2010,DEE0,2,0.396
2007,NUTS,2010,DEE0,2,0.41
2010,NUTS,2010,DEE0,2,0.246
2012,NUTS,2010,DEE0,2,0.173
2007,NUTS,2010,DEE05,3,5.323
2010,NUTS,2010,DEE05,3,1.395
2010,NUTS,2010,DEE07,3,1.826
2012,NUTS,2010,DEE07,3,2.256
2000,NUTS,2010,DEF,1,2.16
2001,NUTS,2010,DEF,1,0.358
2002,NUTS,2010,DEF,1,1.783
2003,NUTS,2010,DEF,1,2.634
2004,NUTS,2010,DEF,1,3.163
2005,NUTS,2010,DEF,1,2.291
2006,NUTS,2010,DEF,1,3.117
2007,NUTS,2010,DEF,1,3.26
2008,NUTS,2010,DEF,1,4.888
2009,NUTS,2010,DEF,1,2.523
2010,NUTS,2010,DEF,1,3.863
2011,NUTS,2010,DEF,1,3.687
2012,NUTS,2010,DEF,1,8.134
2000,NUTS,2010,DEF0,2,2.16
2001,NUTS,2010,DEF0,2,0.358
2002,NUTS,2010,DEF0,2,1.783
2003,NUTS,2010,DEF0,2,2.634
2004,NUTS,2010,DEF0,2,3.163
2005,NUTS,2010,DEF0,2,2.291
2006,NUTS,2010,DEF0,2,3.117
2007,NUTS,2010,DEF0,2,3.26
2008,NUTS,2010,DEF0,2,4.888
2009,NUTS,2010,DEF0,2,2.523
2010,NUTS,2010,DEF0,2,3.863
2011,NUTS,2010,DEF0,2,3.687
2012,NUTS,2010,DEF0,2,8.134
2000,NUTS,2010,DEF02,3,12.832
2001,NUTS,2010,DEF03,3,2.343
2004,NUTS,2010,DEF03,3,3.149
2006,NUTS,2010,DEF03,3,4.721
2009,NUTS,2010,DEF03,3,1.565
2010,NUTS,2010,DEF03,3,1.573
2011,NUTS,2010,DEF03,3,2.378
2012,NUTS,2010,DEF03,3,4.132
2002,NUTS,2010,DEF04,3,12.556
2010,NUTS,2010,DEF04,3,13.004
2003,NUTS,2010,DEF05,3,10.913
2004,NUTS,2010,DEF05,3,7.277
2007,NUTS,2010,DEF05,3,4.897
2003,NUTS,2010,DEF06,3,1.795
2004,NUTS,2010,DEF06,3,3.624
2005,NUTS,2010,DEF06,3,2.689
2006,NUTS,2010,DEF06,3,8.473
2007,NUTS,2010,DEF06,3,2.247
2008,NUTS,2010,DEF06,3,12.026
2010,NUTS,2010,DEF06,3,4.447
2011,NUTS,2010,DEF06,3,10.702
2012,NUTS,2010,DEF06,3,21.717
2009,NUTS,2010,DEF07,3,1.985
2004,NUTS,2010,DEF08,3,6.483
2007,NUTS,2010,DEF08,3,3.253
2008,NUTS,2010,DEF08,3,13.37
2010,NUTS,2010,DEF08,3,1.22
2011,NUTS,2010,DEF08,3,15.065
2012,NUTS,2010,DEF08,3,35.18
2000,NUTS,2010,DEF09,3,5.18
2002,NUTS,2010,DEF09,3,6.805
2003,NUTS,2010,DEF09,3,12.109
2004,NUTS,2010,DEF09,3,5.725
2005,NUTS,2010,DEF09,3,10.058
2006,NUTS,2010,DEF09,3,4.442
2007,NUTS,2010,DEF09,3,19.008
2008,NUTS,2010,DEF09,3,16.162
2009,NUTS,2010,DEF09,3,8.689
2010,NUTS,2010,DEF09,3,14.946
2011,NUTS,2010,DEF09,3,11.533
2012,NUTS,2010,DEF09,3,11.472
2001,NUTS,2010,DEF0A,3,3.762
2005,NUTS,2010,DEF0B,3,1.465
2010,NUTS,2010,DEF0B,3,5.543
2011,NUTS,2010,DEF0B,3,1.223
2004,NUTS,2010,DEF0C,3,7.014
2000,NUTS,2010,DEF0D,3,6.058
2002,NUTS,2010,DEF0D,3,7.913
2003,NUTS,2010,DEF0D,3,3.934
2004,NUTS,2010,DEF0D,3,4.577
2005,NUTS,2010,DEF0D,3,3.904
2006,NUTS,2010,DEF0D,3,15.564
2007,NUTS,2010,DEF0D,3,2.716
2008,NUTS,2010,DEF0D,3,5.148
2009,NUTS,2010,DEF0D,3,6.474
2010,NUTS,2010,DEF0D,3,1.278
2012,NUTS,2010,DEF0D,3,20.492
2004,NUTS,2010,DEF0E,3,3.65
2005,NUTS,2010,DEF0E,3,11.535
2007,NUTS,2010,DEF0E,3,4.27
2008,NUTS,2010,DEF0E,3,3.713
2010,NUTS,2010,DEF0E,3,2.474
2012,NUTS,2010,DEF0E,3,14.969
2003,NUTS,2010,DEF0F,3,4.519
2004,NUTS,2010,DEF0F,3,2.253
2006,NUTS,2010,DEF0F,3,4.096
2007,NUTS,2010,DEF0F,3,2.22
2008,NUTS,2010,DEF0F,3,9.591
2009,NUTS,2010,DEF0F,3,9.681
2010,NUTS,2010,DEF0F,3,8.015
2011,NUTS,2010,DEF0F,3,4.483
2012,NUTS,2010,DEF0F,3,0.736
2000,NUTS,2010,DEG,1,0.204
2007,NUTS,2010,DEG,1,0.108
2008,NUTS,2010,DEG,1,0.218
2011,NUTS,2010,DEG,1,0.671
2012,NUTS,2010,DEG,1,0.149
2000,NUTS,2010,DEG0,2,0.204
2007,NUTS,2010,DEG0,2,0.108
2008,NUTS,2010,DEG0,2,0.218
2011,NUTS,2010,DEG0,2,0.671
2012,NUTS,2010,DEG0,2,0.149
2012,NUTS,2010,DEG03,3,3.129
2007,NUTS,2010,DEG05,3,3.877
2008,NUTS,2010,DEG05,3,7.726
2011,NUTS,2010,DEG0F,3,4.45
2000,NUTS,2010,DEG0J,3,5.337
2011,NUTS,2010,DEG0J,3,11.52
1990,NUTS,2010,DK,0,0.195
1992,NUTS,2010,DK,0,0.194
1993,NUTS,2010,DK,0,0.193
1994,NUTS,2010,DK,0,0.192
1996,NUTS,2010,DK,0,0.571
1997,NUTS,2010,DK,0,0.379
1998,NUTS,2010,DK,0,0.189
1999,NUTS,2010,DK,0,0.314
2000,NUTS,2010,DK,0,0.563
2002,NUTS,2010,DK,0,0.186
2003,NUTS,2010,DK,0,1.115
2004,NUTS,2010,DK,0,1.421
2005,NUTS,2010,DK,0,0.739
2006,NUTS,2010,DK,0,0.737
2007,NUTS,2010,DK,0,0.571
2008,NUTS,2010,DK,0,0.183
2009,NUTS,2010,DK,0,1.814
2010,NUTS,2010,DK,0,0.723
2011,NUTS,2010,DK,0,1.349
2012,NUTS,2010,DK,0,0.179
2000,NUTS,2010,DK0,1,0.563
2002,NUTS,2010,DK0,1,0.186
2003,NUTS,2010,DK0,1,1.115
2004,NUTS,2010,DK0,1,1.421
2005,NUTS,2010,DK0,1,0.739
2006,NUTS,2010,DK0,1,0.737
2007,NUTS,2010,DK0,1,0.571
2008,NUTS,2010,DK0,1,0.183
2009,NUTS,2010,DK0,1,1.814
2010,NUTS,2010,DK0,1,0.723
2011,NUTS,2010,DK0,1,1.349
2012,NUTS,2010,DK0,1,0.179
2009,NUTS,2010,DK01,2,2.406
2010,NUTS,2010,DK01,2,1.19
2011,NUTS,2010,DK01,2,0.294
2009,NUTS,2010,DK011,3,5.995
2010,NUTS,2010,DK011,3,2.946
2011,NUTS,2010,DK011,3,0.722
2007,NUTS,2010,DK02,2,2.451
2008,NUTS,2010,DK02,2,1.22
2009,NUTS,2010,DK02,2,2.435
2011,NUTS,2010,DK02,2,1.83
2007,NUTS,2010,DK021,3,4.307
2009,NUTS,2010,DK021,3,4.281
2007,NUTS,2010,DK022,3,1.713
2008,NUTS,2010,DK022,3,1.704
2009,NUTS,2010,DK022,3,1.702
2011,NUTS,2010,DK022,3,2.567
2009,NUTS,2010,DK03,2,1.667
2010,NUTS,2010,DK03,2,0.833
2011,NUTS,2010,DK03,2,2.915
2012,NUTS,2010,DK03,2,0.832
2009,NUTS,2010,DK031,3,4.129
2010,NUTS,2010,DK031,3,2.062
2011,NUTS,2010,DK032,3,4.89
2012,NUTS,2010,DK032,3,1.396
2007,NUTS,2010,DK04,2,0.904
2009,NUTS,2010,DK04,2,1.603
2010,NUTS,2010,DK04,2,0.797
2011,NUTS,2010,DK04,2,1.586
2007,NUTS,2010,DK042,3,1.379
2009,NUTS,2010,DK042,3,2.437
2010,NUTS,2010,DK042,3,1.209
2011,NUTS,2010,DK042,3,2.398
2000,NUTS,2010,EL,0,0.186
2001,NUTS,2010,EL,0,0.092
2002,NUTS,2010,EL,0,0.184
2003,NUTS,2010,EL,0,0.046
2004,NUTS,2010,EL,0,0.091
2005,NUTS,2010,EL,0,0.091
2007,NUTS,2010,EL,0,0.091
2004,NUTS,2010,EL1,1,0.286
2004,NUTS,2010,EL12,2,0.534
2004,NUTS,2010,EL122,3,0.906
2000,NUTS,2010,EL2,1,0.419
2000,NUTS,2010,EL23,2,1.414
2000,NUTS,2010,EL232,3,3.138
2000,NUTS,2010,EL3,1,0.258
2001,NUTS,2010,EL3,1,0.257
2002,NUTS,2010,EL3,1,0.514
2005,NUTS,2010,EL3,1,0.253
2007,NUTS,2010,EL3,1,0.251
2000,NUTS,2010,EL30,2,0.258
2001,NUTS,2010,EL30,2,0.257
2002,NUTS,2010,EL30,2,0.514
2005,NUTS,2010,EL30,2,0.253
2007,NUTS,2010,EL30,2,0.251
2000,NUTS,2010,EL300,3,0.258
2001,NUTS,2010,EL300,3,0.257
2002,NUTS,2010,EL300,3,0.514
2005,NUTS,2010,EL300,3,0.253
2007,NUTS,2010,EL300,3,0.251
2003,NUTS,2010,EL4,1,0.451
2003,NUTS,2010,EL43,2,0.843
2003,NUTS,2010,EL431,3,1.71
1991,NUTS,2010,ES,0,0.026
1992,NUTS,2010,ES,0,0.013
1993,NUTS,2010,ES,0,0.026
1995,NUTS,2010,ES,0,0.076
1996,NUTS,2010,ES,0,0.051
1997,NUTS,2010,ES,0,0.051
1998,NUTS,2010,ES,0,0.252
1999,NUTS,2010,ES,0,0.151
2000,NUTS,2010,ES,0,0.15
2001,NUTS,2010,ES,0,0.124
2002,NUTS,2010,ES,0,0.146
2003,NUTS,2010,ES,0,0.12
2004,NUTS,2010,ES,0,0.223
2005,NUTS,2010,ES,0,0.352
2006,NUTS,2010,ES,0,0.439
2007,NUTS,2010,ES,0,0.573
2008,NUTS,2010,ES,0,0.558
2009,NUTS,2010,ES,0,0.652
2010,NUTS,2010,ES,0,0.681
2011,NUTS,2010,ES,0,0.582
2012,NUTS,2010,ES,0,0.776
2006,NUTS,2010,ES1,1,0.076
2007,NUTS,2010,ES1,1,0.229
2008,NUTS,2010,ES1,1,0.681
2009,NUTS,2010,ES1,1,0.226
2010,NUTS,2010,ES1,1,0.282
2007,NUTS,2010,ES11,2,0.365
2009,NUTS,2010,ES11,2,0.361
2010,NUTS,2010,ES11,2,0.361
2007,NUTS,2010,ES111,3,0.892
2009,NUTS,2010,ES111,3,0.881
2010,NUTS,2010,ES111,3,0.879
2008,NUTS,2010,ES12,2,2.801
2010,NUTS,2010,ES12,2,0.232
2008,NUTS,2010,ES120,3,2.801
2010,NUTS,2010,ES120,3,0.232
2006,NUTS,2010,ES13,2,0.588
2006,NUTS,2010,ES130,3,0.588
2000,NUTS,2010,ES2,1,0.49
2001,NUTS,2010,ES2,1,0.244
2002,NUTS,2010,ES2,1,0.242
2004,NUTS,2010,ES2,1,0.475
2006,NUTS,2010,ES2,1,0.233
2008,NUTS,2010,ES2,1,0.226
2009,NUTS,2010,ES2,1,0.224
2010,NUTS,2010,ES2,1,0.223
2011,NUTS,2010,ES2,1,0.223
2012,NUTS,2010,ES2,1,0.149
2000,NUTS,2010,ES21,2,0.966
2001,NUTS,2010,ES21,2,0.482
2002,NUTS,2010,ES21,2,0.48
2006,NUTS,2010,ES21,2,0.47
2008,NUTS,2010,ES21,2,0.463
2009,NUTS,2010,ES21,2,0.46
2012,NUTS,2010,ES21,2,0.307
2002,NUTS,2010,ES211,3,3.489
2006,NUTS,2010,ES212,3,1.453
2009,NUTS,2010,ES212,3,1.42
2012,NUTS,2010,ES212,3,0.946
2008,NUTS,2010,ES213,3,0.87
2011,NUTS,2010,ES22,2,1.57
2011,NUTS,2010,ES220,3,1.57
2004,NUTS,2010,ES24,2,1.616
2010,NUTS,2010,ES24,2,0.744
2004,NUTS,2010,ES243,3,2.253
2010,NUTS,2010,ES243,3,1.029
2000,NUTS,2010,ES3,1,0.386
2001,NUTS,2010,ES3,1,0.758
2002,NUTS,2010,ES3,1,0.365
2003,NUTS,2010,ES3,1,0.532
2004,NUTS,2010,ES3,1,1.127
2005,NUTS,2010,ES3,1,1.875
2006,NUTS,2010,ES3,1,2.842
2007,NUTS,2010,ES3,1,3.896
2008,NUTS,2010,ES3,1,3.159
2009,NUTS,2010,ES3,1,4.025
2010,NUTS,2010,ES3,1,3.976
2011,NUTS,2010,ES3,1,3.624
2012,NUTS,2010,ES3,1,4.773
2000,NUTS,2010,ES30,2,0.386
2001,NUTS,2010,ES30,2,0.758
2002,NUTS,2010,ES30,2,0.365
2003,NUTS,2010,ES30,2,0.532
2004,NUTS,2010,ES30,2,1.127
2005,NUTS,2010,ES30,2,1.875
2006,NUTS,2010,ES30,2,2.842
2007,NUTS,2010,ES30,2,3.896
2008,NUTS,2010,ES30,2,3.159
2009,NUTS,2010,ES30,2,4.025
2010,NUTS,2010,ES30,2,3.976
2011,NUTS,2010,ES30,2,3.624
2012,NUTS,2010,ES30,2,4.773
2000,NUTS,2010,ES300,3,0.386
2001,NUTS,2010,ES300,3,0.758
2002,NUTS,2010,ES300,3,0.365
2003,NUTS,2010,ES300,3,0.532
2004,NUTS,2010,ES300,3,1.127
2005,NUTS,2010,ES300,3,1.875
2006,NUTS,2010,ES300,3,2.842
2007,NUTS,2010,ES300,3,3.896
2008,NUTS,2010,ES300,3,3.159
2009,NUTS,2010,ES300,3,4.025
2010,NUTS,2010,ES300,3,3.976
2011,NUTS,2010,ES300,3,3.624
2012,NUTS,2010,ES300,3,4.773
2003,NUTS,2010,ES4,1,0.188
2008,NUTS,2010,ES4,1,0.058
2009,NUTS,2010,ES4,1,0.035
2010,NUTS,2010,ES4,1,0.035
2011,NUTS,2010,ES4,1,0.174
2012,NUTS,2010,ES4,1,0.087
2008,NUTS,2010,ES41,2,0.13
2009,NUTS,2010,ES41,2,0.078
2010,NUTS,2010,ES41,2,0.079
2012,NUTS,2010,ES41,2,0.197
2008,NUTS,2010,ES412,3,0.886
2010,NUTS,2010,ES415,3,0.57
2009,NUTS,2010,ES416,3,1.224
2012,NUTS,2010,ES418,3,0.939
2003,NUTS,2010,ES42,2,0.556
2011,NUTS,2010,ES42,2,0.476
2003,NUTS,2010,ES425,3,1.791
2011,NUTS,2010,ES425,3,1.426
2000,NUTS,2010,ES5,1,0.091
2005,NUTS,2010,ES5,1,0.162
2006,NUTS,2010,ES5,1,0.066
2007,NUTS,2010,ES5,1,0.077
2008,NUTS,2010,ES5,1,0.113
2009,NUTS,2010,ES5,1,0.185
2010,NUTS,2010,ES5,1,0.25
2011,NUTS,2010,ES5,1,0.147
2012,NUTS,2010,ES5,1,0.147
2000,NUTS,2010,ES51,2,0.161
2005,NUTS,2010,ES51,2,0.291
2008,NUTS,2010,ES51,2,0.205
2009,NUTS,2010,ES51,2,0.202
2010,NUTS,2010,ES51,2,0.402
2011,NUTS,2010,ES51,2,0.267
2012,NUTS,2010,ES51,2,0.266
2005,NUTS,2010,ES511,3,0.389
2008,NUTS,2010,ES511,3,0.093
2009,NUTS,2010,ES511,3,0.274
2010,NUTS,2010,ES511,3,0.547
2011,NUTS,2010,ES511,3,0.363
2012,NUTS,2010,ES511,3,0.362
2008,NUTS,2010,ES512,3,1.389
2006,NUTS,2010,ES52,2,0.177
2009,NUTS,2010,ES52,2,0.201
2010,NUTS,2010,ES52,2,0.076
2006,NUTS,2010,ES521,3,0.292
2006,NUTS,2010,ES523,3,0.136
2009,NUTS,2010,ES523,3,0.392
2010,NUTS,2010,ES523,3,0.149
2007,NUTS,2010,ES53,2,0.995
2007,NUTS,2010,ES532,3,1.259
2000,NUTS,2010,ES6,1,0.117
2002,NUTS,2010,ES6,1,0.343
2003,NUTS,2010,ES6,1,0.113
2005,NUTS,2010,ES6,1,0.245
2006,NUTS,2010,ES6,1,0.027
2010,NUTS,2010,ES6,1,0.051
2012,NUTS,2010,ES6,1,0.217
2000,NUTS,2010,ES61,2,0.138
2002,NUTS,2010,ES61,2,0.406
2003,NUTS,2010,ES61,2,0.133
2005,NUTS,2010,ES61,2,0.162
2006,NUTS,2010,ES61,2,0.032
2010,NUTS,2010,ES61,2,0.06
2012,NUTS,2010,ES61,2,0.14
2002,NUTS,2010,ES611,3,1.833
2003,NUTS,2010,ES611,3,1.784
2005,NUTS,2010,ES611,3,1.658
2012,NUTS,2010,ES612,3,0.233
2002,NUTS,2010,ES615,3,4.312
2010,NUTS,2010,ES617,3,0.319
2005,NUTS,2010,ES618,3,0.14
2006,NUTS,2010,ES618,3,0.138
2012,NUTS,2010,ES618,3,0.455
2005,NUTS,2010,ES62,2,0.761
2012,NUTS,2010,ES62,2,0.684
2005,NUTS,2010,ES620,3,0.761
2012,NUTS,2010,ES620,3,0.684
1990,NUTS,2010,FI,0,0.201
1991,NUTS,2010,FI,0,0.2
1993,NUTS,2010,FI,0,0.396
1999,NUTS,2010,FI,0,0.194
2001,NUTS,2010,FI,0,0.193
2002,NUTS,2010,FI,0,0.192
2003,NUTS,2010,FI,0,0.96
2004,NUTS,2010,FI,0,0.192
2006,NUTS,2010,FI,0,0.761
2007,NUTS,2010,FI,0,0.442
2008,NUTS,2010,FI,0,0.377
2009,NUTS,2010,FI,0,0.375
2010,NUTS,2010,FI,0,0.467
2011,NUTS,2010,FI,0,0.372
2012,NUTS,2010,FI,0,0.133
1990,NUTS,2010,FI1,1,0.202
1991,NUTS,2010,FI1,1,0.201
1993,NUTS,2010,FI1,1,0.398
1999,NUTS,2010,FI1,1,0.195
2001,NUTS,2010,FI1,1,0.194
2002,NUTS,2010,FI1,1,0.193
2003,NUTS,2010,FI1,1,0.965
2004,NUTS,2010,FI1,1,0.193
2006,NUTS,2010,FI1,1,0.765
2007,NUTS,2010,FI1,1,0.444
2008,NUTS,2010,FI1,1,0.379
2009,NUTS,2010,FI1,1,0.377
2010,NUTS,2010,FI1,1,0.47
2011,NUTS,2010,FI1,1,0.374
2012,NUTS,2010,FI1,1,0.125
1993,NUTS,2010,FI19,2,0.764
1999,NUTS,2010,FI19,2,0.759
2001,NUTS,2010,FI19,2,0.759
2002,NUTS,2010,FI19,2,0.758
2003,NUTS,2010,FI19,2,3.027
2004,NUTS,2010,FI19,2,0.604
2006,NUTS,2010,FI19,2,1.372
2007,NUTS,2010,FI19,2,0.993
2008,NUTS,2010,FI19,2,0.744
2009,NUTS,2010,FI19,2,0.245
1999,NUTS,2010,FI193,3,3.776
2001,NUTS,2010,FI193,3,3.764
2003,NUTS,2010,FI193,3,3.748
2004,NUTS,2010,FI193,3,2.24
2006,NUTS,2010,FI193,3,0.631
2009,NUTS,2010,FI193,3,1.214
2003,NUTS,2010,FI195,3,2.89
2003,NUTS,2010,FI196,3,2.157
1993,NUTS,2010,FI197,3,2.329
2002,NUTS,2010,FI197,3,2.209
2003,NUTS,2010,FI197,3,4.387
2004,NUTS,2010,FI197,3,0.436
2006,NUTS,2010,FI197,3,3.574
2007,NUTS,2010,FI197,3,2.817
2008,NUTS,2010,FI197,3,2.098
1990,NUTS,2010,FI1B,2,0.82
1991,NUTS,2010,FI1B,2,0.812
1993,NUTS,2010,FI1B,2,0.793
2003,NUTS,2010,FI1B,2,0.704
2006,NUTS,2010,FI1B,2,0.689
2007,NUTS,2010,FI1B,2,0.681
2008,NUTS,2010,FI1B,2,0.674
2009,NUTS,2010,FI1B,2,0.886
2010,NUTS,2010,FI1B,2,1.318
2011,NUTS,2010,FI1B,2,0.653
2012,NUTS,2010,FI1B,2,0.433
1990,NUTS,2010,FI1B1,3,0.82
1991,NUTS,2010,FI1B1,3,0.812
1993,NUTS,2010,FI1B1,3,0.793
