year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_f_pc_emp_hc
2013,NUTS,2010,ME,0,0.0533
2014,NUTS,2010,ME,0,0.0469
2015,NUTS,2010,ME,0,0.0434
2017,NUTS,2010,ME,0,0.0384
2018,NUTS,2010,ME,0,0.0706
2019,NUTS,2010,ME,0,0.0629
2011,NUTS,2010,MK,0,0.0402
2012,NUTS,2010,MK,0,0.0365
2015,NUTS,2010,MK,0,0.0767
2016,NUTS,2010,MK,0,0.0808
2017,NUTS,2010,MK,0,0.0865
2018,NUTS,2010,MK,0,0.0946
2019,NUTS,2010,MK,0,0.1003
2011,NUTS,2010,MT,0,0.2103
2012,NUTS,2010,MT,0,0.2703
2013,NUTS,2010,MT,0,0.2116
2014,NUTS,2010,MT,0,0.1473
2015,NUTS,2010,MT,0,0.1421
2016,NUTS,2010,MT,0,0.1605
2017,NUTS,2010,MT,0,0.169
2018,NUTS,2010,MT,0,0.1438
2019,NUTS,2010,MT,0,0.1465
2011,NUTS,2010,NL,0,0.1989
2012,NUTS,2010,NL,0,0.2806
2013,NUTS,2010,NL,0,0.394
2014,NUTS,2010,NL,0,0.4124
2015,NUTS,2010,NL,0,0.413
2016,NUTS,2010,NL,0,0.464
2017,NUTS,2010,NL,0,0.4586
2018,NUTS,2010,NL,0,0.494
2019,NUTS,2010,NL,0,0.5274
2011,NUTS,2010,NO,0,0.3398
2012,NUTS,2010,NO,0,0.3468
2013,NUTS,2010,NO,0,0.3568
2014,NUTS,2010,NO,0,0.3966
2015,NUTS,2010,NO,0,0.3998
2016,NUTS,2010,NO,0,0.4315
2017,NUTS,2010,NO,0,0.4798
2018,NUTS,2010,NO,0,0.5023
2019,NUTS,2010,NO,0,0.4999
2011,NUTS,2010,NO0,1,0.3314
2012,NUTS,2010,NO0,1,0.3376
2013,NUTS,2010,NO0,1,0.3474
2014,NUTS,2010,NO0,1,0.3858
2011,NUTS,2010,NO01,2,0.668
2012,NUTS,2010,NO01,2,0.6426
2013,NUTS,2010,NO01,2,0.6454
2014,NUTS,2010,NO01,2,0.713
2011,NUTS,2010,NO02,2,0.0712
2012,NUTS,2010,NO02,2,0.0868
2013,NUTS,2010,NO02,2,0.1044
2014,NUTS,2010,NO02,2,0.1159
2011,NUTS,2010,NO03,2,0.2318
2012,NUTS,2010,NO03,2,0.2314
2013,NUTS,2010,NO03,2,0.2777
2014,NUTS,2010,NO03,2,0.3038
2011,NUTS,2010,NO04,2,0.1913
2012,NUTS,2010,NO04,2,0.1992
2013,NUTS,2010,NO04,2,0.191
2014,NUTS,2010,NO04,2,0.2192
2011,NUTS,2010,NO05,2,0.1659
2012,NUTS,2010,NO05,2,0.1621
2013,NUTS,2010,NO05,2,0.1642
2014,NUTS,2010,NO05,2,0.2141
2011,NUTS,2010,NO06,2,0.5906
2012,NUTS,2010,NO06,2,0.7216
2013,NUTS,2010,NO06,2,0.6944
2014,NUTS,2010,NO06,2,0.6819
2011,NUTS,2010,NO07,2,0.1222
2012,NUTS,2010,NO07,2,0.1191
2013,NUTS,2010,NO07,2,0.133
2014,NUTS,2010,NO07,2,0.1565
2011,NUTS,2010,PL,0,0.0426
2012,NUTS,2010,PL,0,0.0556
2013,NUTS,2010,PL,0,0.075
2014,NUTS,2010,PL,0,0.0808
2015,NUTS,2010,PL,0,0.0933
2016,NUTS,2010,PL,0,0.1563
2017,NUTS,2010,PL,0,0.2382
2018,NUTS,2010,PL,0,0.241
2019,NUTS,2010,PL,0,0.2597
2011,NUTS,2010,PL1,1,0.0945
2012,NUTS,2010,PL1,1,0.1299
2013,NUTS,2010,PL1,1,0.1295
2014,NUTS,2010,PL1,1,0.1314
2015,NUTS,2010,PL1,1,0.1435
2011,NUTS,2010,PL11,2,0.0348
2012,NUTS,2010,PL11,2,0.0459
2013,NUTS,2010,PL11,2,0.0543
2014,NUTS,2010,PL11,2,0.0533
2015,NUTS,2010,PL11,2,0.0702
2011,NUTS,2010,PL12,2,0.0772
2012,NUTS,2010,PL12,2,0.1077
2013,NUTS,2010,PL12,2,0.168
2014,NUTS,2010,PL12,2,0.1692
2015,NUTS,2010,PL12,2,0.1766
2011,NUTS,2010,PL2,1,0.036
2012,NUTS,2010,PL2,1,0.0491
2013,NUTS,2010,PL2,1,0.0658
2014,NUTS,2010,PL2,1,0.0702
2015,NUTS,2010,PL2,1,0.0946
2016,NUTS,2010,PL2,1,0.1497
2017,NUTS,2010,PL2,1,0.203
2018,NUTS,2010,PL2,1,0.2218
2019,NUTS,2010,PL2,1,0.2528
2011,NUTS,2010,PL21,2,0.0588
2012,NUTS,2010,PL21,2,0.0865
2013,NUTS,2010,PL21,2,0.1176
2014,NUTS,2010,PL21,2,0.1144
2015,NUTS,2010,PL21,2,0.1537
2016,NUTS,2010,PL21,2,0.2324
2017,NUTS,2010,PL21,2,0.3081
2018,NUTS,2010,PL21,2,0.315
2019,NUTS,2010,PL21,2,0.3708
2011,NUTS,2010,PL22,2,0.0198
2012,NUTS,2010,PL22,2,0.0234
2013,NUTS,2010,PL22,2,0.03
2014,NUTS,2010,PL22,2,0.0389
2015,NUTS,2010,PL22,2,0.0524
2016,NUTS,2010,PL22,2,0.089
2017,NUTS,2010,PL22,2,0.1242
2018,NUTS,2010,PL22,2,0.1509
2019,NUTS,2010,PL22,2,0.163
2011,NUTS,2010,PL3,1,0.0403
2012,NUTS,2010,PL3,1,0.0462
2013,NUTS,2010,PL3,1,0.0599
2014,NUTS,2010,PL3,1,0.0608
2015,NUTS,2010,PL3,1,0.0697
2011,NUTS,2010,PL31,2,0.0133
2012,NUTS,2010,PL31,2,0.0138
2013,NUTS,2010,PL31,2,0.023
2014,NUTS,2010,PL31,2,0.02
2015,NUTS,2010,PL31,2,0.0377
2011,NUTS,2010,PL32,2,0.1114
2012,NUTS,2010,PL32,2,0.1235
2013,NUTS,2010,PL32,2,0.1571
2014,NUTS,2010,PL32,2,0.1741
2015,NUTS,2010,PL32,2,0.1773
2011,NUTS,2010,PL33,2,0.016
2012,NUTS,2010,PL33,2,0.0198
2013,NUTS,2010,PL33,2,0.0211
2015,NUTS,2010,PL33,2,0.0229
2011,NUTS,2010,PL34,2,0.0033
2012,NUTS,2010,PL34,2,0.0108
2013,NUTS,2010,PL34,2,0.0157
2015,NUTS,2010,PL34,2,0.0198
2011,NUTS,2010,PL4,1,0.0177
2012,NUTS,2010,PL4,1,0.0278
2013,NUTS,2010,PL4,1,0.0313
2014,NUTS,2010,PL4,1,0.0359
2015,NUTS,2010,PL4,1,0.0485
2016,NUTS,2010,PL4,1,0.0639
2017,NUTS,2010,PL4,1,0.0852
2018,NUTS,2010,PL4,1,0.0962
2019,NUTS,2010,PL4,1,0.1024
2011,NUTS,2010,PL41,2,0.0264
2012,NUTS,2010,PL41,2,0.0419
2013,NUTS,2010,PL41,2,0.0468
2014,NUTS,2010,PL41,2,0.0517
2015,NUTS,2010,PL41,2,0.0697
2016,NUTS,2010,PL41,2,0.0929
2017,NUTS,2010,PL41,2,0.1096
2018,NUTS,2010,PL41,2,0.122
2019,NUTS,2010,PL41,2,0.1322
2011,NUTS,2010,PL42,2,0.0037
2013,NUTS,2010,PL42,2,0.0102
2016,NUTS,2010,PL42,2,0.0241
2017,NUTS,2010,PL42,2,0.0521
2018,NUTS,2010,PL42,2,0.0542
2019,NUTS,2010,PL42,2,0.0485
2011,NUTS,2010,PL43,2,0.0086
2013,NUTS,2010,PL43,2,0.0107
2016,NUTS,2010,PL43,2,0.0226
2017,NUTS,2010,PL43,2,0.0496
2018,NUTS,2010,PL43,2,0.0689
2019,NUTS,2010,PL43,2,0.0783
2011,NUTS,2010,PL5,1,0.0377
2012,NUTS,2010,PL5,1,0.0476
2013,NUTS,2010,PL5,1,0.0603
2014,NUTS,2010,PL5,1,0.0842
2015,NUTS,2010,PL5,1,0.0934
2016,NUTS,2010,PL5,1,0.1314
2017,NUTS,2010,PL5,1,0.1996
2018,NUTS,2010,PL5,1,0.1998
2019,NUTS,2010,PL5,1,0.228
2011,NUTS,2010,PL51,2,0.0434
2012,NUTS,2010,PL51,2,0.0573
2013,NUTS,2010,PL51,2,0.0725
2014,NUTS,2010,PL51,2,0.1044
2015,NUTS,2010,PL51,2,0.1125
2016,NUTS,2010,PL51,2,0.1403
2017,NUTS,2010,PL51,2,0.2195
2019,NUTS,2010,PL51,2,0.2642
2011,NUTS,2010,PL52,2,0.0194
2012,NUTS,2010,PL52,2,0.0167
2013,NUTS,2010,PL52,2,0.0219
2014,NUTS,2010,PL52,2,0.0233
2015,NUTS,2010,PL52,2,0.0381
2016,NUTS,2010,PL52,2,0.1023
2017,NUTS,2010,PL52,2,0.1349
2019,NUTS,2010,PL52,2,0.104
2011,NUTS,2010,PL6,1,0.0368
2012,NUTS,2010,PL6,1,0.0417
2013,NUTS,2010,PL6,1,0.0486
2014,NUTS,2010,PL6,1,0.0532
2015,NUTS,2010,PL6,1,0.0567
2016,NUTS,2010,PL6,1,0.1001
2017,NUTS,2010,PL6,1,0.1516
2018,NUTS,2010,PL6,1,0.1431
2019,NUTS,2010,PL6,1,0.1922
2011,NUTS,2010,PL61,2,0.0114
2012,NUTS,2010,PL61,2,0.0186
2013,NUTS,2010,PL61,2,0.0184
2014,NUTS,2010,PL61,2,0.02
2015,NUTS,2010,PL61,2,0.028
2016,NUTS,2010,PL61,2,0.047
2017,NUTS,2010,PL61,2,0.1587
2018,NUTS,2010,PL61,2,0.0742
2019,NUTS,2010,PL61,2,0.0998
2011,NUTS,2010,PL62,2,0.0027
2012,NUTS,2010,PL62,2,0.0041
2013,NUTS,2010,PL62,2,0.0069
2014,NUTS,2010,PL62,2,0.0095
2015,NUTS,2010,PL62,2,0.0152
2016,NUTS,2010,PL62,2,0.0425
2017,NUTS,2010,PL62,2,0.0484
2018,NUTS,2010,PL62,2,0.0393
2019,NUTS,2010,PL62,2,0.0762
2011,NUTS,2010,PL63,2,0.0823
2012,NUTS,2010,PL63,2,0.0841
2013,NUTS,2010,PL63,2,0.0983
2014,NUTS,2010,PL63,2,0.1073
2015,NUTS,2010,PL63,2,0.1041
2016,NUTS,2010,PL63,2,0.1771
2017,NUTS,2010,PL63,2,0.2011
2018,NUTS,2010,PL63,2,0.2587
2019,NUTS,2010,PL63,2,0.3308
2016,NUTS,2010,PL7,1,0.1057
2017,NUTS,2010,PL7,1,0.1334
2018,NUTS,2010,PL7,1,0.1336
2019,NUTS,2010,PL7,1,0.1383
2017,NUTS,2010,PL71,2,0.1752
2018,NUTS,2010,PL71,2,0.1723
2019,NUTS,2010,PL71,2,0.1778
2017,NUTS,2010,PL72,2,0.0398
2018,NUTS,2010,PL72,2,0.0459
2019,NUTS,2010,PL72,2,0.0525
2016,NUTS,2010,PL8,1,0.0939
2017,NUTS,2010,PL8,1,0.1102
2018,NUTS,2010,PL8,1,0.1196
2019,NUTS,2010,PL8,1,0.1228
2016,NUTS,2010,PL81,2,0.0531
2018,NUTS,2010,PL81,2,0.0781
2019,NUTS,2010,PL81,2,0.0706
2016,NUTS,2010,PL82,2,0.1749
2017,NUTS,2010,PL82,2,0.1815
2018,NUTS,2010,PL82,2,0.1932
2019,NUTS,2010,PL82,2,0.2091
2016,NUTS,2010,PL84,2,0.0296
2018,NUTS,2010,PL84,2,0.0689
2019,NUTS,2010,PL84,2,0.0706
2016,NUTS,2010,PL9,1,0.3843
2017,NUTS,2010,PL9,1,0.6834
2018,NUTS,2010,PL9,1,0.6591
2019,NUTS,2010,PL9,1,0.653
2017,NUTS,2010,PL91,2,1.1261
2018,NUTS,2010,PL91,2,1.0246
2019,NUTS,2010,PL91,2,0.9965
2017,NUTS,2010,PL92,2,0.0532
2018,NUTS,2010,PL92,2,0.0958
2019,NUTS,2010,PL92,2,0.0776
2011,NUTS,2010,PT,0,0.3108
2012,NUTS,2010,PT,0,0.3525
2013,NUTS,2010,PT,0,0.3644
2014,NUTS,2010,PT,0,0.3383
2015,NUTS,2010,PT,0,0.3497
2016,NUTS,2010,PT,0,0.3614
2017,NUTS,2010,PT,0,0.3981
2018,NUTS,2010,PT,0,0.4067
2019,NUTS,2010,PT,0,0.4589
2020,NUTS,2010,PT,0,0.5433
2011,NUTS,2010,PT1,1,0.2981
2012,NUTS,2010,PT1,1,0.3363
2013,NUTS,2010,PT1,1,0.3525
2014,NUTS,2010,PT1,1,0.332
2015,NUTS,2010,PT1,1,0.3456
2016,NUTS,2010,PT1,1,0.3589
2017,NUTS,2010,PT1,1,0.3959
2018,NUTS,2010,PT1,1,0.4036
2019,NUTS,2010,PT1,1,0.4556
2020,NUTS,2010,PT1,1,0.5419
2011,NUTS,2010,PT11,2,0.248
2012,NUTS,2010,PT11,2,0.2843
2013,NUTS,2010,PT11,2,0.4716
2014,NUTS,2010,PT11,2,0.394
2015,NUTS,2010,PT11,2,0.432
2016,NUTS,2010,PT11,2,0.3481
2017,NUTS,2010,PT11,2,0.3884
2018,NUTS,2010,PT11,2,0.393
2019,NUTS,2010,PT11,2,0.4436
2020,NUTS,2010,PT11,2,0.5568
2011,NUTS,2010,PT15,2,0.0643
2012,NUTS,2010,PT15,2,0.0533
2013,NUTS,2010,PT15,2,0.023
2014,NUTS,2010,PT15,2,0.0316
2015,NUTS,2010,PT15,2,0.0353
2016,NUTS,2010,PT15,2,0.0518
2017,NUTS,2010,PT15,2,0.0454
2018,NUTS,2010,PT15,2,0.0579
2019,NUTS,2010,PT15,2,0.0723
2020,NUTS,2010,PT15,2,0.0851
2011,NUTS,2010,PT16,2,0.2207
2012,NUTS,2010,PT16,2,0.2158
2013,NUTS,2010,PT16,2,0.1784
2014,NUTS,2010,PT16,2,0.2024
2015,NUTS,2010,PT16,2,0.2159
2016,NUTS,2010,PT16,2,0.2445
2017,NUTS,2010,PT16,2,0.3021
2018,NUTS,2010,PT16,2,0.3324
2019,NUTS,2010,PT16,2,0.3972
2020,NUTS,2010,PT16,2,0.4173
2011,NUTS,2010,PT17,2,0.5071
2012,NUTS,2010,PT17,2,0.5979
2013,NUTS,2010,PT17,2,0.4672
2014,NUTS,2010,PT17,2,0.4592
2015,NUTS,2010,PT17,2,0.4407
2016,NUTS,2010,PT17,2,0.5497
2017,NUTS,2010,PT17,2,0.579
2018,NUTS,2010,PT17,2,0.5592
2019,NUTS,2010,PT17,2,0.6093
2020,NUTS,2010,PT17,2,0.7328
2011,NUTS,2010,PT18,2,0.1106
2012,NUTS,2010,PT18,2,0.1312
2013,NUTS,2010,PT18,2,0.1038
2014,NUTS,2010,PT18,2,0.1286
2015,NUTS,2010,PT18,2,0.1501
2016,NUTS,2010,PT18,2,0.1928
2017,NUTS,2010,PT18,2,0.2144
2018,NUTS,2010,PT18,2,0.2679
2019,NUTS,2010,PT18,2,0.3074
2020,NUTS,2010,PT18,2,0.3458
2011,NUTS,2010,PT2,1,0.0241
2012,NUTS,2010,PT2,1,0.0526
2013,NUTS,2010,PT2,1,0.0134
2014,NUTS,2010,PT2,1,0.0199
2015,NUTS,2010,PT2,1,0.0205
2016,NUTS,2010,PT2,1,0.0422
2017,NUTS,2010,PT2,1,0.0405
2018,NUTS,2010,PT2,1,0.0672
2019,NUTS,2010,PT2,1,0.045
2020,NUTS,2010,PT2,1,0.061
2011,NUTS,2010,PT20,2,0.0241
2012,NUTS,2010,PT20,2,0.0526
2013,NUTS,2010,PT20,2,0.0134
2014,NUTS,2010,PT20,2,0.0199
2015,NUTS,2010,PT20,2,0.0205
2016,NUTS,2010,PT20,2,0.0422
2017,NUTS,2010,PT20,2,0.0405
2018,NUTS,2010,PT20,2,0.0672
2019,NUTS,2010,PT20,2,0.045
2020,NUTS,2010,PT20,2,0.061
2011,NUTS,2010,PT3,1,0.0443
2012,NUTS,2010,PT3,1,0.041
2013,NUTS,2010,PT3,1,0.0368
2014,NUTS,2010,PT3,1,0.0321
2015,NUTS,2010,PT3,1,0.0372
2016,NUTS,2010,PT3,1,0.0263
2017,NUTS,2010,PT3,1,0.0462
2018,NUTS,2010,PT3,1,0.0711
2019,NUTS,2010,PT3,1,0.0717
2020,NUTS,2010,PT3,1,0.0722
2011,NUTS,2010,PT30,2,0.0443
2012,NUTS,2010,PT30,2,0.041
2013,NUTS,2010,PT30,2,0.0368
2014,NUTS,2010,PT30,2,0.0321
2015,NUTS,2010,PT30,2,0.0372
2016,NUTS,2010,PT30,2,0.0263
2017,NUTS,2010,PT30,2,0.0462
2018,NUTS,2010,PT30,2,0.0711
2019,NUTS,2010,PT30,2,0.0717
2020,NUTS,2010,PT30,2,0.0722
2011,NUTS,2010,RO,0,0.0531
2012,NUTS,2010,RO,0,0.0678
2013,NUTS,2010,RO,0,0.0751
2014,NUTS,2010,RO,0,0.0767
2015,NUTS,2010,RO,0,0.0551
2016,NUTS,2010,RO,0,0.0589
2017,NUTS,2010,RO,0,0.0535
2018,NUTS,2010,RO,0,0.0518
2019,NUTS,2010,RO,0,0.0505
2011,NUTS,2010,RO1,1,0.0252
2012,NUTS,2010,RO1,1,0.0449
2013,NUTS,2010,RO1,1,0.0243
2014,NUTS,2010,RO1,1,0.0467
2015,NUTS,2010,RO1,1,0.0278
2016,NUTS,2010,RO1,1,0.0318
2017,NUTS,2010,RO1,1,0.0201
2018,NUTS,2010,RO1,1,0.0277
2019,NUTS,2010,RO1,1,0.0268
2011,NUTS,2010,RO11,2,0.0156
2012,NUTS,2010,RO11,2,0.0536
2013,NUTS,2010,RO11,2,0.029
2014,NUTS,2010,RO11,2,0.0382
2015,NUTS,2010,RO11,2,0.0206
2016,NUTS,2010,RO11,2,0.0246
2017,NUTS,2010,RO11,2,0.0117
2018,NUTS,2010,RO11,2,0.0224
2019,NUTS,2010,RO11,2,0.0209
2011,NUTS,2010,RO12,2,0.0387
2012,NUTS,2010,RO12,2,0.0327
2013,NUTS,2010,RO12,2,0.0178
2014,NUTS,2010,RO12,2,0.0587
2015,NUTS,2010,RO12,2,0.0375
2016,NUTS,2010,RO12,2,0.0411
2017,NUTS,2010,RO12,2,0.0309
2018,NUTS,2010,RO12,2,0.0352
2019,NUTS,2010,RO12,2,0.0347
2011,NUTS,2010,RO2,1,0.008
2012,NUTS,2010,RO2,1,0.0148
2013,NUTS,2010,RO2,1,0.0253
2014,NUTS,2010,RO2,1,0.011
2015,NUTS,2010,RO2,1,0.0132
2016,NUTS,2010,RO2,1,0.0131
2017,NUTS,2010,RO2,1,0.0134
2018,NUTS,2010,RO2,1,0.0108
2019,NUTS,2010,RO2,1,0.0174
2011,NUTS,2010,RO21,2,0.0105
2012,NUTS,2010,RO21,2,0.0166
2013,NUTS,2010,RO21,2,0.0361
2014,NUTS,2010,RO21,2,0.0125
2015,NUTS,2010,RO21,2,0.0172
2016,NUTS,2010,RO21,2,0.0155
2017,NUTS,2010,RO21,2,0.0179
2018,NUTS,2010,RO21,2,0.0144
2019,NUTS,2010,RO21,2,0.0257
2011,NUTS,2010,RO22,2,0.0039
2012,NUTS,2010,RO22,2,0.0114
2013,NUTS,2010,RO22,2,0.0061
2014,NUTS,2010,RO22,2,0.0084
2015,NUTS,2010,RO22,2,0.0059
2016,NUTS,2010,RO22,2,0.0089
2017,NUTS,2010,RO22,2,0.0052
2018,NUTS,2010,RO22,2,0.0041
2019,NUTS,2010,RO22,2,0.0021
2011,NUTS,2010,RO3,1,0.1198
2012,NUTS,2010,RO3,1,0.1368
2013,NUTS,2010,RO3,1,0.1616
2014,NUTS,2010,RO3,1,0.1619
2015,NUTS,2010,RO3,1,0.1162
2016,NUTS,2010,RO3,1,0.1268
2017,NUTS,2010,RO3,1,0.1218
2018,NUTS,2010,RO3,1,0.091
2019,NUTS,2010,RO3,1,0.0808
2011,NUTS,2010,RO31,2,0.0231
2012,NUTS,2010,RO31,2,0.0523
2013,NUTS,2010,RO31,2,0.0944
2014,NUTS,2010,RO31,2,0.0838
2015,NUTS,2010,RO31,2,0.0488
2016,NUTS,2010,RO31,2,0.0571
2017,NUTS,2010,RO31,2,0.0473
2018,NUTS,2010,RO31,2,0.0454
2019,NUTS,2010,RO31,2,0.046
2011,NUTS,2010,RO32,2,0.2223
2012,NUTS,2010,RO32,2,0.2302
2013,NUTS,2010,RO32,2,0.2387
2014,NUTS,2010,RO32,2,0.2513
2015,NUTS,2010,RO32,2,0.1869
2016,NUTS,2010,RO32,2,0.1947
2017,NUTS,2010,RO32,2,0.1972
2018,NUTS,2010,RO32,2,0.1366
2019,NUTS,2010,RO32,2,0.1139
2011,NUTS,2010,RO4,1,0.0064
2012,NUTS,2010,RO4,1,0.007
2013,NUTS,2010,RO4,1,0.0091
2014,NUTS,2010,RO4,1,0.0114
2015,NUTS,2010,RO4,1,0.0148
2016,NUTS,2010,RO4,1,0.0144
2017,NUTS,2010,RO4,1,0.0104
2018,NUTS,2010,RO4,1,0.0459
2019,NUTS,2010,RO4,1,0.0492
2011,NUTS,2010,RO41,2,0.0084
2012,NUTS,2010,RO41,2,0.0071
2013,NUTS,2010,RO41,2,0.003
2014,NUTS,2010,RO41,2,0.01
2015,NUTS,2010,RO41,2,0.0116
2016,NUTS,2010,RO41,2,0.0083
2017,NUTS,2010,RO41,2,0.0079
2018,NUTS,2010,RO41,2,0.007
2019,NUTS,2010,RO41,2,0.0026
2011,NUTS,2010,RO42,2,0.0037
2012,NUTS,2010,RO42,2,0.007
2013,NUTS,2010,RO42,2,0.0167
2014,NUTS,2010,RO42,2,0.0132
2015,NUTS,2010,RO42,2,0.0186
2016,NUTS,2010,RO42,2,0.0215
2017,NUTS,2010,RO42,2,0.0132
2018,NUTS,2010,RO42,2,0.0931
2019,NUTS,2010,RO42,2,0.1035
2011,NUTS,2010,RS,0,0.0056
2012,NUTS,2010,RS,0,0.0141
2013,NUTS,2010,RS,0,0.0238
2014,NUTS,2010,RS,0,0.0497
2015,NUTS,2010,RS,0,0.0479
2016,NUTS,2010,RS,0,0.0576
2017,NUTS,2010,RS,0,0.0468
2018,NUTS,2010,RS,0,0.044
2019,NUTS,2010,RS,0,0.0491
2020,NUTS,2010,RS,0,0.047
2018,NUTS,2010,RS1,1,0.0678
2019,NUTS,2010,RS1,1,0.076
2020,NUTS,2010,RS1,1,0.0732
2018,NUTS,2010,RS11,2,0.0985
2019,NUTS,2010,RS11,2,0.1135
2020,NUTS,2010,RS11,2,0.1266
2018,NUTS,2010,RS12,2,0.0349
2019,NUTS,2010,RS12,2,0.036
2020,NUTS,2010,RS12,2,0.0168
2018,NUTS,2010,RS2,1,0.0098
2019,NUTS,2010,RS2,1,0.0101
2020,NUTS,2010,RS2,1,0.0088
2018,NUTS,2010,RS21,2,0.0044
2019,NUTS,2010,RS21,2,0.0042
2020,NUTS,2010,RS21,2,0.0054
2018,NUTS,2010,RS22,2,0.0177
2019,NUTS,2010,RS22,2,0.0186
2020,NUTS,2010,RS22,2,0.0138
2011,NUTS,2010,RU,0,0.2229
2012,NUTS,2010,RU,0,0.2091
2011,NUTS,2010,SE,0,0.3957
2013,NUTS,2010,SE,0,0.5254
2015,NUTS,2010,SE,0,0.5103
2017,NUTS,2010,SE,0,0.5821
2019,NUTS,2010,SE,0,0.6531
2011,NUTS,2010,SI,0,0.3465
2012,NUTS,2010,SI,0,0.3432
2013,NUTS,2010,SI,0,0.3681
2014,NUTS,2010,SI,0,0.3663
2015,NUTS,2010,SI,0,0.3317
2016,NUTS,2010,SI,0,0.3238
2017,NUTS,2010,SI,0,0.3912
2018,NUTS,2010,SI,0,0.4364
2019,NUTS,2010,SI,0,0.4673
2011,NUTS,2010,SI0,1,0.336
2012,NUTS,2010,SI0,1,0.3351
2013,NUTS,2010,SI0,1,0.3589
2014,NUTS,2010,SI0,1,0.3545
2015,NUTS,2010,SI0,1,0.324
2016,NUTS,2010,SI0,1,0.3178
2017,NUTS,2010,SI0,1,0.3831
2018,NUTS,2010,SI0,1,0.4263
2019,NUTS,2010,SI0,1,0.4596
2013,NUTS,2010,SI03,2,0.2829
2014,NUTS,2010,SI03,2,0.2813
2015,NUTS,2010,SI03,2,0.2655
2016,NUTS,2010,SI03,2,0.2694
2017,NUTS,2010,SI03,2,0.2977
2018,NUTS,2010,SI03,2,0.3376
2019,NUTS,2010,SI03,2,0.3979
2013,NUTS,2010,SI04,2,0.4388
2014,NUTS,2010,SI04,2,0.4314
2015,NUTS,2010,SI04,2,0.3852
2016,NUTS,2010,SI04,2,0.3677
2017,NUTS,2010,SI04,2,0.4735
2018,NUTS,2010,SI04,2,0.5225
2019,NUTS,2010,SI04,2,0.5244
2011,NUTS,2010,SK,0,0.052
2012,NUTS,2010,SK,0,0.0629
2013,NUTS,2010,SK,0,0.0574
2014,NUTS,2010,SK,0,0.0561
2015,NUTS,2010,SK,0,0.0587
2016,NUTS,2010,SK,0,0.0552
2017,NUTS,2010,SK,0,0.063
2018,NUTS,2010,SK,0,0.0692
2019,NUTS,2010,SK,0,0.0747
2020,NUTS,2010,SK,0,0.0804
2011,NUTS,2010,SK01,2,0.1693
2012,NUTS,2010,SK01,2,0.2064
2013,NUTS,2010,SK01,2,0.2379
2014,NUTS,2010,SK01,2,0.1327
2015,NUTS,2010,SK01,2,0.124
2016,NUTS,2010,SK01,2,0.1793
2017,NUTS,2010,SK01,2,0.1809
2018,NUTS,2010,SK01,2,0.2022
2019,NUTS,2010,SK01,2,0.2227
2020,NUTS,2010,SK01,2,0.2829
2011,NUTS,2010,SK02,2,0.0417
2012,NUTS,2010,SK02,2,0.0554
2013,NUTS,2010,SK02,2,0.0317
2014,NUTS,2010,SK02,2,0.0601
2015,NUTS,2010,SK02,2,0.0722
2016,NUTS,2010,SK02,2,0.0423
2017,NUTS,2010,SK02,2,0.07
2018,NUTS,2010,SK02,2,0.0671
2019,NUTS,2010,SK02,2,0.0736
2020,NUTS,2010,SK02,2,0.0729
2011,NUTS,2010,SK03,2,0.0378
2012,NUTS,2010,SK03,2,0.039
2013,NUTS,2010,SK03,2,0.0397
2014,NUTS,2010,SK03,2,0.0497
2015,NUTS,2010,SK03,2,0.0476
2016,NUTS,2010,SK03,2,0.0439
2017,NUTS,2010,SK03,2,0.0371
2018,NUTS,2010,SK03,2,0.0401
2019,NUTS,2010,SK03,2,0.0442
2020,NUTS,2010,SK03,2,0.0448
2011,NUTS,2010,SK04,2,0.0254
2012,NUTS,2010,SK04,2,0.0286
2013,NUTS,2010,SK04,2,0.0225
2014,NUTS,2010,SK04,2,0.0292
2015,NUTS,2010,SK04,2,0.0301
2016,NUTS,2010,SK04,2,0.0271
2017,NUTS,2010,SK04,2,0.0254
2018,NUTS,2010,SK04,2,0.0411
2019,NUTS,2010,SK04,2,0.0397
2020,NUTS,2010,SK04,2,0.0322
2011,NUTS,2010,TR,0,0.1189
2012,NUTS,2010,TR,0,0.1284
2013,NUTS,2010,TR,0,0.1463
2014,NUTS,2010,TR,0,0.1524
2015,NUTS,2010,TR,0,0.1588
2016,NUTS,2010,TR,0,0.1807
2017,NUTS,2010,TR,0,0.2141
2018,NUTS,2010,TR,0,0.2525
2019,NUTS,2010,TR,0,0.283
2020,NUTS,2010,TR,0,0.3548
2011,NUTS,2010,UK,0,0.1558
2012,NUTS,2010,UK,0,0.1641
2013,NUTS,2010,UK,0,0.1881
2014,NUTS,2010,UK,0,0.1952
2015,NUTS,2010,UK,0,0.204
2016,NUTS,2010,UK,0,0.2089
2017,NUTS,2010,UK,0,0.2354
2018,NUTS,2010,UK,0,0.2432
2011,NUTS,2010,UKC,1,0.0878
2013,NUTS,2010,UKC,1,0.127
2015,NUTS,2010,UKC,1,0.1155
2017,NUTS,2010,UKC,1,0.144
2011,NUTS,2010,UKC1,2,0.0883
2013,NUTS,2010,UKC1,2,0.1707
2015,NUTS,2010,UKC1,2,0.1045
2017,NUTS,2010,UKC1,2,0.1168
2011,NUTS,2010,UKC2,2,0.0875
