year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_mio_pps
2006,NUTS,2010,PT30,2,7.367
2007,NUTS,2010,PT30,2,6.102
2008,NUTS,2010,PT30,2,6.569
2009,NUTS,2010,PT30,2,9.379
2010,NUTS,2010,PT30,2,9.879
2011,NUTS,2010,PT30,2,5.643
2012,NUTS,2010,PT30,2,3.536
2013,NUTS,2010,PT30,2,4.44
2014,NUTS,2010,PT30,2,4.43
2015,NUTS,2010,PT30,2,4.392
2016,NUTS,2010,PT30,2,3.677
2017,NUTS,2010,PT30,2,5.201
2018,NUTS,2010,PT30,2,5.378
2019,NUTS,2010,PT30,2,6.454
2020,NUTS,2010,PT30,2,6.494
1995,NUTS,2010,PTZZ,2,144.952
1997,NUTS,2010,PTZZ,2,155.775
1999,NUTS,2010,PTZZ,2,213.039
1995,NUTS,2010,RO,0,155.622
1996,NUTS,2010,RO,0,172.046
1997,NUTS,2010,RO,0,95.117
1998,NUTS,2010,RO,0,96.233
1999,NUTS,2010,RO,0,77.697
2000,NUTS,2010,RO,0,75.136
2001,NUTS,2010,RO,0,126.507
2002,NUTS,2010,RO,0,116.308
2003,NUTS,2010,RO,0,170.701
2004,NUTS,2010,RO,0,209.51
2005,NUTS,2010,RO,0,236.347
2006,NUTS,2010,RO,0,287.658
2007,NUTS,2010,RO,0,392.213
2008,NUTS,2010,RO,0,604.776
2009,NUTS,2010,RO,0,396.36
2010,NUTS,2010,RO,0,436.773
2011,NUTS,2010,RO,0,545.622
2012,NUTS,2010,RO,0,555.26
2013,NUTS,2010,RO,0,544.966
2014,NUTS,2010,RO,0,483.035
2015,NUTS,2010,RO,0,575.033
2016,NUTS,2010,RO,0,531.532
2017,NUTS,2010,RO,0,594.454
2018,NUTS,2010,RO,0,594.822
2019,NUTS,2010,RO,0,638.543
2020,NUTS,2010,RO,0,620.396
2001,NUTS,2010,RO1,1,3.105
2002,NUTS,2010,RO1,1,2.842
2003,NUTS,2010,RO1,1,4.35
2004,NUTS,2010,RO1,1,3.803
2005,NUTS,2010,RO1,1,4.986
2006,NUTS,2010,RO1,1,13.855
2007,NUTS,2010,RO1,1,23.57
2008,NUTS,2010,RO1,1,34.697
2009,NUTS,2010,RO1,1,17.334
2010,NUTS,2010,RO1,1,16.595
2011,NUTS,2010,RO1,1,26.354
2012,NUTS,2010,RO1,1,35.695
2013,NUTS,2010,RO1,1,26.203
2014,NUTS,2010,RO1,1,30.188
2015,NUTS,2010,RO1,1,50.184
2016,NUTS,2010,RO1,1,29.163
2017,NUTS,2010,RO1,1,30.716
2018,NUTS,2010,RO1,1,32.017
2019,NUTS,2010,RO1,1,30.859
2001,NUTS,2010,RO11,2,2.733
2002,NUTS,2010,RO11,2,2.317
2003,NUTS,2010,RO11,2,3.814
2004,NUTS,2010,RO11,2,3.152
2005,NUTS,2010,RO11,2,4.652
2006,NUTS,2010,RO11,2,13.469
2007,NUTS,2010,RO11,2,21.144
2008,NUTS,2010,RO11,2,31.954
2009,NUTS,2010,RO11,2,15.321
2010,NUTS,2010,RO11,2,13.606
2011,NUTS,2010,RO11,2,19.861
2012,NUTS,2010,RO11,2,31.06
2013,NUTS,2010,RO11,2,22.125
2014,NUTS,2010,RO11,2,19.466
2015,NUTS,2010,RO11,2,34.265
2016,NUTS,2010,RO11,2,23.808
2017,NUTS,2010,RO11,2,25.662
2018,NUTS,2010,RO11,2,26.06
2019,NUTS,2010,RO11,2,24.287
2001,NUTS,2010,RO12,2,0.372
2002,NUTS,2010,RO12,2,0.525
2003,NUTS,2010,RO12,2,0.536
2004,NUTS,2010,RO12,2,0.651
2005,NUTS,2010,RO12,2,0.334
2006,NUTS,2010,RO12,2,0.386
2007,NUTS,2010,RO12,2,2.426
2008,NUTS,2010,RO12,2,2.742
2009,NUTS,2010,RO12,2,2.013
2010,NUTS,2010,RO12,2,2.989
2011,NUTS,2010,RO12,2,6.493
2012,NUTS,2010,RO12,2,4.635
2013,NUTS,2010,RO12,2,4.078
2014,NUTS,2010,RO12,2,10.722
2015,NUTS,2010,RO12,2,15.919
2016,NUTS,2010,RO12,2,5.354
2017,NUTS,2010,RO12,2,5.053
2018,NUTS,2010,RO12,2,5.957
2019,NUTS,2010,RO12,2,6.572
2001,NUTS,2010,RO2,1,9.359
2002,NUTS,2010,RO2,1,10.647
2003,NUTS,2010,RO2,1,11.868
2004,NUTS,2010,RO2,1,14.176
2005,NUTS,2010,RO2,1,18.039
2006,NUTS,2010,RO2,1,26.548
2007,NUTS,2010,RO2,1,32.543
2008,NUTS,2010,RO2,1,39.385
2009,NUTS,2010,RO2,1,26.39
2010,NUTS,2010,RO2,1,36.871
2011,NUTS,2010,RO2,1,55.365
2012,NUTS,2010,RO2,1,61.534
2013,NUTS,2010,RO2,1,50.757
2014,NUTS,2010,RO2,1,51.006
2015,NUTS,2010,RO2,1,56.504
2016,NUTS,2010,RO2,1,57.138
2017,NUTS,2010,RO2,1,52.032
2018,NUTS,2010,RO2,1,73.911
2019,NUTS,2010,RO2,1,77.393
2001,NUTS,2010,RO21,2,5.621
2002,NUTS,2010,RO21,2,6.615
2003,NUTS,2010,RO21,2,7.252
2004,NUTS,2010,RO21,2,9.437
2005,NUTS,2010,RO21,2,11.32
2006,NUTS,2010,RO21,2,19.29
2007,NUTS,2010,RO21,2,22.086
2008,NUTS,2010,RO21,2,29.039
2009,NUTS,2010,RO21,2,18.78
2010,NUTS,2010,RO21,2,24.349
2011,NUTS,2010,RO21,2,35.558
2012,NUTS,2010,RO21,2,49.267
2013,NUTS,2010,RO21,2,38.345
2014,NUTS,2010,RO21,2,37.393
2015,NUTS,2010,RO21,2,39.908
2016,NUTS,2010,RO21,2,36.9
2017,NUTS,2010,RO21,2,33.011
2018,NUTS,2010,RO21,2,48.883
2019,NUTS,2010,RO21,2,50.368
2001,NUTS,2010,RO22,2,3.738
2002,NUTS,2010,RO22,2,4.031
2003,NUTS,2010,RO22,2,4.616
2004,NUTS,2010,RO22,2,4.739
2005,NUTS,2010,RO22,2,6.718
2006,NUTS,2010,RO22,2,7.258
2007,NUTS,2010,RO22,2,10.458
2008,NUTS,2010,RO22,2,10.346
2009,NUTS,2010,RO22,2,7.61
2010,NUTS,2010,RO22,2,12.523
2011,NUTS,2010,RO22,2,19.807
2012,NUTS,2010,RO22,2,12.267
2013,NUTS,2010,RO22,2,12.411
2014,NUTS,2010,RO22,2,13.613
2015,NUTS,2010,RO22,2,16.596
2016,NUTS,2010,RO22,2,20.238
2017,NUTS,2010,RO22,2,19.021
2018,NUTS,2010,RO22,2,25.027
2019,NUTS,2010,RO22,2,27.025
2001,NUTS,2010,RO3,1,107.66
2002,NUTS,2010,RO3,1,95.512
2003,NUTS,2010,RO3,1,144.283
2004,NUTS,2010,RO3,1,178.481
2005,NUTS,2010,RO3,1,192.423
2006,NUTS,2010,RO3,1,222.681
2007,NUTS,2010,RO3,1,305.967
2008,NUTS,2010,RO3,1,494.69
2009,NUTS,2010,RO3,1,320.029
2010,NUTS,2010,RO3,1,344.857
2011,NUTS,2010,RO3,1,420.347
2012,NUTS,2010,RO3,1,436.129
2013,NUTS,2010,RO3,1,425.002
2014,NUTS,2010,RO3,1,363.542
2015,NUTS,2010,RO3,1,412.712
2016,NUTS,2010,RO3,1,402.255
2017,NUTS,2010,RO3,1,444.401
2018,NUTS,2010,RO3,1,433.219
2019,NUTS,2010,RO3,1,477.45
2001,NUTS,2010,RO31,2,0.41
2002,NUTS,2010,RO31,2,0.358
2006,NUTS,2010,RO31,2,0.065
2007,NUTS,2010,RO31,2,2.328
2008,NUTS,2010,RO31,2,2.828
2009,NUTS,2010,RO31,2,1.949
2010,NUTS,2010,RO31,2,1.436
2011,NUTS,2010,RO31,2,9.979
2012,NUTS,2010,RO31,2,12.494
2013,NUTS,2010,RO31,2,9.497
2014,NUTS,2010,RO31,2,9.194
2015,NUTS,2010,RO31,2,13.5
2016,NUTS,2010,RO31,2,15.385
2017,NUTS,2010,RO31,2,11.72
2018,NUTS,2010,RO31,2,14.557
2019,NUTS,2010,RO31,2,11.494
2001,NUTS,2010,RO32,2,107.25
2002,NUTS,2010,RO32,2,95.154
2003,NUTS,2010,RO32,2,144.283
2004,NUTS,2010,RO32,2,178.481
2005,NUTS,2010,RO32,2,192.423
2006,NUTS,2010,RO32,2,222.616
2007,NUTS,2010,RO32,2,303.639
2008,NUTS,2010,RO32,2,491.862
2009,NUTS,2010,RO32,2,318.081
2010,NUTS,2010,RO32,2,343.42
2011,NUTS,2010,RO32,2,410.369
2012,NUTS,2010,RO32,2,423.632
2013,NUTS,2010,RO32,2,415.505
2014,NUTS,2010,RO32,2,354.349
2015,NUTS,2010,RO32,2,399.212
2016,NUTS,2010,RO32,2,386.869
2017,NUTS,2010,RO32,2,432.68
2018,NUTS,2010,RO32,2,418.662
2019,NUTS,2010,RO32,2,465.956
2001,NUTS,2010,RO4,1,6.382
2002,NUTS,2010,RO4,1,7.307
2003,NUTS,2010,RO4,1,10.2
2004,NUTS,2010,RO4,1,12.878
2005,NUTS,2010,RO4,1,20.902
2006,NUTS,2010,RO4,1,24.574
2007,NUTS,2010,RO4,1,30.133
2008,NUTS,2010,RO4,1,36.021
2009,NUTS,2010,RO4,1,32.606
2010,NUTS,2010,RO4,1,38.45
2011,NUTS,2010,RO4,1,43.556
2012,NUTS,2010,RO4,1,21.902
2013,NUTS,2010,RO4,1,43.005
2014,NUTS,2010,RO4,1,38.299
2015,NUTS,2010,RO4,1,55.634
2016,NUTS,2010,RO4,1,42.976
2017,NUTS,2010,RO4,1,67.306
2018,NUTS,2010,RO4,1,55.675
2019,NUTS,2010,RO4,1,52.842
2001,NUTS,2010,RO41,2,4.079
2002,NUTS,2010,RO41,2,3.776
2003,NUTS,2010,RO41,2,4.268
2004,NUTS,2010,RO41,2,5.41
2005,NUTS,2010,RO41,2,11.941
2006,NUTS,2010,RO41,2,13.866
2007,NUTS,2010,RO41,2,16.558
2008,NUTS,2010,RO41,2,15.801
2009,NUTS,2010,RO41,2,18.131
2010,NUTS,2010,RO41,2,19.606
2011,NUTS,2010,RO41,2,28.664
2012,NUTS,2010,RO41,2,7.285
2013,NUTS,2010,RO41,2,25.419
2014,NUTS,2010,RO41,2,24.103
2015,NUTS,2010,RO41,2,38.352
2016,NUTS,2010,RO41,2,25.679
2017,NUTS,2010,RO41,2,38.931
2018,NUTS,2010,RO41,2,29.668
2019,NUTS,2010,RO41,2,27.215
2001,NUTS,2010,RO42,2,2.303
2002,NUTS,2010,RO42,2,3.531
2003,NUTS,2010,RO42,2,5.932
2004,NUTS,2010,RO42,2,7.64
2005,NUTS,2010,RO42,2,8.958
2006,NUTS,2010,RO42,2,10.708
2007,NUTS,2010,RO42,2,13.575
2008,NUTS,2010,RO42,2,20.221
2009,NUTS,2010,RO42,2,14.475
2010,NUTS,2010,RO42,2,18.844
2011,NUTS,2010,RO42,2,14.892
2012,NUTS,2010,RO42,2,14.617
2013,NUTS,2010,RO42,2,17.586
2014,NUTS,2010,RO42,2,14.196
2015,NUTS,2010,RO42,2,17.282
2016,NUTS,2010,RO42,2,17.297
2017,NUTS,2010,RO42,2,28.375
2018,NUTS,2010,RO42,2,26.007
2019,NUTS,2010,RO42,2,25.627
2009,NUTS,2010,RS,0,174.766
2010,NUTS,2010,RS,0,181.634
2011,NUTS,2010,RS,0,171.087
2012,NUTS,2010,RS,0,181.821
2013,NUTS,2010,RS,0,172.452
2014,NUTS,2010,RS,0,132.458
2015,NUTS,2010,RS,0,168.858
2016,NUTS,2010,RS,0,169.868
2017,NUTS,2010,RS,0,188.88
2018,NUTS,2010,RS,0,217.21
2019,NUTS,2010,RS,0,203.333
2020,NUTS,2010,RS,0,233.778
2018,NUTS,2010,RS1,1,214.003
2019,NUTS,2010,RS1,1,199.92
2020,NUTS,2010,RS1,1,227.416
2018,NUTS,2010,RS11,2,179.741
2019,NUTS,2010,RS11,2,180.852
2020,NUTS,2010,RS11,2,187.257
2018,NUTS,2010,RS12,2,34.262
2019,NUTS,2010,RS12,2,19.07
2020,NUTS,2010,RS12,2,40.159
2018,NUTS,2010,RS2,1,3.207
2019,NUTS,2010,RS2,1,3.412
2020,NUTS,2010,RS2,1,6.362
2018,NUTS,2010,RS21,2,1.216
2019,NUTS,2010,RS21,2,1.17
2020,NUTS,2010,RS21,2,2.698
2018,NUTS,2010,RS22,2,1.991
2019,NUTS,2010,RS22,2,2.242
2020,NUTS,2010,RS22,2,3.664
1995,NUTS,2010,RU,0,2412.131
1996,NUTS,2010,RU,0,2704.281
1997,NUTS,2010,RU,0,3314.376
1998,NUTS,2010,RU,0,2649.65
1999,NUTS,2010,RU,0,2945.318
2000,NUTS,2010,RU,0,3411.379
2001,NUTS,2010,RU,0,4032.14
2002,NUTS,2010,RU,0,4560.144
2003,NUTS,2010,RU,0,5248.063
2004,NUTS,2010,RU,0,5164.617
2005,NUTS,2010,RU,0,5393.178
2006,NUTS,2010,RU,0,6083.664
2007,NUTS,2010,RU,0,7579.058
2008,NUTS,2010,RU,0,7585.004
2009,NUTS,2010,RU,0,8169.68
2010,NUTS,2010,RU,0,8088.299
2011,NUTS,2010,RU,0,7921.096
2012,NUTS,2010,RU,0,9228.93
2013,NUTS,2010,RU,0,8801.428
2014,NUTS,2010,RU,0,9437.129
2015,NUTS,2010,RU,0,10011.532
1995,NUTS,2010,SE,0,194.492
1997,NUTS,2010,SE,0,212.742
1999,NUTS,2010,SE,0,228.687
2001,NUTS,2010,SE,0,242.155
2003,NUTS,2010,SE,0,292.69
2004,NUTS,2010,SE,0,260.357
2005,NUTS,2010,SE,0,415.079
2006,NUTS,2010,SE,0,423.947
2007,NUTS,2010,SE,0,472.131
2008,NUTS,2010,SE,0,464.705
2009,NUTS,2010,SE,0,419.802
2010,NUTS,2010,SE,0,462.501
2011,NUTS,2010,SE,0,431.455
2012,NUTS,2010,SE,0,495.66
2013,NUTS,2010,SE,0,385.054
2014,NUTS,2010,SE,0,380.943
2015,NUTS,2010,SE,0,380.522
2016,NUTS,2010,SE,0,384.143
2017,NUTS,2010,SE,0,436.965
2018,NUTS,2010,SE,0,443.6
2019,NUTS,2010,SE,0,583.619
2020,NUTS,2010,SE,0,590.392
1999,NUTS,2010,SE1,1,191.336
2003,NUTS,2010,SE1,1,250.283
2005,NUTS,2010,SE1,1,290.34
2007,NUTS,2010,SE1,1,320.686
2009,NUTS,2010,SE1,1,272.363
2011,NUTS,2010,SE1,1,259.345
2013,NUTS,2010,SE1,1,223.196
2015,NUTS,2010,SE1,1,216.687
2017,NUTS,2010,SE1,1,254.204
2019,NUTS,2010,SE1,1,306.062
1999,NUTS,2010,SE11,2,136.476
2003,NUTS,2010,SE11,2,186.328
2005,NUTS,2010,SE11,2,198.685
2007,NUTS,2010,SE11,2,195.668
2009,NUTS,2010,SE11,2,153.956
2011,NUTS,2010,SE11,2,139.408
2013,NUTS,2010,SE11,2,147.594
2015,NUTS,2010,SE11,2,144.918
2017,NUTS,2010,SE11,2,154.291
2019,NUTS,2010,SE11,2,174.806
1999,NUTS,2010,SE12,2,54.86
2003,NUTS,2010,SE12,2,63.956
2005,NUTS,2010,SE12,2,91.654
2007,NUTS,2010,SE12,2,125.018
2009,NUTS,2010,SE12,2,118.323
2011,NUTS,2010,SE12,2,119.938
2013,NUTS,2010,SE12,2,75.601
2015,NUTS,2010,SE12,2,71.931
2017,NUTS,2010,SE12,2,99.836
2019,NUTS,2010,SE12,2,131.256
1999,NUTS,2010,SE2,1,5.567
2003,NUTS,2010,SE2,1,8.481
2005,NUTS,2010,SE2,1,85.089
2007,NUTS,2010,SE2,1,96.633
2009,NUTS,2010,SE2,1,100.803
2011,NUTS,2010,SE2,1,118.421
2013,NUTS,2010,SE2,1,117.639
2015,NUTS,2010,SE2,1,119.344
2017,NUTS,2010,SE2,1,134.51
2019,NUTS,2010,SE2,1,202.252
1999,NUTS,2010,SE21,2,0.18
2003,NUTS,2010,SE21,2,0.346
2005,NUTS,2010,SE21,2,2.678
2007,NUTS,2010,SE21,2,6.14
2009,NUTS,2010,SE21,2,5.248
2011,NUTS,2010,SE21,2,5.563
2013,NUTS,2010,SE21,2,6.461
2015,NUTS,2010,SE21,2,5.358
2017,NUTS,2010,SE21,2,7.912
2019,NUTS,2010,SE21,2,9.149
1999,NUTS,2010,SE22,2,1.526
2003,NUTS,2010,SE22,2,3.029
2005,NUTS,2010,SE22,2,24.447
2007,NUTS,2010,SE22,2,28.652
2009,NUTS,2010,SE22,2,35.632
2011,NUTS,2010,SE22,2,46.273
2013,NUTS,2010,SE22,2,54.708
2015,NUTS,2010,SE22,2,52.365
2017,NUTS,2010,SE22,2,56.628
2019,NUTS,2010,SE22,2,80.22
1999,NUTS,2010,SE23,2,3.861
2003,NUTS,2010,SE23,2,5.106
2005,NUTS,2010,SE23,2,57.964
2007,NUTS,2010,SE23,2,61.842
2009,NUTS,2010,SE23,2,59.923
2011,NUTS,2010,SE23,2,66.501
2013,NUTS,2010,SE23,2,56.554
2015,NUTS,2010,SE23,2,61.702
2017,NUTS,2010,SE23,2,69.97
2019,NUTS,2010,SE23,2,112.883
1999,NUTS,2010,SE3,1,31.874
2003,NUTS,2010,SE3,1,33.925
2005,NUTS,2010,SE3,1,47.771
2007,NUTS,2010,SE3,1,54.901
2009,NUTS,2010,SE3,1,46.635
2011,NUTS,2010,SE3,1,53.69
2013,NUTS,2010,SE3,1,44.136
2015,NUTS,2010,SE3,1,44.328
2017,NUTS,2010,SE3,1,48.405
2019,NUTS,2010,SE3,1,58.294
1999,NUTS,2010,SE31,2,12.301
2003,NUTS,2010,SE31,2,11.164
2005,NUTS,2010,SE31,2,15.808
2007,NUTS,2010,SE31,2,19.665
2009,NUTS,2010,SE31,2,15.319
2011,NUTS,2010,SE31,2,18.121
2013,NUTS,2010,SE31,2,11.747
2015,NUTS,2010,SE31,2,10.392
2017,NUTS,2010,SE31,2,10.317
2019,NUTS,2010,SE31,2,11.719
1999,NUTS,2010,SE32,2,2.963
2003,NUTS,2010,SE32,2,0.346
2005,NUTS,2010,SE32,2,8.466
2007,NUTS,2010,SE32,2,5.072
2009,NUTS,2010,SE32,2,3.47
2011,NUTS,2010,SE32,2,3.119
2013,NUTS,2010,SE32,2,4.279
2015,NUTS,2010,SE32,2,4.059
2017,NUTS,2010,SE32,2,4.965
2019,NUTS,2010,SE32,2,4.083
1999,NUTS,2010,SE33,2,16.611
2003,NUTS,2010,SE33,2,22.415
2005,NUTS,2010,SE33,2,23.497
2007,NUTS,2010,SE33,2,30.164
2009,NUTS,2010,SE33,2,27.761
2011,NUTS,2010,SE33,2,32.534
2013,NUTS,2010,SE33,2,28.025
2015,NUTS,2010,SE33,2,29.958
2017,NUTS,2010,SE33,2,33.123
2019,NUTS,2010,SE33,2,42.492
1995,NUTS,2010,SI,0,85.173
1996,NUTS,2010,SI,0,81.23
1997,NUTS,2010,SI,0,89.279
1998,NUTS,2010,SI,0,105.14
1999,NUTS,2010,SI,0,108.029
2000,NUTS,2010,SI,0,104.761
2001,NUTS,2010,SI,0,111.465
2002,NUTS,2010,SI,0,110.136
2003,NUTS,2010,SI,0,95.461
2004,NUTS,2010,SI,0,100.92
2005,NUTS,2010,SI,0,134.042
2006,NUTS,2010,SI,0,154.527
2007,NUTS,2010,SI,0,153.419
2008,NUTS,2010,SI,0,165.534
2009,NUTS,2010,SI,0,159.494
2010,NUTS,2010,SI,0,161.254
2011,NUTS,2010,SI,0,152.707
2012,NUTS,2010,SI,0,147.898
2013,NUTS,2010,SI,0,148.659
2014,NUTS,2010,SI,0,131.228
2015,NUTS,2010,SI,0,139.135
2016,NUTS,2010,SI,0,131.31
2017,NUTS,2010,SI,0,133.303
2018,NUTS,2010,SI,0,144.5
2019,NUTS,2010,SI,0,163.13
2020,NUTS,2010,SI,0,164.852
1995,NUTS,2010,SI0,1,85.173
1996,NUTS,2010,SI0,1,81.23
1997,NUTS,2010,SI0,1,89.279
1998,NUTS,2010,SI0,1,105.14
1999,NUTS,2010,SI0,1,108.029
2000,NUTS,2010,SI0,1,104.761
2001,NUTS,2010,SI0,1,111.465
2002,NUTS,2010,SI0,1,110.136
2003,NUTS,2010,SI0,1,95.461
2004,NUTS,2010,SI0,1,100.92
2005,NUTS,2010,SI0,1,134.042
2006,NUTS,2010,SI0,1,154.527
2007,NUTS,2010,SI0,1,153.419
2008,NUTS,2010,SI0,1,165.534
2009,NUTS,2010,SI0,1,159.551
2010,NUTS,2010,SI0,1,161.203
2011,NUTS,2010,SI0,1,152.707
2012,NUTS,2010,SI0,1,147.898
2013,NUTS,2010,SI0,1,148.659
2014,NUTS,2010,SI0,1,131.228
2015,NUTS,2010,SI0,1,139.135
2016,NUTS,2010,SI0,1,131.31
2017,NUTS,2010,SI0,1,133.303
2018,NUTS,2010,SI0,1,144.5
2019,NUTS,2010,SI0,1,163.13
2013,NUTS,2010,SI03,2,9.476
2014,NUTS,2010,SI03,2,0.001
2015,NUTS,2010,SI03,2,1.009
2016,NUTS,2010,SI03,2,0.88
2017,NUTS,2010,SI03,2,0.746
2018,NUTS,2010,SI03,2,1.389
2019,NUTS,2010,SI03,2,1.696
2013,NUTS,2010,SI04,2,139.183
2014,NUTS,2010,SI04,2,129.897
2015,NUTS,2010,SI04,2,138.126
2016,NUTS,2010,SI04,2,130.43
2017,NUTS,2010,SI04,2,132.557
2018,NUTS,2010,SI04,2,143.11
2019,NUTS,2010,SI04,2,161.435
1995,NUTS,2010,SK,0,141.801
1996,NUTS,2010,SK,0,148.869
1997,NUTS,2010,SK,0,84.48
1998,NUTS,2010,SK,0,90.303
1999,NUTS,2010,SK,0,85.72
2000,NUTS,2010,SK,0,80.195
2001,NUTS,2010,SK,0,81.613
2002,NUTS,2010,SK,0,87.745
2003,NUTS,2010,SK,0,111.03
2004,NUTS,2010,SK,0,102.032
2005,NUTS,2010,SK,0,107.101
2006,NUTS,2010,SK,0,125.669
2007,NUTS,2010,SK,0,142.468
2008,NUTS,2010,SK,0,149.853
2009,NUTS,2010,SK,0,150.409
2010,NUTS,2010,SK,0,188.049
2011,NUTS,2010,SK,0,190.72
2012,NUTS,2010,SK,0,210.125
2013,NUTS,2010,SK,0,183.793
2014,NUTS,2010,SK,0,280.1
2015,NUTS,2010,SK,0,377.802
2016,NUTS,2010,SK,0,189.588
2017,NUTS,2010,SK,0,207.189
2018,NUTS,2010,SK,0,205.5
2019,NUTS,2010,SK,0,195.408
2020,NUTS,2010,SK,0,205.483
1995,NUTS,2010,SK0,1,141.801
1996,NUTS,2010,SK0,1,148.869
1997,NUTS,2010,SK0,1,84.48
1998,NUTS,2010,SK0,1,90.303
1999,NUTS,2010,SK0,1,85.72
2000,NUTS,2010,SK0,1,80.195
2001,NUTS,2010,SK0,1,81.613
2002,NUTS,2010,SK0,1,87.745
2003,NUTS,2010,SK0,1,111.03
2004,NUTS,2010,SK0,1,102.032
2005,NUTS,2010,SK0,1,107.101
2006,NUTS,2010,SK0,1,125.669
2007,NUTS,2010,SK0,1,142.468
2008,NUTS,2010,SK0,1,149.853
2009,NUTS,2010,SK0,1,150.409
2010,NUTS,2010,SK0,1,188.049
2011,NUTS,2010,SK0,1,190.72
2012,NUTS,2010,SK0,1,210.125
2013,NUTS,2010,SK0,1,183.793
2014,NUTS,2010,SK0,1,280.1
2015,NUTS,2010,SK0,1,377.802
2016,NUTS,2010,SK0,1,189.588
2017,NUTS,2010,SK0,1,207.189
2018,NUTS,2010,SK0,1,205.5
2019,NUTS,2010,SK0,1,195.408
2020,NUTS,2010,SK0,1,205.483
2000,NUTS,2010,SK01,2,59.052
2001,NUTS,2010,SK01,2,59.931
2002,NUTS,2010,SK01,2,66.096
2003,NUTS,2010,SK01,2,85.901
2004,NUTS,2010,SK01,2,78.926
2005,NUTS,2010,SK01,2,77.305
2006,NUTS,2010,SK01,2,84.959
2007,NUTS,2010,SK01,2,103.096
2008,NUTS,2010,SK01,2,111.566
2009,NUTS,2010,SK01,2,117.34
2010,NUTS,2010,SK01,2,134.671
2011,NUTS,2010,SK01,2,134.989
2012,NUTS,2010,SK01,2,145.994
2013,NUTS,2010,SK01,2,142.209
2014,NUTS,2010,SK01,2,192.729
2015,NUTS,2010,SK01,2,279.385
2016,NUTS,2010,SK01,2,131.539
2017,NUTS,2010,SK01,2,155.378
2018,NUTS,2010,SK01,2,160.623
2019,NUTS,2010,SK01,2,150.008
2020,NUTS,2010,SK01,2,165.747
2000,NUTS,2010,SK02,2,9.237
2001,NUTS,2010,SK02,2,9.056
2002,NUTS,2010,SK02,2,9.494
2003,NUTS,2010,SK02,2,12.565
2004,NUTS,2010,SK02,2,9.896
2005,NUTS,2010,SK02,2,13.045
2006,NUTS,2010,SK02,2,20.835
2007,NUTS,2010,SK02,2,20.716
2008,NUTS,2010,SK02,2,20.712
2009,NUTS,2010,SK02,2,11.739
2010,NUTS,2010,SK02,2,21.168
2011,NUTS,2010,SK02,2,18.365
2012,NUTS,2010,SK02,2,19.978
2013,NUTS,2010,SK02,2,4.77
2014,NUTS,2010,SK02,2,47.707
2015,NUTS,2010,SK02,2,52.672
2016,NUTS,2010,SK02,2,33.231
2017,NUTS,2010,SK02,2,27.205
2018,NUTS,2010,SK02,2,22.983
2019,NUTS,2010,SK02,2,22.483
2020,NUTS,2010,SK02,2,13.795
2000,NUTS,2010,SK03,2,3.043
2001,NUTS,2010,SK03,2,3.409
2002,NUTS,2010,SK03,2,2.713
2003,NUTS,2010,SK03,2,1.552
2004,NUTS,2010,SK03,2,1.633
2005,NUTS,2010,SK03,2,5.873
2006,NUTS,2010,SK03,2,5.946
2007,NUTS,2010,SK03,2,6.047
2008,NUTS,2010,SK03,2,7.429
2009,NUTS,2010,SK03,2,5.787
2010,NUTS,2010,SK03,2,7.479
2011,NUTS,2010,SK03,2,8.669
2012,NUTS,2010,SK03,2,10.828
2013,NUTS,2010,SK03,2,9.719
2014,NUTS,2010,SK03,2,10.237
2015,NUTS,2010,SK03,2,26.542
2016,NUTS,2010,SK03,2,8.778
2017,NUTS,2010,SK03,2,8.291
2018,NUTS,2010,SK03,2,8.494
2019,NUTS,2010,SK03,2,7.841
2020,NUTS,2010,SK03,2,11.629
2000,NUTS,2010,SK04,2,8.81
2001,NUTS,2010,SK04,2,9.216
2002,NUTS,2010,SK04,2,9.442
2003,NUTS,2010,SK04,2,11.013
2004,NUTS,2010,SK04,2,11.577
2005,NUTS,2010,SK04,2,10.879
2006,NUTS,2010,SK04,2,13.938
2007,NUTS,2010,SK04,2,12.608
2008,NUTS,2010,SK04,2,10.146
2009,NUTS,2010,SK04,2,15.542
2010,NUTS,2010,SK04,2,24.731
2011,NUTS,2010,SK04,2,28.696
2012,NUTS,2010,SK04,2,33.325
2013,NUTS,2010,SK04,2,27.095
2014,NUTS,2010,SK04,2,29.428
2015,NUTS,2010,SK04,2,19.203
2016,NUTS,2010,SK04,2,16.04
2017,NUTS,2010,SK04,2,16.316
2018,NUTS,2010,SK04,2,13.4
2019,NUTS,2010,SK04,2,15.076
2020,NUTS,2010,SK04,2,14.313
1995,NUTS,2010,TR,0,102.938
1996,NUTS,2010,TR,0,217.233
1997,NUTS,2010,TR,0,225.68
1998,NUTS,2010,TR,0,122.873
1999,NUTS,2010,TR,0,138.822
2000,NUTS,2010,TR,0,145.754
2001,NUTS,2010,TR,0,189.67
2002,NUTS,2010,TR,0,179.219
2003,NUTS,2010,TR,0,255.602
2004,NUTS,2010,TR,0,237.696
2005,NUTS,2010,TR,0,434.813
2006,NUTS,2010,TR,0,485.132
2007,NUTS,2010,TR,0,596.162
2008,NUTS,2010,TR,0,726.259
2009,NUTS,2010,TR,0,848.445
2010,NUTS,2010,TR,0,872.272
2011,NUTS,2010,TR,0,974.775
