year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_pc_gdp
2012,NUTS,2010,FR71,2,2.78
2013,NUTS,2010,FR71,2,2.77
2011,NUTS,2010,FR72,2,2.22
2012,NUTS,2010,FR72,2,2.38
2013,NUTS,2010,FR72,2,2.24
2011,NUTS,2010,FR8,1,2.01
2012,NUTS,2010,FR8,1,2.18
2013,NUTS,2010,FR8,1,2.38
2011,NUTS,2010,FR81,2,2.24
2012,NUTS,2010,FR81,2,2.31
2013,NUTS,2010,FR81,2,2.39
2011,NUTS,2010,FR82,2,2.0
2012,NUTS,2010,FR82,2,2.23
2013,NUTS,2010,FR82,2,2.49
2011,NUTS,2010,FR83,2,0.36
2012,NUTS,2010,FR83,2,0.29
2013,NUTS,2010,FR83,2,0.29
2011,NUTS,2010,FRA,1,0.69
2012,NUTS,2010,FRA,1,0.64
2013,NUTS,2010,FRA,1,0.68
2011,NUTS,2010,FRZ,1,27.71
2012,NUTS,2010,FRZ,1,36.03
2013,NUTS,2010,FRZ,1,39.13
2011,NUTS,2010,FRZZ,2,27.71
2012,NUTS,2010,FRZZ,2,36.03
2013,NUTS,2010,FRZZ,2,39.13
2011,NUTS,2010,HR,0,0.74
2012,NUTS,2010,HR,0,0.74
2013,NUTS,2010,HR,0,0.8
2014,NUTS,2010,HR,0,0.77
2015,NUTS,2010,HR,0,0.83
2016,NUTS,2010,HR,0,0.85
2017,NUTS,2010,HR,0,0.85
2018,NUTS,2010,HR,0,0.95
2019,NUTS,2010,HR,0,1.08
2020,NUTS,2010,HR,0,1.25
2011,NUTS,2010,HR0,1,0.74
2012,NUTS,2010,HR0,1,0.74
2013,NUTS,2010,HR0,1,0.8
2014,NUTS,2010,HR0,1,0.77
2015,NUTS,2010,HR0,1,0.83
2016,NUTS,2010,HR0,1,0.85
2017,NUTS,2010,HR0,1,0.85
2018,NUTS,2010,HR0,1,0.95
2019,NUTS,2010,HR0,1,1.08
2020,NUTS,2010,HR0,1,1.25
2020,NUTS,2010,HR02,2,0.32
2011,NUTS,2010,HR03,2,0.3
2012,NUTS,2010,HR03,2,0.29
2013,NUTS,2010,HR03,2,0.42
2014,NUTS,2010,HR03,2,0.36
2015,NUTS,2010,HR03,2,0.33
2016,NUTS,2010,HR03,2,0.34
2017,NUTS,2010,HR03,2,0.42
2018,NUTS,2010,HR03,2,0.45
2019,NUTS,2010,HR03,2,0.59
2020,NUTS,2010,HR03,2,0.61
2011,NUTS,2010,HR04,2,0.95
2012,NUTS,2010,HR04,2,0.96
2013,NUTS,2010,HR04,2,0.99
2014,NUTS,2010,HR04,2,0.98
2015,NUTS,2010,HR04,2,1.08
2016,NUTS,2010,HR04,2,1.11
2017,NUTS,2010,HR04,2,1.07
2018,NUTS,2010,HR04,2,1.21
2019,NUTS,2010,HR04,2,1.35
2020,NUTS,2010,HR05,2,2.4
2020,NUTS,2010,HR06,2,1.03
2011,NUTS,2010,HU,0,1.18
2012,NUTS,2010,HU,0,1.25
2013,NUTS,2010,HU,0,1.38
2014,NUTS,2010,HU,0,1.34
2015,NUTS,2010,HU,0,1.34
2016,NUTS,2010,HU,0,1.18
2017,NUTS,2010,HU,0,1.32
2018,NUTS,2010,HU,0,1.51
2019,NUTS,2010,HU,0,1.48
2020,NUTS,2010,HU,0,1.61
2011,NUTS,2010,HU1,1,1.59
2012,NUTS,2010,HU1,1,1.61
2013,NUTS,2010,HU1,1,1.77
2014,NUTS,2010,HU1,1,1.81
2015,NUTS,2010,HU1,1,1.85
2016,NUTS,2010,HU1,1,1.73
2017,NUTS,2010,HU1,1,1.87
2018,NUTS,2010,HU1,1,2.15
2019,NUTS,2010,HU1,1,2.08
2011,NUTS,2010,HU10,2,1.6
2012,NUTS,2010,HU10,2,1.62
2013,NUTS,2010,HU10,2,1.76
2014,NUTS,2010,HU10,2,1.83
2015,NUTS,2010,HU10,2,1.87
2016,NUTS,2010,HU10,2,1.77
2017,NUTS,2010,HU11,2,2.22
2018,NUTS,2010,HU11,2,2.5
2019,NUTS,2010,HU11,2,2.41
2017,NUTS,2010,HU12,2,0.59
2018,NUTS,2010,HU12,2,0.91
2019,NUTS,2010,HU12,2,0.92
2011,NUTS,2010,HU2,1,0.64
2012,NUTS,2010,HU2,1,0.82
2013,NUTS,2010,HU2,1,0.91
2014,NUTS,2010,HU2,1,0.8
2015,NUTS,2010,HU2,1,0.67
2016,NUTS,2010,HU2,1,0.6
2017,NUTS,2010,HU2,1,0.79
2018,NUTS,2010,HU2,1,0.93
2019,NUTS,2010,HU2,1,0.84
2011,NUTS,2010,HU21,2,0.68
2012,NUTS,2010,HU21,2,0.99
2013,NUTS,2010,HU21,2,1.2
2014,NUTS,2010,HU21,2,1.1
2015,NUTS,2010,HU21,2,0.93
2016,NUTS,2010,HU21,2,0.82
2017,NUTS,2010,HU21,2,1.03
2018,NUTS,2010,HU21,2,1.31
2019,NUTS,2010,HU21,2,1.04
2011,NUTS,2010,HU22,2,0.63
2012,NUTS,2010,HU22,2,0.59
2013,NUTS,2010,HU22,2,0.73
2014,NUTS,2010,HU22,2,0.64
2015,NUTS,2010,HU22,2,0.57
2016,NUTS,2010,HU22,2,0.54
2017,NUTS,2010,HU22,2,0.62
2018,NUTS,2010,HU22,2,0.74
2019,NUTS,2010,HU22,2,0.73
2011,NUTS,2010,HU23,2,0.6
2012,NUTS,2010,HU23,2,0.91
2013,NUTS,2010,HU23,2,0.75
2014,NUTS,2010,HU23,2,0.59
2015,NUTS,2010,HU23,2,0.41
2016,NUTS,2010,HU23,2,0.35
2017,NUTS,2010,HU23,2,0.67
2018,NUTS,2010,HU23,2,0.64
2019,NUTS,2010,HU23,2,0.71
2011,NUTS,2010,HU3,1,0.88
2012,NUTS,2010,HU3,1,0.95
2013,NUTS,2010,HU3,1,1.08
2014,NUTS,2010,HU3,1,1.0
2015,NUTS,2010,HU3,1,1.07
2016,NUTS,2010,HU3,1,0.75
2017,NUTS,2010,HU3,1,0.84
2018,NUTS,2010,HU3,1,0.92
2019,NUTS,2010,HU3,1,0.97
2011,NUTS,2010,HU31,2,0.57
2012,NUTS,2010,HU31,2,0.61
2013,NUTS,2010,HU31,2,0.72
2014,NUTS,2010,HU31,2,0.71
2015,NUTS,2010,HU31,2,0.48
2016,NUTS,2010,HU31,2,0.37
2017,NUTS,2010,HU31,2,0.47
2018,NUTS,2010,HU31,2,0.61
2019,NUTS,2010,HU31,2,0.65
2011,NUTS,2010,HU32,2,0.98
2012,NUTS,2010,HU32,2,1.12
2013,NUTS,2010,HU32,2,1.27
2014,NUTS,2010,HU32,2,1.11
2015,NUTS,2010,HU32,2,1.06
2016,NUTS,2010,HU32,2,0.88
2017,NUTS,2010,HU32,2,0.93
2018,NUTS,2010,HU32,2,0.95
2019,NUTS,2010,HU32,2,0.94
2011,NUTS,2010,HU33,2,1.02
2012,NUTS,2010,HU33,2,1.04
2013,NUTS,2010,HU33,2,1.17
2014,NUTS,2010,HU33,2,1.11
2015,NUTS,2010,HU33,2,1.59
2016,NUTS,2010,HU33,2,0.93
2017,NUTS,2010,HU33,2,1.06
2018,NUTS,2010,HU33,2,1.16
2019,NUTS,2010,HU33,2,1.27
2011,NUTS,2010,IE,0,1.55
2012,NUTS,2010,IE,0,1.56
2013,NUTS,2010,IE,0,1.57
2014,NUTS,2010,IE,0,1.52
2015,NUTS,2010,IE,0,1.18
2016,NUTS,2010,IE,0,1.18
2017,NUTS,2010,IE,0,1.26
2018,NUTS,2010,IE,0,1.17
2019,NUTS,2010,IE,0,1.23
2020,NUTS,2010,IE,0,1.23
2011,NUTS,2010,IE0,1,1.55
2013,NUTS,2010,IE0,1,1.54
2015,NUTS,2010,IE0,1,1.19
2017,NUTS,2010,IE0,1,1.23
2011,NUTS,2010,IE01,2,1.61
2013,NUTS,2010,IE01,2,1.74
2015,NUTS,2010,IE01,2,1.87
2011,NUTS,2010,IE02,2,1.54
2013,NUTS,2010,IE02,2,1.49
2015,NUTS,2010,IE02,2,1.1
2011,NUTS,2010,IS,0,2.4
2013,NUTS,2010,IS,0,1.69
2014,NUTS,2010,IS,0,1.94
2015,NUTS,2010,IS,0,2.18
2016,NUTS,2010,IS,0,2.11
2017,NUTS,2010,IS,0,2.08
2018,NUTS,2010,IS,0,2.0
2019,NUTS,2010,IS,0,2.32
2020,NUTS,2010,IS,0,2.47
2011,NUTS,2010,IS0,1,2.4
2013,NUTS,2010,IS0,1,1.69
2014,NUTS,2010,IS0,1,1.94
2015,NUTS,2010,IS0,1,2.18
2016,NUTS,2010,IS0,1,2.11
2017,NUTS,2010,IS0,1,2.08
2018,NUTS,2010,IS0,1,2.0
2019,NUTS,2010,IS0,1,2.32
2020,NUTS,2010,IS0,1,2.47
2011,NUTS,2010,IS00,2,2.4
2013,NUTS,2010,IS00,2,1.69
2014,NUTS,2010,IS00,2,1.94
2015,NUTS,2010,IS00,2,2.18
2016,NUTS,2010,IS00,2,2.11
2017,NUTS,2010,IS00,2,2.08
2018,NUTS,2010,IS00,2,2.0
2019,NUTS,2010,IS00,2,2.32
2020,NUTS,2010,IS00,2,2.47
2011,NUTS,2010,IT,0,1.2
2012,NUTS,2010,IT,0,1.26
2013,NUTS,2010,IT,0,1.3
2014,NUTS,2010,IT,0,1.34
2015,NUTS,2010,IT,0,1.34
2016,NUTS,2010,IT,0,1.37
2017,NUTS,2010,IT,0,1.37
2018,NUTS,2010,IT,0,1.42
2019,NUTS,2010,IT,0,1.46
2020,NUTS,2010,IT,0,1.53
2011,NUTS,2010,ITC,1,1.4
2012,NUTS,2010,ITC,1,1.45
2013,NUTS,2010,ITC,1,1.46
2014,NUTS,2010,ITC,1,1.5
2015,NUTS,2010,ITC,1,1.48
2016,NUTS,2010,ITC,1,1.51
2017,NUTS,2010,ITC,1,1.47
2018,NUTS,2010,ITC,1,1.52
2019,NUTS,2010,ITC,1,1.56
2011,NUTS,2010,ITC1,2,1.86
2012,NUTS,2010,ITC1,2,1.97
2013,NUTS,2010,ITC1,2,2.0
2014,NUTS,2010,ITC1,2,2.21
2015,NUTS,2010,ITC1,2,2.17
2016,NUTS,2010,ITC1,2,2.2
2017,NUTS,2010,ITC1,2,2.06
2018,NUTS,2010,ITC1,2,2.18
2019,NUTS,2010,ITC1,2,2.27
2011,NUTS,2010,ITC2,2,0.53
2012,NUTS,2010,ITC2,2,0.44
2013,NUTS,2010,ITC2,2,0.4
2014,NUTS,2010,ITC2,2,0.45
2015,NUTS,2010,ITC2,2,0.65
2016,NUTS,2010,ITC2,2,0.57
2017,NUTS,2010,ITC2,2,0.52
2018,NUTS,2010,ITC2,2,0.49
2019,NUTS,2010,ITC2,2,0.49
2011,NUTS,2010,ITC3,2,1.35
2012,NUTS,2010,ITC3,2,1.36
2013,NUTS,2010,ITC3,2,1.34
2014,NUTS,2010,ITC3,2,1.38
2015,NUTS,2010,ITC3,2,1.47
2016,NUTS,2010,ITC3,2,1.56
2017,NUTS,2010,ITC3,2,1.41
2018,NUTS,2010,ITC3,2,1.36
2019,NUTS,2010,ITC3,2,1.48
2011,NUTS,2010,ITC4,2,1.25
2012,NUTS,2010,ITC4,2,1.29
2013,NUTS,2010,ITC4,2,1.3
2014,NUTS,2010,ITC4,2,1.28
2015,NUTS,2010,ITC4,2,1.25
2016,NUTS,2010,ITC4,2,1.28
2017,NUTS,2010,ITC4,2,1.28
2018,NUTS,2010,ITC4,2,1.32
2019,NUTS,2010,ITC4,2,1.34
2011,NUTS,2010,ITF,1,0.83
2012,NUTS,2010,ITF,1,0.89
2013,NUTS,2010,ITF,1,0.96
2014,NUTS,2010,ITF,1,1.04
2017,NUTS,2010,ITF,1,0.95
2018,NUTS,2010,ITF,1,0.98
2019,NUTS,2010,ITF,1,1.01
2011,NUTS,2010,ITF1,2,0.8
2012,NUTS,2010,ITF1,2,0.8
2013,NUTS,2010,ITF1,2,0.86
2014,NUTS,2010,ITF1,2,0.95
2015,NUTS,2010,ITF1,2,0.94
2016,NUTS,2010,ITF1,2,1.01
2017,NUTS,2010,ITF1,2,0.97
2018,NUTS,2010,ITF1,2,0.93
2019,NUTS,2010,ITF1,2,1.07
2011,NUTS,2010,ITF2,2,0.43
2012,NUTS,2010,ITF2,2,0.43
2013,NUTS,2010,ITF2,2,0.76
2014,NUTS,2010,ITF2,2,0.66
2017,NUTS,2010,ITF2,2,1.09
2018,NUTS,2010,ITF2,2,1.27
2019,NUTS,2010,ITF2,2,1.16
2011,NUTS,2010,ITF3,2,1.11
2012,NUTS,2010,ITF3,2,1.21
2013,NUTS,2010,ITF3,2,1.29
2014,NUTS,2010,ITF3,2,1.25
2015,NUTS,2010,ITF3,2,1.24
2016,NUTS,2010,ITF3,2,1.21
2017,NUTS,2010,ITF3,2,1.23
2018,NUTS,2010,ITF3,2,1.29
2019,NUTS,2010,ITF3,2,1.29
2011,NUTS,2010,ITF4,2,0.69
2012,NUTS,2010,ITF4,2,0.76
2013,NUTS,2010,ITF4,2,0.82
2014,NUTS,2010,ITF4,2,0.98
2015,NUTS,2010,ITF4,2,0.99
2016,NUTS,2010,ITF4,2,0.82
2017,NUTS,2010,ITF4,2,0.77
2018,NUTS,2010,ITF4,2,0.78
2019,NUTS,2010,ITF4,2,0.81
2011,NUTS,2010,ITF5,2,0.54
2012,NUTS,2010,ITF5,2,0.51
2013,NUTS,2010,ITF5,2,0.52
2014,NUTS,2010,ITF5,2,0.56
2015,NUTS,2010,ITF5,2,0.61
2017,NUTS,2010,ITF5,2,0.65
2018,NUTS,2010,ITF5,2,0.61
2019,NUTS,2010,ITF5,2,0.64
2011,NUTS,2010,ITF6,2,0.45
2012,NUTS,2010,ITF6,2,0.52
2013,NUTS,2010,ITF6,2,0.55
2014,NUTS,2010,ITF6,2,0.8
2015,NUTS,2010,ITF6,2,0.71
2016,NUTS,2010,ITF6,2,0.57
2017,NUTS,2010,ITF6,2,0.52
2018,NUTS,2010,ITF6,2,0.54
2019,NUTS,2010,ITF6,2,0.57
2011,NUTS,2010,ITG,1,0.8
2012,NUTS,2010,ITG,1,0.82
2013,NUTS,2010,ITG,1,0.87
2014,NUTS,2010,ITG,1,0.99
2015,NUTS,2010,ITG,1,0.95
2016,NUTS,2010,ITG,1,0.81
2017,NUTS,2010,ITG,1,0.76
2018,NUTS,2010,ITG,1,0.82
2019,NUTS,2010,ITG,1,0.84
2011,NUTS,2010,ITG1,2,0.81
2012,NUTS,2010,ITG1,2,0.85
2013,NUTS,2010,ITG1,2,0.9
2014,NUTS,2010,ITG1,2,1.07
2015,NUTS,2010,ITG1,2,1.0
2016,NUTS,2010,ITG1,2,0.79
2017,NUTS,2010,ITG1,2,0.76
2018,NUTS,2010,ITG1,2,0.83
2019,NUTS,2010,ITG1,2,0.84
2011,NUTS,2010,ITG2,2,0.79
2012,NUTS,2010,ITG2,2,0.73
2013,NUTS,2010,ITG2,2,0.78
2014,NUTS,2010,ITG2,2,0.77
2015,NUTS,2010,ITG2,2,0.82
2016,NUTS,2010,ITG2,2,0.84
2017,NUTS,2010,ITG2,2,0.77
2018,NUTS,2010,ITG2,2,0.81
2019,NUTS,2010,ITG2,2,0.84
2011,NUTS,2010,ITH,1,1.24
2012,NUTS,2010,ITH,1,1.33
2013,NUTS,2010,ITH,1,1.37
2014,NUTS,2010,ITH,1,1.38
2015,NUTS,2010,ITH,1,1.44
2016,NUTS,2010,ITH,1,1.56
2017,NUTS,2010,ITH,1,1.57
2018,NUTS,2010,ITH,1,1.64
2019,NUTS,2010,ITH,1,1.65
2011,NUTS,2010,ITH1,2,0.57
2012,NUTS,2010,ITH1,2,0.53
2013,NUTS,2010,ITH1,2,0.6
2014,NUTS,2010,ITH1,2,0.67
2015,NUTS,2010,ITH1,2,0.71
2016,NUTS,2010,ITH1,2,0.65
2017,NUTS,2010,ITH1,2,0.68
2018,NUTS,2010,ITH1,2,0.83
2019,NUTS,2010,ITH1,2,0.75
2011,NUTS,2010,ITH2,2,1.66
2012,NUTS,2010,ITH2,2,1.73
2013,NUTS,2010,ITH2,2,1.73
2014,NUTS,2010,ITH2,2,1.73
2015,NUTS,2010,ITH2,2,1.73
2016,NUTS,2010,ITH2,2,1.5
2017,NUTS,2010,ITH2,2,1.52
2018,NUTS,2010,ITH2,2,1.54
2019,NUTS,2010,ITH2,2,1.54
2011,NUTS,2010,ITH3,2,1.04
2012,NUTS,2010,ITH3,2,1.07
2013,NUTS,2010,ITH3,2,1.13
2014,NUTS,2010,ITH3,2,1.08
2015,NUTS,2010,ITH3,2,1.11
2016,NUTS,2010,ITH3,2,1.28
2017,NUTS,2010,ITH3,2,1.32
2018,NUTS,2010,ITH3,2,1.39
2019,NUTS,2010,ITH3,2,1.38
2011,NUTS,2010,ITH4,2,1.49
2012,NUTS,2010,ITH4,2,1.49
2013,NUTS,2010,ITH4,2,1.51
2014,NUTS,2010,ITH4,2,1.56
2015,NUTS,2010,ITH4,2,1.57
2016,NUTS,2010,ITH4,2,1.59
2017,NUTS,2010,ITH4,2,1.57
2018,NUTS,2010,ITH4,2,1.65
2019,NUTS,2010,ITH4,2,1.68
2011,NUTS,2010,ITH5,2,1.42
2012,NUTS,2010,ITH5,2,1.61
2013,NUTS,2010,ITH5,2,1.65
2014,NUTS,2010,ITH5,2,1.71
2015,NUTS,2010,ITH5,2,1.8
2016,NUTS,2010,ITH5,2,1.97
2017,NUTS,2010,ITH5,2,1.98
2018,NUTS,2010,ITH5,2,2.03
2019,NUTS,2010,ITH5,2,2.09
2011,NUTS,2010,ITI,1,1.28
2012,NUTS,2010,ITI,1,1.35
2013,NUTS,2010,ITI,1,1.38
2014,NUTS,2010,ITI,1,1.39
2017,NUTS,2010,ITI,1,1.5
2018,NUTS,2010,ITI,1,1.56
2019,NUTS,2010,ITI,1,1.64
2011,NUTS,2010,ITI1,2,1.18
2012,NUTS,2010,ITI1,2,1.25
2013,NUTS,2010,ITI1,2,1.28
2014,NUTS,2010,ITI1,2,1.3
2015,NUTS,2010,ITI1,2,1.32
2016,NUTS,2010,ITI1,2,1.32
2017,NUTS,2010,ITI1,2,1.45
2018,NUTS,2010,ITI1,2,1.56
2019,NUTS,2010,ITI1,2,1.61
2011,NUTS,2010,ITI2,2,0.85
2012,NUTS,2010,ITI2,2,0.86
2013,NUTS,2010,ITI2,2,0.83
2014,NUTS,2010,ITI2,2,0.95
2017,NUTS,2010,ITI2,2,0.96
2018,NUTS,2010,ITI2,2,1.01
2019,NUTS,2010,ITI2,2,1.03
2011,NUTS,2010,ITI3,2,0.76
2012,NUTS,2010,ITI3,2,0.81
2013,NUTS,2010,ITI3,2,0.83
2014,NUTS,2010,ITI3,2,0.88
2015,NUTS,2010,ITI3,2,0.86
2016,NUTS,2010,ITI3,2,1.03
2017,NUTS,2010,ITI3,2,1.1
2018,NUTS,2010,ITI3,2,1.08
2019,NUTS,2010,ITI3,2,1.07
2011,NUTS,2010,ITI4,2,1.5
2012,NUTS,2010,ITI4,2,1.57
2013,NUTS,2010,ITI4,2,1.63
2014,NUTS,2010,ITI4,2,1.6
2015,NUTS,2010,ITI4,2,1.57
2016,NUTS,2010,ITI4,2,1.62
2017,NUTS,2010,ITI4,2,1.68
2018,NUTS,2010,ITI4,2,1.73
2019,NUTS,2010,ITI4,2,1.85
2011,NUTS,2010,JP,0,3.21
2012,NUTS,2010,JP,0,3.17
2013,NUTS,2010,JP,0,3.28
2014,NUTS,2010,JP,0,3.37
2015,NUTS,2010,JP,0,3.24
2016,NUTS,2010,JP,0,3.11
2017,NUTS,2010,JP,0,3.17
2018,NUTS,2010,JP,0,3.22
2019,NUTS,2010,JP,0,3.2
2011,NUTS,2010,KR,0,3.59
2012,NUTS,2010,KR,0,3.85
2013,NUTS,2010,KR,0,3.95
2014,NUTS,2010,KR,0,4.08
2015,NUTS,2010,KR,0,3.98
2016,NUTS,2010,KR,0,3.99
2017,NUTS,2010,KR,0,4.29
2018,NUTS,2010,KR,0,4.52
2019,NUTS,2010,KR,0,4.63
2011,NUTS,2010,LT,0,0.9
2012,NUTS,2010,LT,0,0.89
2013,NUTS,2010,LT,0,0.95
2014,NUTS,2010,LT,0,1.03
2015,NUTS,2010,LT,0,1.04
2016,NUTS,2010,LT,0,0.84
2017,NUTS,2010,LT,0,0.9
2018,NUTS,2010,LT,0,0.94
2019,NUTS,2010,LT,0,0.99
2020,NUTS,2010,LT,0,1.16
2011,NUTS,2010,LT0,1,0.9
2012,NUTS,2010,LT0,1,0.89
2013,NUTS,2010,LT0,1,0.95
2014,NUTS,2010,LT0,1,1.03
2015,NUTS,2010,LT0,1,1.04
2016,NUTS,2010,LT0,1,0.84
2017,NUTS,2010,LT0,1,0.9
2018,NUTS,2010,LT0,1,0.94
2019,NUTS,2010,LT0,1,0.99
2020,NUTS,2010,LT0,1,1.16
2011,NUTS,2010,LT00,2,0.9
2012,NUTS,2010,LT00,2,0.89
2013,NUTS,2010,LT00,2,0.95
2014,NUTS,2010,LT00,2,1.03
2015,NUTS,2010,LT01,2,1.6
2016,NUTS,2010,LT01,2,1.17
2017,NUTS,2010,LT01,2,1.15
2018,NUTS,2010,LT01,2,1.28
2019,NUTS,2010,LT01,2,1.44
2015,NUTS,2010,LT02,2,0.66
2016,NUTS,2010,LT02,2,0.62
2017,NUTS,2010,LT02,2,0.73
2018,NUTS,2010,LT02,2,0.69
2019,NUTS,2010,LT02,2,0.66
2011,NUTS,2010,LU,0,1.42
2012,NUTS,2010,LU,0,1.21
2013,NUTS,2010,LU,0,1.23
2014,NUTS,2010,LU,0,1.22
2015,NUTS,2010,LU,0,1.25
2016,NUTS,2010,LU,0,1.27
2017,NUTS,2010,LU,0,1.24
2018,NUTS,2010,LU,0,1.17
2019,NUTS,2010,LU,0,1.18
2020,NUTS,2010,LU,0,1.13
2011,NUTS,2010,LU0,1,1.42
2012,NUTS,2010,LU0,1,1.21
2013,NUTS,2010,LU0,1,1.23
2014,NUTS,2010,LU0,1,1.22
2015,NUTS,2010,LU0,1,1.25
2016,NUTS,2010,LU0,1,1.27
2017,NUTS,2010,LU0,1,1.24
2018,NUTS,2010,LU0,1,1.17
2019,NUTS,2010,LU0,1,1.18
2020,NUTS,2010,LU0,1,1.13
2011,NUTS,2010,LU00,2,1.42
2012,NUTS,2010,LU00,2,1.21
2013,NUTS,2010,LU00,2,1.23
2014,NUTS,2010,LU00,2,1.22
2015,NUTS,2010,LU00,2,1.25
2016,NUTS,2010,LU00,2,1.27
2017,NUTS,2010,LU00,2,1.24
2018,NUTS,2010,LU00,2,1.17
2019,NUTS,2010,LU00,2,1.18
2020,NUTS,2010,LU00,2,1.13
2011,NUTS,2010,LV,0,0.72
2012,NUTS,2010,LV,0,0.66
2013,NUTS,2010,LV,0,0.61
2014,NUTS,2010,LV,0,0.69
2015,NUTS,2010,LV,0,0.62
2016,NUTS,2010,LV,0,0.44
2017,NUTS,2010,LV,0,0.51
2018,NUTS,2010,LV,0,0.64
2019,NUTS,2010,LV,0,0.64
2020,NUTS,2010,LV,0,0.71
2011,NUTS,2010,LV0,1,0.72
2012,NUTS,2010,LV0,1,0.66
2013,NUTS,2010,LV0,1,0.61
2014,NUTS,2010,LV0,1,0.69
2015,NUTS,2010,LV0,1,0.62
2016,NUTS,2010,LV0,1,0.44
2017,NUTS,2010,LV0,1,0.51
2018,NUTS,2010,LV0,1,0.64
2019,NUTS,2010,LV0,1,0.64
2020,NUTS,2010,LV0,1,0.71
2011,NUTS,2010,LV00,2,0.72
2012,NUTS,2010,LV00,2,0.66
2013,NUTS,2010,LV00,2,0.61
2014,NUTS,2010,LV00,2,0.69
2015,NUTS,2010,LV00,2,0.62
2016,NUTS,2010,LV00,2,0.44
2017,NUTS,2010,LV00,2,0.51
2018,NUTS,2010,LV00,2,0.64
2019,NUTS,2010,LV00,2,0.64
2020,NUTS,2010,LV00,2,0.71
2011,NUTS,2010,ME,0,0.31
2013,NUTS,2010,ME,0,0.37
2014,NUTS,2010,ME,0,0.36
2015,NUTS,2010,ME,0,0.37
2016,NUTS,2010,ME,0,0.32
2017,NUTS,2010,ME,0,0.35
2018,NUTS,2010,ME,0,0.5
2011,NUTS,2010,ME0,1,0.31
2013,NUTS,2010,ME0,1,0.37
2014,NUTS,2010,ME0,1,0.36
2015,NUTS,2010,ME0,1,0.37
2016,NUTS,2010,ME0,1,0.32
2017,NUTS,2010,ME0,1,0.35
2018,NUTS,2010,ME0,1,0.5
2011,NUTS,2010,ME00,2,0.31
2013,NUTS,2010,ME00,2,0.37
2014,NUTS,2010,ME00,2,0.36
2015,NUTS,2010,ME00,2,0.37
2016,NUTS,2010,ME00,2,0.32
2017,NUTS,2010,ME00,2,0.35
2018,NUTS,2010,ME00,2,0.5
2015,NUTS,2010,MK,0,0.44
2016,NUTS,2010,MK,0,0.44
2017,NUTS,2010,MK,0,0.35
2018,NUTS,2010,MK,0,0.36
2019,NUTS,2010,MK,0,0.37
2020,NUTS,2010,MK,0,0.38
2015,NUTS,2010,MK0,1,0.44
2016,NUTS,2010,MK0,1,0.44
2017,NUTS,2010,MK0,1,0.35
2018,NUTS,2010,MK0,1,0.36
2019,NUTS,2010,MK0,1,0.37
2020,NUTS,2010,MK0,1,0.38
2015,NUTS,2010,MK00,2,0.44
2016,NUTS,2010,MK00,2,0.44
2017,NUTS,2010,MK00,2,0.35
2018,NUTS,2010,MK00,2,0.36
2019,NUTS,2010,MK00,2,0.37
2020,NUTS,2010,MK00,2,0.38
2011,NUTS,2010,MT,0,0.67
2012,NUTS,2010,MT,0,0.8
2013,NUTS,2010,MT,0,0.74
2014,NUTS,2010,MT,0,0.69
2015,NUTS,2010,MT,0,0.72
2016,NUTS,2010,MT,0,0.56
2017,NUTS,2010,MT,0,0.55
2018,NUTS,2010,MT,0,0.58
2019,NUTS,2010,MT,0,0.57
2020,NUTS,2010,MT,0,0.67
2011,NUTS,2010,MT0,1,0.67
2012,NUTS,2010,MT0,1,0.8
2013,NUTS,2010,MT0,1,0.74
2014,NUTS,2010,MT0,1,0.69
2015,NUTS,2010,MT0,1,0.72
2016,NUTS,2010,MT0,1,0.56
2017,NUTS,2010,MT0,1,0.55
2018,NUTS,2010,MT0,1,0.58
2019,NUTS,2010,MT0,1,0.57
2020,NUTS,2010,MT0,1,0.67
2011,NUTS,2010,MT00,2,0.67
2012,NUTS,2010,MT00,2,0.8
2013,NUTS,2010,MT00,2,0.74
2014,NUTS,2010,MT00,2,0.69
2015,NUTS,2010,MT00,2,0.72
2016,NUTS,2010,MT00,2,0.56
2017,NUTS,2010,MT00,2,0.55
2018,NUTS,2010,MT00,2,0.58
2019,NUTS,2010,MT00,2,0.57
2020,NUTS,2010,MT00,2,0.67
2011,NUTS,2010,NL,0,1.88
2012,NUTS,2010,NL,0,1.92
2013,NUTS,2010,NL,0,2.16
2014,NUTS,2010,NL,0,2.17
2015,NUTS,2010,NL,0,2.15
2016,NUTS,2010,NL,0,2.15
2017,NUTS,2010,NL,0,2.18
2018,NUTS,2010,NL,0,2.14
2019,NUTS,2010,NL,0,2.18
2020,NUTS,2010,NL,0,2.29
2011,NUTS,2010,NL1,1,1.28
2012,NUTS,2010,NL1,1,1.26
2013,NUTS,2010,NL1,1,1.49
2014,NUTS,2010,NL1,1,1.61
2015,NUTS,2010,NL1,1,1.61
2016,NUTS,2010,NL1,1,1.68
2017,NUTS,2010,NL1,1,1.59
2018,NUTS,2010,NL1,1,1.56
2019,NUTS,2010,NL1,1,1.58
2011,NUTS,2010,NL11,2,1.87
2012,NUTS,2010,NL11,2,1.81
2011,NUTS,2010,NL12,2,0.81
2012,NUTS,2010,NL12,2,0.86
2011,NUTS,2010,NL13,2,0.77
2012,NUTS,2010,NL13,2,0.72
2011,NUTS,2010,NL2,1,2.08
2012,NUTS,2010,NL2,1,2.06
