year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_pc_act_hc_t
2019,NUTS,2010,PL72,2,0.2854
2016,NUTS,2010,PL8,1,0.3925
2017,NUTS,2010,PL8,1,0.5353
2018,NUTS,2010,PL8,1,0.5883
2019,NUTS,2010,PL8,1,0.5409
2016,NUTS,2010,PL81,2,0.5501
2017,NUTS,2010,PL81,2,0.8046
2018,NUTS,2010,PL81,2,0.9415
2019,NUTS,2010,PL81,2,0.7978
2016,NUTS,2010,PL82,2,0.2349
2017,NUTS,2010,PL82,2,0.2609
2018,NUTS,2010,PL82,2,0.2416
2019,NUTS,2010,PL82,2,0.2554
2016,NUTS,2010,PL84,2,0.3858
2017,NUTS,2010,PL84,2,0.5399
2018,NUTS,2010,PL84,2,0.5493
2019,NUTS,2010,PL84,2,0.5731
2016,NUTS,2010,PL9,1,0.6204
2017,NUTS,2010,PL9,1,0.913
2018,NUTS,2010,PL9,1,0.96
2019,NUTS,2010,PL9,1,0.9588
2016,NUTS,2010,PL91,2,1.0763
2017,NUTS,2010,PL91,2,1.6009
2018,NUTS,2010,PL91,2,1.6232
2019,NUTS,2010,PL91,2,1.5635
2016,NUTS,2010,PL92,2,0.0711
2017,NUTS,2010,PL92,2,0.085
2018,NUTS,2010,PL92,2,0.0922
2019,NUTS,2010,PL92,2,0.0857
2011,NUTS,2010,PT,0,0.9403
2012,NUTS,2010,PT,0,0.9712
2013,NUTS,2010,PT,0,1.0814
2014,NUTS,2010,PT,0,1.064
2015,NUTS,2010,PT,0,1.0738
2016,NUTS,2010,PT,0,1.1137
2017,NUTS,2010,PT,0,1.1047
2018,NUTS,2010,PT,0,1.1663
2019,NUTS,2010,PT,0,1.1606
2020,NUTS,2010,PT,0,1.1389
2011,NUTS,2010,PT1,1,0.8971
2012,NUTS,2010,PT1,1,0.9248
2013,NUTS,2010,PT1,1,1.0364
2014,NUTS,2010,PT1,1,1.0294
2015,NUTS,2010,PT1,1,1.0446
2016,NUTS,2010,PT1,1,1.0863
2017,NUTS,2010,PT1,1,1.0792
2018,NUTS,2010,PT1,1,1.1416
2019,NUTS,2010,PT1,1,1.1365
2020,NUTS,2010,PT1,1,1.1165
2011,NUTS,2010,PT11,2,0.7474
2012,NUTS,2010,PT11,2,0.7326
2013,NUTS,2010,PT11,2,0.8703
2014,NUTS,2010,PT11,2,0.8493
2015,NUTS,2010,PT11,2,0.8573
2016,NUTS,2010,PT11,2,0.9197
2017,NUTS,2010,PT11,2,0.9165
2018,NUTS,2010,PT11,2,0.9683
2019,NUTS,2010,PT11,2,0.9814
2020,NUTS,2010,PT11,2,0.9667
2011,NUTS,2010,PT15,2,0.5778
2012,NUTS,2010,PT15,2,0.53
2013,NUTS,2010,PT15,2,0.5271
2014,NUTS,2010,PT15,2,0.5257
2015,NUTS,2010,PT15,2,0.5652
2016,NUTS,2010,PT15,2,0.5306
2017,NUTS,2010,PT15,2,0.4729
2018,NUTS,2010,PT15,2,0.5083
2019,NUTS,2010,PT15,2,0.5381
2020,NUTS,2010,PT15,2,0.5419
2011,NUTS,2010,PT16,2,0.8315
2012,NUTS,2010,PT16,2,0.8432
2013,NUTS,2010,PT16,2,0.893
2014,NUTS,2010,PT16,2,0.8899
2015,NUTS,2010,PT16,2,0.8884
2016,NUTS,2010,PT16,2,0.9475
2017,NUTS,2010,PT16,2,0.9481
2018,NUTS,2010,PT16,2,1.0144
2019,NUTS,2010,PT16,2,1.0171
2020,NUTS,2010,PT16,2,1.0249
2011,NUTS,2010,PT17,2,1.3378
2012,NUTS,2010,PT17,2,1.4438
2013,NUTS,2010,PT17,2,1.6253
2014,NUTS,2010,PT17,2,1.6277
2015,NUTS,2010,PT17,2,1.6551
2016,NUTS,2010,PT17,2,1.6558
2017,NUTS,2010,PT17,2,1.6457
2018,NUTS,2010,PT17,2,1.7306
2019,NUTS,2010,PT17,2,1.6793
2020,NUTS,2010,PT17,2,1.6339
2011,NUTS,2010,PT18,2,0.3997
2012,NUTS,2010,PT18,2,0.4519
2013,NUTS,2010,PT18,2,0.4167
2014,NUTS,2010,PT18,2,0.4172
2015,NUTS,2010,PT18,2,0.4229
2016,NUTS,2010,PT18,2,0.4704
2017,NUTS,2010,PT18,2,0.4825
2018,NUTS,2010,PT18,2,0.4901
2019,NUTS,2010,PT18,2,0.4967
2020,NUTS,2010,PT18,2,0.4667
2011,NUTS,2010,PT2,1,0.3175
2012,NUTS,2010,PT2,1,0.285
2013,NUTS,2010,PT2,1,0.3079
2014,NUTS,2010,PT2,1,0.3199
2015,NUTS,2010,PT2,1,0.296
2016,NUTS,2010,PT2,1,0.3162
2017,NUTS,2010,PT2,1,0.3265
2018,NUTS,2010,PT2,1,0.2968
2019,NUTS,2010,PT2,1,0.2739
2020,NUTS,2010,PT2,1,0.2682
2011,NUTS,2010,PT20,2,0.3175
2012,NUTS,2010,PT20,2,0.285
2013,NUTS,2010,PT20,2,0.3079
2014,NUTS,2010,PT20,2,0.3199
2015,NUTS,2010,PT20,2,0.296
2016,NUTS,2010,PT20,2,0.3162
2017,NUTS,2010,PT20,2,0.3265
2018,NUTS,2010,PT20,2,0.2968
2019,NUTS,2010,PT20,2,0.2739
2020,NUTS,2010,PT20,2,0.2682
2011,NUTS,2010,PT3,1,0.176
2012,NUTS,2010,PT3,1,0.1797
2013,NUTS,2010,PT3,1,0.2274
2014,NUTS,2010,PT3,1,0.2633
2015,NUTS,2010,PT3,1,0.2656
2016,NUTS,2010,PT3,1,0.2681
2017,NUTS,2010,PT3,1,0.2481
2018,NUTS,2010,PT3,1,0.2793
2019,NUTS,2010,PT3,1,0.2596
2020,NUTS,2010,PT3,1,0.2533
2011,NUTS,2010,PT30,2,0.176
2012,NUTS,2010,PT30,2,0.1797
2013,NUTS,2010,PT30,2,0.2274
2014,NUTS,2010,PT30,2,0.2633
2015,NUTS,2010,PT30,2,0.2656
2016,NUTS,2010,PT30,2,0.2681
2017,NUTS,2010,PT30,2,0.2481
2018,NUTS,2010,PT30,2,0.2793
2019,NUTS,2010,PT30,2,0.2596
2020,NUTS,2010,PT30,2,0.2533
2011,NUTS,2010,RO,0,0.1924
2012,NUTS,2010,RO,0,0.1978
2013,NUTS,2010,RO,0,0.1889
2014,NUTS,2010,RO,0,0.1854
2015,NUTS,2010,RO,0,0.1874
2016,NUTS,2010,RO,0,0.189
2017,NUTS,2010,RO,0,0.1917
2018,NUTS,2010,RO,0,0.1874
2019,NUTS,2010,RO,0,0.1837
2011,NUTS,2010,RO1,1,0.1641
2012,NUTS,2010,RO1,1,0.1227
2013,NUTS,2010,RO1,1,0.1128
2014,NUTS,2010,RO1,1,0.1227
2015,NUTS,2010,RO1,1,0.125
2016,NUTS,2010,RO1,1,0.1253
2017,NUTS,2010,RO1,1,0.125
2018,NUTS,2010,RO1,1,0.1198
2019,NUTS,2010,RO1,1,0.1329
2011,NUTS,2010,RO11,2,0.171
2012,NUTS,2010,RO11,2,0.1048
2013,NUTS,2010,RO11,2,0.0974
2014,NUTS,2010,RO11,2,0.1159
2015,NUTS,2010,RO11,2,0.1234
2016,NUTS,2010,RO11,2,0.122
2017,NUTS,2010,RO11,2,0.1259
2018,NUTS,2010,RO11,2,0.119
2019,NUTS,2010,RO11,2,0.1473
2011,NUTS,2010,RO12,2,0.1558
2012,NUTS,2010,RO12,2,0.1451
2013,NUTS,2010,RO12,2,0.1319
2014,NUTS,2010,RO12,2,0.1311
2015,NUTS,2010,RO12,2,0.1269
2016,NUTS,2010,RO12,2,0.1295
2017,NUTS,2010,RO12,2,0.124
2018,NUTS,2010,RO12,2,0.1208
2019,NUTS,2010,RO12,2,0.115
2011,NUTS,2010,RO2,1,0.1201
2012,NUTS,2010,RO2,1,0.1225
2013,NUTS,2010,RO2,1,0.1249
2014,NUTS,2010,RO2,1,0.1327
2015,NUTS,2010,RO2,1,0.137
2016,NUTS,2010,RO2,1,0.1359
2017,NUTS,2010,RO2,1,0.1379
2018,NUTS,2010,RO2,1,0.1346
2019,NUTS,2010,RO2,1,0.1261
2011,NUTS,2010,RO21,2,0.1508
2012,NUTS,2010,RO21,2,0.154
2013,NUTS,2010,RO21,2,0.1551
2014,NUTS,2010,RO21,2,0.1602
2015,NUTS,2010,RO21,2,0.16
2016,NUTS,2010,RO21,2,0.1504
2017,NUTS,2010,RO21,2,0.143
2018,NUTS,2010,RO21,2,0.1278
2019,NUTS,2010,RO21,2,0.1266
2011,NUTS,2010,RO22,2,0.0757
2012,NUTS,2010,RO22,2,0.0771
2013,NUTS,2010,RO22,2,0.0798
2014,NUTS,2010,RO22,2,0.0906
2015,NUTS,2010,RO22,2,0.1013
2016,NUTS,2010,RO22,2,0.1132
2017,NUTS,2010,RO22,2,0.1297
2018,NUTS,2010,RO22,2,0.1454
2019,NUTS,2010,RO22,2,0.1252
2011,NUTS,2010,RO3,1,0.1973
2012,NUTS,2010,RO3,1,0.2297
2013,NUTS,2010,RO3,1,0.2067
2014,NUTS,2010,RO3,1,0.1936
2015,NUTS,2010,RO3,1,0.2021
2016,NUTS,2010,RO3,1,0.2163
2017,NUTS,2010,RO3,1,0.2232
2018,NUTS,2010,RO3,1,0.263
2019,NUTS,2010,RO3,1,0.2565
2011,NUTS,2010,RO31,2,0.0547
2012,NUTS,2010,RO31,2,0.0534
2013,NUTS,2010,RO31,2,0.0514
2014,NUTS,2010,RO31,2,0.0468
2015,NUTS,2010,RO31,2,0.0441
2016,NUTS,2010,RO31,2,0.0465
2017,NUTS,2010,RO31,2,0.0393
2018,NUTS,2010,RO31,2,0.0415
2019,NUTS,2010,RO31,2,0.0411
2011,NUTS,2010,RO32,2,0.3716
2012,NUTS,2010,RO32,2,0.4502
2013,NUTS,2010,RO32,2,0.4055
2014,NUTS,2010,RO32,2,0.3797
2015,NUTS,2010,RO32,2,0.3976
2016,NUTS,2010,RO32,2,0.4172
2017,NUTS,2010,RO32,2,0.4385
2018,NUTS,2010,RO32,2,0.518
2019,NUTS,2010,RO32,2,0.5015
2011,NUTS,2010,RO4,1,0.1835
2012,NUTS,2010,RO4,1,0.2065
2013,NUTS,2010,RO4,1,0.2124
2014,NUTS,2010,RO4,1,0.1952
2015,NUTS,2010,RO4,1,0.2031
2016,NUTS,2010,RO4,1,0.2024
2017,NUTS,2010,RO4,1,0.1999
2018,NUTS,2010,RO4,1,0.1311
2019,NUTS,2010,RO4,1,0.1275
2011,NUTS,2010,RO41,2,0.1366
2012,NUTS,2010,RO41,2,0.1338
2013,NUTS,2010,RO41,2,0.1369
2014,NUTS,2010,RO41,2,0.1321
2015,NUTS,2010,RO41,2,0.1448
2016,NUTS,2010,RO41,2,0.1503
2017,NUTS,2010,RO41,2,0.1414
2018,NUTS,2010,RO41,2,0.0754
2019,NUTS,2010,RO41,2,0.0782
2011,NUTS,2010,RO42,2,0.2424
2012,NUTS,2010,RO42,2,0.2978
2013,NUTS,2010,RO42,2,0.3033
2014,NUTS,2010,RO42,2,0.2721
2015,NUTS,2010,RO42,2,0.2713
2016,NUTS,2010,RO42,2,0.2631
2017,NUTS,2010,RO42,2,0.2711
2018,NUTS,2010,RO42,2,0.1989
2019,NUTS,2010,RO42,2,0.1856
2011,NUTS,2010,RS,0,0.3511
2012,NUTS,2010,RS,0,0.3294
2013,NUTS,2010,RS,0,0.3662
2014,NUTS,2010,RS,0,0.3573
2015,NUTS,2010,RS,0,0.3904
2016,NUTS,2010,RS,0,0.3809
2017,NUTS,2010,RS,0,0.381
2018,NUTS,2010,RS,0,0.3889
2019,NUTS,2010,RS,0,0.3861
2020,NUTS,2010,RS,0,0.3962
2018,NUTS,2010,RS1,1,0.5391
2019,NUTS,2010,RS1,1,0.5332
2020,NUTS,2010,RS1,1,0.5524
2018,NUTS,2010,RS11,2,0.6775
2019,NUTS,2010,RS11,2,0.69
2020,NUTS,2010,RS11,2,0.7039
2018,NUTS,2010,RS12,2,0.4064
2019,NUTS,2010,RS12,2,0.3833
2020,NUTS,2010,RS12,2,0.4064
2018,NUTS,2010,RS2,1,0.1842
2019,NUTS,2010,RS2,1,0.1777
2020,NUTS,2010,RS2,1,0.1745
2018,NUTS,2010,RS21,2,0.1414
2019,NUTS,2010,RS21,2,0.1259
2020,NUTS,2010,RS21,2,0.1302
2018,NUTS,2010,RS22,2,0.2436
2019,NUTS,2010,RS22,2,0.2491
2020,NUTS,2010,RS22,2,0.2369
2011,NUTS,2010,RU,0,0.0569
2012,NUTS,2010,RU,0,0.0569
2011,NUTS,2010,SE,0,0.8438
2013,NUTS,2010,SE,0,0.8722
2015,NUTS,2010,SE,0,0.8786
2017,NUTS,2010,SE,0,0.6515
2019,NUTS,2010,SE,0,0.6879
2011,NUTS,2010,SE1,1,0.9714
2013,NUTS,2010,SE1,1,1.0051
2015,NUTS,2010,SE1,1,1.0052
2017,NUTS,2010,SE1,1,0.7617
2019,NUTS,2010,SE1,1,0.7917
2011,NUTS,2010,SE11,2,0.8862
2013,NUTS,2010,SE11,2,0.9191
2015,NUTS,2010,SE11,2,0.9171
2017,NUTS,2010,SE11,2,0.7112
2019,NUTS,2010,SE11,2,0.7169
2011,NUTS,2010,SE12,2,1.0947
2013,NUTS,2010,SE12,2,1.1321
2015,NUTS,2010,SE12,2,1.137
2017,NUTS,2010,SE12,2,0.8379
2019,NUTS,2010,SE12,2,0.9051
2011,NUTS,2010,SE2,1,0.7071
2013,NUTS,2010,SE2,1,0.7202
2015,NUTS,2010,SE2,1,0.7266
2017,NUTS,2010,SE2,1,0.5374
2019,NUTS,2010,SE2,1,0.5744
2011,NUTS,2010,SE21,2,0.453
2013,NUTS,2010,SE21,2,0.4367
2015,NUTS,2010,SE21,2,0.4393
2017,NUTS,2010,SE21,2,0.3021
2019,NUTS,2010,SE21,2,0.325
2011,NUTS,2010,SE22,2,0.8505
2013,NUTS,2010,SE22,2,0.9091
2015,NUTS,2010,SE22,2,0.8804
2017,NUTS,2010,SE22,2,0.6355
2019,NUTS,2010,SE22,2,0.7054
2011,NUTS,2010,SE23,2,0.7096
2013,NUTS,2010,SE23,2,0.7004
2015,NUTS,2010,SE23,2,0.7339
2017,NUTS,2010,SE23,2,0.5641
2019,NUTS,2010,SE23,2,0.5839
2011,NUTS,2010,SE3,1,0.7246
2013,NUTS,2010,SE3,1,0.7408
2015,NUTS,2010,SE3,1,0.7349
2017,NUTS,2010,SE3,1,0.5013
2019,NUTS,2010,SE3,1,0.5334
2011,NUTS,2010,SE31,2,0.4305
2013,NUTS,2010,SE31,2,0.4362
2015,NUTS,2010,SE31,2,0.4351
2017,NUTS,2010,SE31,2,0.2887
2019,NUTS,2010,SE31,2,0.2762
2011,NUTS,2010,SE32,2,0.3683
2013,NUTS,2010,SE32,2,0.3622
2015,NUTS,2010,SE32,2,0.3478
2017,NUTS,2010,SE32,2,0.228
2019,NUTS,2010,SE32,2,0.2601
2011,NUTS,2010,SE33,2,1.4547
2013,NUTS,2010,SE33,2,1.5063
2015,NUTS,2010,SE33,2,1.4809
2017,NUTS,2010,SE33,2,1.0316
2019,NUTS,2010,SE33,2,1.1654
2011,NUTS,2010,SI,0,0.4993
2012,NUTS,2010,SI,0,0.4752
2013,NUTS,2010,SI,0,0.4389
2014,NUTS,2010,SI,0,0.4452
2015,NUTS,2010,SI,0,0.4254
2016,NUTS,2010,SI,0,0.3877
2017,NUTS,2010,SI,0,0.4361
2018,NUTS,2010,SI,0,0.4709
2019,NUTS,2010,SI,0,0.4626
2011,NUTS,2010,SI0,1,0.4844
2012,NUTS,2010,SI0,1,0.4633
2013,NUTS,2010,SI0,1,0.4277
2014,NUTS,2010,SI0,1,0.4312
2015,NUTS,2010,SI0,1,0.4154
2016,NUTS,2010,SI0,1,0.3797
2017,NUTS,2010,SI0,1,0.4261
2018,NUTS,2010,SI0,1,0.4584
2019,NUTS,2010,SI0,1,0.453
2013,NUTS,2010,SI03,2,0.1624
2014,NUTS,2010,SI03,2,0.1624
2015,NUTS,2010,SI03,2,0.1483
2016,NUTS,2010,SI03,2,0.1483
2017,NUTS,2010,SI03,2,0.1692
2019,NUTS,2010,SI03,2,0.2046
2013,NUTS,2010,SI04,2,0.7268
2014,NUTS,2010,SI04,2,0.7384
2015,NUTS,2010,SI04,2,0.7156
2016,NUTS,2010,SI04,2,0.6361
2017,NUTS,2010,SI04,2,0.7125
2019,NUTS,2010,SI04,2,0.7233
2011,NUTS,2010,SK,0,0.6702
2012,NUTS,2010,SK,0,0.6507
2013,NUTS,2010,SK,0,0.6452
2014,NUTS,2010,SK,0,0.6353
2015,NUTS,2010,SK,0,0.5927
2016,NUTS,2010,SK,0,0.6345
2017,NUTS,2010,SK,0,0.6347
2018,NUTS,2010,SK,0,0.6696
2019,NUTS,2010,SK,0,0.6599
2020,NUTS,2010,SK,0,0.6495
2011,NUTS,2010,SK01,2,2.7251
2012,NUTS,2010,SK01,2,2.5183
2013,NUTS,2010,SK01,2,2.3181
2014,NUTS,2010,SK01,2,2.2595
2015,NUTS,2010,SK01,2,2.0038
2016,NUTS,2010,SK01,2,2.2315
2017,NUTS,2010,SK01,2,2.0813
2018,NUTS,2010,SK01,2,2.2494
2019,NUTS,2010,SK01,2,2.1304
2020,NUTS,2010,SK01,2,2.1086
2011,NUTS,2010,SK02,2,0.2656
2012,NUTS,2010,SK02,2,0.2595
2013,NUTS,2010,SK02,2,0.3406
2014,NUTS,2010,SK02,2,0.3468
2015,NUTS,2010,SK02,2,0.3177
2016,NUTS,2010,SK02,2,0.301
2017,NUTS,2010,SK02,2,0.3079
2018,NUTS,2010,SK02,2,0.332
2019,NUTS,2010,SK02,2,0.3233
2020,NUTS,2010,SK02,2,0.3272
2011,NUTS,2010,SK03,2,0.4903
2012,NUTS,2010,SK03,2,0.5057
2013,NUTS,2010,SK03,2,0.4843
2014,NUTS,2010,SK03,2,0.491
2015,NUTS,2010,SK03,2,0.4631
2016,NUTS,2010,SK03,2,0.5272
2017,NUTS,2010,SK03,2,0.5601
2018,NUTS,2010,SK03,2,0.5538
2019,NUTS,2010,SK03,2,0.5201
2020,NUTS,2010,SK03,2,0.4883
2011,NUTS,2010,SK04,2,0.4709
2012,NUTS,2010,SK04,2,0.4814
2013,NUTS,2010,SK04,2,0.4757
2014,NUTS,2010,SK04,2,0.4551
2015,NUTS,2010,SK04,2,0.4696
2016,NUTS,2010,SK04,2,0.4602
2017,NUTS,2010,SK04,2,0.4831
2018,NUTS,2010,SK04,2,0.4935
2019,NUTS,2010,SK04,2,0.5349
2020,NUTS,2010,SK04,2,0.533
2011,NUTS,2010,TR,0,0.3694
2012,NUTS,2010,TR,0,0.4114
2013,NUTS,2010,TR,0,0.4156
2014,NUTS,2010,TR,0,0.4488
2015,NUTS,2010,TR,0,0.4585
2016,NUTS,2010,TR,0,0.4191
2017,NUTS,2010,TR,0,0.4304
2018,NUTS,2010,TR,0,0.4382
2019,NUTS,2010,TR,0,0.4535
2020,NUTS,2010,TR,0,0.479
2011,NUTS,2010,UK,0,0.9924
2012,NUTS,2010,UK,0,1.0116
2013,NUTS,2010,UK,0,1.0544
2014,NUTS,2010,UK,0,1.0868
2015,NUTS,2010,UK,0,1.0932
2016,NUTS,2010,UK,0,1.1105
2017,NUTS,2010,UK,0,1.0926
2018,NUTS,2010,UK,0,1.0987
2011,NUTS,2010,UKC,1,1.0393
2012,NUTS,2010,UKC,1,1.0596
2013,NUTS,2010,UKC,1,1.1011
2014,NUTS,2010,UKC,1,1.1184
2015,NUTS,2010,UKC,1,1.1794
2016,NUTS,2010,UKC,1,1.1966
2017,NUTS,2010,UKC,1,1.1627
2018,NUTS,2010,UKC,1,1.1983
2011,NUTS,2010,UKC1,2,0.8593
2012,NUTS,2010,UKC1,2,0.8985
2013,NUTS,2010,UKC1,2,0.9281
2014,NUTS,2010,UKC1,2,0.938
2015,NUTS,2010,UKC1,2,0.9689
2016,NUTS,2010,UKC1,2,0.9897
2017,NUTS,2010,UKC1,2,0.9201
2018,NUTS,2010,UKC1,2,0.9311
2011,NUTS,2010,UKC2,2,1.1866
2012,NUTS,2010,UKC2,2,1.1854
2013,NUTS,2010,UKC2,2,1.2361
2014,NUTS,2010,UKC2,2,1.2606
2015,NUTS,2010,UKC2,2,1.3464
2016,NUTS,2010,UKC2,2,1.3585
2017,NUTS,2010,UKC2,2,1.3563
2018,NUTS,2010,UKC2,2,1.4184
2011,NUTS,2010,UKD,1,0.8075
2012,NUTS,2010,UKD,1,0.8224
2013,NUTS,2010,UKD,1,0.8819
2014,NUTS,2010,UKD,1,0.909
2015,NUTS,2010,UKD,1,0.9278
2016,NUTS,2010,UKD,1,0.9454
2017,NUTS,2010,UKD,1,0.9483
2018,NUTS,2010,UKD,1,0.9549
2011,NUTS,2010,UKD1,2,0.1986
2012,NUTS,2010,UKD1,2,0.2062
2013,NUTS,2010,UKD1,2,0.1984
2014,NUTS,2010,UKD1,2,0.2132
2015,NUTS,2010,UKD1,2,0.2215
2016,NUTS,2010,UKD1,2,0.2372
2017,NUTS,2010,UKD1,2,0.2455
2018,NUTS,2010,UKD1,2,0.2511
2011,NUTS,2010,UKD3,2,1.1045
2012,NUTS,2010,UKD3,2,1.1341
2013,NUTS,2010,UKD3,2,1.1439
2014,NUTS,2010,UKD3,2,1.1567
2015,NUTS,2010,UKD3,2,1.1686
2016,NUTS,2010,UKD3,2,1.1831
2017,NUTS,2010,UKD3,2,1.159
2018,NUTS,2010,UKD3,2,1.1841
2011,NUTS,2010,UKD4,2,0.7182
2012,NUTS,2010,UKD4,2,0.727
2013,NUTS,2010,UKD4,2,0.8503
2014,NUTS,2010,UKD4,2,0.8702
2015,NUTS,2010,UKD4,2,0.8875
2016,NUTS,2010,UKD4,2,0.8947
2017,NUTS,2010,UKD4,2,0.9197
2018,NUTS,2010,UKD4,2,0.9484
2011,NUTS,2010,UKD6,2,0.1862
2012,NUTS,2010,UKD6,2,0.1909
2013,NUTS,2010,UKD6,2,0.3028
2014,NUTS,2010,UKD6,2,0.3068
2015,NUTS,2010,UKD6,2,0.272
2016,NUTS,2010,UKD6,2,0.2792
2017,NUTS,2010,UKD6,2,0.2767
2018,NUTS,2010,UKD6,2,0.2776
2011,NUTS,2010,UKD7,2,0.9569
2012,NUTS,2010,UKD7,2,0.9553
2013,NUTS,2010,UKD7,2,1.0305
2014,NUTS,2010,UKD7,2,1.1054
2015,NUTS,2010,UKD7,2,1.172
2016,NUTS,2010,UKD7,2,1.1965
2017,NUTS,2010,UKD7,2,1.2448
2018,NUTS,2010,UKD7,2,1.1875
2011,NUTS,2010,UKE,1,0.9759
2012,NUTS,2010,UKE,1,0.9853
2013,NUTS,2010,UKE,1,1.0371
2014,NUTS,2010,UKE,1,1.0757
2015,NUTS,2010,UKE,1,1.1245
2016,NUTS,2010,UKE,1,1.1401
2017,NUTS,2010,UKE,1,1.1291
2018,NUTS,2010,UKE,1,1.1294
2011,NUTS,2010,UKE1,2,0.4575
2012,NUTS,2010,UKE1,2,0.4855
2013,NUTS,2010,UKE1,2,0.4749
2014,NUTS,2010,UKE1,2,0.4945
2015,NUTS,2010,UKE1,2,0.4448
2016,NUTS,2010,UKE1,2,0.448
2017,NUTS,2010,UKE1,2,0.3831
2018,NUTS,2010,UKE1,2,0.3774
2011,NUTS,2010,UKE2,2,0.8813
2012,NUTS,2010,UKE2,2,0.8779
2013,NUTS,2010,UKE2,2,1.0168
2014,NUTS,2010,UKE2,2,1.0544
2015,NUTS,2010,UKE2,2,1.1966
2016,NUTS,2010,UKE2,2,1.2197
2017,NUTS,2010,UKE2,2,1.1577
2018,NUTS,2010,UKE2,2,1.1976
2011,NUTS,2010,UKE3,2,1.3161
2012,NUTS,2010,UKE3,2,1.3103
2013,NUTS,2010,UKE3,2,1.404
2014,NUTS,2010,UKE3,2,1.4372
2015,NUTS,2010,UKE3,2,1.5668
2016,NUTS,2010,UKE3,2,1.5785
2017,NUTS,2010,UKE3,2,1.5656
2018,NUTS,2010,UKE3,2,1.5255
2011,NUTS,2010,UKE4,2,1.0305
2012,NUTS,2010,UKE4,2,1.0326
2013,NUTS,2010,UKE4,2,1.0486
2014,NUTS,2010,UKE4,2,1.095
2015,NUTS,2010,UKE4,2,1.1121
2016,NUTS,2010,UKE4,2,1.1326
2017,NUTS,2010,UKE4,2,1.151
2018,NUTS,2010,UKE4,2,1.1619
2011,NUTS,2010,UKF,1,0.8955
2012,NUTS,2010,UKF,1,0.9248
2013,NUTS,2010,UKF,1,0.9543
2014,NUTS,2010,UKF,1,0.9713
2015,NUTS,2010,UKF,1,0.9669
2016,NUTS,2010,UKF,1,0.9782
2017,NUTS,2010,UKF,1,0.9628
2018,NUTS,2010,UKF,1,0.9627
2011,NUTS,2010,UKF1,2,1.0522
2012,NUTS,2010,UKF1,2,1.0561
2013,NUTS,2010,UKF1,2,1.1222
2014,NUTS,2010,UKF1,2,1.1614
2015,NUTS,2010,UKF1,2,1.1178
2016,NUTS,2010,UKF1,2,1.1268
2017,NUTS,2010,UKF1,2,1.1423
2018,NUTS,2010,UKF1,2,1.1377
2011,NUTS,2010,UKF2,2,0.9667
2012,NUTS,2010,UKF2,2,1.0114
2013,NUTS,2010,UKF2,2,1.0245
2014,NUTS,2010,UKF2,2,1.0364
2015,NUTS,2010,UKF2,2,1.0171
2016,NUTS,2010,UKF2,2,1.034
2017,NUTS,2010,UKF2,2,0.9855
2018,NUTS,2010,UKF2,2,0.9892
2011,NUTS,2010,UKF3,2,0.2711
2012,NUTS,2010,UKF3,2,0.295
2013,NUTS,2010,UKF3,2,0.3036
2014,NUTS,2010,UKF3,2,0.2994
2015,NUTS,2010,UKF3,2,0.3734
2016,NUTS,2010,UKF3,2,0.3774
2017,NUTS,2010,UKF3,2,0.3697
2018,NUTS,2010,UKF3,2,0.3703
2011,NUTS,2010,UKG,1,0.7179
2012,NUTS,2010,UKG,1,0.7206
2013,NUTS,2010,UKG,1,0.7884
2014,NUTS,2010,UKG,1,0.8228
2015,NUTS,2010,UKG,1,0.8543
2016,NUTS,2010,UKG,1,0.8507
2017,NUTS,2010,UKG,1,0.8711
2018,NUTS,2010,UKG,1,0.8613
2011,NUTS,2010,UKG1,2,0.0704
2012,NUTS,2010,UKG1,2,0.0689
2013,NUTS,2010,UKG1,2,0.0795
2014,NUTS,2010,UKG1,2,0.0823
2015,NUTS,2010,UKG1,2,0.0937
2016,NUTS,2010,UKG1,2,0.0951
2017,NUTS,2010,UKG1,2,0.0888
2018,NUTS,2010,UKG1,2,0.0862
2011,NUTS,2010,UKG2,2,0.2031
2012,NUTS,2010,UKG2,2,0.2093
2013,NUTS,2010,UKG2,2,0.2191
2014,NUTS,2010,UKG2,2,0.2319
2015,NUTS,2010,UKG2,2,0.2958
2016,NUTS,2010,UKG2,2,0.2943
2017,NUTS,2010,UKG2,2,0.2926
2018,NUTS,2010,UKG2,2,0.3007
2011,NUTS,2010,UKG3,2,1.3743
2012,NUTS,2010,UKG3,2,1.3752
2013,NUTS,2010,UKG3,2,1.5064
2014,NUTS,2010,UKG3,2,1.5652
2015,NUTS,2010,UKG3,2,1.6059
2016,NUTS,2010,UKG3,2,1.5848
2017,NUTS,2010,UKG3,2,1.6201
2018,NUTS,2010,UKG3,2,1.5803
2011,NUTS,2010,UKH,1,0.8428
2012,NUTS,2010,UKH,1,0.8546
2013,NUTS,2010,UKH,1,0.8844
2014,NUTS,2010,UKH,1,0.9072
2015,NUTS,2010,UKH,1,0.8814
2016,NUTS,2010,UKH,1,0.9006
2017,NUTS,2010,UKH,1,0.8841
2018,NUTS,2010,UKH,1,0.8899
2011,NUTS,2010,UKH1,2,1.3484
2012,NUTS,2010,UKH1,2,1.3739
2013,NUTS,2010,UKH1,2,1.4883
2014,NUTS,2010,UKH1,2,1.491
2015,NUTS,2010,UKH1,2,1.478
