year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_pc_emp_hc_total_gov
2007,NUTS,2010,ES4,1,0.143
2008,NUTS,2010,ES4,1,0.2149
2009,NUTS,2010,ES4,1,0.2299
2010,NUTS,2010,ES4,1,0.2439
2011,NUTS,2010,ES4,1,0.25
2013,NUTS,2010,ES4,1,0.2292
2014,NUTS,2010,ES4,1,0.2127
2015,NUTS,2010,ES4,1,0.253
2016,NUTS,2010,ES4,1,0.2352
2017,NUTS,2010,ES4,1,0.244
2018,NUTS,2010,ES4,1,0.2696
2019,NUTS,2010,ES4,1,0.262
2002,NUTS,2010,ES41,2,0.1327
2003,NUTS,2010,ES41,2,0.1523
2004,NUTS,2010,ES41,2,0.1548
2005,NUTS,2010,ES41,2,0.1434
2006,NUTS,2010,ES41,2,0.1698
2007,NUTS,2010,ES41,2,0.1666
2008,NUTS,2010,ES41,2,0.1903
2009,NUTS,2010,ES41,2,0.2044
2010,NUTS,2010,ES41,2,0.211
2012,NUTS,2010,ES41,2,0.2104
2013,NUTS,2010,ES41,2,0.2093
2014,NUTS,2010,ES41,2,0.211
2015,NUTS,2010,ES41,2,0.2351
2016,NUTS,2010,ES41,2,0.2063
2017,NUTS,2010,ES41,2,0.2111
2018,NUTS,2010,ES41,2,0.2197
2019,NUTS,2010,ES41,2,0.2245
2002,NUTS,2010,ES42,2,0.0587
2003,NUTS,2010,ES42,2,0.0812
2004,NUTS,2010,ES42,2,0.0965
2005,NUTS,2010,ES42,2,0.0948
2006,NUTS,2010,ES42,2,0.0671
2007,NUTS,2010,ES42,2,0.1003
2008,NUTS,2010,ES42,2,0.2609
2009,NUTS,2010,ES42,2,0.2797
2010,NUTS,2010,ES42,2,0.2819
2013,NUTS,2010,ES42,2,0.2758
2014,NUTS,2010,ES42,2,0.2588
2015,NUTS,2010,ES42,2,0.3175
2016,NUTS,2010,ES42,2,0.3118
2017,NUTS,2010,ES42,2,0.3136
2018,NUTS,2010,ES42,2,0.3643
2019,NUTS,2010,ES42,2,0.3326
2002,NUTS,2010,ES43,2,0.0487
2003,NUTS,2010,ES43,2,0.0906
2004,NUTS,2010,ES43,2,0.1068
2005,NUTS,2010,ES43,2,0.1181
2006,NUTS,2010,ES43,2,0.1213
2007,NUTS,2010,ES43,2,0.1657
2008,NUTS,2010,ES43,2,0.1859
2009,NUTS,2010,ES43,2,0.1976
2010,NUTS,2010,ES43,2,0.2583
2011,NUTS,2010,ES43,2,0.2424
2012,NUTS,2010,ES43,2,0.2443
2013,NUTS,2010,ES43,2,0.191
2014,NUTS,2010,ES43,2,0.1265
2015,NUTS,2010,ES43,2,0.1721
2016,NUTS,2010,ES43,2,0.1594
2017,NUTS,2010,ES43,2,0.1906
2018,NUTS,2010,ES43,2,0.2103
2019,NUTS,2010,ES43,2,0.2151
2002,NUTS,2010,ES5,1,0.1417
2003,NUTS,2010,ES5,1,0.1746
2004,NUTS,2010,ES5,1,0.1765
2005,NUTS,2010,ES5,1,0.2139
2006,NUTS,2010,ES5,1,0.2148
2007,NUTS,2010,ES5,1,0.2308
2008,NUTS,2010,ES5,1,0.2677
2009,NUTS,2010,ES5,1,0.3406
2010,NUTS,2010,ES5,1,0.3457
2011,NUTS,2010,ES5,1,0.3533
2012,NUTS,2010,ES5,1,0.3565
2013,NUTS,2010,ES5,1,0.3585
2014,NUTS,2010,ES5,1,0.3471
2015,NUTS,2010,ES5,1,0.3487
2016,NUTS,2010,ES5,1,0.3381
2017,NUTS,2010,ES5,1,0.3601
2018,NUTS,2010,ES5,1,0.3458
2019,NUTS,2010,ES5,1,0.3513
2002,NUTS,2010,ES51,2,0.1736
2003,NUTS,2010,ES51,2,0.2075
2004,NUTS,2010,ES51,2,0.2065
2005,NUTS,2010,ES51,2,0.2446
2006,NUTS,2010,ES51,2,0.2467
2007,NUTS,2010,ES51,2,0.2622
2008,NUTS,2010,ES51,2,0.3152
2009,NUTS,2010,ES51,2,0.4049
2010,NUTS,2010,ES51,2,0.4048
2011,NUTS,2010,ES51,2,0.4173
2012,NUTS,2010,ES51,2,0.4377
2013,NUTS,2010,ES51,2,0.4443
2014,NUTS,2010,ES51,2,0.4265
2015,NUTS,2010,ES51,2,0.4454
2016,NUTS,2010,ES51,2,0.4187
2017,NUTS,2010,ES51,2,0.4568
2018,NUTS,2010,ES51,2,0.4456
2019,NUTS,2010,ES51,2,0.4449
2002,NUTS,2010,ES52,2,0.1036
2003,NUTS,2010,ES52,2,0.1362
2004,NUTS,2010,ES52,2,0.1389
2005,NUTS,2010,ES52,2,0.1735
2006,NUTS,2010,ES52,2,0.1665
2007,NUTS,2010,ES52,2,0.187
2008,NUTS,2010,ES52,2,0.2035
2009,NUTS,2010,ES52,2,0.2522
2010,NUTS,2010,ES52,2,0.2498
2011,NUTS,2010,ES52,2,0.2528
2012,NUTS,2010,ES52,2,0.2423
2013,NUTS,2010,ES52,2,0.242
2014,NUTS,2010,ES52,2,0.2388
2015,NUTS,2010,ES52,2,0.2135
2016,NUTS,2010,ES52,2,0.2271
2017,NUTS,2010,ES52,2,0.2098
2018,NUTS,2010,ES52,2,0.2021
2019,NUTS,2010,ES52,2,0.2069
2002,NUTS,2010,ES53,2,0.0759
2003,NUTS,2010,ES53,2,0.1008
2004,NUTS,2010,ES53,2,0.1207
2005,NUTS,2010,ES53,2,0.1613
2006,NUTS,2010,ES53,2,0.1914
2007,NUTS,2010,ES53,2,0.1931
2008,NUTS,2010,ES53,2,0.2013
2009,NUTS,2010,ES53,2,0.2591
2010,NUTS,2010,ES53,2,0.3185
2011,NUTS,2010,ES53,2,0.3072
2012,NUTS,2010,ES53,2,0.2516
2013,NUTS,2010,ES53,2,0.23
2014,NUTS,2010,ES53,2,0.2293
2015,NUTS,2010,ES53,2,0.2481
2016,NUTS,2010,ES53,2,0.2428
2017,NUTS,2010,ES53,2,0.3005
2018,NUTS,2010,ES53,2,0.2453
2019,NUTS,2010,ES53,2,0.2784
2002,NUTS,2010,ES6,1,0.1333
2003,NUTS,2010,ES6,1,0.1724
2004,NUTS,2010,ES6,1,0.2111
2005,NUTS,2010,ES6,1,0.2189
2006,NUTS,2010,ES6,1,0.2374
2007,NUTS,2010,ES6,1,0.2416
2008,NUTS,2010,ES6,1,0.2461
2009,NUTS,2010,ES6,1,0.2766
2010,NUTS,2010,ES6,1,0.2868
2011,NUTS,2010,ES6,1,0.2816
2012,NUTS,2010,ES6,1,0.2772
2013,NUTS,2010,ES6,1,0.2792
2014,NUTS,2010,ES6,1,0.2825
2015,NUTS,2010,ES6,1,0.347
2016,NUTS,2010,ES6,1,0.3234
2017,NUTS,2010,ES6,1,0.3113
2018,NUTS,2010,ES6,1,0.2975
2019,NUTS,2010,ES6,1,0.3058
2002,NUTS,2010,ES61,2,0.1453
2003,NUTS,2010,ES61,2,0.1871
2004,NUTS,2010,ES61,2,0.2276
2005,NUTS,2010,ES61,2,0.2359
2006,NUTS,2010,ES61,2,0.2575
2007,NUTS,2010,ES61,2,0.2641
2008,NUTS,2010,ES61,2,0.2626
2009,NUTS,2010,ES61,2,0.2932
2010,NUTS,2010,ES61,2,0.3036
2011,NUTS,2010,ES61,2,0.2995
2012,NUTS,2010,ES61,2,0.2997
2013,NUTS,2010,ES61,2,0.3052
2014,NUTS,2010,ES61,2,0.309
2015,NUTS,2010,ES61,2,0.3829
2016,NUTS,2010,ES61,2,0.3567
2017,NUTS,2010,ES61,2,0.3425
2018,NUTS,2010,ES61,2,0.3279
2019,NUTS,2010,ES61,2,0.3375
2002,NUTS,2010,ES62,2,0.0839
2003,NUTS,2010,ES62,2,0.1137
2004,NUTS,2010,ES62,2,0.1462
2005,NUTS,2010,ES62,2,0.1473
2006,NUTS,2010,ES62,2,0.1509
2007,NUTS,2010,ES62,2,0.1425
2008,NUTS,2010,ES62,2,0.1797
2009,NUTS,2010,ES62,2,0.2124
2010,NUTS,2010,ES62,2,0.2218
2012,NUTS,2010,ES62,2,0.1844
2013,NUTS,2010,ES62,2,0.1714
2014,NUTS,2010,ES62,2,0.1724
2015,NUTS,2010,ES62,2,0.179
2016,NUTS,2010,ES62,2,0.1763
2017,NUTS,2010,ES62,2,0.1758
2018,NUTS,2010,ES62,2,0.1665
2019,NUTS,2010,ES62,2,0.1687
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,0.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,0.0118
2006,NUTS,2010,ES63,2,0.0122
2007,NUTS,2010,ES63,2,0.0
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,0.0
2008,NUTS,2010,ES64,2,0.027
2009,NUTS,2010,ES64,2,0.0244
2010,NUTS,2010,ES64,2,0.0
2002,NUTS,2010,ES7,1,0.1493
2003,NUTS,2010,ES7,1,0.151
2004,NUTS,2010,ES7,1,0.1703
2005,NUTS,2010,ES7,1,0.1928
2006,NUTS,2010,ES7,1,0.1844
2007,NUTS,2010,ES7,1,0.1581
2008,NUTS,2010,ES7,1,0.167
2009,NUTS,2010,ES7,1,0.175
2010,NUTS,2010,ES7,1,0.1735
2011,NUTS,2010,ES7,1,0.1634
2012,NUTS,2010,ES7,1,0.1682
2013,NUTS,2010,ES7,1,0.1496
2014,NUTS,2010,ES7,1,0.1463
2015,NUTS,2010,ES7,1,0.1554
2016,NUTS,2010,ES7,1,0.1418
2017,NUTS,2010,ES7,1,0.1523
2018,NUTS,2010,ES7,1,0.1491
2019,NUTS,2010,ES7,1,0.1311
2002,NUTS,2010,ES70,2,0.1493
2003,NUTS,2010,ES70,2,0.151
2004,NUTS,2010,ES70,2,0.1703
2005,NUTS,2010,ES70,2,0.1928
2006,NUTS,2010,ES70,2,0.1844
2007,NUTS,2010,ES70,2,0.1581
2008,NUTS,2010,ES70,2,0.167
2009,NUTS,2010,ES70,2,0.175
2010,NUTS,2010,ES70,2,0.1735
2011,NUTS,2010,ES70,2,0.1634
2012,NUTS,2010,ES70,2,0.1682
2013,NUTS,2010,ES70,2,0.1496
2014,NUTS,2010,ES70,2,0.1463
2015,NUTS,2010,ES70,2,0.1554
2016,NUTS,2010,ES70,2,0.1418
2017,NUTS,2010,ES70,2,0.1523
2018,NUTS,2010,ES70,2,0.1491
2019,NUTS,2010,ES70,2,0.1311
2003,NUTS,2010,EU27_2020,7,0.2097
2004,NUTS,2010,EU27_2020,7,0.2141
2005,NUTS,2010,EU27_2020,7,0.2161
2006,NUTS,2010,EU27_2020,7,0.2197
2007,NUTS,2010,EU27_2020,7,0.2168
2008,NUTS,2010,EU27_2020,7,0.2207
2009,NUTS,2010,EU27_2020,7,0.2276
2010,NUTS,2010,EU27_2020,7,0.2322
2011,NUTS,2010,EU27_2020,7,0.2391
2012,NUTS,2010,EU27_2020,7,0.2466
2013,NUTS,2010,EU27_2020,7,0.2467
2014,NUTS,2010,EU27_2020,7,0.2492
2015,NUTS,2010,EU27_2020,7,0.2585
2016,NUTS,2010,EU27_2020,7,0.25
2017,NUTS,2010,EU27_2020,7,0.254
2018,NUTS,2010,EU27_2020,7,0.2582
2019,NUTS,2010,EU27_2020,7,0.2637
1997,NUTS,2010,FI,0,0.4071
1998,NUTS,2010,FI,0,0.4243
1999,NUTS,2010,FI,0,0.4104
2000,NUTS,2010,FI,0,0.3971
2001,NUTS,2010,FI,0,0.3917
2002,NUTS,2010,FI,0,0.4243
2003,NUTS,2010,FI,0,0.4159
2004,NUTS,2010,FI,0,0.4147
2005,NUTS,2010,FI,0,0.411
2006,NUTS,2010,FI,0,0.3976
2007,NUTS,2010,FI,0,0.3787
2008,NUTS,2010,FI,0,0.3416
2009,NUTS,2010,FI,0,0.3421
2010,NUTS,2010,FI,0,0.3732
2011,NUTS,2010,FI,0,0.3667
2012,NUTS,2010,FI,0,0.334
2013,NUTS,2010,FI,0,0.3293
2014,NUTS,2010,FI,0,0.3003
2015,NUTS,2010,FI,0,0.2538
2016,NUTS,2010,FI,0,0.2216
2017,NUTS,2010,FI,0,0.2463
2018,NUTS,2010,FI,0,0.2413
2019,NUTS,2010,FI,0,0.2312
2003,NUTS,2010,FR,0,0.179
2004,NUTS,2010,FR,0,0.1823
2005,NUTS,2010,FR,0,0.1855
2006,NUTS,2010,FR,0,0.1871
2007,NUTS,2010,FR,0,0.1875
2008,NUTS,2010,FR,0,0.1896
2009,NUTS,2010,FR,0,0.1939
2010,NUTS,2010,FR,0,0.1775
2011,NUTS,2010,FR,0,0.1784
2012,NUTS,2010,FR,0,0.1762
2013,NUTS,2010,FR,0,0.1771
2014,NUTS,2010,FR,0,0.1743
2016,NUTS,2010,FR,0,0.1771
2017,NUTS,2010,FR,0,0.1758
2002,NUTS,2010,HR,0,0.3748
2003,NUTS,2010,HR,0,0.4036
2004,NUTS,2010,HR,0,0.4335
2005,NUTS,2010,HR,0,0.3498
2006,NUTS,2010,HR,0,0.3605
2007,NUTS,2010,HR,0,0.3334
2008,NUTS,2010,HR,0,0.3161
2009,NUTS,2010,HR,0,0.3539
2010,NUTS,2010,HR,0,0.3617
2011,NUTS,2010,HR,0,0.3724
2012,NUTS,2010,HR,0,0.3778
2013,NUTS,2010,HR,0,0.3699
2014,NUTS,2010,HR,0,0.3482
2015,NUTS,2010,HR,0,0.3287
2016,NUTS,2010,HR,0,0.3172
2017,NUTS,2010,HR,0,0.3286
2018,NUTS,2010,HR,0,0.3297
2019,NUTS,2010,HR,0,0.3445
2020,NUTS,2010,HR,0,0.3842
2002,NUTS,2010,HR0,1,0.3654
2003,NUTS,2010,HR0,1,0.3931
2004,NUTS,2010,HR0,1,0.4119
2005,NUTS,2010,HR0,1,0.3354
2006,NUTS,2010,HR0,1,0.3443
2007,NUTS,2010,HR0,1,0.3243
2008,NUTS,2010,HR0,1,0.3065
2009,NUTS,2010,HR0,1,0.3435
2010,NUTS,2010,HR0,1,0.3518
2011,NUTS,2010,HR0,1,0.3621
2012,NUTS,2010,HR0,1,0.3689
2013,NUTS,2010,HR0,1,0.363
2014,NUTS,2010,HR0,1,0.3428
2015,NUTS,2010,HR0,1,0.3235
2016,NUTS,2010,HR0,1,0.3134
2017,NUTS,2010,HR0,1,0.3246
2018,NUTS,2010,HR0,1,0.3254
2019,NUTS,2010,HR0,1,0.3387
2020,NUTS,2010,HR0,1,0.3792
2008,NUTS,2010,HR03,2,0.0685
2009,NUTS,2010,HR03,2,0.0822
2010,NUTS,2010,HR03,2,0.0803
2011,NUTS,2010,HR03,2,0.0834
2012,NUTS,2010,HR03,2,0.0884
2013,NUTS,2010,HR03,2,0.0863
2014,NUTS,2010,HR03,2,0.0536
2015,NUTS,2010,HR03,2,0.0497
2016,NUTS,2010,HR03,2,0.092
2017,NUTS,2010,HR03,2,0.0972
2018,NUTS,2010,HR03,2,0.1104
2019,NUTS,2010,HR03,2,0.1381
2020,NUTS,2010,HR03,2,0.1416
2008,NUTS,2010,HR04,2,0.4126
2009,NUTS,2010,HR04,2,0.4604
2010,NUTS,2010,HR04,2,0.4778
2011,NUTS,2010,HR04,2,0.49
2012,NUTS,2010,HR04,2,0.5011
2013,NUTS,2010,HR04,2,0.4939
2014,NUTS,2010,HR04,2,0.4871
2015,NUTS,2010,HR04,2,0.4589
2016,NUTS,2010,HR04,2,0.4175
2017,NUTS,2010,HR04,2,0.4349
2018,NUTS,2010,HR04,2,0.4284
2019,NUTS,2010,HR04,2,0.4337
2000,NUTS,2010,HU,0,0.3246
2001,NUTS,2010,HU,0,0.2942
2002,NUTS,2010,HU,0,0.3445
2003,NUTS,2010,HU,0,0.3284
2004,NUTS,2010,HU,0,0.3277
2005,NUTS,2010,HU,0,0.333
2006,NUTS,2010,HU,0,0.3267
2007,NUTS,2010,HU,0,0.2886
2008,NUTS,2010,HU,0,0.2808
2009,NUTS,2010,HU,0,0.2672
2010,NUTS,2010,HU,0,0.2685
2011,NUTS,2010,HU,0,0.2665
2012,NUTS,2010,HU,0,0.2474
2013,NUTS,2010,HU,0,0.2357
2014,NUTS,2010,HU,0,0.2309
2015,NUTS,2010,HU,0,0.251
2016,NUTS,2010,HU,0,0.2118
2017,NUTS,2010,HU,0,0.2081
2018,NUTS,2010,HU,0,0.2196
2019,NUTS,2010,HU,0,0.3037
2000,NUTS,2010,HU1,1,0.7595
2001,NUTS,2010,HU1,1,0.7021
2002,NUTS,2010,HU1,1,0.8374
2003,NUTS,2010,HU1,1,0.7988
2004,NUTS,2010,HU1,1,0.7809
2005,NUTS,2010,HU1,1,0.7737
2006,NUTS,2010,HU1,1,0.7639
2007,NUTS,2010,HU1,1,0.6862
2008,NUTS,2010,HU1,1,0.6565
2009,NUTS,2010,HU1,1,0.6833
2010,NUTS,2010,HU1,1,0.6917
2011,NUTS,2010,HU1,1,0.6954
2012,NUTS,2010,HU1,1,0.626
2013,NUTS,2010,HU1,1,0.5731
2014,NUTS,2010,HU1,1,0.5524
2015,NUTS,2010,HU1,1,0.6239
2016,NUTS,2010,HU1,1,0.5052
2017,NUTS,2010,HU1,1,0.5184
2018,NUTS,2010,HU1,1,0.5465
2019,NUTS,2010,HU1,1,0.7733
2000,NUTS,2010,HU10,2,0.7595
2001,NUTS,2010,HU10,2,0.7021
2002,NUTS,2010,HU10,2,0.8374
2003,NUTS,2010,HU10,2,0.7988
2004,NUTS,2010,HU10,2,0.7809
2005,NUTS,2010,HU10,2,0.7737
2006,NUTS,2010,HU10,2,0.7639
2007,NUTS,2010,HU10,2,0.6862
2008,NUTS,2010,HU10,2,0.6565
2009,NUTS,2010,HU10,2,0.6833
2010,NUTS,2010,HU10,2,0.6917
2011,NUTS,2010,HU10,2,0.6954
2012,NUTS,2010,HU10,2,0.626
2013,NUTS,2010,HU10,2,0.5731
2014,NUTS,2010,HU10,2,0.5524
2015,NUTS,2010,HU10,2,0.6239
2016,NUTS,2010,HU10,2,0.5052
2017,NUTS,2010,HU11,2,0.733
2018,NUTS,2010,HU11,2,0.799
2019,NUTS,2010,HU11,2,1.1778
2017,NUTS,2010,HU12,2,0.1822
2018,NUTS,2010,HU12,2,0.1675
2019,NUTS,2010,HU12,2,0.1909
2000,NUTS,2010,HU2,1,0.1137
2001,NUTS,2010,HU2,1,0.1002
2002,NUTS,2010,HU2,1,0.0915
2003,NUTS,2010,HU2,1,0.0894
2004,NUTS,2010,HU2,1,0.0896
2005,NUTS,2010,HU2,1,0.0905
2006,NUTS,2010,HU2,1,0.074
2007,NUTS,2010,HU2,1,0.0642
2008,NUTS,2010,HU2,1,0.0807
2009,NUTS,2010,HU2,1,0.0786
2010,NUTS,2010,HU2,1,0.0776
2011,NUTS,2010,HU2,1,0.0749
2012,NUTS,2010,HU2,1,0.083
2013,NUTS,2010,HU2,1,0.1157
2014,NUTS,2010,HU2,1,0.1027
2015,NUTS,2010,HU2,1,0.0999
2016,NUTS,2010,HU2,1,0.0975
2017,NUTS,2010,HU2,1,0.0957
2018,NUTS,2010,HU2,1,0.092
2019,NUTS,2010,HU2,1,0.1193
2000,NUTS,2010,HU21,2,0.1533
2001,NUTS,2010,HU21,2,0.1172
2002,NUTS,2010,HU21,2,0.1167
2003,NUTS,2010,HU21,2,0.097
2004,NUTS,2010,HU21,2,0.1036
2005,NUTS,2010,HU21,2,0.14
2006,NUTS,2010,HU21,2,0.0976
2007,NUTS,2010,HU21,2,0.0799
2008,NUTS,2010,HU21,2,0.0833
2009,NUTS,2010,HU21,2,0.1007
2010,NUTS,2010,HU21,2,0.098
2011,NUTS,2010,HU21,2,0.0915
2012,NUTS,2010,HU21,2,0.1852
2013,NUTS,2010,HU21,2,0.1866
2014,NUTS,2010,HU21,2,0.1816
2015,NUTS,2010,HU21,2,0.1643
2016,NUTS,2010,HU21,2,0.1612
2017,NUTS,2010,HU21,2,0.1583
2018,NUTS,2010,HU21,2,0.1608
2019,NUTS,2010,HU21,2,0.2181
2000,NUTS,2010,HU22,2,0.0821
2001,NUTS,2010,HU22,2,0.0905
2002,NUTS,2010,HU22,2,0.064
2003,NUTS,2010,HU22,2,0.0825
2004,NUTS,2010,HU22,2,0.0666
2005,NUTS,2010,HU22,2,0.064
2006,NUTS,2010,HU22,2,0.0682
2007,NUTS,2010,HU22,2,0.0579
2008,NUTS,2010,HU22,2,0.0852
2009,NUTS,2010,HU22,2,0.0822
2010,NUTS,2010,HU22,2,0.0659
2011,NUTS,2010,HU22,2,0.0657
2012,NUTS,2010,HU22,2,0.0253
2013,NUTS,2010,HU22,2,0.0653
2014,NUTS,2010,HU22,2,0.0554
2015,NUTS,2010,HU22,2,0.061
2016,NUTS,2010,HU22,2,0.0604
2017,NUTS,2010,HU22,2,0.0548
2018,NUTS,2010,HU22,2,0.0852
2019,NUTS,2010,HU22,2,0.101
2000,NUTS,2010,HU23,2,0.1015
2001,NUTS,2010,HU23,2,0.0904
2002,NUTS,2010,HU23,2,0.0919
2003,NUTS,2010,HU23,2,0.0873
2004,NUTS,2010,HU23,2,0.0996
2005,NUTS,2010,HU23,2,0.0592
2006,NUTS,2010,HU23,2,0.05
2007,NUTS,2010,HU23,2,0.0505
2008,NUTS,2010,HU23,2,0.0717
2009,NUTS,2010,HU23,2,0.0461
2010,NUTS,2010,HU23,2,0.0664
2011,NUTS,2010,HU23,2,0.0642
2012,NUTS,2010,HU23,2,0.0213
2013,NUTS,2010,HU23,2,0.0879
2014,NUTS,2010,HU23,2,0.06
2015,NUTS,2010,HU23,2,0.0627
2016,NUTS,2010,HU23,2,0.0614
2017,NUTS,2010,HU23,2,0.0637
2018,NUTS,2010,HU23,2,0.0111
2019,NUTS,2010,HU23,2,0.0119
2000,NUTS,2010,HU3,1,0.1191
2001,NUTS,2010,HU3,1,0.1171
2002,NUTS,2010,HU3,1,0.1342
2003,NUTS,2010,HU3,1,0.1273
2004,NUTS,2010,HU3,1,0.1242
2005,NUTS,2010,HU3,1,0.1346
2006,NUTS,2010,HU3,1,0.1419
2007,NUTS,2010,HU3,1,0.1122
2008,NUTS,2010,HU3,1,0.1009
2009,NUTS,2010,HU3,1,0.0991
2010,NUTS,2010,HU3,1,0.1031
2011,NUTS,2010,HU3,1,0.0974
2012,NUTS,2010,HU3,1,0.084
2013,NUTS,2010,HU3,1,0.0748
2014,NUTS,2010,HU3,1,0.0863
2015,NUTS,2010,HU3,1,0.0832
2016,NUTS,2010,HU3,1,0.0744
2017,NUTS,2010,HU3,1,0.0541
2018,NUTS,2010,HU3,1,0.0679
2019,NUTS,2010,HU3,1,0.0712
2000,NUTS,2010,HU31,2,0.0356
2001,NUTS,2010,HU31,2,0.0514
2002,NUTS,2010,HU31,2,0.0516
2003,NUTS,2010,HU31,2,0.0264
2004,NUTS,2010,HU31,2,0.0218
2005,NUTS,2010,HU31,2,0.0167
2006,NUTS,2010,HU31,2,0.0336
2007,NUTS,2010,HU31,2,0.0285
2008,NUTS,2010,HU31,2,0.0153
2009,NUTS,2010,HU31,2,0.0446
2010,NUTS,2010,HU31,2,0.0401
2011,NUTS,2010,HU31,2,0.0391
2012,NUTS,2010,HU31,2,0.0131
2013,NUTS,2010,HU31,2,0.0113
2014,NUTS,2010,HU31,2,0.0025
2015,NUTS,2010,HU31,2,0.003
2016,NUTS,2010,HU31,2,0.0014
2017,NUTS,2010,HU31,2,0.0024
2018,NUTS,2010,HU31,2,0.0032
2019,NUTS,2010,HU31,2,0.0066
2000,NUTS,2010,HU32,2,0.0623
2001,NUTS,2010,HU32,2,0.0636
2002,NUTS,2010,HU32,2,0.072
2003,NUTS,2010,HU32,2,0.0763
2004,NUTS,2010,HU32,2,0.0862
2005,NUTS,2010,HU32,2,0.0608
2006,NUTS,2010,HU32,2,0.0719
2007,NUTS,2010,HU32,2,0.0667
2008,NUTS,2010,HU32,2,0.0825
2009,NUTS,2010,HU32,2,0.0705
2010,NUTS,2010,HU32,2,0.068
2011,NUTS,2010,HU32,2,0.0649
2012,NUTS,2010,HU32,2,0.0502
2013,NUTS,2010,HU32,2,0.0257
2014,NUTS,2010,HU32,2,0.0937
2015,NUTS,2010,HU32,2,0.0848
2016,NUTS,2010,HU32,2,0.0791
2017,NUTS,2010,HU32,2,0.021
2018,NUTS,2010,HU32,2,0.0231
2019,NUTS,2010,HU32,2,0.0348
2000,NUTS,2010,HU33,2,0.2455
2001,NUTS,2010,HU33,2,0.2256
2002,NUTS,2010,HU33,2,0.2704
2003,NUTS,2010,HU33,2,0.2769
2004,NUTS,2010,HU33,2,0.2576
2005,NUTS,2010,HU33,2,0.3145
2006,NUTS,2010,HU33,2,0.3104
2007,NUTS,2010,HU33,2,0.2305
2008,NUTS,2010,HU33,2,0.1918
2009,NUTS,2010,HU33,2,0.1746
2010,NUTS,2010,HU33,2,0.1915
2011,NUTS,2010,HU33,2,0.1806
2012,NUTS,2010,HU33,2,0.1785
2013,NUTS,2010,HU33,2,0.18
2014,NUTS,2010,HU33,2,0.1487
2015,NUTS,2010,HU33,2,0.1495
2016,NUTS,2010,HU33,2,0.1302
2017,NUTS,2010,HU33,2,0.1351
2018,NUTS,2010,HU33,2,0.1748
2019,NUTS,2010,HU33,2,0.1665
2002,NUTS,2010,IE,0,0.071
2003,NUTS,2010,IE,0,0.0727
2004,NUTS,2010,IE,0,0.0691
2005,NUTS,2010,IE,0,0.0548
2006,NUTS,2010,IE,0,0.0572
2007,NUTS,2010,IE,0,0.053
2008,NUTS,2010,IE,0,0.0496
2009,NUTS,2010,IE,0,0.0475
2010,NUTS,2010,IE,0,0.0454
2011,NUTS,2010,IE,0,0.0527
2012,NUTS,2010,IE,0,0.049
2013,NUTS,2010,IE,0,0.0429
2014,NUTS,2010,IE,0,0.0428
2015,NUTS,2010,IE,0,0.0488
2017,NUTS,2010,IE,0,0.0544
2019,NUTS,2010,IE,0,0.0634
2002,NUTS,2010,IE0,1,0.0739
2003,NUTS,2010,IE0,1,0.0756
2004,NUTS,2010,IE0,1,0.0728
2005,NUTS,2010,IE0,1,0.0565
2006,NUTS,2010,IE0,1,0.0591
2007,NUTS,2010,IE0,1,0.0524
2008,NUTS,2010,IE0,1,0.049
2009,NUTS,2010,IE0,1,0.0468
2010,NUTS,2010,IE0,1,0.0446
2011,NUTS,2010,IE0,1,0.0517
2012,NUTS,2010,IE0,1,0.0482
2013,NUTS,2010,IE0,1,0.0421
2002,NUTS,2010,IE01,2,0.0346
2003,NUTS,2010,IE01,2,0.0381
2004,NUTS,2010,IE01,2,0.0344
2005,NUTS,2010,IE01,2,0.0296
2006,NUTS,2010,IE01,2,0.029
2007,NUTS,2010,IE01,2,0.0317
2008,NUTS,2010,IE01,2,0.0294
2009,NUTS,2010,IE01,2,0.0282
2010,NUTS,2010,IE01,2,0.0269
2011,NUTS,2010,IE01,2,0.0309
2012,NUTS,2010,IE01,2,0.029
2013,NUTS,2010,IE01,2,0.0251
2002,NUTS,2010,IE02,2,0.086
2003,NUTS,2010,IE02,2,0.0875
2004,NUTS,2010,IE02,2,0.0852
2005,NUTS,2010,IE02,2,0.0652
2006,NUTS,2010,IE02,2,0.0688
2007,NUTS,2010,IE02,2,0.0592
2008,NUTS,2010,IE02,2,0.0555
2009,NUTS,2010,IE02,2,0.053
2010,NUTS,2010,IE02,2,0.0505
2011,NUTS,2010,IE02,2,0.0587
2012,NUTS,2010,IE02,2,0.0545
2013,NUTS,2010,IE02,2,0.0478
2003,NUTS,2010,IS,0,1.1789
2005,NUTS,2010,IS,0,1.0507
2006,NUTS,2010,IS,0,1.1156
2007,NUTS,2010,IS,0,0.9792
2008,NUTS,2010,IS,0,1.0102
