year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_hrst_ths
2019,NUTS,2010,EL42,2,50.2
2020,NUTS,2010,EL42,2,50.2
2011,NUTS,2010,EL43,2,84.3
2012,NUTS,2010,EL43,2,84.4
2013,NUTS,2010,EL43,2,87.2
2014,NUTS,2010,EL43,2,88.9
2015,NUTS,2010,EL43,2,96.9
2016,NUTS,2010,EL43,2,111.7
2017,NUTS,2010,EL43,2,112.5
2018,NUTS,2010,EL43,2,107.4
2019,NUTS,2010,EL43,2,106.2
2020,NUTS,2010,EL43,2,114.2
2011,NUTS,2010,EL5,1,491.5
2012,NUTS,2010,EL5,1,493.3
2013,NUTS,2010,EL5,1,495.2
2014,NUTS,2010,EL5,1,503.5
2015,NUTS,2010,EL5,1,528.2
2016,NUTS,2010,EL5,1,567.1
2017,NUTS,2010,EL5,1,575.8
2018,NUTS,2010,EL5,1,583.9
2019,NUTS,2010,EL5,1,572.0
2020,NUTS,2010,EL5,1,577.2
2011,NUTS,2010,EL51,2,72.6
2012,NUTS,2010,EL51,2,74.8
2013,NUTS,2010,EL51,2,74.6
2014,NUTS,2010,EL51,2,80.1
2015,NUTS,2010,EL51,2,86.0
2016,NUTS,2010,EL51,2,92.9
2017,NUTS,2010,EL51,2,93.7
2018,NUTS,2010,EL51,2,93.1
2019,NUTS,2010,EL51,2,89.5
2020,NUTS,2010,EL51,2,91.3
2011,NUTS,2010,EL52,2,335.1
2012,NUTS,2010,EL52,2,334.4
2013,NUTS,2010,EL52,2,330.5
2014,NUTS,2010,EL52,2,332.3
2015,NUTS,2010,EL52,2,348.2
2016,NUTS,2010,EL52,2,374.4
2017,NUTS,2010,EL52,2,375.8
2018,NUTS,2010,EL52,2,378.5
2019,NUTS,2010,EL52,2,372.6
2020,NUTS,2010,EL52,2,378.4
2011,NUTS,2010,EL53,2,35.0
2012,NUTS,2010,EL53,2,32.9
2013,NUTS,2010,EL53,2,36.2
2014,NUTS,2010,EL53,2,38.3
2015,NUTS,2010,EL53,2,38.8
2016,NUTS,2010,EL53,2,40.9
2017,NUTS,2010,EL53,2,44.2
2018,NUTS,2010,EL53,2,43.8
2019,NUTS,2010,EL53,2,45.6
2020,NUTS,2010,EL53,2,43.6
2011,NUTS,2010,EL54,2,48.9
2012,NUTS,2010,EL54,2,51.2
2013,NUTS,2010,EL54,2,54.0
2014,NUTS,2010,EL54,2,52.9
2015,NUTS,2010,EL54,2,55.1
2016,NUTS,2010,EL54,2,58.9
2017,NUTS,2010,EL54,2,62.1
2018,NUTS,2010,EL54,2,68.5
2019,NUTS,2010,EL54,2,64.3
2020,NUTS,2010,EL54,2,63.9
2011,NUTS,2010,EL6,1,364.2
2012,NUTS,2010,EL6,1,355.5
2013,NUTS,2010,EL6,1,368.3
2014,NUTS,2010,EL6,1,373.0
2015,NUTS,2010,EL6,1,388.1
2016,NUTS,2010,EL6,1,396.1
2017,NUTS,2010,EL6,1,429.5
2018,NUTS,2010,EL6,1,438.1
2019,NUTS,2010,EL6,1,428.5
2020,NUTS,2010,EL6,1,441.5
2011,NUTS,2010,EL61,2,112.3
2012,NUTS,2010,EL61,2,112.5
2013,NUTS,2010,EL61,2,115.0
2014,NUTS,2010,EL61,2,116.7
2015,NUTS,2010,EL61,2,119.9
2016,NUTS,2010,EL61,2,117.0
2017,NUTS,2010,EL61,2,134.7
2018,NUTS,2010,EL61,2,146.2
2019,NUTS,2010,EL61,2,141.1
2020,NUTS,2010,EL61,2,139.3
2011,NUTS,2010,EL62,2,25.0
2012,NUTS,2010,EL62,2,20.9
2013,NUTS,2010,EL62,2,23.4
2014,NUTS,2010,EL62,2,24.8
2015,NUTS,2010,EL62,2,26.4
2016,NUTS,2010,EL62,2,29.2
2017,NUTS,2010,EL62,2,29.4
2018,NUTS,2010,EL62,2,31.3
2019,NUTS,2010,EL62,2,33.3
2020,NUTS,2010,EL62,2,30.0
2011,NUTS,2010,EL63,2,94.7
2012,NUTS,2010,EL63,2,91.2
2013,NUTS,2010,EL63,2,94.3
2014,NUTS,2010,EL63,2,96.9
2015,NUTS,2010,EL63,2,96.9
2016,NUTS,2010,EL63,2,98.1
2017,NUTS,2010,EL63,2,101.4
2018,NUTS,2010,EL63,2,92.8
2019,NUTS,2010,EL63,2,85.6
2020,NUTS,2010,EL63,2,100.3
2011,NUTS,2010,EL64,2,65.0
2012,NUTS,2010,EL64,2,64.5
2013,NUTS,2010,EL64,2,65.9
2014,NUTS,2010,EL64,2,63.9
2015,NUTS,2010,EL64,2,68.3
2016,NUTS,2010,EL64,2,74.2
2017,NUTS,2010,EL64,2,81.5
2018,NUTS,2010,EL64,2,82.3
2019,NUTS,2010,EL64,2,81.3
2020,NUTS,2010,EL64,2,86.1
2011,NUTS,2010,EL65,2,67.2
2012,NUTS,2010,EL65,2,66.5
2013,NUTS,2010,EL65,2,69.7
2014,NUTS,2010,EL65,2,70.7
2015,NUTS,2010,EL65,2,76.5
2016,NUTS,2010,EL65,2,77.5
2017,NUTS,2010,EL65,2,82.4
2018,NUTS,2010,EL65,2,85.6
2019,NUTS,2010,EL65,2,87.1
2020,NUTS,2010,EL65,2,85.8
2011,NUTS,2010,ES,0,10542.0
2012,NUTS,2010,ES,0,10622.9
2013,NUTS,2010,ES,0,10807.2
2014,NUTS,2010,ES,0,11052.0
2015,NUTS,2010,ES,0,11200.5
2016,NUTS,2010,ES,0,11401.2
2017,NUTS,2010,ES,0,11633.1
2018,NUTS,2010,ES,0,11940.7
2019,NUTS,2010,ES,0,12437.3
2020,NUTS,2010,ES,0,12840.2
2011,NUTS,2010,ES1,1,1007.0
2012,NUTS,2010,ES1,1,1011.1
2013,NUTS,2010,ES1,1,1024.9
2014,NUTS,2010,ES1,1,1047.7
2015,NUTS,2010,ES1,1,1076.6
2016,NUTS,2010,ES1,1,1093.7
2017,NUTS,2010,ES1,1,1104.5
2018,NUTS,2010,ES1,1,1112.0
2019,NUTS,2010,ES1,1,1133.5
2020,NUTS,2010,ES1,1,1186.4
2011,NUTS,2010,ES11,2,594.2
2012,NUTS,2010,ES11,2,595.0
2013,NUTS,2010,ES11,2,597.2
2014,NUTS,2010,ES11,2,617.2
2015,NUTS,2010,ES11,2,643.0
2016,NUTS,2010,ES11,2,652.9
2017,NUTS,2010,ES11,2,653.5
2018,NUTS,2010,ES11,2,655.7
2019,NUTS,2010,ES11,2,679.4
2020,NUTS,2010,ES11,2,716.9
2011,NUTS,2010,ES12,2,265.7
2012,NUTS,2010,ES12,2,265.9
2013,NUTS,2010,ES12,2,276.1
2014,NUTS,2010,ES12,2,277.6
2015,NUTS,2010,ES12,2,280.1
2016,NUTS,2010,ES12,2,283.6
2017,NUTS,2010,ES12,2,292.7
2018,NUTS,2010,ES12,2,293.6
2019,NUTS,2010,ES12,2,289.8
2020,NUTS,2010,ES12,2,301.2
2011,NUTS,2010,ES13,2,147.1
2012,NUTS,2010,ES13,2,150.2
2013,NUTS,2010,ES13,2,151.7
2014,NUTS,2010,ES13,2,152.9
2015,NUTS,2010,ES13,2,153.5
2016,NUTS,2010,ES13,2,157.2
2017,NUTS,2010,ES13,2,158.3
2018,NUTS,2010,ES13,2,162.7
2019,NUTS,2010,ES13,2,164.2
2020,NUTS,2010,ES13,2,168.3
2011,NUTS,2010,ES2,1,1237.9
2012,NUTS,2010,ES2,1,1247.8
2013,NUTS,2010,ES2,1,1239.7
2014,NUTS,2010,ES2,1,1244.9
2015,NUTS,2010,ES2,1,1256.0
2016,NUTS,2010,ES2,1,1281.0
2017,NUTS,2010,ES2,1,1293.6
2018,NUTS,2010,ES2,1,1313.7
2019,NUTS,2010,ES2,1,1354.9
2020,NUTS,2010,ES2,1,1408.4
2011,NUTS,2010,ES21,2,671.8
2012,NUTS,2010,ES21,2,683.5
2013,NUTS,2010,ES21,2,675.7
2014,NUTS,2010,ES21,2,668.1
2015,NUTS,2010,ES21,2,681.4
2016,NUTS,2010,ES21,2,691.0
2017,NUTS,2010,ES21,2,700.4
2018,NUTS,2010,ES21,2,708.0
2019,NUTS,2010,ES21,2,726.0
2020,NUTS,2010,ES21,2,760.9
2011,NUTS,2010,ES22,2,173.3
2012,NUTS,2010,ES22,2,171.6
2013,NUTS,2010,ES22,2,173.9
2014,NUTS,2010,ES22,2,179.1
2015,NUTS,2010,ES22,2,175.2
2016,NUTS,2010,ES22,2,184.5
2017,NUTS,2010,ES22,2,188.3
2018,NUTS,2010,ES22,2,188.0
2019,NUTS,2010,ES22,2,199.7
2020,NUTS,2010,ES22,2,208.4
2011,NUTS,2010,ES23,2,72.8
2012,NUTS,2010,ES23,2,75.3
2013,NUTS,2010,ES23,2,75.9
2014,NUTS,2010,ES23,2,78.7
2015,NUTS,2010,ES23,2,82.4
2016,NUTS,2010,ES23,2,79.3
2017,NUTS,2010,ES23,2,77.5
2018,NUTS,2010,ES23,2,80.2
2019,NUTS,2010,ES23,2,81.2
2020,NUTS,2010,ES23,2,83.4
2011,NUTS,2010,ES24,2,320.0
2012,NUTS,2010,ES24,2,317.5
2013,NUTS,2010,ES24,2,314.1
2014,NUTS,2010,ES24,2,318.9
2015,NUTS,2010,ES24,2,317.0
2016,NUTS,2010,ES24,2,326.1
2017,NUTS,2010,ES24,2,327.4
2018,NUTS,2010,ES24,2,337.5
2019,NUTS,2010,ES24,2,348.0
2020,NUTS,2010,ES24,2,355.6
2011,NUTS,2010,ES3,1,2040.1
2012,NUTS,2010,ES3,1,2077.2
2013,NUTS,2010,ES3,1,2083.6
2014,NUTS,2010,ES3,1,2135.7
2015,NUTS,2010,ES3,1,2108.8
2016,NUTS,2010,ES3,1,2103.9
2017,NUTS,2010,ES3,1,2162.7
2018,NUTS,2010,ES3,1,2174.1
2019,NUTS,2010,ES3,1,2285.6
2020,NUTS,2010,ES3,1,2339.1
2011,NUTS,2010,ES30,2,2040.1
2012,NUTS,2010,ES30,2,2077.2
2013,NUTS,2010,ES30,2,2083.6
2014,NUTS,2010,ES30,2,2135.7
2015,NUTS,2010,ES30,2,2108.8
2016,NUTS,2010,ES30,2,2103.9
2017,NUTS,2010,ES30,2,2162.7
2018,NUTS,2010,ES30,2,2174.1
2019,NUTS,2010,ES30,2,2285.6
2020,NUTS,2010,ES30,2,2339.1
2011,NUTS,2010,ES4,1,1113.8
2012,NUTS,2010,ES4,1,1109.6
2013,NUTS,2010,ES4,1,1110.2
2014,NUTS,2010,ES4,1,1139.1
2015,NUTS,2010,ES4,1,1139.0
2016,NUTS,2010,ES4,1,1124.0
2017,NUTS,2010,ES4,1,1145.5
2018,NUTS,2010,ES4,1,1170.1
2019,NUTS,2010,ES4,1,1225.2
2020,NUTS,2010,ES4,1,1238.3
2011,NUTS,2010,ES41,2,561.5
2012,NUTS,2010,ES41,2,568.1
2013,NUTS,2010,ES41,2,556.7
2014,NUTS,2010,ES41,2,561.3
2015,NUTS,2010,ES41,2,564.4
2016,NUTS,2010,ES41,2,556.9
2017,NUTS,2010,ES41,2,569.9
2018,NUTS,2010,ES41,2,582.6
2019,NUTS,2010,ES41,2,609.1
2020,NUTS,2010,ES41,2,605.9
2011,NUTS,2010,ES42,2,369.4
2012,NUTS,2010,ES42,2,365.8
2013,NUTS,2010,ES42,2,373.8
2014,NUTS,2010,ES42,2,383.9
2015,NUTS,2010,ES42,2,382.0
2016,NUTS,2010,ES42,2,381.5
2017,NUTS,2010,ES42,2,383.3
2018,NUTS,2010,ES42,2,395.1
2019,NUTS,2010,ES42,2,422.6
2020,NUTS,2010,ES42,2,437.0
2011,NUTS,2010,ES43,2,182.8
2012,NUTS,2010,ES43,2,175.8
2013,NUTS,2010,ES43,2,179.7
2014,NUTS,2010,ES43,2,193.9
2015,NUTS,2010,ES43,2,192.5
2016,NUTS,2010,ES43,2,185.6
2017,NUTS,2010,ES43,2,192.4
2018,NUTS,2010,ES43,2,192.5
2019,NUTS,2010,ES43,2,193.5
2020,NUTS,2010,ES43,2,195.4
2011,NUTS,2010,ES5,1,2973.2
2012,NUTS,2010,ES5,1,2963.3
2013,NUTS,2010,ES5,1,3058.2
2014,NUTS,2010,ES5,1,3189.2
2015,NUTS,2010,ES5,1,3254.1
2016,NUTS,2010,ES5,1,3332.8
2017,NUTS,2010,ES5,1,3408.2
2018,NUTS,2010,ES5,1,3556.6
2019,NUTS,2010,ES5,1,3732.7
2020,NUTS,2010,ES5,1,3839.4
2011,NUTS,2010,ES51,2,1716.2
2012,NUTS,2010,ES51,2,1707.0
2013,NUTS,2010,ES51,2,1770.3
2014,NUTS,2010,ES51,2,1856.2
2015,NUTS,2010,ES51,2,1891.3
2016,NUTS,2010,ES51,2,1941.0
2017,NUTS,2010,ES51,2,1997.0
2018,NUTS,2010,ES51,2,2078.5
2019,NUTS,2010,ES51,2,2171.8
2020,NUTS,2010,ES51,2,2196.7
2011,NUTS,2010,ES52,2,1055.2
2012,NUTS,2010,ES52,2,1047.2
2013,NUTS,2010,ES52,2,1061.0
2014,NUTS,2010,ES52,2,1100.1
2015,NUTS,2010,ES52,2,1128.0
2016,NUTS,2010,ES52,2,1147.5
2017,NUTS,2010,ES52,2,1149.9
2018,NUTS,2010,ES52,2,1216.1
2019,NUTS,2010,ES52,2,1278.5
2020,NUTS,2010,ES52,2,1330.5
2011,NUTS,2010,ES53,2,201.8
2012,NUTS,2010,ES53,2,209.1
2013,NUTS,2010,ES53,2,226.8
2014,NUTS,2010,ES53,2,232.9
2015,NUTS,2010,ES53,2,234.8
2016,NUTS,2010,ES53,2,244.3
2017,NUTS,2010,ES53,2,261.4
2018,NUTS,2010,ES53,2,261.9
2019,NUTS,2010,ES53,2,282.4
2020,NUTS,2010,ES53,2,312.2
2011,NUTS,2010,ES6,1,1795.3
2012,NUTS,2010,ES6,1,1812.7
2013,NUTS,2010,ES6,1,1866.0
2014,NUTS,2010,ES6,1,1883.2
2015,NUTS,2010,ES6,1,1949.1
2016,NUTS,2010,ES6,1,2003.7
2017,NUTS,2010,ES6,1,2042.8
2018,NUTS,2010,ES6,1,2117.3
2019,NUTS,2010,ES6,1,2152.0
2020,NUTS,2010,ES6,1,2259.5
2011,NUTS,2010,ES61,2,1504.0
2012,NUTS,2010,ES61,2,1517.7
2013,NUTS,2010,ES61,2,1553.8
2014,NUTS,2010,ES61,2,1582.2
2015,NUTS,2010,ES61,2,1636.7
2016,NUTS,2010,ES61,2,1684.7
2017,NUTS,2010,ES61,2,1716.6
2018,NUTS,2010,ES61,2,1771.6
2019,NUTS,2010,ES61,2,1797.7
2020,NUTS,2010,ES61,2,1882.3
2011,NUTS,2010,ES62,2,266.2
2012,NUTS,2010,ES62,2,268.7
2013,NUTS,2010,ES62,2,285.2
2014,NUTS,2010,ES62,2,274.2
2015,NUTS,2010,ES62,2,282.9
2016,NUTS,2010,ES62,2,288.5
2017,NUTS,2010,ES62,2,295.6
2018,NUTS,2010,ES62,2,314.0
2019,NUTS,2010,ES62,2,324.8
2020,NUTS,2010,ES62,2,343.7
2011,NUTS,2010,ES63,2,11.1
2012,NUTS,2010,ES63,2,12.1
2013,NUTS,2010,ES63,2,13.0
2014,NUTS,2010,ES63,2,12.9
2015,NUTS,2010,ES63,2,15.7
2016,NUTS,2010,ES63,2,16.4
2017,NUTS,2010,ES63,2,15.3
2018,NUTS,2010,ES63,2,15.7
2019,NUTS,2010,ES63,2,13.8
2020,NUTS,2010,ES63,2,15.1
2011,NUTS,2010,ES64,2,13.9
2012,NUTS,2010,ES64,2,14.2
2013,NUTS,2010,ES64,2,14.0
2014,NUTS,2010,ES64,2,13.9
2015,NUTS,2010,ES64,2,14.0
2016,NUTS,2010,ES64,2,14.1
2017,NUTS,2010,ES64,2,15.3
2018,NUTS,2010,ES64,2,16.0
2019,NUTS,2010,ES64,2,15.8
2020,NUTS,2010,ES64,2,18.4
2011,NUTS,2010,ES7,1,374.8
2012,NUTS,2010,ES7,1,401.2
2013,NUTS,2010,ES7,1,424.6
2014,NUTS,2010,ES7,1,412.3
2015,NUTS,2010,ES7,1,417.0
2016,NUTS,2010,ES7,1,462.1
2017,NUTS,2010,ES7,1,475.8
2018,NUTS,2010,ES7,1,496.9
2019,NUTS,2010,ES7,1,553.4
2020,NUTS,2010,ES7,1,569.2
2011,NUTS,2010,ES70,2,374.8
2012,NUTS,2010,ES70,2,401.2
2013,NUTS,2010,ES70,2,424.6
2014,NUTS,2010,ES70,2,412.3
2015,NUTS,2010,ES70,2,417.0
2016,NUTS,2010,ES70,2,462.1
2017,NUTS,2010,ES70,2,475.8
2018,NUTS,2010,ES70,2,496.9
2019,NUTS,2010,ES70,2,553.4
2020,NUTS,2010,ES70,2,569.2
2011,NUTS,2010,EU15,2,92876.7
2012,NUTS,2010,EU15,2,95830.1
2013,NUTS,2010,EU15,2,97883.4
2014,NUTS,2010,EU15,2,100254.7
2015,NUTS,2010,EU15,2,102429.7
2016,NUTS,2010,EU15,2,105035.9
2017,NUTS,2010,EU15,2,107113.8
2018,NUTS,2010,EU15,2,109558.2
2019,NUTS,2010,EU15,2,112449.2
2011,NUTS,2010,EU27_2020,7,94008.1
2012,NUTS,2010,EU27_2020,7,96729.2
2013,NUTS,2010,EU27_2020,7,98860.0
2014,NUTS,2010,EU27_2020,7,101336.0
2015,NUTS,2010,EU27_2020,7,103451.5
2016,NUTS,2010,EU27_2020,7,105623.1
2017,NUTS,2010,EU27_2020,7,107966.2
2018,NUTS,2010,EU27_2020,7,110422.1
2019,NUTS,2010,EU27_2020,7,112973.2
2020,NUTS,2010,EU27_2020,7,115641.1
2011,NUTS,2010,EU28,2,111406.7
2012,NUTS,2010,EU28,2,114893.9
2013,NUTS,2010,EU28,2,117471.3
2014,NUTS,2010,EU28,2,120469.1
2015,NUTS,2010,EU28,2,123115.3
2016,NUTS,2010,EU28,2,125990.0
2017,NUTS,2010,EU28,2,128559.7
2018,NUTS,2010,EU28,2,131412.4
2019,NUTS,2010,EU28,2,134596.4
2011,NUTS,2010,FI,0,1534.3
2012,NUTS,2010,FI,0,1569.3
2013,NUTS,2010,FI,0,1603.0
2014,NUTS,2010,FI,0,1646.4
2015,NUTS,2010,FI,0,1678.3
2016,NUTS,2010,FI,0,1699.9
2017,NUTS,2010,FI,0,1729.0
2018,NUTS,2010,FI,0,1780.8
2019,NUTS,2010,FI,0,1825.8
2020,NUTS,2010,FI,0,1877.3
2011,NUTS,2010,FI1,1,1526.8
2012,NUTS,2010,FI1,1,1561.0
2013,NUTS,2010,FI1,1,1594.2
2014,NUTS,2010,FI1,1,1638.1
2015,NUTS,2010,FI1,1,1670.1
2016,NUTS,2010,FI1,1,1690.8
2017,NUTS,2010,FI1,1,1719.9
2018,NUTS,2010,FI1,1,1772.3
2019,NUTS,2010,FI1,1,1817.4
2020,NUTS,2010,FI1,1,1867.7
2011,NUTS,2010,FI19,2,340.9
2012,NUTS,2010,FI19,2,348.7
2013,NUTS,2010,FI19,2,365.1
2014,NUTS,2010,FI19,2,377.7
2015,NUTS,2010,FI19,2,381.4
2016,NUTS,2010,FI19,2,386.4
2017,NUTS,2010,FI19,2,393.6
2018,NUTS,2010,FI19,2,411.8
2019,NUTS,2010,FI19,2,418.6
2020,NUTS,2010,FI19,2,429.0
2011,NUTS,2010,FI1B,2,584.8
2012,NUTS,2010,FI1B,2,597.6
2013,NUTS,2010,FI1B,2,606.0
2014,NUTS,2010,FI1B,2,619.5
2015,NUTS,2010,FI1B,2,635.3
2016,NUTS,2010,FI1B,2,644.8
2017,NUTS,2010,FI1B,2,651.4
2018,NUTS,2010,FI1B,2,669.3
2019,NUTS,2010,FI1B,2,692.0
2020,NUTS,2010,FI1B,2,713.6
2011,NUTS,2010,FI1C,2,294.3
2012,NUTS,2010,FI1C,2,304.0
2013,NUTS,2010,FI1C,2,308.8
2014,NUTS,2010,FI1C,2,317.1
2015,NUTS,2010,FI1C,2,323.2
2016,NUTS,2010,FI1C,2,326.3
2017,NUTS,2010,FI1C,2,332.0
2018,NUTS,2010,FI1C,2,342.3
2019,NUTS,2010,FI1C,2,348.5
2020,NUTS,2010,FI1C,2,360.7
2011,NUTS,2010,FI1D,2,306.7
2012,NUTS,2010,FI1D,2,310.6
2013,NUTS,2010,FI1D,2,314.3
2014,NUTS,2010,FI1D,2,323.8
2015,NUTS,2010,FI1D,2,330.2
2016,NUTS,2010,FI1D,2,333.3
2017,NUTS,2010,FI1D,2,342.9
2018,NUTS,2010,FI1D,2,348.9
2019,NUTS,2010,FI1D,2,358.2
2020,NUTS,2010,FI1D,2,364.4
2011,NUTS,2010,FI2,1,7.5
2012,NUTS,2010,FI2,1,8.2
2013,NUTS,2010,FI2,1,8.7
2014,NUTS,2010,FI2,1,8.2
2015,NUTS,2010,FI2,1,8.2
2016,NUTS,2010,FI2,1,9.1
2017,NUTS,2010,FI2,1,9.1
2018,NUTS,2010,FI2,1,8.6
2019,NUTS,2010,FI2,1,8.4
2020,NUTS,2010,FI2,1,9.5
2011,NUTS,2010,FI20,2,7.5
2012,NUTS,2010,FI20,2,8.2
2013,NUTS,2010,FI20,2,8.7
2014,NUTS,2010,FI20,2,8.2
2015,NUTS,2010,FI20,2,8.2
2016,NUTS,2010,FI20,2,9.1
2017,NUTS,2010,FI20,2,9.1
2018,NUTS,2010,FI20,2,8.6
2019,NUTS,2010,FI20,2,8.4
2020,NUTS,2010,FI20,2,9.5
2011,NUTS,2010,FR,0,15378.0
2012,NUTS,2010,FR,0,15769.5
2013,NUTS,2010,FR,0,16227.8
2014,NUTS,2010,FR,0,16614.0
2015,NUTS,2010,FR,0,16951.0
2016,NUTS,2010,FR,0,17199.9
2017,NUTS,2010,FR,0,17485.7
2018,NUTS,2010,FR,0,18026.5
2019,NUTS,2010,FR,0,18430.0
2020,NUTS,2010,FR,0,19022.6
2011,NUTS,2010,FR1,1,3831.2
2012,NUTS,2010,FR1,1,3878.9
2013,NUTS,2010,FR1,1,3875.0
2014,NUTS,2010,FR1,1,3977.5
2015,NUTS,2010,FR1,1,4117.2
2016,NUTS,2010,FR1,1,4167.3
2017,NUTS,2010,FR1,1,4228.5
2018,NUTS,2010,FR1,1,4341.4
2019,NUTS,2010,FR1,1,4486.4
2020,NUTS,2010,FR1,1,4713.7
2011,NUTS,2010,FR10,2,3831.2
2012,NUTS,2010,FR10,2,3878.9
2013,NUTS,2010,FR10,2,3875.0
2014,NUTS,2010,FR10,2,3977.5
2015,NUTS,2010,FR10,2,4117.2
2016,NUTS,2010,FR10,2,4167.3
2017,NUTS,2010,FR10,2,4228.5
2018,NUTS,2010,FR10,2,4341.4
2019,NUTS,2010,FR10,2,4486.4
2020,NUTS,2010,FR10,2,4713.7
2011,NUTS,2010,FRB,1,542.8
2012,NUTS,2010,FRB,1,568.2
2013,NUTS,2010,FRB,1,561.9
2014,NUTS,2010,FRB,1,549.8
2015,NUTS,2010,FRB,1,584.6
2016,NUTS,2010,FRB,1,582.0
2017,NUTS,2010,FRB,1,573.6
2018,NUTS,2010,FRB,1,601.8
2019,NUTS,2010,FRB,1,602.3
2020,NUTS,2010,FRB,1,599.7
2011,NUTS,2010,FRB0,2,542.8
2012,NUTS,2010,FRB0,2,568.2
2013,NUTS,2010,FRB0,2,561.9
2014,NUTS,2010,FRB0,2,549.8
2015,NUTS,2010,FRB0,2,584.6
2016,NUTS,2010,FRB0,2,582.0
2017,NUTS,2010,FRB0,2,573.6
2018,NUTS,2010,FRB0,2,601.8
2019,NUTS,2010,FRB0,2,602.3
2020,NUTS,2010,FRB0,2,599.7
2011,NUTS,2010,FRC,1,547.9
2012,NUTS,2010,FRC,1,590.8
2013,NUTS,2010,FRC,1,621.3
2014,NUTS,2010,FRC,1,611.4
2015,NUTS,2010,FRC,1,591.5
2016,NUTS,2010,FRC,1,650.5
2017,NUTS,2010,FRC,1,669.2
2018,NUTS,2010,FRC,1,663.9
2019,NUTS,2010,FRC,1,650.3
2020,NUTS,2010,FRC,1,705.1
2011,NUTS,2010,FRC1,2,322.5
2012,NUTS,2010,FRC1,2,343.8
2013,NUTS,2010,FRC1,2,348.3
2014,NUTS,2010,FRC1,2,353.5
2015,NUTS,2010,FRC1,2,346.0
2016,NUTS,2010,FRC1,2,366.3
2017,NUTS,2010,FRC1,2,377.4
2018,NUTS,2010,FRC1,2,385.0
2019,NUTS,2010,FRC1,2,384.0
2020,NUTS,2010,FRC1,2,404.3
2011,NUTS,2010,FRC2,2,225.4
2012,NUTS,2010,FRC2,2,247.0
2013,NUTS,2010,FRC2,2,273.0
2014,NUTS,2010,FRC2,2,257.9
2015,NUTS,2010,FRC2,2,245.4
2016,NUTS,2010,FRC2,2,284.2
2017,NUTS,2010,FRC2,2,291.8
2018,NUTS,2010,FRC2,2,279.0
2019,NUTS,2010,FRC2,2,266.3
2020,NUTS,2010,FRC2,2,300.8
2011,NUTS,2010,FRD,1,664.9
2012,NUTS,2010,FRD,1,678.0
2013,NUTS,2010,FRD,1,687.9
2014,NUTS,2010,FRD,1,688.3
2015,NUTS,2010,FRD,1,718.2
2016,NUTS,2010,FRD,1,702.7
2017,NUTS,2010,FRD,1,686.8
2018,NUTS,2010,FRD,1,719.6
2019,NUTS,2010,FRD,1,722.8
2020,NUTS,2010,FRD,1,772.7
2011,NUTS,2010,FRD1,2,286.6
2012,NUTS,2010,FRD1,2,290.0
2013,NUTS,2010,FRD1,2,303.3
2014,NUTS,2010,FRD1,2,298.2
2015,NUTS,2010,FRD1,2,309.8
2016,NUTS,2010,FRD1,2,302.9
2017,NUTS,2010,FRD1,2,287.3
2018,NUTS,2010,FRD1,2,323.3
2019,NUTS,2010,FRD1,2,309.7
2020,NUTS,2010,FRD1,2,339.9
2011,NUTS,2010,FRD2,2,378.3
2012,NUTS,2010,FRD2,2,388.1
2013,NUTS,2010,FRD2,2,384.6
2014,NUTS,2010,FRD2,2,390.1
2015,NUTS,2010,FRD2,2,408.4
2016,NUTS,2010,FRD2,2,399.8
2017,NUTS,2010,FRD2,2,399.4
2018,NUTS,2010,FRD2,2,396.3
2019,NUTS,2010,FRD2,2,413.2
2020,NUTS,2010,FRD2,2,432.8
2011,NUTS,2010,FRE,1,1169.2
2012,NUTS,2010,FRE,1,1203.6
2013,NUTS,2010,FRE,1,1240.5
2014,NUTS,2010,FRE,1,1229.1
2015,NUTS,2010,FRE,1,1249.9
2016,NUTS,2010,FRE,1,1254.6
2017,NUTS,2010,FRE,1,1294.1
2018,NUTS,2010,FRE,1,1360.0
2019,NUTS,2010,FRE,1,1368.7
2020,NUTS,2010,FRE,1,1396.3
2011,NUTS,2010,FRE1,2,809.6
2012,NUTS,2010,FRE1,2,854.0
2013,NUTS,2010,FRE1,2,893.9
2014,NUTS,2010,FRE1,2,886.2
2015,NUTS,2010,FRE1,2,867.4
2016,NUTS,2010,FRE1,2,884.6
2017,NUTS,2010,FRE1,2,908.0
2018,NUTS,2010,FRE1,2,939.5
2019,NUTS,2010,FRE1,2,961.1
2020,NUTS,2010,FRE1,2,955.2
2011,NUTS,2010,FRE2,2,359.6
2012,NUTS,2010,FRE2,2,349.5
2013,NUTS,2010,FRE2,2,346.6
2014,NUTS,2010,FRE2,2,342.9
2015,NUTS,2010,FRE2,2,382.5
2016,NUTS,2010,FRE2,2,370.0
2017,NUTS,2010,FRE2,2,386.1
2018,NUTS,2010,FRE2,2,420.4
2019,NUTS,2010,FRE2,2,407.6
2020,NUTS,2010,FRE2,2,441.1
2011,NUTS,2010,FRF,1,1198.6
2012,NUTS,2010,FRF,1,1183.8
2013,NUTS,2010,FRF,1,1253.0
2014,NUTS,2010,FRF,1,1262.7
2015,NUTS,2010,FRF,1,1299.4
2016,NUTS,2010,FRF,1,1274.5
2017,NUTS,2010,FRF,1,1265.1
2018,NUTS,2010,FRF,1,1303.6
2019,NUTS,2010,FRF,1,1398.7
2020,NUTS,2010,FRF,1,1356.3
