year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_hrst_ths
2012,NUTS,2010,UKH3,2,446.0
2013,NUTS,2010,UKH3,2,459.6
2014,NUTS,2010,UKH3,2,443.0
2015,NUTS,2010,UKH3,2,477.4
2016,NUTS,2010,UKH3,2,492.8
2017,NUTS,2010,UKH3,2,512.3
2018,NUTS,2010,UKH3,2,515.5
2019,NUTS,2010,UKH3,2,544.9
2011,NUTS,2010,UKI,1,3047.0
2012,NUTS,2010,UKI,1,3179.3
2013,NUTS,2010,UKI,1,3305.6
2014,NUTS,2010,UKI,1,3339.0
2015,NUTS,2010,UKI,1,3408.1
2016,NUTS,2010,UKI,1,3591.1
2017,NUTS,2010,UKI,1,3627.1
2018,NUTS,2010,UKI,1,3769.6
2019,NUTS,2010,UKI,1,3897.2
2011,NUTS,2010,UKI3,2,525.5
2012,NUTS,2010,UKI3,2,552.8
2013,NUTS,2010,UKI3,2,541.1
2014,NUTS,2010,UKI3,2,577.6
2015,NUTS,2010,UKI3,2,576.5
2016,NUTS,2010,UKI3,2,610.4
2017,NUTS,2010,UKI3,2,578.8
2018,NUTS,2010,UKI3,2,616.6
2019,NUTS,2010,UKI3,2,637.8
2011,NUTS,2010,UKI4,2,875.9
2012,NUTS,2010,UKI4,2,947.9
2013,NUTS,2010,UKI4,2,965.5
2014,NUTS,2010,UKI4,2,948.9
2015,NUTS,2010,UKI4,2,993.4
2016,NUTS,2010,UKI4,2,1051.2
2017,NUTS,2010,UKI4,2,1093.1
2018,NUTS,2010,UKI4,2,1132.7
2019,NUTS,2010,UKI4,2,1147.1
2011,NUTS,2010,UKI5,2,508.0
2012,NUTS,2010,UKI5,2,489.9
2013,NUTS,2010,UKI5,2,552.8
2014,NUTS,2010,UKI5,2,557.2
2015,NUTS,2010,UKI5,2,574.0
2016,NUTS,2010,UKI5,2,622.6
2017,NUTS,2010,UKI5,2,648.9
2018,NUTS,2010,UKI5,2,674.7
2019,NUTS,2010,UKI5,2,702.5
2011,NUTS,2010,UKI6,2,430.4
2012,NUTS,2010,UKI6,2,435.7
2013,NUTS,2010,UKI6,2,501.2
2014,NUTS,2010,UKI6,2,479.6
2015,NUTS,2010,UKI6,2,503.0
2016,NUTS,2010,UKI6,2,499.7
2017,NUTS,2010,UKI6,2,536.4
2018,NUTS,2010,UKI6,2,524.4
2019,NUTS,2010,UKI6,2,552.3
2011,NUTS,2010,UKI7,2,707.2
2012,NUTS,2010,UKI7,2,753.0
2013,NUTS,2010,UKI7,2,745.1
2014,NUTS,2010,UKI7,2,775.6
2015,NUTS,2010,UKI7,2,761.2
2016,NUTS,2010,UKI7,2,807.2
2017,NUTS,2010,UKI7,2,770.0
2018,NUTS,2010,UKI7,2,821.1
2019,NUTS,2010,UKI7,2,857.6
2011,NUTS,2010,UKJ,1,2618.1
2012,NUTS,2010,UKJ,1,2723.9
2013,NUTS,2010,UKJ,1,2781.9
2014,NUTS,2010,UKJ,1,2913.1
2015,NUTS,2010,UKJ,1,2943.9
2016,NUTS,2010,UKJ,1,3015.7
2017,NUTS,2010,UKJ,1,3045.6
2018,NUTS,2010,UKJ,1,3117.9
2019,NUTS,2010,UKJ,1,3273.9
2011,NUTS,2010,UKJ1,2,782.4
2012,NUTS,2010,UKJ1,2,813.5
2013,NUTS,2010,UKJ1,2,837.4
2014,NUTS,2010,UKJ1,2,876.2
2015,NUTS,2010,UKJ1,2,891.3
2016,NUTS,2010,UKJ1,2,898.3
2017,NUTS,2010,UKJ1,2,906.4
2018,NUTS,2010,UKJ1,2,923.7
2019,NUTS,2010,UKJ1,2,933.4
2011,NUTS,2010,UKJ2,2,853.2
2012,NUTS,2010,UKJ2,2,904.2
2013,NUTS,2010,UKJ2,2,899.1
2014,NUTS,2010,UKJ2,2,923.0
2015,NUTS,2010,UKJ2,2,948.5
2016,NUTS,2010,UKJ2,2,995.9
2017,NUTS,2010,UKJ2,2,1028.9
2018,NUTS,2010,UKJ2,2,1025.7
2019,NUTS,2010,UKJ2,2,1062.2
2011,NUTS,2010,UKJ3,2,548.0
2012,NUTS,2010,UKJ3,2,558.4
2013,NUTS,2010,UKJ3,2,591.7
2014,NUTS,2010,UKJ3,2,611.0
2015,NUTS,2010,UKJ3,2,591.0
2016,NUTS,2010,UKJ3,2,599.1
2017,NUTS,2010,UKJ3,2,614.7
2018,NUTS,2010,UKJ3,2,653.2
2019,NUTS,2010,UKJ3,2,695.8
2011,NUTS,2010,UKJ4,2,434.4
2012,NUTS,2010,UKJ4,2,447.8
2013,NUTS,2010,UKJ4,2,453.7
2014,NUTS,2010,UKJ4,2,502.9
2015,NUTS,2010,UKJ4,2,513.1
2016,NUTS,2010,UKJ4,2,522.3
2017,NUTS,2010,UKJ4,2,495.7
2018,NUTS,2010,UKJ4,2,515.2
2019,NUTS,2010,UKJ4,2,582.5
2011,NUTS,2010,UKK,1,1443.6
2012,NUTS,2010,UKK,1,1514.8
2013,NUTS,2010,UKK,1,1518.3
2014,NUTS,2010,UKK,1,1599.7
2015,NUTS,2010,UKK,1,1637.7
2016,NUTS,2010,UKK,1,1688.3
2017,NUTS,2010,UKK,1,1741.7
2018,NUTS,2010,UKK,1,1716.4
2019,NUTS,2010,UKK,1,1746.3
2011,NUTS,2010,UKK1,2,708.5
2012,NUTS,2010,UKK1,2,721.2
2013,NUTS,2010,UKK1,2,728.8
2014,NUTS,2010,UKK1,2,782.1
2015,NUTS,2010,UKK1,2,791.4
2016,NUTS,2010,UKK1,2,822.1
2017,NUTS,2010,UKK1,2,853.9
2018,NUTS,2010,UKK1,2,841.5
2019,NUTS,2010,UKK1,2,850.8
2011,NUTS,2010,UKK2,2,327.8
2012,NUTS,2010,UKK2,2,343.7
2013,NUTS,2010,UKK2,2,368.3
2014,NUTS,2010,UKK2,2,358.0
2015,NUTS,2010,UKK2,2,377.2
2016,NUTS,2010,UKK2,2,378.9
2017,NUTS,2010,UKK2,2,386.8
2018,NUTS,2010,UKK2,2,377.4
2019,NUTS,2010,UKK2,2,390.1
2011,NUTS,2010,UKK3,2,125.0
2012,NUTS,2010,UKK3,2,133.8
2013,NUTS,2010,UKK3,2,131.8
2014,NUTS,2010,UKK3,2,145.1
2015,NUTS,2010,UKK3,2,132.7
2016,NUTS,2010,UKK3,2,148.8
2017,NUTS,2010,UKK3,2,158.9
2018,NUTS,2010,UKK3,2,149.9
2019,NUTS,2010,UKK3,2,165.8
2011,NUTS,2010,UKK4,2,282.2
2012,NUTS,2010,UKK4,2,316.0
2013,NUTS,2010,UKK4,2,289.3
2014,NUTS,2010,UKK4,2,314.5
2015,NUTS,2010,UKK4,2,336.5
2016,NUTS,2010,UKK4,2,338.5
2017,NUTS,2010,UKK4,2,342.2
2018,NUTS,2010,UKK4,2,347.5
2019,NUTS,2010,UKK4,2,339.6
2011,NUTS,2010,UKL,1,748.6
2012,NUTS,2010,UKL,1,777.9
2013,NUTS,2010,UKL,1,806.0
2014,NUTS,2010,UKL,1,813.8
2015,NUTS,2010,UKL,1,859.9
2016,NUTS,2010,UKL,1,873.7
2017,NUTS,2010,UKL,1,884.1
2018,NUTS,2010,UKL,1,890.7
2019,NUTS,2010,UKL,1,925.5
2011,NUTS,2010,UKL1,2,443.8
2012,NUTS,2010,UKL1,2,464.3
2013,NUTS,2010,UKL1,2,476.3
2014,NUTS,2010,UKL1,2,470.1
2015,NUTS,2010,UKL1,2,511.4
2016,NUTS,2010,UKL1,2,513.6
2017,NUTS,2010,UKL1,2,506.7
2018,NUTS,2010,UKL1,2,523.0
2019,NUTS,2010,UKL1,2,540.0
2011,NUTS,2010,UKL2,2,304.8
2012,NUTS,2010,UKL2,2,313.6
2013,NUTS,2010,UKL2,2,329.7
2014,NUTS,2010,UKL2,2,343.7
2015,NUTS,2010,UKL2,2,348.5
2016,NUTS,2010,UKL2,2,360.1
2017,NUTS,2010,UKL2,2,377.4
2018,NUTS,2010,UKL2,2,367.7
2019,NUTS,2010,UKL2,2,385.4
2011,NUTS,2010,UKM,1,1575.3
2012,NUTS,2010,UKM,1,1633.1
2013,NUTS,2010,UKM,1,1667.1
2014,NUTS,2010,UKM,1,1726.2
2015,NUTS,2010,UKM,1,1773.7
2016,NUTS,2010,UKM,1,1845.7
2017,NUTS,2010,UKM,1,1879.5
2018,NUTS,2010,UKM,1,1872.9
2019,NUTS,2010,UKM,1,1949.9
2011,NUTS,2010,UKM2,2,622.6
2012,NUTS,2010,UKM2,2,662.6
2011,NUTS,2010,UKM3,2,624.8
2012,NUTS,2010,UKM3,2,637.1
2011,NUTS,2010,UKM5,2,158.6
2012,NUTS,2010,UKM5,2,159.3
2013,NUTS,2010,UKM5,2,157.7
2014,NUTS,2010,UKM5,2,178.7
2015,NUTS,2010,UKM5,2,182.6
2016,NUTS,2010,UKM5,2,172.4
2017,NUTS,2010,UKM5,2,172.8
2018,NUTS,2010,UKM5,2,169.8
2019,NUTS,2010,UKM5,2,196.2
2011,NUTS,2010,UKM6,2,169.3
2012,NUTS,2010,UKM6,2,174.2
2013,NUTS,2010,UKM6,2,142.2
2014,NUTS,2010,UKM6,2,138.8
2015,NUTS,2010,UKM6,2,136.2
2016,NUTS,2010,UKM6,2,138.2
2017,NUTS,2010,UKM6,2,149.2
2018,NUTS,2010,UKM6,2,151.2
2019,NUTS,2010,UKM6,2,148.1
2013,NUTS,2010,UKM7,2,649.4
2014,NUTS,2010,UKM7,2,654.2
2015,NUTS,2010,UKM7,2,676.7
2016,NUTS,2010,UKM7,2,705.7
2017,NUTS,2010,UKM7,2,729.5
2018,NUTS,2010,UKM7,2,732.7
2019,NUTS,2010,UKM7,2,754.4
2013,NUTS,2010,UKM8,2,454.3
2014,NUTS,2010,UKM8,2,463.2
2015,NUTS,2010,UKM8,2,498.5
2016,NUTS,2010,UKM8,2,534.1
2017,NUTS,2010,UKM8,2,532.0
2018,NUTS,2010,UKM8,2,534.6
2019,NUTS,2010,UKM8,2,550.5
2013,NUTS,2010,UKM9,2,263.5
2014,NUTS,2010,UKM9,2,291.4
2015,NUTS,2010,UKM9,2,279.7
2016,NUTS,2010,UKM9,2,295.2
2017,NUTS,2010,UKM9,2,296.0
2018,NUTS,2010,UKM9,2,284.7
2019,NUTS,2010,UKM9,2,300.7
2011,NUTS,2010,UKN,1,392.6
2012,NUTS,2010,UKN,1,434.5
2013,NUTS,2010,UKN,1,431.7
2014,NUTS,2010,UKN,1,449.8
2015,NUTS,2010,UKN,1,456.8
2016,NUTS,2010,UKN,1,463.9
2017,NUTS,2010,UKN,1,479.2
2018,NUTS,2010,UKN,1,488.2
2019,NUTS,2010,UKN,1,519.5
2011,NUTS,2010,UKN0,2,392.6
2012,NUTS,2010,UKN0,2,434.5
2013,NUTS,2010,UKN0,2,431.7
2014,NUTS,2010,UKN0,2,449.8
2015,NUTS,2010,UKN0,2,456.8
2016,NUTS,2010,UKN0,2,463.9
2017,NUTS,2010,UKN0,2,479.2
2018,NUTS,2010,UKN0,2,488.2
2019,NUTS,2010,UKN0,2,519.5
