year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_smc
1997,NUTS,2010,DE144,3,4.87
1998,NUTS,2010,DE144,3,2.75
1999,NUTS,2010,DE144,3,3.27
2000,NUTS,2010,DE144,3,5.07
2001,NUTS,2010,DE144,3,2.58
2002,NUTS,2010,DE144,3,5.58
2003,NUTS,2010,DE144,3,0.98
2004,NUTS,2010,DE144,3,0.75
2005,NUTS,2010,DE144,3,1.99
2006,NUTS,2010,DE144,3,3.59
2007,NUTS,2010,DE144,3,1.6
2008,NUTS,2010,DE144,3,3.2
2009,NUTS,2010,DE144,3,2.58
2010,NUTS,2010,DE144,3,4.2
2011,NUTS,2010,DE144,3,1.78
2012,NUTS,2010,DE144,3,0.5
1981,NUTS,2010,DE145,3,0.33
1982,NUTS,2010,DE145,3,0.5
1984,NUTS,2010,DE145,3,0.5
1985,NUTS,2010,DE145,3,1.0
1986,NUTS,2010,DE145,3,0.33
1989,NUTS,2010,DE145,3,0.75
1990,NUTS,2010,DE145,3,0.75
1992,NUTS,2010,DE145,3,1.17
1993,NUTS,2010,DE145,3,1.0
1994,NUTS,2010,DE145,3,0.67
1996,NUTS,2010,DE145,3,0.33
1997,NUTS,2010,DE145,3,4.52
1998,NUTS,2010,DE145,3,4.0
1999,NUTS,2010,DE145,3,4.33
2000,NUTS,2010,DE145,3,4.39
2001,NUTS,2010,DE145,3,1.39
2002,NUTS,2010,DE145,3,3.0
2004,NUTS,2010,DE145,3,1.0
2005,NUTS,2010,DE145,3,2.43
2006,NUTS,2010,DE145,3,2.5
2007,NUTS,2010,DE145,3,4.37
2008,NUTS,2010,DE145,3,0.75
2009,NUTS,2010,DE145,3,2.5
2010,NUTS,2010,DE145,3,2.15
2011,NUTS,2010,DE145,3,1.33
2012,NUTS,2010,DE145,3,1.2
1997,NUTS,2010,DE146,3,0.17
1998,NUTS,2010,DE146,3,0.5
1999,NUTS,2010,DE146,3,0.83
2000,NUTS,2010,DE146,3,0.45
2003,NUTS,2010,DE146,3,0.11
2004,NUTS,2010,DE146,3,0.25
2006,NUTS,2010,DE146,3,0.75
2008,NUTS,2010,DE146,3,0.5
2009,NUTS,2010,DE146,3,0.83
2010,NUTS,2010,DE146,3,1.67
2011,NUTS,2010,DE146,3,2.17
1985,NUTS,2010,DE147,3,0.5
1986,NUTS,2010,DE147,3,0.33
1990,NUTS,2010,DE147,3,1.0
1991,NUTS,2010,DE147,3,1.2
1992,NUTS,2010,DE147,3,1.5
1993,NUTS,2010,DE147,3,1.0
1995,NUTS,2010,DE147,3,1.0
1998,NUTS,2010,DE147,3,2.5
1999,NUTS,2010,DE147,3,3.17
2000,NUTS,2010,DE147,3,1.0
2001,NUTS,2010,DE147,3,1.25
2002,NUTS,2010,DE147,3,0.58
2004,NUTS,2010,DE147,3,2.75
2005,NUTS,2010,DE147,3,0.8
2006,NUTS,2010,DE147,3,0.58
2008,NUTS,2010,DE147,3,0.33
2009,NUTS,2010,DE147,3,1.06
2010,NUTS,2010,DE147,3,0.78
2011,NUTS,2010,DE147,3,1.33
1994,NUTS,2010,DE148,3,1.5
1999,NUTS,2010,DE148,3,0.5
2000,NUTS,2010,DE148,3,2.5
2001,NUTS,2010,DE148,3,0.98
2003,NUTS,2010,DE148,3,0.56
2006,NUTS,2010,DE148,3,3.75
2007,NUTS,2010,DE148,3,2.0
2008,NUTS,2010,DE148,3,3.0
2009,NUTS,2010,DE148,3,1.14
2010,NUTS,2010,DE148,3,2.58
2011,NUTS,2010,DE148,3,0.5
2012,NUTS,2010,DE148,3,1.0
1980,NUTS,2010,DE149,3,0.25
1977,NUTS,2010,DE2,1,9.42
1978,NUTS,2010,DE2,1,42.5
1979,NUTS,2010,DE2,1,72.17
1980,NUTS,2010,DE2,1,88.72
1981,NUTS,2010,DE2,1,86.0
1982,NUTS,2010,DE2,1,74.37
1983,NUTS,2010,DE2,1,72.78
1984,NUTS,2010,DE2,1,85.72
1985,NUTS,2010,DE2,1,97.14
1986,NUTS,2010,DE2,1,84.45
1987,NUTS,2010,DE2,1,106.18
1988,NUTS,2010,DE2,1,105.55
1989,NUTS,2010,DE2,1,124.65
1990,NUTS,2010,DE2,1,111.77
1991,NUTS,2010,DE2,1,76.95
1992,NUTS,2010,DE2,1,89.3
1993,NUTS,2010,DE2,1,118.88
1994,NUTS,2010,DE2,1,116.06
1995,NUTS,2010,DE2,1,165.49
1996,NUTS,2010,DE2,1,230.13
1997,NUTS,2010,DE2,1,228.22
1998,NUTS,2010,DE2,1,284.22
1999,NUTS,2010,DE2,1,244.92
2000,NUTS,2010,DE2,1,335.72
2001,NUTS,2010,DE2,1,245.57
2002,NUTS,2010,DE2,1,265.46
2003,NUTS,2010,DE2,1,230.88
2004,NUTS,2010,DE2,1,185.96
2005,NUTS,2010,DE2,1,205.45
2006,NUTS,2010,DE2,1,208.03
2007,NUTS,2010,DE2,1,229.01
2008,NUTS,2010,DE2,1,241.03
2009,NUTS,2010,DE2,1,212.69
2010,NUTS,2010,DE2,1,236.42
2011,NUTS,2010,DE2,1,127.78
2012,NUTS,2010,DE2,1,74.69
1977,NUTS,2010,DE21,2,7.42
1978,NUTS,2010,DE21,2,37.0
1979,NUTS,2010,DE21,2,61.25
1980,NUTS,2010,DE21,2,75.88
1981,NUTS,2010,DE21,2,75.1
1982,NUTS,2010,DE21,2,62.5
1983,NUTS,2010,DE21,2,61.42
1984,NUTS,2010,DE21,2,65.89
1985,NUTS,2010,DE21,2,77.24
1986,NUTS,2010,DE21,2,63.45
1987,NUTS,2010,DE21,2,87.0
1988,NUTS,2010,DE21,2,77.27
1989,NUTS,2010,DE21,2,90.95
1990,NUTS,2010,DE21,2,84.88
1991,NUTS,2010,DE21,2,47.28
1992,NUTS,2010,DE21,2,58.28
1993,NUTS,2010,DE21,2,89.68
1994,NUTS,2010,DE21,2,81.98
1995,NUTS,2010,DE21,2,118.82
1996,NUTS,2010,DE21,2,151.69
1997,NUTS,2010,DE21,2,144.4
1998,NUTS,2010,DE21,2,210.41
1999,NUTS,2010,DE21,2,154.3
2000,NUTS,2010,DE21,2,213.8
2001,NUTS,2010,DE21,2,134.86
2002,NUTS,2010,DE21,2,128.37
2003,NUTS,2010,DE21,2,93.29
2004,NUTS,2010,DE21,2,50.58
2005,NUTS,2010,DE21,2,75.05
2006,NUTS,2010,DE21,2,74.38
2007,NUTS,2010,DE21,2,64.49
2008,NUTS,2010,DE21,2,71.29
2009,NUTS,2010,DE21,2,49.86
2010,NUTS,2010,DE21,2,57.28
2011,NUTS,2010,DE21,2,35.27
2012,NUTS,2010,DE21,2,31.17
1985,NUTS,2010,DE211,3,0.33
1994,NUTS,2010,DE211,3,0.25
1997,NUTS,2010,DE211,3,0.5
1998,NUTS,2010,DE211,3,2.5
2000,NUTS,2010,DE211,3,4.17
2001,NUTS,2010,DE211,3,1.2
2002,NUTS,2010,DE211,3,0.17
2003,NUTS,2010,DE211,3,0.5
2004,NUTS,2010,DE211,3,2.0
2005,NUTS,2010,DE211,3,3.2
2006,NUTS,2010,DE211,3,0.2
2007,NUTS,2010,DE211,3,0.67
2008,NUTS,2010,DE211,3,0.1
2009,NUTS,2010,DE211,3,0.14
2010,NUTS,2010,DE211,3,0.2
1977,NUTS,2010,DE212,3,3.92
1978,NUTS,2010,DE212,3,18.25
1979,NUTS,2010,DE212,3,29.97
1980,NUTS,2010,DE212,3,46.68
1981,NUTS,2010,DE212,3,38.87
1982,NUTS,2010,DE212,3,44.15
1983,NUTS,2010,DE212,3,38.25
1984,NUTS,2010,DE212,3,31.28
1985,NUTS,2010,DE212,3,39.32
1986,NUTS,2010,DE212,3,38.78
1987,NUTS,2010,DE212,3,39.62
1988,NUTS,2010,DE212,3,36.12
1989,NUTS,2010,DE212,3,43.61
1990,NUTS,2010,DE212,3,40.1
1991,NUTS,2010,DE212,3,21.5
1992,NUTS,2010,DE212,3,30.17
1993,NUTS,2010,DE212,3,46.3
1994,NUTS,2010,DE212,3,42.58
1995,NUTS,2010,DE212,3,53.24
1996,NUTS,2010,DE212,3,71.0
1997,NUTS,2010,DE212,3,64.07
1998,NUTS,2010,DE212,3,94.2
1999,NUTS,2010,DE212,3,65.64
2000,NUTS,2010,DE212,3,99.59
2001,NUTS,2010,DE212,3,69.79
2002,NUTS,2010,DE212,3,70.36
2003,NUTS,2010,DE212,3,45.4
2004,NUTS,2010,DE212,3,24.32
2005,NUTS,2010,DE212,3,36.54
2006,NUTS,2010,DE212,3,32.78
2007,NUTS,2010,DE212,3,27.19
2008,NUTS,2010,DE212,3,30.98
2009,NUTS,2010,DE212,3,19.29
2010,NUTS,2010,DE212,3,24.62
2011,NUTS,2010,DE212,3,17.69
2012,NUTS,2010,DE212,3,13.96
1985,NUTS,2010,DE213,3,0.5
1992,NUTS,2010,DE213,3,0.33
1993,NUTS,2010,DE213,3,0.33
1995,NUTS,2010,DE213,3,1.0
1996,NUTS,2010,DE213,3,0.5
1997,NUTS,2010,DE213,3,0.38
1999,NUTS,2010,DE213,3,0.67
2000,NUTS,2010,DE213,3,0.25
2001,NUTS,2010,DE213,3,1.08
2011,NUTS,2010,DE213,3,0.33
2012,NUTS,2010,DE213,3,0.33
1979,NUTS,2010,DE214,3,3.5
1980,NUTS,2010,DE214,3,3.0
1981,NUTS,2010,DE214,3,1.0
1982,NUTS,2010,DE214,3,0.5
1983,NUTS,2010,DE214,3,1.75
1984,NUTS,2010,DE214,3,2.0
1985,NUTS,2010,DE214,3,3.92
1986,NUTS,2010,DE214,3,1.5
1987,NUTS,2010,DE214,3,4.65
1988,NUTS,2010,DE214,3,2.67
1989,NUTS,2010,DE214,3,4.5
1990,NUTS,2010,DE214,3,1.92
1991,NUTS,2010,DE214,3,1.33
1992,NUTS,2010,DE214,3,1.83
1993,NUTS,2010,DE214,3,3.67
1994,NUTS,2010,DE214,3,4.25
1995,NUTS,2010,DE214,3,6.42
1996,NUTS,2010,DE214,3,6.65
1997,NUTS,2010,DE214,3,9.43
1998,NUTS,2010,DE214,3,6.81
1999,NUTS,2010,DE214,3,5.5
2000,NUTS,2010,DE214,3,5.5
2001,NUTS,2010,DE214,3,0.9
2002,NUTS,2010,DE214,3,0.45
2003,NUTS,2010,DE214,3,0.53
2004,NUTS,2010,DE214,3,0.25
2005,NUTS,2010,DE214,3,0.83
2006,NUTS,2010,DE214,3,3.73
2007,NUTS,2010,DE214,3,2.83
2008,NUTS,2010,DE214,3,1.14
2009,NUTS,2010,DE214,3,3.33
2010,NUTS,2010,DE214,3,0.67
2011,NUTS,2010,DE214,3,1.45
2012,NUTS,2010,DE214,3,0.67
1991,NUTS,2010,DE215,3,1.0
1996,NUTS,2010,DE215,3,0.33
1998,NUTS,2010,DE215,3,1.64
1999,NUTS,2010,DE215,3,1.5
2000,NUTS,2010,DE215,3,2.93
2002,NUTS,2010,DE215,3,1.0
2004,NUTS,2010,DE215,3,1.0
2008,NUTS,2010,DE215,3,1.0
2009,NUTS,2010,DE215,3,0.5
2012,NUTS,2010,DE215,3,0.53
1980,NUTS,2010,DE216,3,1.0
1982,NUTS,2010,DE216,3,0.2
1985,NUTS,2010,DE216,3,1.5
1986,NUTS,2010,DE216,3,0.48
1987,NUTS,2010,DE216,3,0.5
1988,NUTS,2010,DE216,3,0.33
1989,NUTS,2010,DE216,3,0.14
1990,NUTS,2010,DE216,3,1.25
1993,NUTS,2010,DE216,3,1.25
1994,NUTS,2010,DE216,3,0.5
1995,NUTS,2010,DE216,3,0.35
1996,NUTS,2010,DE216,3,0.6
1997,NUTS,2010,DE216,3,0.9
1998,NUTS,2010,DE216,3,2.0
1999,NUTS,2010,DE216,3,0.27
2000,NUTS,2010,DE216,3,0.2
2001,NUTS,2010,DE216,3,1.9
2002,NUTS,2010,DE216,3,1.37
2003,NUTS,2010,DE216,3,0.5
2005,NUTS,2010,DE216,3,0.83
2007,NUTS,2010,DE216,3,1.25
2008,NUTS,2010,DE216,3,2.5
2009,NUTS,2010,DE216,3,0.14
2011,NUTS,2010,DE216,3,0.5
1978,NUTS,2010,DE217,3,1.25
1979,NUTS,2010,DE217,3,1.0
1980,NUTS,2010,DE217,3,1.0
1981,NUTS,2010,DE217,3,1.5
1984,NUTS,2010,DE217,3,0.75
1987,NUTS,2010,DE217,3,1.0
1989,NUTS,2010,DE217,3,0.75
1990,NUTS,2010,DE217,3,0.92
1992,NUTS,2010,DE217,3,2.0
1993,NUTS,2010,DE217,3,0.5
1994,NUTS,2010,DE217,3,0.5
1995,NUTS,2010,DE217,3,1.14
1996,NUTS,2010,DE217,3,2.33
1997,NUTS,2010,DE217,3,1.5
1998,NUTS,2010,DE217,3,1.73
1999,NUTS,2010,DE217,3,0.92
2000,NUTS,2010,DE217,3,1.4
2001,NUTS,2010,DE217,3,0.48
2002,NUTS,2010,DE217,3,2.33
2003,NUTS,2010,DE217,3,0.17
2004,NUTS,2010,DE217,3,1.0
2005,NUTS,2010,DE217,3,0.25
2006,NUTS,2010,DE217,3,1.5
2007,NUTS,2010,DE217,3,2.67
2008,NUTS,2010,DE217,3,0.95
2009,NUTS,2010,DE217,3,1.08
2010,NUTS,2010,DE217,3,0.39
2011,NUTS,2010,DE217,3,1.5
1977,NUTS,2010,DE218,3,0.5
1978,NUTS,2010,DE218,3,5.25
1979,NUTS,2010,DE218,3,5.37
1980,NUTS,2010,DE218,3,5.67
1981,NUTS,2010,DE218,3,5.67
1982,NUTS,2010,DE218,3,5.0
1983,NUTS,2010,DE218,3,2.33
1984,NUTS,2010,DE218,3,4.17
1985,NUTS,2010,DE218,3,5.5
1986,NUTS,2010,DE218,3,4.28
1987,NUTS,2010,DE218,3,2.75
1988,NUTS,2010,DE218,3,7.48
1989,NUTS,2010,DE218,3,8.37
1990,NUTS,2010,DE218,3,2.95
1991,NUTS,2010,DE218,3,2.58
1992,NUTS,2010,DE218,3,1.95
1993,NUTS,2010,DE218,3,2.75
1994,NUTS,2010,DE218,3,8.53
1995,NUTS,2010,DE218,3,2.5
1996,NUTS,2010,DE218,3,12.51
1997,NUTS,2010,DE218,3,10.25
1998,NUTS,2010,DE218,3,8.86
1999,NUTS,2010,DE218,3,4.6
2000,NUTS,2010,DE218,3,11.18
2001,NUTS,2010,DE218,3,8.43
2002,NUTS,2010,DE218,3,9.99
2003,NUTS,2010,DE218,3,9.87
2004,NUTS,2010,DE218,3,2.31
2005,NUTS,2010,DE218,3,5.74
2006,NUTS,2010,DE218,3,6.66
2007,NUTS,2010,DE218,3,7.08
2008,NUTS,2010,DE218,3,7.92
2009,NUTS,2010,DE218,3,2.28
2010,NUTS,2010,DE218,3,5.7
2011,NUTS,2010,DE218,3,0.95
2012,NUTS,2010,DE218,3,2.21
1996,NUTS,2010,DE219,3,1.8
1997,NUTS,2010,DE219,3,0.37
1998,NUTS,2010,DE219,3,1.57
2000,NUTS,2010,DE219,3,0.09
2004,NUTS,2010,DE219,3,0.7
2005,NUTS,2010,DE219,3,0.6
2009,NUTS,2010,DE219,3,0.4
2010,NUTS,2010,DE219,3,0.39
2011,NUTS,2010,DE219,3,0.25
2012,NUTS,2010,DE219,3,0.53
1981,NUTS,2010,DE21A,3,1.0
1983,NUTS,2010,DE21A,3,1.0
1984,NUTS,2010,DE21A,3,0.5
1985,NUTS,2010,DE21A,3,1.08
1986,NUTS,2010,DE21A,3,0.25
1988,NUTS,2010,DE21A,3,0.98
1989,NUTS,2010,DE21A,3,2.0
1990,NUTS,2010,DE21A,3,1.33
1992,NUTS,2010,DE21A,3,0.5
1993,NUTS,2010,DE21A,3,1.25
1996,NUTS,2010,DE21A,3,1.07
1997,NUTS,2010,DE21A,3,2.0
1998,NUTS,2010,DE21A,3,3.09
1999,NUTS,2010,DE21A,3,2.73
2000,NUTS,2010,DE21A,3,5.87
2001,NUTS,2010,DE21A,3,2.63
2002,NUTS,2010,DE21A,3,1.45
2003,NUTS,2010,DE21A,3,1.12
2004,NUTS,2010,DE21A,3,0.64
2005,NUTS,2010,DE21A,3,0.91
2006,NUTS,2010,DE21A,3,0.25
2007,NUTS,2010,DE21A,3,1.14
2008,NUTS,2010,DE21A,3,2.5
2009,NUTS,2010,DE21A,3,0.98
2010,NUTS,2010,DE21A,3,1.5
2011,NUTS,2010,DE21A,3,1.56
1979,NUTS,2010,DE21B,3,1.0
1981,NUTS,2010,DE21B,3,0.33
1982,NUTS,2010,DE21B,3,0.33
1983,NUTS,2010,DE21B,3,1.0
1984,NUTS,2010,DE21B,3,1.0
1986,NUTS,2010,DE21B,3,0.25
1987,NUTS,2010,DE21B,3,2.0
1988,NUTS,2010,DE21B,3,0.5
1989,NUTS,2010,DE21B,3,1.33
1990,NUTS,2010,DE21B,3,1.0
1991,NUTS,2010,DE21B,3,2.25
1992,NUTS,2010,DE21B,3,4.33
1993,NUTS,2010,DE21B,3,1.58
1994,NUTS,2010,DE21B,3,2.33
1995,NUTS,2010,DE21B,3,3.77
1996,NUTS,2010,DE21B,3,5.0
1997,NUTS,2010,DE21B,3,0.53
1998,NUTS,2010,DE21B,3,3.06
1999,NUTS,2010,DE21B,3,4.65
2000,NUTS,2010,DE21B,3,5.26
2001,NUTS,2010,DE21B,3,5.77
2002,NUTS,2010,DE21B,3,4.25
2003,NUTS,2010,DE21B,3,2.0
2004,NUTS,2010,DE21B,3,0.87
2005,NUTS,2010,DE21B,3,2.17
2006,NUTS,2010,DE21B,3,2.87
2007,NUTS,2010,DE21B,3,0.82
2008,NUTS,2010,DE21B,3,0.53
2009,NUTS,2010,DE21B,3,1.84
2010,NUTS,2010,DE21B,3,2.73
2012,NUTS,2010,DE21B,3,0.17
1977,NUTS,2010,DE21C,3,0.75
1978,NUTS,2010,DE21C,3,2.0
1979,NUTS,2010,DE21C,3,4.9
1980,NUTS,2010,DE21C,3,1.58
1981,NUTS,2010,DE21C,3,1.5
1982,NUTS,2010,DE21C,3,2.0
1983,NUTS,2010,DE21C,3,3.0
1984,NUTS,2010,DE21C,3,3.63
1985,NUTS,2010,DE21C,3,1.33
1986,NUTS,2010,DE21C,3,1.08
1987,NUTS,2010,DE21C,3,1.5
1988,NUTS,2010,DE21C,3,3.58
1989,NUTS,2010,DE21C,3,2.45
1990,NUTS,2010,DE21C,3,1.42
1991,NUTS,2010,DE21C,3,1.2
1993,NUTS,2010,DE21C,3,1.87
1994,NUTS,2010,DE21C,3,1.87
1995,NUTS,2010,DE21C,3,2.75
1996,NUTS,2010,DE21C,3,1.93
1997,NUTS,2010,DE21C,3,3.58
1998,NUTS,2010,DE21C,3,6.81
1999,NUTS,2010,DE21C,3,2.67
2000,NUTS,2010,DE21C,3,4.97
2001,NUTS,2010,DE21C,3,0.67
2002,NUTS,2010,DE21C,3,5.12
2003,NUTS,2010,DE21C,3,4.31
2004,NUTS,2010,DE21C,3,0.33
2005,NUTS,2010,DE21C,3,0.2
2006,NUTS,2010,DE21C,3,2.0
2007,NUTS,2010,DE21C,3,0.7
2008,NUTS,2010,DE21C,3,7.15
2009,NUTS,2010,DE21C,3,0.83
2010,NUTS,2010,DE21C,3,3.03
2011,NUTS,2010,DE21C,3,1.31
2012,NUTS,2010,DE21C,3,0.25
1995,NUTS,2010,DE21D,3,0.5
1996,NUTS,2010,DE21D,3,0.17
2009,NUTS,2010,DE21D,3,0.5
2010,NUTS,2010,DE21D,3,1.2
1979,NUTS,2010,DE21E,3,0.5
1987,NUTS,2010,DE21E,3,1.17
1988,NUTS,2010,DE21E,3,0.33
1990,NUTS,2010,DE21E,3,0.5
1993,NUTS,2010,DE21E,3,0.25
1994,NUTS,2010,DE21E,3,0.25
1995,NUTS,2010,DE21E,3,1.33
1996,NUTS,2010,DE21E,3,1.67
1997,NUTS,2010,DE21E,3,0.17
1998,NUTS,2010,DE21E,3,0.9
1999,NUTS,2010,DE21E,3,3.25
2000,NUTS,2010,DE21E,3,2.49
2001,NUTS,2010,DE21E,3,4.17
2002,NUTS,2010,DE21E,3,0.67
2003,NUTS,2010,DE21E,3,2.03
2004,NUTS,2010,DE21E,3,2.25
2005,NUTS,2010,DE21E,3,3.0
2006,NUTS,2010,DE21E,3,0.83
2007,NUTS,2010,DE21E,3,2.35
2009,NUTS,2010,DE21E,3,0.5
2010,NUTS,2010,DE21E,3,0.5
2011,NUTS,2010,DE21E,3,1.2
1979,NUTS,2010,DE21F,3,0.45
1981,NUTS,2010,DE21F,3,0.5
1982,NUTS,2010,DE21F,3,0.33
1983,NUTS,2010,DE21F,3,1.25
1984,NUTS,2010,DE21F,3,1.13
1985,NUTS,2010,DE21F,3,0.33
1986,NUTS,2010,DE21F,3,0.58
1987,NUTS,2010,DE21F,3,2.0
1988,NUTS,2010,DE21F,3,1.17
1989,NUTS,2010,DE21F,3,1.95
1990,NUTS,2010,DE21F,3,1.33
1991,NUTS,2010,DE21F,3,1.0
1992,NUTS,2010,DE21F,3,2.33
1993,NUTS,2010,DE21F,3,2.08
1994,NUTS,2010,DE21F,3,0.33
1995,NUTS,2010,DE21F,3,8.71
1996,NUTS,2010,DE21F,3,5.33
1997,NUTS,2010,DE21F,3,0.95
1998,NUTS,2010,DE21F,3,3.89
1999,NUTS,2010,DE21F,3,2.77
2000,NUTS,2010,DE21F,3,5.35
2001,NUTS,2010,DE21F,3,0.67
2002,NUTS,2010,DE21F,3,1.63
2003,NUTS,2010,DE21F,3,4.21
2004,NUTS,2010,DE21F,3,0.25
2005,NUTS,2010,DE21F,3,0.25
2010,NUTS,2010,DE21F,3,0.2
2011,NUTS,2010,DE21F,3,0.5
2012,NUTS,2010,DE21F,3,0.5
1984,NUTS,2010,DE21G,3,0.5
1991,NUTS,2010,DE21G,3,0.25
1993,NUTS,2010,DE21G,3,5.2
1994,NUTS,2010,DE21G,3,1.83
1995,NUTS,2010,DE21G,3,8.0
1996,NUTS,2010,DE21G,3,3.98
1997,NUTS,2010,DE21G,3,1.5
1998,NUTS,2010,DE21G,3,2.33
1999,NUTS,2010,DE21G,3,1.67
2000,NUTS,2010,DE21G,3,1.58
2005,NUTS,2010,DE21G,3,0.17
2006,NUTS,2010,DE21G,3,0.71
2007,NUTS,2010,DE21G,3,0.33
2008,NUTS,2010,DE21G,3,1.5
2009,NUTS,2010,DE21G,3,0.11
2010,NUTS,2010,DE21G,3,3.0
2011,NUTS,2010,DE21G,3,1.33
2012,NUTS,2010,DE21G,3,0.7
1977,NUTS,2010,DE21H,3,1.25
1978,NUTS,2010,DE21H,3,8.25
1979,NUTS,2010,DE21H,3,12.03
1980,NUTS,2010,DE21H,3,14.45
1981,NUTS,2010,DE21H,3,21.37
1982,NUTS,2010,DE21H,3,8.53
1983,NUTS,2010,DE21H,3,7.08
1984,NUTS,2010,DE21H,3,15.65
1985,NUTS,2010,DE21H,3,19.97
1986,NUTS,2010,DE21H,3,13.57
1987,NUTS,2010,DE21H,3,20.65
1988,NUTS,2010,DE21H,3,15.34
1989,NUTS,2010,DE21H,3,20.37
1990,NUTS,2010,DE21H,3,25.42
1991,NUTS,2010,DE21H,3,14.17
1992,NUTS,2010,DE21H,3,13.1
1993,NUTS,2010,DE21H,3,18.03
1994,NUTS,2010,DE21H,3,15.33
1995,NUTS,2010,DE21H,3,20.01
1996,NUTS,2010,DE21H,3,30.85
1997,NUTS,2010,DE21H,3,31.79
1998,NUTS,2010,DE21H,3,58.43
1999,NUTS,2010,DE21H,3,45.84
2000,NUTS,2010,DE21H,3,46.84
2001,NUTS,2010,DE21H,3,27.55
2002,NUTS,2010,DE21H,3,25.87
2003,NUTS,2010,DE21H,3,15.84
2004,NUTS,2010,DE21H,3,11.51
2005,NUTS,2010,DE21H,3,12.01
2006,NUTS,2010,DE21H,3,16.49
2007,NUTS,2010,DE21H,3,10.52
2008,NUTS,2010,DE21H,3,8.22
2009,NUTS,2010,DE21H,3,11.76
2010,NUTS,2010,DE21H,3,9.57
2011,NUTS,2010,DE21H,3,5.01
2012,NUTS,2010,DE21H,3,4.77
1988,NUTS,2010,DE21I,3,0.67
1993,NUTS,2010,DE21I,3,0.2
1995,NUTS,2010,DE21I,3,1.0
1997,NUTS,2010,DE21I,3,0.75
1999,NUTS,2010,DE21I,3,0.2
2000,NUTS,2010,DE21I,3,0.45
2001,NUTS,2010,DE21I,3,1.33
2002,NUTS,2010,DE21I,3,0.5
2003,NUTS,2010,DE21I,3,0.25
2004,NUTS,2010,DE21I,3,0.33
2005,NUTS,2010,DE21I,3,1.0
2007,NUTS,2010,DE21I,3,1.18
2012,NUTS,2010,DE21I,3,0.17
1983,NUTS,2010,DE21J,3,0.17
1984,NUTS,2010,DE21J,3,2.25
1985,NUTS,2010,DE21J,3,1.92
1986,NUTS,2010,DE21J,3,0.83
1988,NUTS,2010,DE21J,3,1.83
1989,NUTS,2010,DE21J,3,1.25
1994,NUTS,2010,DE21J,3,1.5
1995,NUTS,2010,DE21J,3,0.5
1996,NUTS,2010,DE21J,3,0.92
1997,NUTS,2010,DE21J,3,1.2
1998,NUTS,2010,DE21J,3,1.75
1999,NUTS,2010,DE21J,3,1.2
2000,NUTS,2010,DE21J,3,1.0
2002,NUTS,2010,DE21J,3,0.67
2005,NUTS,2010,DE21J,3,0.2
2007,NUTS,2010,DE21J,3,1.5
2008,NUTS,2010,DE21J,3,0.67
2009,NUTS,2010,DE21J,3,0.25
2010,NUTS,2010,DE21J,3,1.0
2012,NUTS,2010,DE21J,3,0.08
1980,NUTS,2010,DE21K,3,0.25
1983,NUTS,2010,DE21K,3,2.0
1984,NUTS,2010,DE21K,3,0.83
1985,NUTS,2010,DE21K,3,0.83
1988,NUTS,2010,DE21K,3,2.48
1989,NUTS,2010,DE21K,3,2.75
1990,NUTS,2010,DE21K,3,3.25
1991,NUTS,2010,DE21K,3,1.5
1992,NUTS,2010,DE21K,3,0.33
1993,NUTS,2010,DE21K,3,1.67
1994,NUTS,2010,DE21K,3,0.83
1995,NUTS,2010,DE21K,3,7.0
1996,NUTS,2010,DE21K,3,3.34
1997,NUTS,2010,DE21K,3,6.81
1998,NUTS,2010,DE21K,3,4.59
1999,NUTS,2010,DE21K,3,4.18
2000,NUTS,2010,DE21K,3,7.44
2001,NUTS,2010,DE21K,3,2.37
2002,NUTS,2010,DE21K,3,1.75
2003,NUTS,2010,DE21K,3,2.75
2004,NUTS,2010,DE21K,3,1.33
2005,NUTS,2010,DE21K,3,4.58
2006,NUTS,2010,DE21K,3,2.76
2007,NUTS,2010,DE21K,3,0.53
2008,NUTS,2010,DE21K,3,1.5
2009,NUTS,2010,DE21K,3,0.58
2010,NUTS,2010,DE21K,3,0.58
2011,NUTS,2010,DE21K,3,0.06
2012,NUTS,2010,DE21K,3,0.5
1977,NUTS,2010,DE21L,3,1.0
1978,NUTS,2010,DE21L,3,2.0
1979,NUTS,2010,DE21L,3,2.53
1980,NUTS,2010,DE21L,3,2.25
1981,NUTS,2010,DE21L,3,3.03
1982,NUTS,2010,DE21L,3,0.45
1983,NUTS,2010,DE21L,3,2.08
1984,NUTS,2010,DE21L,3,1.96
1985,NUTS,2010,DE21L,3,0.5
1986,NUTS,2010,DE21L,3,1.84
1987,NUTS,2010,DE21L,3,2.0
1988,NUTS,2010,DE21L,3,3.64
1989,NUTS,2010,DE21L,3,0.33
1990,NUTS,2010,DE21L,3,2.5
1991,NUTS,2010,DE21L,3,0.5
1992,NUTS,2010,DE21L,3,0.7
1993,NUTS,2010,DE21L,3,1.5
1994,NUTS,2010,DE21L,3,0.83
1996,NUTS,2010,DE21L,3,0.67
1997,NUTS,2010,DE21L,3,5.05
1998,NUTS,2010,DE21L,3,3.28
1999,NUTS,2010,DE21L,3,3.56
2000,NUTS,2010,DE21L,3,1.62
2001,NUTS,2010,DE21L,3,3.45
2002,NUTS,2010,DE21L,3,0.64
2003,NUTS,2010,DE21L,3,1.5
2004,NUTS,2010,DE21L,3,0.58
