year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_t_pc_act_hc
2017,NUTS,2010,ITC3,2,0.7697
2018,NUTS,2010,ITC3,2,0.8241
2019,NUTS,2010,ITC3,2,0.9931
2011,NUTS,2010,ITC4,2,0.6608
2012,NUTS,2010,ITC4,2,0.6688
2013,NUTS,2010,ITC4,2,0.69
2014,NUTS,2010,ITC4,2,0.7059
2015,NUTS,2010,ITC4,2,0.7148
2016,NUTS,2010,ITC4,2,0.8033
2017,NUTS,2010,ITC4,2,0.835
2018,NUTS,2010,ITC4,2,0.9185
2019,NUTS,2010,ITC4,2,0.9634
2011,NUTS,2010,ITF,1,0.4344
2012,NUTS,2010,ITF,1,0.445
2013,NUTS,2010,ITF,1,0.4628
2014,NUTS,2010,ITF,1,0.4783
2017,NUTS,2010,ITF,1,0.5157
2018,NUTS,2010,ITF,1,0.544
2019,NUTS,2010,ITF,1,0.591
2011,NUTS,2010,ITF1,2,0.4332
2012,NUTS,2010,ITF1,2,0.4053
2013,NUTS,2010,ITF1,2,0.4433
2014,NUTS,2010,ITF1,2,0.4589
2015,NUTS,2010,ITF1,2,0.4954
2016,NUTS,2010,ITF1,2,0.5384
2017,NUTS,2010,ITF1,2,0.5759
2018,NUTS,2010,ITF1,2,0.5655
2019,NUTS,2010,ITF1,2,0.6126
2012,NUTS,2010,ITF2,2,0.2812
2013,NUTS,2010,ITF2,2,0.4221
2014,NUTS,2010,ITF2,2,0.4078
2017,NUTS,2010,ITF2,2,0.5831
2018,NUTS,2010,ITF2,2,0.6002
2019,NUTS,2010,ITF2,2,0.6873
2011,NUTS,2010,ITF3,2,0.5314
2012,NUTS,2010,ITF3,2,0.5648
2013,NUTS,2010,ITF3,2,0.5727
2014,NUTS,2010,ITF3,2,0.5926
2015,NUTS,2010,ITF3,2,0.6243
2016,NUTS,2010,ITF3,2,0.5995
2017,NUTS,2010,ITF3,2,0.6016
2018,NUTS,2010,ITF3,2,0.6441
2019,NUTS,2010,ITF3,2,0.7219
2011,NUTS,2010,ITF4,2,0.4122
2012,NUTS,2010,ITF4,2,0.4066
2013,NUTS,2010,ITF4,2,0.3869
2014,NUTS,2010,ITF4,2,0.4093
2015,NUTS,2010,ITF4,2,0.4351
2016,NUTS,2010,ITF4,2,0.4363
2017,NUTS,2010,ITF4,2,0.4577
2018,NUTS,2010,ITF4,2,0.4872
2019,NUTS,2010,ITF4,2,0.512
2012,NUTS,2010,ITF5,2,0.3947
2013,NUTS,2010,ITF5,2,0.3612
2014,NUTS,2010,ITF5,2,0.3548
2015,NUTS,2010,ITF5,2,0.3702
2017,NUTS,2010,ITF5,2,0.4005
2018,NUTS,2010,ITF5,2,0.4034
2019,NUTS,2010,ITF5,2,0.4229
2011,NUTS,2010,ITF6,2,0.2507
2012,NUTS,2010,ITF6,2,0.2602
2013,NUTS,2010,ITF6,2,0.3506
2014,NUTS,2010,ITF6,2,0.3579
2015,NUTS,2010,ITF6,2,0.3865
2016,NUTS,2010,ITF6,2,0.3645
2017,NUTS,2010,ITF6,2,0.351
2018,NUTS,2010,ITF6,2,0.3795
2019,NUTS,2010,ITF6,2,0.385
2011,NUTS,2010,ITG,1,0.4539
2012,NUTS,2010,ITG,1,0.4732
2013,NUTS,2010,ITG,1,0.4815
2014,NUTS,2010,ITG,1,0.5056
2015,NUTS,2010,ITG,1,0.49
2016,NUTS,2010,ITG,1,0.4438
2017,NUTS,2010,ITG,1,0.4592
2018,NUTS,2010,ITG,1,0.4635
2019,NUTS,2010,ITG,1,0.4936
2011,NUTS,2010,ITG1,2,0.4548
2012,NUTS,2010,ITG1,2,0.4697
2013,NUTS,2010,ITG1,2,0.4846
2014,NUTS,2010,ITG1,2,0.5098
2015,NUTS,2010,ITG1,2,0.4818
2016,NUTS,2010,ITG1,2,0.448
2017,NUTS,2010,ITG1,2,0.4612
2018,NUTS,2010,ITG1,2,0.4693
2019,NUTS,2010,ITG1,2,0.5073
2011,NUTS,2010,ITG2,2,0.4516
2012,NUTS,2010,ITG2,2,0.4817
2013,NUTS,2010,ITG2,2,0.4734
2014,NUTS,2010,ITG2,2,0.495
2015,NUTS,2010,ITG2,2,0.5108
2016,NUTS,2010,ITG2,2,0.4332
2017,NUTS,2010,ITG2,2,0.4539
2018,NUTS,2010,ITG2,2,0.4488
2019,NUTS,2010,ITG2,2,0.4596
2011,NUTS,2010,ITH,1,0.6722
2012,NUTS,2010,ITH,1,0.6905
2013,NUTS,2010,ITH,1,0.7375
2014,NUTS,2010,ITH,1,0.7424
2015,NUTS,2010,ITH,1,0.7602
2016,NUTS,2010,ITH,1,0.8386
2017,NUTS,2010,ITH,1,0.91
2018,NUTS,2010,ITH,1,0.9765
2019,NUTS,2010,ITH,1,0.9985
2011,NUTS,2010,ITH1,2,0.3217
2012,NUTS,2010,ITH1,2,0.2977
2013,NUTS,2010,ITH1,2,0.3534
2014,NUTS,2010,ITH1,2,0.4461
2015,NUTS,2010,ITH1,2,0.3999
2016,NUTS,2010,ITH1,2,0.4946
2017,NUTS,2010,ITH1,2,0.5013
2018,NUTS,2010,ITH1,2,0.5403
2019,NUTS,2010,ITH1,2,0.5877
2011,NUTS,2010,ITH2,2,0.9572
2012,NUTS,2010,ITH2,2,1.0343
2013,NUTS,2010,ITH2,2,1.182
2014,NUTS,2010,ITH2,2,1.1976
2015,NUTS,2010,ITH2,2,1.2685
2016,NUTS,2010,ITH2,2,1.2413
2017,NUTS,2010,ITH2,2,1.3336
2018,NUTS,2010,ITH2,2,1.3829
2019,NUTS,2010,ITH2,2,1.3923
2011,NUTS,2010,ITH3,2,0.5182
2012,NUTS,2010,ITH3,2,0.5143
2013,NUTS,2010,ITH3,2,0.5589
2014,NUTS,2010,ITH3,2,0.5613
2015,NUTS,2010,ITH3,2,0.5692
2016,NUTS,2010,ITH3,2,0.6372
2017,NUTS,2010,ITH3,2,0.6957
2018,NUTS,2010,ITH3,2,0.773
2019,NUTS,2010,ITH3,2,0.7987
2011,NUTS,2010,ITH4,2,0.9155
2012,NUTS,2010,ITH4,2,1.0166
2013,NUTS,2010,ITH4,2,0.8957
2014,NUTS,2010,ITH4,2,0.8978
2015,NUTS,2010,ITH4,2,0.9285
2016,NUTS,2010,ITH4,2,0.975
2017,NUTS,2010,ITH4,2,1.0523
2018,NUTS,2010,ITH4,2,1.0698
2019,NUTS,2010,ITH4,2,1.0652
2011,NUTS,2010,ITH5,2,0.7845
2012,NUTS,2010,ITH5,2,0.8045
2013,NUTS,2010,ITH5,2,0.8812
2014,NUTS,2010,ITH5,2,0.8781
2015,NUTS,2010,ITH5,2,0.9025
2016,NUTS,2010,ITH5,2,1.0115
2017,NUTS,2010,ITH5,2,1.1042
2018,NUTS,2010,ITH5,2,1.1773
2019,NUTS,2010,ITH5,2,1.1995
2011,NUTS,2010,ITI,1,0.7281
2012,NUTS,2010,ITI,1,0.7348
2013,NUTS,2010,ITI,1,0.7447
2014,NUTS,2010,ITI,1,0.7351
2017,NUTS,2010,ITI,1,0.8562
2018,NUTS,2010,ITI,1,0.9205
2019,NUTS,2010,ITI,1,0.9864
2011,NUTS,2010,ITI1,2,0.7379
2012,NUTS,2010,ITI1,2,0.7849
2013,NUTS,2010,ITI1,2,0.749
2014,NUTS,2010,ITI1,2,0.7209
2015,NUTS,2010,ITI1,2,0.7788
2016,NUTS,2010,ITI1,2,0.8147
2017,NUTS,2010,ITI1,2,0.8613
2018,NUTS,2010,ITI1,2,0.994
2019,NUTS,2010,ITI1,2,1.0175
2011,NUTS,2010,ITI2,2,0.5461
2012,NUTS,2010,ITI2,2,0.5657
2013,NUTS,2010,ITI2,2,0.5629
2014,NUTS,2010,ITI2,2,0.5852
2017,NUTS,2010,ITI2,2,0.6059
2018,NUTS,2010,ITI2,2,0.6688
2019,NUTS,2010,ITI2,2,0.6656
2011,NUTS,2010,ITI3,2,0.4476
2012,NUTS,2010,ITI3,2,0.4278
2013,NUTS,2010,ITI3,2,0.4476
2014,NUTS,2010,ITI3,2,0.4817
2015,NUTS,2010,ITI3,2,0.464
2016,NUTS,2010,ITI3,2,0.5576
2017,NUTS,2010,ITI3,2,0.6498
2018,NUTS,2010,ITI3,2,0.653
2019,NUTS,2010,ITI3,2,0.6492
2011,NUTS,2010,ITI4,2,0.8293
2012,NUTS,2010,ITI4,2,0.8143
2013,NUTS,2010,ITI4,2,0.8511
2014,NUTS,2010,ITI4,2,0.8336
2015,NUTS,2010,ITI4,2,0.8813
2016,NUTS,2010,ITI4,2,0.9284
2017,NUTS,2010,ITI4,2,0.9435
2018,NUTS,2010,ITI4,2,0.9793
2019,NUTS,2010,ITI4,2,1.1029
2011,NUTS,2010,KR,0,1.4948
2011,NUTS,2010,LT,0,1.1946
2012,NUTS,2010,LT,0,1.2267
2013,NUTS,2010,LT,0,1.2593
2014,NUTS,2010,LT,0,1.3406
2015,NUTS,2010,LT,0,1.2059
2016,NUTS,2010,LT,0,1.2384
2017,NUTS,2010,LT,0,1.3329
2018,NUTS,2010,LT,0,1.3587
2019,NUTS,2010,LT,0,1.3285
2015,NUTS,2010,LT01,2,2.2858
2016,NUTS,2010,LT01,2,2.2051
2017,NUTS,2010,LT01,2,2.2781
2018,NUTS,2010,LT01,2,2.2274
2019,NUTS,2010,LT01,2,2.226
2015,NUTS,2010,LT02,2,0.719
2016,NUTS,2010,LT02,2,0.7736
2017,NUTS,2010,LT02,2,0.843
2018,NUTS,2010,LT02,2,0.8862
2019,NUTS,2010,LT02,2,0.8444
2011,NUTS,2010,LU,0,1.3308
2013,NUTS,2010,LU,0,1.0809
2014,NUTS,2010,LU,0,0.7729
2015,NUTS,2010,LU,0,1.1703
2017,NUTS,2010,LU,0,1.2378
2019,NUTS,2010,LU,0,1.2244
2011,NUTS,2010,LV,0,0.7348
2012,NUTS,2010,LV,0,0.7963
2013,NUTS,2010,LV,0,0.7569
2014,NUTS,2010,LV,0,0.8235
2015,NUTS,2010,LV,0,0.8111
2016,NUTS,2010,LV,0,0.7749
2017,NUTS,2010,LV,0,0.7941
2018,NUTS,2010,LV,0,0.788
2019,NUTS,2010,LV,0,0.8305
2011,NUTS,2010,ME,0,0.6415
2013,NUTS,2010,ME,0,0.6494
2014,NUTS,2010,ME,0,0.6544
2015,NUTS,2010,ME,0,0.6689
2016,NUTS,2010,ME,0,0.5652
2017,NUTS,2010,ME,0,0.5701
2018,NUTS,2010,ME,0,0.5846
2019,NUTS,2010,ME,0,0.5664
2011,NUTS,2010,MK,0,0.1975
2012,NUTS,2010,MK,0,0.2386
2015,NUTS,2010,MK,0,0.3987
2016,NUTS,2010,MK,0,0.3937
2017,NUTS,2010,MK,0,0.3533
2018,NUTS,2010,MK,0,0.3662
2019,NUTS,2010,MK,0,0.3555
2011,NUTS,2010,MT,0,0.7148
2012,NUTS,2010,MT,0,0.7901
2013,NUTS,2010,MT,0,0.7279
2014,NUTS,2010,MT,0,0.6813
2015,NUTS,2010,MT,0,0.6854
2016,NUTS,2010,MT,0,0.6837
2017,NUTS,2010,MT,0,0.6841
2018,NUTS,2010,MT,0,0.6226
2019,NUTS,2010,MT,0,0.6019
2011,NUTS,2010,NL,0,0.9491
2012,NUTS,2010,NL,0,1.1963
2013,NUTS,2010,NL,0,1.2931
2014,NUTS,2010,NL,0,1.3132
2015,NUTS,2010,NL,0,1.3219
2016,NUTS,2010,NL,0,1.3795
2017,NUTS,2010,NL,0,1.3747
2018,NUTS,2010,NL,0,1.4209
2019,NUTS,2010,NL,0,1.4676
2011,NUTS,2010,NL1,1,0.5965
2012,NUTS,2010,NL1,1,0.7428
2013,NUTS,2010,NL1,1,0.8909
2014,NUTS,2010,NL1,1,0.9541
2015,NUTS,2010,NL1,1,0.8443
2016,NUTS,2010,NL1,1,0.9678
2017,NUTS,2010,NL1,1,0.9304
2018,NUTS,2010,NL1,1,0.8823
2019,NUTS,2010,NL1,1,0.8564
2011,NUTS,2010,NL11,2,1.0518
2012,NUTS,2010,NL11,2,1.1791
2011,NUTS,2010,NL12,2,0.2976
2012,NUTS,2010,NL12,2,0.4901
2011,NUTS,2010,NL13,2,0.4355
2012,NUTS,2010,NL13,2,0.5514
2011,NUTS,2010,NL2,1,0.9152
2012,NUTS,2010,NL2,1,1.1604
2013,NUTS,2010,NL2,1,1.2023
2014,NUTS,2010,NL2,1,1.1923
2015,NUTS,2010,NL2,1,1.2249
2016,NUTS,2010,NL2,1,1.1961
2017,NUTS,2010,NL2,1,1.2201
2018,NUTS,2010,NL2,1,1.2111
2019,NUTS,2010,NL2,1,1.2138
2011,NUTS,2010,NL21,2,0.9094
2012,NUTS,2010,NL21,2,0.9985
2011,NUTS,2010,NL22,2,0.9672
2012,NUTS,2010,NL22,2,1.3216
2011,NUTS,2010,NL23,2,0.6723
2012,NUTS,2010,NL23,2,0.8128
2011,NUTS,2010,NL3,1,1.0604
2012,NUTS,2010,NL3,1,1.3052
2013,NUTS,2010,NL3,1,1.3851
2014,NUTS,2010,NL3,1,1.4123
2015,NUTS,2010,NL3,1,1.4406
2016,NUTS,2010,NL3,1,1.5328
2017,NUTS,2010,NL3,1,1.4851
2018,NUTS,2010,NL3,1,1.5698
2019,NUTS,2010,NL3,1,1.6197
2011,NUTS,2010,NL31,2,1.0881
2012,NUTS,2010,NL31,2,1.4224
2011,NUTS,2010,NL32,2,1.2262
2012,NUTS,2010,NL32,2,1.5287
2011,NUTS,2010,NL33,2,0.9903
2012,NUTS,2010,NL33,2,1.1765
2011,NUTS,2010,NL34,2,0.3752
2012,NUTS,2010,NL34,2,0.4409
2011,NUTS,2010,NL4,1,0.9662
2012,NUTS,2010,NL4,1,1.2619
2013,NUTS,2010,NL4,1,1.4234
2014,NUTS,2010,NL4,1,1.4148
2015,NUTS,2010,NL4,1,1.4151
2016,NUTS,2010,NL4,1,1.4489
2017,NUTS,2010,NL4,1,1.5084
2018,NUTS,2010,NL4,1,1.5449
2019,NUTS,2010,NL4,1,1.6275
2011,NUTS,2010,NL41,2,0.9987
2012,NUTS,2010,NL41,2,1.2866
2011,NUTS,2010,NL42,2,0.8909
2012,NUTS,2010,NL42,2,1.2046
2011,NUTS,2010,NO,0,1.7916
2012,NUTS,2010,NO,0,1.8063
2013,NUTS,2010,NO,0,1.8305
2014,NUTS,2010,NO,0,1.9014
2015,NUTS,2010,NO,0,1.9602
2016,NUTS,2010,NO,0,2.0427
2017,NUTS,2010,NO,0,2.1755
2018,NUTS,2010,NO,0,2.2142
2019,NUTS,2010,NO,0,2.2676
2011,NUTS,2010,NO0,1,1.7398
2012,NUTS,2010,NO0,1,1.7516
2013,NUTS,2010,NO0,1,1.7743
2014,NUTS,2010,NO0,1,1.8382
2015,NUTS,2010,NO0,1,1.8908
2017,NUTS,2010,NO0,1,2.1
2018,NUTS,2010,NO0,1,2.1358
2019,NUTS,2010,NO0,1,2.1868
2011,NUTS,2010,NO01,2,2.9323
2012,NUTS,2010,NO01,2,2.8858
2013,NUTS,2010,NO01,2,2.9184
2014,NUTS,2010,NO01,2,2.9795
2015,NUTS,2010,NO01,2,3.0455
2017,NUTS,2010,NO01,2,3.2863
2018,NUTS,2010,NO01,2,3.3348
2019,NUTS,2010,NO01,2,3.4089
2011,NUTS,2010,NO02,2,0.623
2012,NUTS,2010,NO02,2,0.6263
2013,NUTS,2010,NO02,2,0.6899
2014,NUTS,2010,NO02,2,0.6898
2015,NUTS,2010,NO02,2,0.6604
2017,NUTS,2010,NO02,2,0.768
2018,NUTS,2010,NO02,2,0.8129
2019,NUTS,2010,NO02,2,0.7671
2011,NUTS,2010,NO03,2,0.8409
2012,NUTS,2010,NO03,2,0.8255
2013,NUTS,2010,NO03,2,0.906
2014,NUTS,2010,NO03,2,0.9785
2015,NUTS,2010,NO03,2,1.0099
2017,NUTS,2010,NO03,2,1.0752
2018,NUTS,2010,NO03,2,1.0379
2019,NUTS,2010,NO03,2,1.0612
2011,NUTS,2010,NO04,2,0.8818
2012,NUTS,2010,NO04,2,0.9356
2013,NUTS,2010,NO04,2,0.9291
2014,NUTS,2010,NO04,2,0.9865
2015,NUTS,2010,NO04,2,1.071
2017,NUTS,2010,NO04,2,1.2763
2018,NUTS,2010,NO04,2,1.2927
2019,NUTS,2010,NO04,2,1.3027
2011,NUTS,2010,NO05,2,1.511
2012,NUTS,2010,NO05,2,1.5392
2013,NUTS,2010,NO05,2,1.5492
2014,NUTS,2010,NO05,2,1.6242
2015,NUTS,2010,NO05,2,1.6615
2017,NUTS,2010,NO05,2,1.8591
2018,NUTS,2010,NO05,2,1.9682
2019,NUTS,2010,NO05,2,2.0333
2011,NUTS,2010,NO06,2,3.4277
2012,NUTS,2010,NO06,2,3.4976
2013,NUTS,2010,NO06,2,3.3806
2014,NUTS,2010,NO06,2,3.4232
2015,NUTS,2010,NO06,2,3.4326
2017,NUTS,2010,NO06,2,3.8094
2018,NUTS,2010,NO06,2,3.8249
2019,NUTS,2010,NO06,2,3.9683
2011,NUTS,2010,NO07,2,1.4368
2012,NUTS,2010,NO07,2,1.5025
2013,NUTS,2010,NO07,2,1.5019
2014,NUTS,2010,NO07,2,1.5577
2015,NUTS,2010,NO07,2,1.6617
2017,NUTS,2010,NO07,2,1.9022
2018,NUTS,2010,NO07,2,1.9304
2019,NUTS,2010,NO07,2,1.9159
2011,NUTS,2010,PL,0,0.6109
2012,NUTS,2010,PL,0,0.6222
2013,NUTS,2010,PL,0,0.6565
2014,NUTS,2010,PL,0,0.6875
2015,NUTS,2010,PL,0,0.7062
2016,NUTS,2010,PL,0,0.7935
2017,NUTS,2010,PL,0,1.1244
2018,NUTS,2010,PL,0,1.1608
2019,NUTS,2010,PL,0,1.1802
2011,NUTS,2010,PL1,1,1.2156
2012,NUTS,2010,PL1,1,1.2037
2013,NUTS,2010,PL1,1,0.8673
2014,NUTS,2010,PL1,1,0.8647
2015,NUTS,2010,PL1,1,0.895
2011,NUTS,2010,PL11,2,0.4522
2012,NUTS,2010,PL11,2,0.5223
2013,NUTS,2010,PL11,2,0.4449
2014,NUTS,2010,PL11,2,0.4497
2015,NUTS,2010,PL11,2,0.5007
2011,NUTS,2010,PL12,2,0.9808
2012,NUTS,2010,PL12,2,0.9406
2013,NUTS,2010,PL12,2,1.094
2014,NUTS,2010,PL12,2,1.0706
2015,NUTS,2010,PL12,2,1.0759
2011,NUTS,2010,PL2,1,0.6236
2012,NUTS,2010,PL2,1,0.6742
2013,NUTS,2010,PL2,1,0.7017
2014,NUTS,2010,PL2,1,0.7544
2015,NUTS,2010,PL2,1,0.8322
2016,NUTS,2010,PL2,1,0.8966
2017,NUTS,2010,PL2,1,1.2404
2018,NUTS,2010,PL2,1,1.2868
2019,NUTS,2010,PL2,1,1.4035
2011,NUTS,2010,PL21,2,0.88
2012,NUTS,2010,PL21,2,0.9602
2013,NUTS,2010,PL21,2,0.9968
2014,NUTS,2010,PL21,2,1.0564
2015,NUTS,2010,PL21,2,1.198
2016,NUTS,2010,PL21,2,1.2811
2017,NUTS,2010,PL21,2,1.8415
2018,NUTS,2010,PL21,2,1.8867
2019,NUTS,2010,PL21,2,1.8878
2011,NUTS,2010,PL22,2,0.4495
2012,NUTS,2010,PL22,2,0.4776
2013,NUTS,2010,PL22,2,0.4953
2014,NUTS,2010,PL22,2,0.5386
2015,NUTS,2010,PL22,2,0.5686
2016,NUTS,2010,PL22,2,0.6077
2017,NUTS,2010,PL22,2,0.7848
2018,NUTS,2010,PL22,2,0.8288
2019,NUTS,2010,PL22,2,1.0267
2011,NUTS,2010,PL3,1,0.4271
2012,NUTS,2010,PL3,1,0.4337
2013,NUTS,2010,PL3,1,0.4628
2014,NUTS,2010,PL3,1,0.5067
2015,NUTS,2010,PL3,1,0.4728
2011,NUTS,2010,PL31,2,0.5446
2012,NUTS,2010,PL31,2,0.5759
2013,NUTS,2010,PL31,2,0.5394
2014,NUTS,2010,PL31,2,0.536
2015,NUTS,2010,PL31,2,0.5164
2011,NUTS,2010,PL32,2,0.488
2012,NUTS,2010,PL32,2,0.5182
2013,NUTS,2010,PL32,2,0.5549
2014,NUTS,2010,PL32,2,0.7222
2015,NUTS,2010,PL32,2,0.6097
2011,NUTS,2010,PL33,2,0.1884
2012,NUTS,2010,PL33,2,0.0876
2013,NUTS,2010,PL33,2,0.1976
2014,NUTS,2010,PL33,2,0.198
2015,NUTS,2010,PL33,2,0.2052
2011,NUTS,2010,PL34,2,0.3903
2012,NUTS,2010,PL34,2,0.4406
2013,NUTS,2010,PL34,2,0.4649
2014,NUTS,2010,PL34,2,0.4575
2015,NUTS,2010,PL34,2,0.4766
2011,NUTS,2010,PL4,1,0.4981
2012,NUTS,2010,PL4,1,0.4878
2013,NUTS,2010,PL4,1,0.4888
2014,NUTS,2010,PL4,1,0.5328
2015,NUTS,2010,PL4,1,0.5628
2016,NUTS,2010,PL4,1,0.5112
2017,NUTS,2010,PL4,1,0.7016
2018,NUTS,2010,PL4,1,0.6893
2019,NUTS,2010,PL4,1,0.6434
2011,NUTS,2010,PL41,2,0.5972
2012,NUTS,2010,PL41,2,0.5662
2013,NUTS,2010,PL41,2,0.5795
2014,NUTS,2010,PL41,2,0.64
2015,NUTS,2010,PL41,2,0.686
2016,NUTS,2010,PL41,2,0.6097
2017,NUTS,2010,PL41,2,0.788
2018,NUTS,2010,PL41,2,0.7979
2019,NUTS,2010,PL41,2,0.7446
2012,NUTS,2010,PL42,2,0.4872
2013,NUTS,2010,PL42,2,0.4731
2014,NUTS,2010,PL42,2,0.506
2015,NUTS,2010,PL42,2,0.525
2016,NUTS,2010,PL42,2,0.4566
2017,NUTS,2010,PL42,2,0.6751
2018,NUTS,2010,PL42,2,0.6353
2019,NUTS,2010,PL42,2,0.5866
2012,NUTS,2010,PL43,2,0.2243
2013,NUTS,2010,PL43,2,0.2078
2014,NUTS,2010,PL43,2,0.2201
2015,NUTS,2010,PL43,2,0.2274
2016,NUTS,2010,PL43,2,0.2405
2017,NUTS,2010,PL43,2,0.4237
2018,NUTS,2010,PL43,2,0.3723
2019,NUTS,2010,PL43,2,0.3543
2011,NUTS,2010,PL5,1,0.5377
2012,NUTS,2010,PL5,1,0.5556
2013,NUTS,2010,PL5,1,0.6197
2014,NUTS,2010,PL5,1,0.6197
2015,NUTS,2010,PL5,1,0.6428
2016,NUTS,2010,PL5,1,0.688
2017,NUTS,2010,PL5,1,0.9785
2018,NUTS,2010,PL5,1,1.0393
2019,NUTS,2010,PL5,1,1.065
2011,NUTS,2010,PL51,2,0.6062
2012,NUTS,2010,PL51,2,0.6307
2013,NUTS,2010,PL51,2,0.705
2014,NUTS,2010,PL51,2,0.7089
2015,NUTS,2010,PL51,2,0.7453
2016,NUTS,2010,PL51,2,0.7929
2017,NUTS,2010,PL51,2,1.1309
2018,NUTS,2010,PL51,2,1.2284
2019,NUTS,2010,PL51,2,1.2573
2011,NUTS,2010,PL52,2,0.3256
2012,NUTS,2010,PL52,2,0.3249
2013,NUTS,2010,PL52,2,0.354
2014,NUTS,2010,PL52,2,0.35
2015,NUTS,2010,PL52,2,0.3443
2016,NUTS,2010,PL52,2,0.3584
2017,NUTS,2010,PL52,2,0.5093
2018,NUTS,2010,PL52,2,0.4564
2019,NUTS,2010,PL52,2,0.4454
2011,NUTS,2010,PL6,1,0.507
2012,NUTS,2010,PL6,1,0.5089
2013,NUTS,2010,PL6,1,0.5157
2014,NUTS,2010,PL6,1,0.5417
2015,NUTS,2010,PL6,1,0.5342
2016,NUTS,2010,PL6,1,0.5882
2017,NUTS,2010,PL6,1,0.8445
2018,NUTS,2010,PL6,1,0.8958
2019,NUTS,2010,PL6,1,0.9522
2012,NUTS,2010,PL61,2,0.4196
2013,NUTS,2010,PL61,2,0.4198
2014,NUTS,2010,PL61,2,0.4368
2015,NUTS,2010,PL61,2,0.4536
2016,NUTS,2010,PL61,2,0.4847
2017,NUTS,2010,PL61,2,0.8138
2012,NUTS,2010,PL62,2,0.3599
2013,NUTS,2010,PL62,2,0.3577
2014,NUTS,2010,PL62,2,0.3816
2015,NUTS,2010,PL62,2,0.3628
2016,NUTS,2010,PL62,2,0.4124
2017,NUTS,2010,PL62,2,0.5515
2011,NUTS,2010,PL63,2,0.7154
2012,NUTS,2010,PL63,2,0.6824
2013,NUTS,2010,PL63,2,0.6944
2014,NUTS,2010,PL63,2,0.7295
2015,NUTS,2010,PL63,2,0.7022
2016,NUTS,2010,PL63,2,0.7799
2017,NUTS,2010,PL63,2,1.0384
2018,NUTS,2010,PL63,2,1.2218
2019,NUTS,2010,PL63,2,1.2377
2016,NUTS,2010,PL7,1,0.5207
2017,NUTS,2010,PL7,1,0.7348
2018,NUTS,2010,PL7,1,0.6976
2019,NUTS,2010,PL7,1,0.7405
2016,NUTS,2010,PL71,2,0.6472
2017,NUTS,2010,PL71,2,0.8943
2019,NUTS,2010,PL71,2,0.8839
2016,NUTS,2010,PL72,2,0.2581
2017,NUTS,2010,PL72,2,0.3984
2019,NUTS,2010,PL72,2,0.4385
2016,NUTS,2010,PL8,1,0.6071
2017,NUTS,2010,PL8,1,0.78
2018,NUTS,2010,PL8,1,0.8423
2019,NUTS,2010,PL8,1,0.8124
2016,NUTS,2010,PL81,2,0.6599
2017,NUTS,2010,PL81,2,0.9418
2018,NUTS,2010,PL81,2,1.0972
2019,NUTS,2010,PL81,2,0.9415
2016,NUTS,2010,PL82,2,0.6223
2017,NUTS,2010,PL82,2,0.6665
2018,NUTS,2010,PL82,2,0.6556
2019,NUTS,2010,PL82,2,0.7082
2016,NUTS,2010,PL84,2,0.4838
2017,NUTS,2010,PL84,2,0.6889
2018,NUTS,2010,PL84,2,0.7012
2019,NUTS,2010,PL84,2,0.7594
2016,NUTS,2010,PL9,1,1.4153
2017,NUTS,2010,PL9,1,2.13
2018,NUTS,2010,PL9,1,2.1887
2019,NUTS,2010,PL9,1,2.1231
2016,NUTS,2010,PL91,2,2.4868
2017,NUTS,2010,PL91,2,3.7614
2018,NUTS,2010,PL91,2,3.6965
2019,NUTS,2010,PL91,2,3.4565
2016,NUTS,2010,PL92,2,0.1243
2017,NUTS,2010,PL92,2,0.1666
2018,NUTS,2010,PL92,2,0.2157
2019,NUTS,2010,PL92,2,0.198
2011,NUTS,2010,PT,0,1.6471
2012,NUTS,2010,PT,0,1.6539
2013,NUTS,2010,PT,0,1.6027
2014,NUTS,2010,PT,0,1.6134
2015,NUTS,2010,PT,0,1.6623
2016,NUTS,2010,PT,0,1.761
2017,NUTS,2010,PT,0,1.8238
2018,NUTS,2010,PT,0,1.9486
2019,NUTS,2010,PT,0,2.0381
2020,NUTS,2010,PT,0,2.1491
2011,NUTS,2010,PT1,1,1.5694
2012,NUTS,2010,PT1,1,1.573
2013,NUTS,2010,PT1,1,1.5377
2014,NUTS,2010,PT1,1,1.5629
2015,NUTS,2010,PT1,1,1.6186
2016,NUTS,2010,PT1,1,1.7201
2017,NUTS,2010,PT1,1,1.7832
2018,NUTS,2010,PT1,1,1.9077
2019,NUTS,2010,PT1,1,1.9959
2020,NUTS,2010,PT1,1,2.107
2011,NUTS,2010,PT11,2,1.2824
2012,NUTS,2010,PT11,2,1.2699
2013,NUTS,2010,PT11,2,1.367
2014,NUTS,2010,PT11,2,1.3835
2015,NUTS,2010,PT11,2,1.4572
2016,NUTS,2010,PT11,2,1.516
2017,NUTS,2010,PT11,2,1.6072
2018,NUTS,2010,PT11,2,1.7116
2019,NUTS,2010,PT11,2,1.8411
2020,NUTS,2010,PT11,2,1.9905
2011,NUTS,2010,PT15,2,0.7052
2012,NUTS,2010,PT15,2,0.6697
2013,NUTS,2010,PT15,2,0.6183
2014,NUTS,2010,PT15,2,0.5957
2015,NUTS,2010,PT15,2,0.6509
2016,NUTS,2010,PT15,2,0.627
2017,NUTS,2010,PT15,2,0.5686
